Code,Discription,Price list,price of 01/02/2021
FMSUR-1036,EXCISN OF SEBACEOUS CYST SINGL,470,517
FMSUR-1037,EXCISN OF ANGULAR DERMOID CYST,930,1023
FMSUR-1038,EXCISN OF SEBACEOUS CYST MTPL,930,1023
FMSUR-1039,LAPROSCOPIC ORCHIDOPEXY(1ST STAGE),1500,1650
FMSUR-1040,LAPROSCOPIC ORCHIDOPEXY(2ND STAGE),2500,2750
FMSUR-1041,INCISSION AND DRAINAGE UNDER G.A,750,825
FMSUR-1042,INCISION & DRAINAGE OF ABCESS UNDER LA,310,341
FMSUR-1043,DRESSING UNDER G.A MAJOR,600,660
FMSUR-1044,LAPAROSCOPIC REPAIR OF DIAPHRAGMATIC HERNIA,3410,3751
FMSUR-1045,VARICOSE VIENS 2 LIMBS (MAJOR),3410,3751
FMSUR-1046,SUBFASICAL ENDOSCOPIC PERFORATOR SURGERY (SEPS),4060,4466
FMSUR-1047,SIGMOID COLECTOMY,3410,3751
FMSUR-1048,WOUND EXPLORATION (DEEP) & DEBRIDMENT,2040,2244
FMSUR-1049,RETROPERITONEAL DRAINAGE OF PESOAS ABSCESS,3410,3751
FMSUR-1050,EXCISION OF UMBILICAL SINUS,2040,2244
FMSUR-1051,VASCULAR EXPLORATION OF NECK AND BY PASS GRAFT,245,270
FMSUR-1052,LIGATION EXTERNAL CAROTID ARTERY (UNILATRAL),245,270
FMSUR-1053,LIGATION OF EXTERNAL CAROTID ARTERY (BILATERAL),245,270
FMSUR-1054,EXCISION OF PARATHYROID ADENOMA,2500,2750
FMSUR-1055,EXCISION OF EPIDIDYYMAL MASS OR SPERMATOCELE,1500,1650
FMSUR-1056,SUTURE OF SMALL WOUNDS (1 - 4 STICHES),110,121
FMSUR-1057,SUTURE OF MEDIUM WOUNDS (5 - 7 STITCHES),140,154
FMSUR-1058,SUTURE OF LARGE WOUNDS (MORE THAN 7 STITCHES),350,385
FMSUR-1059,MAJOR DUCT EXCISION OF BREAST,1060,1166
FMSUR-1060,LAPAROSCOPIC INSERTION OF INTRA PENTONEAL TUBE DRAINAGE,2000,2200
FMSUR-1061,FEMORAL THROMBECTOMY & ENDARTRECTOMY WITH PTEF PATCH,6250,6875
FMSUR-1062,FEMORAL THROMBECTOMY & ENDARTECTOMY WITH VEIN PATCH,7500,8250
FMSUR-1063,SUPRACLAVICULAR SUBCLAVIAN ARTERY TISSUE THROMBECTOMY,5930,6523
FMSUR-1064,LAPAROSCOPIC REPAIR OF VENTRAL HERNIA,4375,4813
FMSUR-1065,FISCIOTOMY,1500,1650
FMSUR-1066,BILATERAL TRANS-KNEE DISARTICULATION,6250,6875
FMSUR-1067,SLEEVE GASTRECTOMY,12050,13255
FMSUR-2005,EXCISION OF RETROPERITOUEAL TUMOR,3500,3850
FMSUR-2006,GASTROSTOMY,3500,3850
FMSUR-2007,REMVL OF CALCULUS FM SALIVARY  GLAND,1160,1276
FMSUR-2008,PARTIAL GASTRECTOMY WITH I ANASTOMOSIS TO ESOPHAGUS,4630,5093
FMSUR-2009,PARTIAL GASTRECTOMY WITH ANASTOMOSIS TO JEJUNUM,4630,5093
FMSUR-2010,HIGHLY SELECTED VAGOTOMY,4630,5093
FMSUR-2011,DIAPHRAGMATIC HERNIA(NEW BORN),2900,3190
FMSUR-2012,GASTRIC FISTULA,3475,3823
FMSUR-2013,PARTIAL GASTRECTOMY WITH ANASTOMOSIS TO DUODENUM,4630,5093
FMSUR-2014,REPAIR OF RUPTURED STOMACH OR  DUODENUM,2900,3190
FMSUR-2015,CONGENITAL DUODENAL OBSTRUCTN,3475,3823
FMSUR-2016,SUTURE OF GASTRIC DUODENAL ULCER SITE,1740,1914
FMSUR-2017,SUTURE OF LACERATION STOMACH,2900,3190
FMSUR-2018,REMOVAL OF SUBMANDIBULAR GLAND,2360,2596
FMSUR-2019,CLOSURE OF GASTROSTOMY,2900,3190
FMSUR-2020,BIOPSY OF ORAL CAVITY,350,385
FMSUR-2021,GASTROPEXY,2900,3190
FMSUR-2022,VAGOTOMY & GASTROJEJUNOSTOMY,4630,5093
FMSUR-2023,ACHALSIA OF CARDIA,5215,5737
FMSUR-2024,CELESTINE TUBE IMPLANTATION,2320,2552
FMSUR-2025,ESOPHAGEAL DIVERTICULUM,4055,4461
FMSUR-2031,INTRATHORACIC ESOPHAGEAL ANAS- TOMOSIS W.INTERPOSITION COLON,8110,8921
FMSUR-2032,PYLOROMYOTOMY,2320,2552
FMSUR-2033,TOTAL GASTRECTOMY,6955,7651
FMSUR-2034,EXCISN OF DUODENAL DIVERTICULM,3475,3823
FMSUR-2035,DIVERSION FROM BILLROTH II TO  BILROTH 1 OPERATION,5790,6369
FMSUR-2036,GASTRO-ENTEROSTOMY,2900,3190
FMSUR-2037,LAPAROSCOPIC REP.HIATUS HERNIA,3475,3823
FMSUR-2038,LAPAROSCOPIC VAGOTOMY & PYLO-  ROPLASTY,4055,4461
FMSUR-2039,RELEASE OF TIE TONGUE UNDER LOCAL ANESTHESIA,800,880
FMSUR-2040,REPAIR OF HIATUS HERNIA,2900,3190
FMSUR-2041,LAP. CLOSURE PERF PEPTIC ULCER,3310,3641
FMSUR-2042,ADJ. SILICONE GASTRIC BANDING,4800,5280
FMSUR-2043,ADJ. NEEDLE FOR GASTRIC BANDING,105,116
FMSUR-2044,LAPAROSCOPIC FUNDOPLICATION,3150,3465
FMSUR-2045,EXCISION OF TONGUE MASS,1325,1458
FMSUR-2046,VERTICAL BANDING GASTROPLASTY,4500,4950
FMSUR-2047,PLEURAL OR ABDOMINAL TAP (DIAGNOSTIC),180,198
FMSUR-2048,PERITONEAL TAP - THERAPEUTIC,350,385
FMSUR-2049,REDUCTION OF VOLVULUS WITHOUT  RESECTION,2320,2552
FMSUR-2050,PERMANENT FIXATN OF PERITONEAL CATHETER BETW,1395,1535
FMSUR-2051,PARTIAL RESECTION OF INTESTINE,2320,2552
FMSUR-2052,EXPLORATORY LAPAROTOMY,3500,3850
FMSUR-2053,CONGENITAL INTESTINAL OBSTR.,3500,3850
FMSUR-2054,PERITONEAL WASHOUT,2900,3190
FMSUR-2055,FEEDING INTEROSTOMY,2900,3190
FMSUR-2056,"INTRA-ABDOMINAL MANIPULATION   OF INTESTINES,NOT OTHER SPEC",4630,5093
FMSUR-2057,LYSIS OF PERITONEAL ADHESION,2900,3190
FMSUR-2058,REPAIR OF MECKELS DIVERTICULUM,1740,1914
FMSUR-2059,REVISION OF RETROPERITONEAL TUMOUR,4055,4461
FMSUR-2060,LAPARSCOPIC OF LYSIS OF PERI-  TONEAL ADHESION,5790,6369
FMSUR-2061,DIAGNOSTIC LAPAROSCOPY,1160,1276
FMSUR-2062,PUNCTURE & ASPIR.INTRA ABD.CYS,2320,2552
FMSUR-2063,EXCIS. OF INTRA ABDOMINAL CYST,2900,3190
FMSUR-2064,ILEOSTOMY,2500,2750
FMSUR-2065,LAPAROSCOPIC LYSIS OF PERITON- EAL ADHESION,3475,3823
FMSUR-2066,LOCAL EXCISN OR DESTRUCTION OF LESION OR TISSUE OF RECTUM,2900,3190
FMSUR-2067,LT. LAT. ANAL SPHINCTEROTOMY,930,1023
FMSUR-2068,EXCISN HIGH ANAL FISTULA,2085,2294
FMSUR-2069,CONTROL OF POST-OP HAEMORHHAGE OF ANUS (STOP BLEEDING),585,644
FMSUR-2070,DRAINAGE OF PERINEAL ABCESS,760,836
FMSUR-2071,INCISION OF THROMBOSED EXT. HAEMORRHOIDS,470,517
FMSUR-2072,REPAIR OF PARTIAL PROLAPSE OF  ANUS,1395,1535
FMSUR-2073,PROCTO-SIGMOIDOSCOPY,180,198
FMSUR-2074,EXCISION OF ANAL FISSURE,1400,1540
FMSUR-2075,EXCISION OF ANAL FISTULA - LOW,2200,2420
FMSUR-2076,HAEMORRHOIDECTOMY,1400,1540
FMSUR-2077,COLOSTOMY,2900,3190
FMSUR-2078,APPENDECTOMY,2200,2420
FMSUR-2079,APPENDECTOMY - COMPLICATED,2555,2811
FMSUR-2080,EXCISN OF PILONIDAL SINUS,2200,2420
FMSUR-2081,SUCUTANEOUS HAEMORRHOIDECTOMY,2085,2294
FMSUR-2082,BANDING OF HAEMORRHOIDS,930,1023
FMSUR-2083,ABDOMINO-PERINEAL RESECTN OF   RECTUM,6955,7651
FMSUR-2084,LOCAL EXCISION OF LESSION OR   TISSUE OF LARGE INTESTINE,4055,4461
FMSUR-2085,HEMICOLECTOMY -RT\LT,4630,5093
FMSUR-2086,MULTIPLE SEGMENTAL RESECTION   OF SMALL INTESTINE,4630,5093
FMSUR-2087,MULTIPLE SEGMENTAL RESECTION   OF LARGE INTESTINE,5790,6369
FMSUR-2088,CECOSTOMY,2900,3190
FMSUR-2089,RESECTION OF TRANSVERSE COLON,4630,5093
FMSUR-2091,CLOSURE OF STOMA OF LARGE INTESTINE,4055,4461
FMSUR-2092,DRAINAGE OF APPENDICEAL ABSCES,2320,2552
FMSUR-2093,COMPLETE RECTAL PROLAPSE REPAIR THROUGH THE ANUS,4000,4400
FMSUR-2094,REPAIR OF RECTAL PROLAPSE THRU THE ANUS IN CHILD,1160,1276
FMSUR-2095,PROCTOSCOPY,65,72
FMSUR-2096,LAPAROSCOPIC APPENDECTOMY,2320,2552
FMSUR-2097,TRANS-ABDOMINAL RECTOPEXY,3000,3300
FMSUR-2098,LASER-HAEMORRHOIDECTOMY,1470,1617
FMSUR-2099,LASER-FISSURECTOMY,1050,1155
FMSUR-2100,LASER-FISTULECTOMY-LOW,1365,1502
FMSUR-2101,LASER-FISTULECTOMY-HIGH,2310,2541
FMSUR-2102,LASER-SPHINCTEROTOMY,1260,1386
FMSUR-2103,ABDOMINAL RECTOPEXY,3000,3300
FMSUR-2104,TOTAL COLECTOMY W/ILEO-RECTAL  ANASTOMOSIS,7000,7700
FMSUR-2105,TOTAL PROCTO-COLECTOMY W/ILEAL -POUCH AND ILEO-ANAL ANASTOMOS,8000,8800
FMSUR-2106,LIVER BIOPSY - TROCHAR,760,836
FMSUR-2107,CHOLESYSTECTOMY & EXPLORATION  OF COMMON BILE DUCT,4630,5093
FMSUR-2108,CHOLESYSTECTOMY,3500,3850
FMSUR-2109,CHOLESYSTO-DUODENEOSTOMY,3475,3823
FMSUR-2110,REMOVAL OF HEPATIC CYST,3475,3823
FMSUR-2111,REPAIR OF RUPTURED LIVER,2900,3190
FMSUR-2112,CHOLECYSTECTOMY CHOLANGIOGRAM,3475,3823
FMSUR-2113,PARTIAL EXCISION OF LIVER,4630,5093
FMSUR-2114,INTERNAL DRAINAGE-PANCREATIC   CYST,4055,4461
FMSUR-2115,TRANSDUCTINAL AMPUTATION SPINCTEROTOMY,2900,3190
FMSUR-2116,CHOLEDOCHODUODINOSTOMY,2900,3190
FMSUR-2117,CHOLEDOCHOJEJUNOSTOMY,3475,3823
FMSUR-2118,CHOLESYSTOGASTROENTERIC FISTULECTOMY,2900,3190
FMSUR-2119,PARTIAL HEPATECTOMY,4630,5093
FMSUR-2120,HYDATID CYST (HEPATIC LESSION  EVACUATION),4055,4461
FMSUR-2121,PARTIAL PANCREATECTOMY,5790,6369
FMSUR-2122,INTRA-OPERAT.CHOLANGIOGRAPHY,2085,2294
FMSUR-2123,LAPAROSCOPIC CHOLECYSTECTOMY,4000,4400
FMSUR-2124,LAPAROSCOPIC CHOLE. W/ADHESION OF CBD & INSRTN. OF T-TUBE,5790,6369
FMSUR-2125,LAPAROSCOPIC BIOPSY OF HEP.LES,2320,2552
FMSUR-2126,EXCISION OF CHOLEDOCAL CYST CHOLY CYSTO-JUNOSTOMY,2320,2552
FMSUR-2127,LAPROSCOPY HYPATID CYST (HEPATIC LESSION),4200,4620
FMSUR-2128,TRANSDUCTINAL AMPUTATION & SPHINCTEROPLASTY,2900,3190
FMSUR-2129,HEPATIC ABSCESS DRAINAGE,2320,2552
FMSUR-2131,SPLENECTOMY,3500,3850
FMSUR-2132,REIMPLANTATN OR TRANPLANTATN   OF SPLEEN,2320,2552
FMSUR-2133,SPLENECTOMY DEVASCULARIZATION,5000,5500
FMSUR-2134,MUSCULAR HERNIA REPAIR,1740,1914
FMSUR-2135,LAPAROSCOPIC HERNIORRHAPHY,2320,2552
FMSUR-2136,LAPAROSCOPIC BILATERAL HERNIO- RHAPY,4055,4461
FMSUR-2137,SKIN STAPPLING,100,110
FMSUR-2138,LAPAROSCOPIC SPERMATIC VIEN LIGATION,1740,1914
FMSUR-2139,LAPAROSCOPIC ADRENALECTOMY,3000,3300
FMSUR-2140,HERNIAL REPAIR WITH MESH,3410,3751
FMSUR-2141,REMOVAL OF GASTRIC BAND,10610,11671
FMSUR-2142,EXCISION OF TUMOUR (MALIGNANT) OF ANTERIOR ABDOMINAL WALL,3750,4125
FMSUR-2143,TOTAL THYROIDECTOMY + MODIFIED NECK DISSECTION,8490,9339
FMSUR-2144,LAP. GASTRIC BYPASS (GBP) FOR BARIATOXIC PAT,15910,17501
FMSUR-2145,GASTRIC SLEVE (LAPOROSCOPIC ),12730,14003
FMSUR-2146,MASTECTOMY IN FEMALES,2500,2750
FMSUR-2147,BILATERAL FEMORAL EMBOLECTOMY,8000,8800
FMSUR-2149,INFERIOR VENA CAVA FILTER RETRIEVAL,7000,7700
FMSUR-2153,REVISION OF STUMP,2500,2750
FMSUR-2159,UNILATERAL ILIAC ARTERY ANGIOPLASTY,5000,5500
FMSUR-2160,BILATERAL ILIAC ARTERY ANGIOPLASTY,8000,8800
FMSUR-2161,ILIAC ARTERY ANGIOPLASTY WITHOUT STENTING,6500,7150
FMSUR-2162,ILIAC ARTERY ANGIOPLASTY WITH SINGLE STENT,8500,9350
FMSUR-2163,ILIAC ARTERY ANGIOPLASTY WITH MULTIPLE STENTS,9000,9900
FMSUR-3006,ANTERIOR RESECTN OF RECTUM W/  SYNCHRONOUS COLOSTOMY,5790,6369
FMSUR-3007,VARICOSE VIENS ONE LIMB MODERATE,2000,2200
FMSUR-3008,VARICODE VIENS ONE LIMB MAJOR,3000,3300
FMSUR-3009,LIGATION OF PERFORANTUS VEINS,585,644
FMSUR-3010,ARTERIOVENOUS FISTULA DIRECT,2000,2200
FMSUR-3011,ARTERIOVENOUS FISTULA AUTOGENOUS GRAFT,3500,3850
FMSUR-3012,ARTERIOVENOUS FISTULA SYNTHETIC GRAFT,3500,3850
FMSUR-3013,ARTERIOVENOUS FISTOIR GRAFT LOWERLIMB,4500,4950
FMSUR-3014,ARTERIOVENOUS FISTOIR COMPLICATED,3500,3850
FMSUR-3015,EXCISION & REPAIR OF PERIPH.ANEURYSMS,3475,3823
FMSUR-3016,SYMPHATECTOMY CERVICAL LUMBER,3500,3850
FMSUR-3017,SYMPHATECTOMY CERVICAL THORACOSOPIC,4500,4950
FMSUR-3018,EMBOLECTOMY FEMORAL BRACHIAL,3475,3823
FMSUR-3019,VASCULAR SURGERY - ABDOMINAL   VESSELS,5790,6369
FMSUR-3020,FEMORO-POPLITEAL BYPASS ABOVE KNEE,5790,6369
FMSUR-3021,FEMORO-POPLITEAL BYPASS BELOW KNEE,7000,7700
FMSUR-3022,SCLEROTHERAPY FOR VARICOSE VEINS (SESSION),180,198
FMSUR-3023,SCLEROHERAPHY FOR HEMORRHOIDS  (SESSION),115,127
FMSUR-3024,AMPUTATION ABOVE KNEE,3475,3823
FMSUR-3025,AMPUTATION BELOW KNEE,2320,2552
FMSUR-3026,AMPUTAION METATARSAL,1740,1914
FMSUR-3027,AMPUTATION TOE,700,770
FMSUR-3028,DISTAL INFRAPOPLITEAL BY-PASSES,9265,10192
FMSUR-3029,AORTA BI-FERMORAL BYPASS,10000,11000
FMSUR-3030,VENOUS DUPLEX,235,259
FMSUR-3031,PERIPHERAL ARTERIAL DUPLEX,180,198
FMSUR-3032,DOPPLER,115,127
FMSUR-3033,CAROTID DOUPLEX,295,325
FMSUR-3034,APLICATION OF VAC SYSTM 4 DIABETIC FOOT 1 SESION 3,2500,2750
FMSUR-3035,PORTA-CATH INSERTION,2000,2200
FMSUR-3036,CAROTID THROMBOEND ARTREC TOMY,6955,7651
FMSUR-3037,DEBRIDEMENT OF DIABETIC FOOT   INFECTION,3800,4180
FMSUR-3038,RVL. OF PERMA CATH. & REPAIR   OF JAGULAR LINE,1575,1733
FMSUR-3039,AORTIC ANEURYSM REPAIR ABDOMINAL,15000,16500
FMSUR-3040,AORTIC ANEURYSM REPAIR A.BI-FEMORAL,15000,16500
FMSUR-3041,ARTERIAL OR VENOUS INJURY - MODERATE,3500,3850
FMSUR-3042,ARTERIAL OR VENOUS INJURY - MAJOR,4500,4950
FMSUR-3043,COMBINED ATRERIAL AND VENOUS INJURIES,6000,6600
FMSUR-3044,CLOSURE OF AV FISTULA,625,688
FMSUR-3045,RECONSTRUCTION OF RADIAL ARTERY ANEURYSM,3125,3438
FMSUR-3046,INTRA OPERATIVE VENOGRAPHY,1800,1980
FMSUR-3047,VENOUS ANGIOPLASTY UNILATERAL,4000,4400
FMSUR-3048,VENOUS ANGIOPLASTY BILATERAL,5000,5500
FMSUR-3049,VENOUS ANGIOPLASTY WITH SINGLE STENT,6500,7150
FMSUR-3050,VENOUS ANGIOPLASTY WITH MULTIPLE STENTS,7500,8250
FMSUR-3056,OPEN REMOVAL OF F.B IN BLOOD VESSELS,10000,11000
FMSUR-4006,PARTL THYROIDECTOMY,3475,3823
FMSUR-4007,MASTECTOMY - SIMPLE,3500,3850
FMSUR-4008,LOBECTOMY - THYROID,2320,2552
FMSUR-4009,RADICAL MASTECTOMY AND AXILLARY BLOCK DISSECTION,2320,2552
FMSUR-4010,RADICAL MASTECTOMY,3500,3850
FMSUR-4011,TOTAL THROIDECTOMY,5790,6369
FMSUR-4012,ENUNCLIATION OF THYROID CYST   OR ADENOMA,1740,1914
FMSUR-4013,LYMPH NODES BIOPSY (SUPERFICIAL),470,517
FMSUR-4014,LYMPH NODES BIOPSY (DEEP),930,1023
FMSUR-4015,BRANCHIAL CYST EXCISION,1740,1914
FMSUR-4016,SUPERFICIAL PAROTEDECTOMY,2900,3190
FMSUR-4017,EXPLORATION AND/OR EXCISION OF PARA THYROID GLAND OR ADENOMA,2320,2552
FMSUR-4018,EXCISION OF AXILLARY MASS,1660,1826
FMSUR-4019,EXCISION OF LOCALIZED LESION   OF BREAST,2100,2310
FMSUR-4020,MASTECTOMY IN MALES,2100,2310
FMSUR-4021,FINE NEEDLE BIOPSY OR ASPIRATN OF THYROID CYST,235,259
FMSUR-4022,NECK EXPLORATION,4630,5093
FMSUR-4023,LOBECTOMY - BREAST,3000,3300
FMSUR-4024,CHANGING A PERMICATH UNDER LOCAL ANESTHESIA,1500,1650
FMSUR-4025,REMOVAL OF PERMICATH,1250,1375
FMSUR-5006,REPAIR OF VARICOCELE (HIGH -   LIGATION OF SPERMATIC VEIN,2000,2200
FMSUR-5007,REPAIR OF HYDROCELE,2000,2200
FMSUR-5008,REPAIR UNDESCENDED TESTICLE,2200,2420
FMSUR-5009,ORCHIDECTOMY,2200,2420
FMSUR-5010,HERNIORRHAPHY,2085,2294
FMSUR-5011,REPAIR OF INCARCERATED HERNIA,2900,3190
FMSUR-5012,EXCISN OF CYST OF FORESKIN PENIS,585,644
FMSUR-5013,RECURRENT HERNIA W/ SKIN GRAFT,3475,3823
FMSUR-5014,RESECTN OF STRANGULATED HERNIA,3500,3850
FMSUR-5015,REPAIR OF DIASTASIS OF RECTUS  MUSCLE(MAYO OPERATION),3500,3850
FMSUR-5016,HERNIA REPAIR - BILATERAL,3475,3823
FMSUR-5017,REPAIR OF UMBILICAL HERNIA (SMALL),2085,2294
FMSUR-5018,REPAIR OF UMBILICAL HERNIA (BIG),2200,2420
FMSUR-5019,REPAIR OF EPIGASTRIC HERNIA -  (SMALL),1160,1276
FMSUR-5020,REPAIR OF EPIGASTRIC HERNIA -  (BIG),2320,2552
FMSUR-5021,REPAIR OF FERMORAL HERNIA,2555,2811
FMSUR-5022,HERNIOTOMY IN CHILDREN,1160,1276
FMSUR-5023,REPAIR OF SPIEGEL HERNIA,1395,1535
FMSUR-5024,RECURRENT HERNIA W/OUT GRAFT,2900,3190
FMSUR-5025,VASECTOMY,1160,1276
FMSUR-6006,PLEURAL TAP (THERAPEUTIC),350,385
FMSUR-6007,ENDOTRACHEAL INTUBATION,235,259
FMSUR-6009,TRACHEOSTOMY,1740,1914
FMSUR-6010,EXPLORATORY THORACOTOMY,3475,3823
FMSUR-6011,WEDGE RESECTION LUNG,4055,4461
FMSUR-6012,PLEURECTOMY,3475,3823
FMSUR-6013,CLOSURE OF BRONCHO PLEURAL FISTULA,4055,4461
FMSUR-6014,DECORTICATION,3475,3823
FMSUR-6015,LOBECTOMY AND BRONCHOPLASTY,7720,8492
FMSUR-6016,SUBCUTANEOUS IMPLANTATION OF   PACEMAKER,3475,3823
FMSUR-7006,CRANIOTOMY,2900,3190
FMSUR-7007,SUTURE OF PERIPHERAL NERVE,1160,1276
FMSUR-7008,PERIPHERAL NERVE GRAFT,3475,3823
FMSUR-7009,REPAIR OF OLD TRAUMATIC INJURY OF PERIPHERAL NERVE,4055,4461
FMSUR-7010,LUMBAR/VERTICAL DISC,4055,4461
FMSUR-7011,CERVICAL DISC W/PLATE FUSION,4630,5093
FMSUR-7012,TRANSPIATAL ESOPHAGECTOMY WITH GASTRIC PULL-UP,4060,4466
FMSUR-7013,REPAIR OF LARGE INCISIONAL HERNIA,3790,4169
FMSUR-7014,SEPS (SUB FASCIAL ENDOSCOPIC PERFORATOR SURGERY),3410,3751
FMSUR-7015,EXAMINATION UNDER GENERAL ANAESTHESIA,410,451
FMSUR-7016,FEMORO POPLITEAL ANGIOPLASTY,4640,5104
FMSUR-7017,INFROPOPLITEAL ANGIOPLASTY,6180,6798
FMSUR-7018,EXCISION OF PAPILLOMA,630,693
FMSUR-7019,EXCISION OF HAEMANGIOMA ARTERIOVENOUS MALFORMATION,12500,13750
FMSUR-7021,RADIO FREQUENCY / LASER ABLATION OF VARICOOSE VEIN UNILATERA,3750,4125
FMSUR-8006,"ASPIRATION, SYNOVIAL FLUID",180,198
FMSUR-8007,REDUCTION FO FRACTURE UNDER LOCAL ANAESTHESIA & CAST,930,1023
FMSUR-8008,BURSECTOMY - OLECRANON,1160,1276
FMSUR-8009,REMOVAL OF FIBRO CHONDROMA,2900,3190
FMSUR-8010,FINGER AMPUTATION (PARTIAL),585,644
FMSUR-8011,TOE AMPUTATION (PARTIAL),700,770
FMSUR-8012,PLASTER SLAB (ARM),155,171
FMSUR-8013,PLASTER SLAB (LEG),180,198
FMSUR-9006,PALMAR TUMOUR OF HAND EXCISION,585,644
FMSUR-9007,DORSAL TUMOUR OF HAND EXCISION,585,644
FMSUR-9008,REMOVAL OF TATTOO,2085,2294
FMSUR-9009,REPAIR OF BAT EARS,3475,3823
FMSUR-9010,EXTENSIVE KELOID RECONSTRUCTN,2320,2552
FMSUR-9011,TUBE GRAFT,3475,3823
FMSUR-9012,REMVL OF DEEP EXTERNAL ULCER   W/ SKIN GRAFT,2320,2552
FMSUR-9013,CORRECTN OF CONGENITAL WEBBED  FINGERS,1740,1914
FMSUR-9014,SKIN GRAFT FULL THICKNESS FREE,2320,2552
FMSUR-9015,SKIN GRAFT PARTIAL THICKNESS,2320,2552
FMSUR-9016,LASER SESSION (SUFER.LOW ENER),135,149
FMSUR-9017,AUTOGENOUS SKIN GRAFTING(SMALL,585,644
FMSUR-9018,DRESSING OF BURNS UPTO 10%AREA,470,517
FMSUR-9019,REMOVAL OF WARTS SINGLE,65,72
FMSUR-9020,REMOVAL OF WARTS MULTIPLE,180,198
FMSUR-9021,POST OPERATIVE VISIT,100,110
FMSUR-9022,HERNIO PLASTY,3200,3520
FMSUR-9023,PSARP FOR IMPERFORATE ANUS (VAGINAL FISTULA),3000,3300
FMSUR-9024,PSARVUP FOR REPAIR OF CLOACA,5000,5500
FMSUR-9025,TRANSANAL PULL THROUGH FOR HIRSCHSPRIING DISEASE,4500,4950
FMSUR-9026,DUHAMEL OPERATION FOR HIRSCHSPRUNG'S DISEASE,5000,5500
FMSUR-9029,REPAIR OF IMPERAFARATE ANUS (PERINEAL ANOPLASTY,1500,1650
FMSUR-9030,PSARP FOR IMPERFORATE ANUS (VESTIBULAR FISTULA),3000,3300
FMSUR-9031,GASTRIC BY PASS,5000,5500
FMSUR-9032,HYPOSPADIAS REPAIR ( ONE STAGE),4000,4400
FMSUR-9033,RECTAL BIOPSY (FULL THICKNESS),1000,1100
FMSUR-9034,ADRENALECTOMY,3500,3850
FMSUR-9035,LAPAROSCOPIC ORCHIDECTOMY,3000,3300
FMSUR-9036,SECOND LOOK EXPLORATORY LAPAROTOMY,2000,2200
FMSUR-9037,RESECTION-ANASTOMOSIS OF A SMALL INTENSINAL LOOP,3000,3300
FMSUR-9038,FINGER AMPUTATION (MULTIPLE),1200,1320
FMSUR-9039,UPPER G.I ENDOSCOPY (DIAGNOSTIC),800,880
FMSUR-9040,UPPER G.I ENDOSCOPY (THERAPENTIC),1300,1430
FMSUR-9041,LAPROSCOPIC ASSISTED RETROPERITONEAL LYMPH NODE EXCISION,2500,2750
FMSUR-9042,ADHESIOLYSIS FOR ADHESIVE INTESTINAL OBSTRUCTION,1000,1100
FMSUR-9043,INCISION OF A LEFT GLUTEAL ABSCESS,5450,5995
FMSUR-9044,REPOSITIONING OF PROLAPSED HEMORRHOIDS,700,770
FMSUR-9050,EXCISION OF FIBROMA,500,550
FMSUR-9051,ORCHIDO PEXY.,2500,2750
FMSUR-9052,REPAIR OF OMPHALOCAELE (SMALL),1000,1100
FMSUR-9055,VARICOSE VEIN INJECTION (ONE SESSION ONLY),300,330
FMSUR-9057,ASPIRATION OF GANGOLIN,210,231
FMSUR-9061,EXCISION OF HYDROCELE,1450,1595
FMSUR-9074,REMOVAL OF PORTA CATH,1200,1320
FMSUR-9080,ESOPHAGEAL REPLACEMENT,6100,6710
FMSUR-9081,TESTICULAR MASS,3240,3564
FMSUR-9082,VARICOCELE LIGATION,2430,2673
FMSUR-9083,WIDE LOCAL EXCISION & AXILLARY EVACUATION,3410,3751
FMSUR-9084,ILEO FEMORAL BY PASS,7900,8690
FMSUR-9085,ABSCESS INCISION & DRAINAGE UNDER LOCAL ANAESTHESIA,1500,1650
FMSUR-9086,SUBFACIAL ENDOSCOPIC PERFORATOR SURGERY,2640,2904
FMSUR-9087,EVACUATION OF WOUND HAEMATOMA,500,550
FMSUR-9088,RASCIOTOMY,330,363
FMSUR-9089,AMPUTATION ABLVE ELBOW,1980,2178
FMSUR-9090,REPAIR OF MESENTERIC TEAR,680,748
FMSUR-9091,AUXILLARY ARTERY REPAIR,26320,28952
FMSUR-9092,ENDOSCOPIC THYROIDECTOMY (ONE LOBE),3300,3630
FMSUR-9093,ENDOSCOPIC THYROIDECTOMY(TWO LOBES),4610,5071
FMSUR-9094,REPAIR OF VENTRAL HERNIA WITH MESH,4610,5071
FMSUR-9095,RELEASE OF TONGUE TIE UNDER GA,1000,1100
FMSUR-9110,COMPLETION THYROIDECTOMY,6250,6875
FMSUR-9124,LAPAROSCOPIC APPENDECTOMY (NOT COMPLICATED),3150,3465
FMSUR-9125,EXCISION BIOPSY OF BILATERAL BREAST MASSES,6250,6875
FMSUR-9136,EXCISION OF CAVERNOUS HAEMANGIOMA,5000,5500
FMXRY-0615,TELERADIOLOGY CONSULTATION MYELOGRAM,445,490
FMURO-0002,CYSTOURETHOSCOPY,1160,1276
FMURO-0003,CYSTOSCOPY & URETERAL CATHETER,1740,1914
FMURO-0004,CYSTOSCOPY & CAUTERY - BLADDER,1740,1914
FMURO-0005,SIMPLE URETHRAL DILATATION,1090,1199
FMURO-0006,FIXATION CATHETER - RUPTURED   URETHRA,1395,1535
FMURO-0007,SPURAPUBIC PUNCTURE - CYSTOFIX,760,836
