Service Code,Desc.,Price as of 01/08/2024,Price as of 01/08/2025 and onward,Gross/Net,Discount % Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
8123070,MRI CARDIAC,8400,8800,Gross,yes,98.0,Portal X-Ray,90901-04-10,"Magnetic resonance imaging of chest, without contrast medium"
8123071,GENERAL ANESTHESIA FOR RADIOLOGY PROCEDURE,1575,1650.0000000000002,Gross,yes,98.0,Portal X-Ray,92514-99-00,"General anaesthesia, ASA 99"
8124008,CT CARDIAC ANGIOGRAPHY,3412.5,3575.0000000000005,Gross,yes,98.0,Portal X-Ray,57360-00-00,"Spiral coronary angiography by computerised tomography, with intravenous contrast medium"
8124013,CT PULMONARY ARTERIES ANGIOGRAPHY WITH CONTRAST,1995,2090,Gross,yes,98.0,Portal X-Ray,59970-04-00,Other arteriography
8124015,CT SIALOGRAM WITH CONTRAST ,1995,2090,Gross,yes,98.0,Portal X-Ray,59733-00-00,Radiography of salivary gland with contrast
8124051,CTA HEAD WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,57350-00-00,"Spiral angiography by computerised tomography of head and/or neck, with intravenous contrast medium"
8124052,CTA NECK WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,57350-00-00,"Spiral angiography by computerised tomography of head and/or neck, with intravenous contrast medium"
8124053,CTA HEAD & NECK WITH CONTRAST,3150,3300.0000000000005,Gross,yes,98.0,Portal X-Ray,57350-00-00,"Spiral angiography by computerised tomography of head and/or neck, with intravenous contrast medium"
8124054,CTA UPPER LIMB WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,57350-01-00,"Spiral angiography by computerised tomography of upper extremity, with intravenous contrast medium"
8124055,CTA LOWER LIMB WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,57350-07-01,"Spiral angiography by computerised tomography of lower extremity, with intravenous contrast medium, unilateral"
8124056,CT VENOGRAM BRAIN WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,56007-00-00,Computerised tomography of brain with intravenous contrast medium
8124057,CT VENOGRAM NECK VIENS WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,56107-00-00,Computerised tomography of soft tissue of neck with intravenous contrast medium
8124058,CT VENOGRAM UPPER LIMB WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,56625-00-01,"Computerised tomography of limb with intravenous contrast medium, unilateral"
8124059,CT VENOGRAM LOWER LIMB WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,56625-00-01,"Computerised tomography of limb with intravenous contrast medium, unilateral"
8124060,CT VENOGRAM ABDOMEN WITH CONTRAST,2100,2200,Gross,yes,98.0,Portal X-Ray,56407-00-00,Computerised tomography of abdomen with intravenous contrast medium
8124061,CT VENOGRAM WITH CONTRAST (ANY PART),2100,2200,Gross,yes,98.0,Portal X-Ray,99999-99-92,Unlisted Imaging Code
8124062,CT ANGIOGRAPHY WITH CONTRAST (ANY PART),2100,2200,Gross,yes,98.0,Portal X-Ray,59970-01-00,"Digital subtraction angiography, not elsewhere classified"
8124063,CT CARDIAC FOR CALCIUM SCORE,2100,2200,Gross,yes,98.0,Portal X-Ray,56301-00-00,Computerised tomography of chest
8125001,COLOUR DOPPLER PENILE DOPPLER,1260,1320,Gross,yes,98.0,Portal X-Ray,55282-00-00,Duplex ultrasound of artery of penis
8125002,COLOUR DOPPLER TRANSVAGINAL,1260,1320,Gross,yes,98.0,Portal X-Ray,90911-00-00,Duplex ultrasound of vessels of other sites
8125003,COLOUR DOPPLER PREGNANCY UMBILICAL  ARTERY PLACENTAL FLOW OVARIAN & UTERIAN ,1260,1320,Gross,yes,98.0,Portal X-Ray,55729-01-00,Duplex ultrasound of umbilical artery
8125004,COLOUR DOPPLER RENAL ARTERY,1260,1320,Gross,yes,98.0,Portal X-Ray,55278-00-00,Duplex ultrasound of renal and/or visceral vessels
8125005,COLOUR DOPPLER HEPATIC ARTERY,1260,1320,Gross,yes,98.0,Portal X-Ray,55276-00-00,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries and/or inferior vena cava and iliac veins"
8125006,COLOUR DOPPLER PORTAL SYSTEM,1260,1320,Gross,yes,98.0,Portal X-Ray,90911-00-00,Duplex ultrasound of vessels of other sites
8125007,COLOUR DOPPLER AORTIC,1260,1320,Gross,yes,98.0,Portal X-Ray,55276-00-00,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries and/or inferior vena cava and iliac veins"
8125008,COLOUR DOPPLER ILIAC VESSELS,1260,1320,Gross,yes,98.0,Portal X-Ray,55276-00-00,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries and/or inferior vena cava and iliac veins"
8125009,COLOUR DOPPLER VEINS (VARICES),1260,1320,Gross,yes,98.0,Portal X-Ray,90911-00-00,Duplex ultrasound of vessels of other sites
8125010,COLOUR DOPPLER CAROTID ARTERY (BILATERAL),1890,1980.0000000000002,Gross,yes,98.0,Portal X-Ray,55274-00-00,"Duplex ultrasound of extracranial, carotid and vertebral vessels"
8125011,COLOUR DOPPLER BRACHIAL ARTERY (UNILATERAL),1260,1320,Gross,yes,98.0,Portal X-Ray,55248-00-00,"Duplex ultrasound of arteries or bypass grafts in upper limb, unilateral"
8125012,COLOUR DOPPLER BRACHIAL ARTERY (BILATERAL),1890,1980.0000000000002,Gross,yes,98.0,Portal X-Ray,55248-01-00,"Duplex ultrasound of arteries or bypass grafts in upper limb, bilateral"
8125013,COLOUR DOPPLER FEMORAL ARTERY (UNILATERAL),1260,1320,Gross,yes,98.0,Portal X-Ray,55238-00-00,"Duplex ultrasound of arteries or bypass grafts in lower limb, unilateral"
8125014,COLOUR DOPPLER FEMORAL ARTERY (BILATERAL),1890,1980.0000000000002,Gross,yes,98.0,Portal X-Ray,55238-01-00,"Duplex ultrasound of arteries or bypass grafts in lower limb, bilateral"
8125015,COLOUR DOPPLER PERIPHERAL VEINS (ONE LIMB),1260,1320,Gross,yes,98.0,Portal X-Ray,55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125016,COLOUR DOPPLER PERIPHERAL VEINS (TWO LIMBS),1890,1980.0000000000002,Gross,yes,98.0,Portal X-Ray,55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125017,PORTABLE COLOUR DOPPLER CAROTID ARTERY (BILATERAL),1979.25,2073.5,Gross,yes,98.0,Portal X-Ray,55274-00-00,"Duplex ultrasound of extracranial, carotid and vertebral vessels"
8125018,PORTABLE COLOUR DOPPLER PERIPHERAL ARTERY (UNILATERAL),1349.25,1413.5000000000002,Gross,yes,98.0,Portal X-Ray,55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125019,PORTABLE COLOUR DOPPLER PERIPHERAL ARTERY (BILATERAL),1979.25,2073.5,Gross,yes,98.0,Portal X-Ray,55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125020,PORTABLE COLOUR DOPPLER PERIPHERAL VEINS (UNILATERAL),1349.25,1413.5000000000002,Gross,yes,98.0,Portal X-Ray,55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125021,PORTABLE COLOUR DOPPLER PERIPHERAL VEINS (BILATERAL),1979.25,2073.5,Gross,yes,98.0,Portal X-Ray,55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125022,PORTABLE COLOUR DOPPLER ULTRASOUND (ANY PART),1349.25,1413.5000000000002,Gross,yes,98.0,Portal X-Ray,90908-00-00,Ultrasound of other site
8125023,COLOUR DOPPLER TESTICULAR ARTERY ,722.4,756.8000000000001,Gross,yes,98.0,Portal X-Ray,90911-00-00,Duplex ultrasound of vessels of other sites
8126001,3D ULTRASOUND,630,660,Gross,yes,98.0,Portal X-Ray,90908-00-00,Ultrasound of other site
8126002,4D ULTRASOUND,787.5,825.0000000000001,Gross,yes,98.0,Portal X-Ray,90908-00-00,Ultrasound of other site
8127001,BONE DENSITOMETRY FOREARM AND WRIST,420,440.00000000000006,Gross,yes,98.0,Portal X-Ray,12306-00-00,Bone densitometry using dual energy x-ray absorptiometry
8127002,BONE DENSITOMETRY  FEMUR & VERTEBRAE,577.5,605,Gross,yes,98.0,Portal X-Ray,12306-00-00,Bone densitometry using dual energy x-ray absorptiometry
8127003,WHOLE BODY BONE DENSITOMETRY,577.5,605,Gross,yes,98.0,Portal X-Ray,12306-00-00,Bone densitometry using dual energy x-ray absorptiometry
8128001,CEREBRAL SCINTIGRAPHY,2047.5,2145,Gross,yes,98.0,Portal X-Ray,61369-00-00,Indium-labelled octreotide study
7129101,THYROID TRANSCRIPTION FACTOR (TTF-1),603.75,632.5,Gross,yes,31.0,Portal Laboratory,73350-06-00,Unlisted molelcular pathology procedure
7128078,BX HISTOPATH. FOR HEMITHYROIDECTOMY,535.5,561,Gross,yes,31.0,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
7128167,CYTO.FNA.THYROID (ONE SIDE),535.5,561,Gross,yes,31.0,Portal Laboratory,73200-00-00,"Cytopathology, fluids, washgs or brushings excrpt cervical or vaginal: smrs interp"
8128005,HEART MULTIGATED ACQUISITION,2047.5,2145,Gross,yes,98.0,Portal X-Ray,61313-00-00,Gated cardiac blood pool study
8128006,THALLIUM W/O EXERCISE,5001.150000000001,5239.3,Gross,yes,98.0,Portal X-Ray,61458-00-00,Localised study using thallium
8128007,THALLIUM W/EXERCISE,6996.150000000001,7329.3,Gross,yes,98.0,Portal X-Ray,61458-00-00,Localised study using thallium
8128008,THALLIUM W/ PERSANTINE,4226.25,4427.5,Gross,yes,98.0,Portal X-Ray,61458-00-00,Localised study using thallium
8128009,MYOCARDIAL INFARCT SCITINGRAPH,2047.5,2145,Gross,yes,98.0,Portal X-Ray,61369-00-00,Indium-labelled octreotide study
8128010,CARDIAC PHASE AMPLITUDE,1398.6000000000001,1465.2,Gross,yes,98.0,Portal X-Ray,61320-01-00,Cardiac first pass blood flow study
8128011,1ST PASS STUDY,1398.6000000000001,1465.2,Gross,yes,98.0,Portal X-Ray,61320-01-00,Cardiac first pass blood flow study
8128012,LUNG PERFUSION,4167.45,4365.900000000001,Gross,yes,98.0,Portal X-Ray,61328-00-00,Lung perfusion study
8128013,LUNG VENMTILLATION,3504.9,3671.8,Gross,yes,98.0,Portal X-Ray,61340-00-00,Lung ventilation study
8128014,LUNG PERFUSION & VENTILLATION,3846.15,4029.3,Gross,yes,98.0,Portal X-Ray,61348-00-00,Lung perfusion and ventilation study
8128015,LIVER & SPLEEN SCAN,2047.5,2145,Gross,yes,98.0,Portal X-Ray,61353-00-00,Colloid liver and spleen study with single photon emission computerised tomography [SPECT]
8128016,BILIARY TREE SCAN,2047.5,2145,Gross,yes,98.0,Portal X-Ray,61360-00-00,Hepatobiliary study
8128017,RENOGRAM &N RENAL SCAN,2047.5,2145,Gross,yes,98.0,Portal X-Ray,61386-00-00,Renal study
8128018,RENOGRAM  RENAL SCAN & G.F.R.,5001.150000000001,5239.3,Gross,yes,98.0,Portal X-Ray,61386-00-00,Renal study
8128019,GLOMOERUALR FILTERATION RATE,1739.8500000000001,1822.7,Gross,yes,98.0,Portal X-Ray,12524-00-00,Renal function nuclear medicine test
8128020,READIONUCLIDE MICTURATING,1398.6000000000001,1465.2,Gross,yes,98.0,Portal X-Ray,61397-00-00,Nuclear medicine cystoureterography
8128021,BONE SCAN,4167.45,4365.900000000001,Gross,yes,98.0,Portal X-Ray,61421-00-00,Whole body bone study
8128022,WHOLE BODY SCAN W/R/A.IODINE,2717.4,2846.8,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128023,WHOLE BODY SCAN W/ 67GAL,3846.15,4029.3,Gross,yes,98.0,Portal X-Ray,61421-00-00,Whole body bone study
8128024,LACRIMAL DUCT SCINTIGRAPHY,1608.6000000000001,1685.2,Gross,yes,98.0,Portal X-Ray,61495-00-01,"Tear duct study, unilateral"
8128025,RADIONUCLIDE PHLEBOGRAPHY,3367.3500000000004,3527.7000000000003,Gross,yes,98.0,Portal X-Ray,61465-00-00,Nuclear medicine venography
8128026,PRELIMINARY SCAN ANY AREA/ORG.,1608.6000000000001,1685.2,Gross,yes,98.0,Portal X-Ray,99999-99-92,Unlisted Imaging Code
8128027,SCINTIGRAPHY OF ANY ORGAN,2362.5,2475,Gross,yes,98.0,Portal X-Ray,90910-00-00,Nuclear medicine study of other region or organ
8128028,DYNAMIC SCAN ANY AREA / ORGAN,1608.6000000000001,1685.2,Gross,yes,98.0,Portal X-Ray,61417-00-00,Dynamic blood flow study
8128029,ISOTOPE SCAN FOLLOW-UP STUDY,2362.5,2475,Gross,yes,98.0,Portal X-Ray,12512-00-00,"Radioactive B12 absorption test, 1 isotope"
8128030,CEREBRAL SCINTIGRAPHY (W/LIPOP,3465,3630.0000000000005,Gross,yes,98.0,Portal X-Ray,61405-00-00,Brain study with blood brain barrier agent
8128031,CSF FLOW STUDY,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61409-00-00,Cerebrospinal fluid transport study
8128032,MPS W/TC-99 LABELLED COMPDS ST,4771.2,4998.400000000001,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128033,MPS W/TC-99 LABELLED COMPDS W/,3465,3630.0000000000005,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128034,MPS W/THALLUM-201(STESS+REDIST,5033.7,5273.400000000001,Gross,yes,98.0,Portal X-Ray,61302-00-00,Stress myocardial perfusion study
8128035,MPS (DUAL ISOTOPE TECHNIQUE),4771.2,4998.400000000001,Gross,yes,98.0,Portal X-Ray,61310-00-00,Avid imaging study for myocardial infarct
8128036,FIRST PASS WITHOUT STRESS,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61320-01-00,Cardiac first pass blood flow study
8128037,FIRST PASS UNDER STRESS,3753.75,3932.5000000000005,Gross,yes,98.0,Portal X-Ray,61320-01-00,Cardiac first pass blood flow study
8128038,GATED ERNA WITHOUT STRESS,2737.35,2867.7000000000003,Gross,yes,98.0,Portal X-Ray,61313-00-00,Gated cardiac blood pool study
8128039,GATED ERNA UNDER STRESS,3753.75,3932.5000000000005,Gross,yes,98.0,Portal X-Ray,61316-00-00,Gated cardiac blood pool study with intervention
8128040,PERFUSION (Q) LUNG SCAN,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61328-00-00,Lung perfusion study
8128041,VENTILATION (V) LUNG SCAN,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61340-00-00,Lung ventilation study
8128042,V/Q LUNG SCAN,5092.5,5335,Gross,yes,98.0,Portal X-Ray,61328-00-00,Lung perfusion study
8128043,TC-99 M DMSA SCAN,3504.9,3671.8,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128044,TC-99 M DTPA (+/-CAPTOPRIL CHA,5493.6,5755.200000000001,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128045,TC-99 M MAG3 STUDY,9161.25,9597.5,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128046,TC-99 M DMSA + TC-99 M DTPA,7494.900000000001,7851.8,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128047,TC-99 M PERTECHNETATE MICTURA,1207.5,1265,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128048,TC-99 M SULFER COLLOID MICTURA,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61387-00-00,Renal cortical study with single photon emission computerised tomography [SPECT]
8128049,SIALOSCINTIGRAPHY,3997.3500000000004,4187.700000000001,Gross,yes,98.0,Portal X-Ray,61369-00-00,Indium-labelled octreotide study
8128050,TC-99 M COLLOID HEPATOSPLENIC,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61353-00-00,Colloid liver and spleen study with single photon emission computerised tomography [SPECT]
8128051,TC-99 M HIDA STUDY,3504.9,3671.8,Gross,yes,98.0,Portal X-Ray,61369-00-00,Indium-labelled octreotide study
8122024,ULTRASOUND PARATHYROID,498.75,522.5,Gross,yes,98.0,Portal X-Ray,55032-00-00,Ultrasound of neck
8122033,ULTRASOUND THYROID ,498.75,522.5,Gross,yes,98.0,Portal X-Ray,55032-00-00,Ultrasound of neck
8128054,WBS WITH I-131 (NAL;5MCI,5001.150000000001,5239.3,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128055,WBS WITH I-131 MIBG,9161.25,9597.5,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128056,WBS WITH TC-99M (V) DMSA,2737.35,2867.7000000000003,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128057,WBS W/ THALIUM 201(OR TO 99M LABELLED COMPAOUND),4371.150000000001,4579.3,Gross,yes,98.0,Portal X-Ray,61437-00-00,Whole body study using thallium
8128058,WBS WITH GA-67 CITRATE,5453.7,5713.400000000001,Gross,yes,98.0,Portal X-Ray,61429-00-00,Whole body study using gallium
8128059,WBS WITH IN-111 CL,86.10000000000001,90.2,Gross,yes,98.0,Portal X-Ray,61369-00-00,Indium-labelled octreotide study
8128060,WBS WITH IN-111 OCTREOTIDE,86.10000000000001,90.2,Gross,yes,98.0,Portal X-Ray,61369-00-00,Indium-labelled octreotide study
8128061,WBS WITH TC-99 M NANOCOLLOID,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128062,WBS WITH TC-99 M - HIG,86.10000000000001,90.2,Gross,yes,98.0,Portal X-Ray,61433-00-00,Whole body study using cells labelled with technetium
8128063,TC-99 M MDP,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,61386-00-00,Renal study
8128064,DACRYOSCINTIGRAPHY,2507.4,2626.8,Gross,yes,98.0,Portal X-Ray,59703-00-00,Dacryocystography
8128065,LYMPHOSCINTIGRAPHY,3668.7000000000003,3843.4,Gross,yes,98.0,Portal X-Ray,61469-00-00,Lymphoscintigraphy
8128066,PRELIMINARY SCAN I,1477.3500000000001,1547.7,Gross,yes,98.0,Portal X-Ray,90910-00-00,Nuclear medicine study of other region or organ
8128067,PRELIMINARY SCAN II,2369.85,2482.7000000000003,Gross,yes,98.0,Portal X-Ray,90910-00-00,Nuclear medicine study of other region or organ
8128068,I-131 5 MCI,2507.4,2626.8,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128069,I-131 10 MCI,4331.25,4537.5,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128070,I-I31 29.5MCI,5493.6,5755.200000000001,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128071,I-I31 50 MCI,4200,4400,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128072,I-131 100 MCI,5578.650000000001,5844.3,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128073,I-131 120 MCI,6949.950000000001,7280.900000000001,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128074,I-131 (MIBG),39637.5,41525,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128075,SR-86 CI,31717.350000000002,33227.700000000004,Gross,yes,98.0,Portal X-Ray,61421-00-00,Whole body bone study
8128076,I-131 25 MCI,5001.150000000001,5239.3,Gross,yes,98.0,Portal X-Ray,61426-00-00,Whole body study using iodine
8128077,I.V. TREATMENT OF LYMPHOMA WITH YITTRIUM 90 ANTI- CD20,178697.4,187206.80000000002,Gross,yes,98.0,Portal X-Ray,16003-00-00,Administration of a therapeutic dose of Yttrium 90
8128078,COMBINED GA-67 AND BONE SCAN,8328.6,8725.2,Gross,yes,98.0,Portal X-Ray,61430-00-00,"Whole body study using gallium with single photon emission computerised tomography [SPECT], 1 body region"
8128079,GA-67 CITRATE WBS INFECTION IMAGING,6661.200000000001,6978.400000000001,Gross,yes,98.0,Portal X-Ray,61429-00-00,Whole body study using gallium
8128080,GA-76 CITRATE WBS TUMOR IMAGING,6996.150000000001,7329.3,Gross,yes,98.0,Portal X-Ray,61429-00-00,Whole body study using gallium
7121590,THYROID ANTIBODY,446.25,467.50000000000006,Gross,yes,31.0,Portal Laboratory,73100-17-20,Anti thyroperoxydase antibodies antitpo abs
8128082,DIRECT RADIONUCLIDE CYSTOGRAPHY REF,3255,3410.0000000000005,Gross,yes,98.0,Portal X-Ray,61397-00-00,Nuclear medicine cystoureterography
8128083,STRESS-REST MYOCARDIAL PERFUSION SPE,6996.150000000001,7329.3,Gross,yes,98.0,Portal X-Ray,61306-00-00,Combined stress and rest myocardial perfusion study
8128084,REST MYOCARDIAL PERFUSION SPECT (T1,5001.150000000001,5239.3,Gross,yes,98.0,Portal X-Ray,61302-01-00,Rest myocardial perfusion study
8128085,MUGA STUDY FOR LEFT VENTRICULAR EJE,3091.2000000000003,3238.4,Gross,yes,98.0,Portal X-Ray,61313-00-00,Gated cardiac blood pool study
8128086,V/Q SPECT/CT LUNG SCAN,6661.200000000001,6978.400000000001,Gross,yes,98.0,Portal X-Ray,56301-00-00,Computerised tomography of chest
8128087,LYMPHOSCINTIGRAPHY FOR SENTINEL LYM,4167.45,4365.900000000001,Gross,yes,98.0,Portal X-Ray,61429-00-00,Whole body study using gallium
8128088,SPECT/CT LIMITED STUDY,3333.75,3492.5000000000005,Gross,yes,98.0,Portal X-Ray,61453-00-00,Localised study using gallium with single photon emission computerised tomography [SPECT]
8128089,ADDITIONAL NUCLEAR SCAN,2671.2000000000003,2798.4,Gross,yes,98.0,Portal X-Ray,90910-00-00,Nuclear medicine study of other region or organ
8128090,PRELIMIMARY SPECT/CT ORGAN STUDY,2166.15,2269.3,Gross,yes,98.0,Portal X-Ray,61449-01-00,Localised joint study with single photon emission computerised tomography [SPECT]
8128091,BONE SCAN OR DTPA RENAL SCAN - LIVE,1332.45,1395.9,Gross,yes,98.0,Portal X-Ray,61446-00-00,Localised bone study
8128092,MYOCARDIAL PERFUSION SCINTIGRAPHY,2651.25,2777.5,Gross,yes,98.0,Portal X-Ray,61310-00-00,Avid imaging study for myocardial infarct
8128093,GALLIUM-67 OR CEREBRAL SCITIGRAPHY,1653.75,1732.5000000000002,Gross,yes,98.0,Portal X-Ray,61402-00-00,Cerebral perfusion study with single photon emission computerised tomography [SPECT]
8128094,LUNG PERFUSION & VENTILATION,2126.25,2227.5,Gross,yes,98.0,Portal X-Ray,61348-00-00,Lung perfusion and ventilation study
8128095,LACRIMAL DUCT SCITIGRAPHY,859.95,900.9000000000001,Gross,yes,98.0,Portal X-Ray,61495-00-01,"Tear duct study, unilateral"
7121592,THYROID UPTAKE,210,220.00000000000003,Gross,yes,31.0,Portal Laboratory,73050-36-30,Measurement of thyroid Hormone binding ratio (THBR)
FMXRAY1586,X-RAY Bone Age 1 view ,141.75,148.5,Gross,yes,98.0,Portal X-Ray,58300-00-00,Bone age radiographic study of wrist and knee
