CCHI No.  1014,مستشفي السعودي الألماني - جدة,Effective: 01-Jun-2021
FMXRY-0067,KNEE TUNNEL FRIK POSITION,service
FMXRY-0068,KNEE STRESS (ONE SIDE),service
FMXRY-0069,SKYLINE VIEW FOR PATELLA,service
FMXRY-0070,TIBIA/FIBULA AP LATERAL,service
FMXRY-0071,ANKLE AP LATERAL,service
FMXRY-0072,ANKLE AP LATERAL OBL.,service
FMXRY-0073,ANKLE STRESS BOTH SIDES,service
FMXRY-0074,OS-CALSIS (HEEL)TANGENTIAL LAT,service
FMXRY-0075,FOOT AP LAT.,service
FMXRY-0076,"FOOT AP,LAT,OBL.",service
FMXRY-0077,FOOT TANG/LAT IN STANDING,service
FMXRY-0078,BOTH FEET AP LAT. IND STANDING,service
FMXRY-0079,TOES AP LATERAL OBL.,service
FMXRY-0080,CHEST PA VIEW OR LAT.,service
FMXRY-0081,CHEST PA LAT. VIEWS,service
FMXRY-0082,CHEST PA LAT. & DECUBITUS,service
FMXRY-0083,CHEST PA LAT. OBL.,service
FMXRY-0084,CHEST-LAT W/BARRIUM,service
FMXRY-0085,CHEST APICAL VIEW,service
FMXRY-0086,ABDOMEN FLAT (KUB),service
FMXRY-0087,ABDOMEN ERECT.,service
FMXRY-0088,ABDOMEN FLAT.ERECT/DECUBITUS,service
FMXRY-0089,PELVIMETRY,service
FMXRY-0090,PANORAMA,service
FMXRY-0091,CEPHALOMETRIC 1 VIEW,service
FMXRY-0092,CEPHALOMETRIC 2 VIEWS,service
FMXRY-0093,PANORAMA & CEPHALO 1 VIEW,service
FMXRY-0094,PANORAMA & CEPHALO 2 VIEWS,service
FMXRY-0095,PORTABLE CHARGE,service
FMXRY-0096,OPERATING ROOM CHARGE  30 MTS,service
FMXRY-0097,FLUROSCOPY CHARGE CHARGE 5 MTS,service
FMXRY-0098,ANY AREA OR ORGAN 1 VIEW,service
FMXRY-0099,ANY AREA OR ORGAN 2 VIEWS,service
FMXRY-0100,COMPLETE LIMB ONE SIDE,service
FMXRY-0101,COMPLETE LIMB BOTH SIDES,service
FMXRY-0102,BABYGRAM,service
FMXRY-0103,WHOLE BODY BONE SURVEY,service
FMXRY-0105,FLUROSCOPY IN O.R. 5 MINUTES,service
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,service
FMXRY-0107,FLUROSCOPY IN O.R. 15 MINUTES,service
FMXRY-0200,NASOPHARYNX WUTH BARRIUM,service
FMXRY-0201,OESOPHAGOGRAM-DOUBLE CONT.,service
FMXRY-0202,BA. SWALLOW (ESOP) DOUBLE CONT,service
FMXRY-0203,BA. MEAL (UPPER GIT) DBLE.CONT,service
FMXRY-0204,BA. MEAL(UPPER GIT) SINLE.CONT,service
FMXRY-0205,SMALL BOWELL SERIES DBLE. CONT,service
FMXRY-0206,SMALL BOWEL SERIES SINGLE CONT,service
FMXRY-0207,SMALL VOWEL SERIES + COLON,service
FMXRY-0208,BARIUM ENEMA DOUBLE CONTRAST,service
FMXRY-0209,BARIUM ENEMA SINGLE CONTRAST,service
FMXRY-0210,FLUROSCOPY GUIDED ERCP,service
FMXRY-0211,ORAL CHLOLECCYSTOGRAM,service
FMXRY-0212,I.V. CHOLECYSTOGRAM,service
FMXRY-0213,P.T.C.,service
FMXRY-0214,OPER. OR POST OP CHOLANGIOGRAM,service
FMXRY-0215,I.V.P.,service
FMXRY-0216,I.V.P. ACUTE/LIMITED SUDY,service
FMXRY-0217,I.V.P.+M.C.U. (COMPLETE STUDY),service
FMXRY-0218,CYSTOGRAM,service
FMXRY-0219,URETHROGRAM,service
FMXRY-0220,RETROGRADE PYELOGRAM,service
FMXRY-0221,NEPHOSTOMY DYE EXAM.,service
FMXRY-0222,ENDOSCOPIC UROLOGICAL EXAM.,service
FMXRY-0223,CERVICAL MYELOGRAM,service
FMXRY-0224,THORACIC MYELOGRAM,service
FMXRY-0225,LUMBAR MYELOGRAM,service
FMXRY-0226,MYELOGRAM COMBINATION,service
FMXRY-0227,DISCOGRAPHY,service
FMXRY-0228,CISTERNOGRAPHY,service
FMXRY-0229,4 INTRACRANIAL ARTERIES 1ST RN,service
FMXRY-0230,CAROTID ATERY UNILATERAL 1ST.R,service
FMXRY-0231,CAROTID ATERY BILATERAL 1ST.RN,service
FMXRY-0232,VERTEBRAL ARTERY 1ST RUN,service
FMXRY-0233,AORTIC ARCH. ANGIOGRAPHY,service
FMXRY-0234,RENAL/UPPER ABDOMINAL ANGIO.,service
FMXRY-0235,PELVIC ANGIOGRAM,service
FMXRY-0236,SELECTIVER ANGIOGRAM EACH VES.,service
MTDER-0014,VASCULAR LASER MEDIUM,service
FMXRY-0238,PULMONARY ANGIOGRAPHY,service
FMXRY-0239,SUPERIOR/INFERIOR CAVOGRAHPY,service
FMXRY-0240,SPLEENO PORTOGRAPHY,service
FMXRY-0241,HAND ANGIOGRAPHY,service
FMXRY-0242,PERIPHERAL ANGIOGRAM 1ST RUN,service
FMXRY-0243,VENOGRAPHY UYPP/LOW EXTR.1 SID,service
FMXRY-0244,VENOGRAPHY UPP/LOW EXT.BOTH SD,service
FMXRY-0245,CAVERNOSOGRAM,service
FMXRY-0246,EPIDEDIMO VASOGRAPHY,service
FMXRY-0247,LYMPHANGIOGRAPHY BIPEDAL,service
FMXRY-0248,DILATATION OF PER. ART. 1 SEG.,service
FMXRY-0249,TUMOR EMBOLISATION,service
FMXRY-0250,TOMOGRAPHY 3-6-SLICES,service
FMXRY-0251,TOMOGRAM TMJ/IAC,service
FMXRY-0252,COMPLETE CARDIAC STUDY W/ BA.,service
FMXRY-0253,FLUORESCOPY GUIDED ASPIRATIN,service
FMXRY-0254,MAMMOGRAPHY UNILATERAL,service
FMXRY-0255,MAMMOGRAPHY BILATERAL,service
FMXRY-0256,MAMMOGRAPHY SPECIAL VIEW,service
FMXRY-0257,HYSTERO SALPINGOGRAM (H.S.G),service
FMXRY-0258,SIALOGRAM,service
FMXRY-0259,ARTHOGRAM,service
FMXRY-0260,SHUNTOGRAPHY,service
FMXRY-0261,DACRYCYSTOGRAM,service
FMXRY-0262,GALACTOGRAPHY ONE SIDE,service
FMXRY-0263,FISTULOGRAM,service
FMXRY-0264,LIMBAL RING FOR INTR. F.B.,service
FMXRY-0265,VOIDING CYSTOURETEROGRAM(VCUG),service
FMCAR-0010,VENOUS DUPLEX,service
FMXRY-0267,POST E.S.W.L. FOLLOW UP,service
FMXRY-0269,RHEU. PRFLE-I: OSTEO CT. MAMMO,service
FMXRY-0270,RHEU.PRFL-I: F-U-OSTEO CT MAMM,service
FMXRY-0271,RHEU.PRFL-I:F-U-OSTEO CT AND,service
FMXRY-0300,BRAIN OR SKULL W/O CONTRAST,service
FMXRY-0301,BRAIN W/ CONTAST,service
FMXRY-0302,BRAIN W/ &W/O CONTRAST,service
FMXRY-0303,ORBIT/SELLA/INNER EAR W/O CONT,service
FMXRY-0304,ORBIT/SELLA/INNER EAR W/ CONT,service
FMXRY-0305,ORGANS OF THE THROAT,service
FMXRY-0306,CHEST MEDIASTINUM  W/O CONT,service
FMXRY-0307,CHEST MEDASTINUM W/CONTRAST,service
FMXRY-0308,CHEST MEDIASTINUM W&W/O CONT.,service
FMXRY-0309,ABDOMEN OR PELVIS W/O CONTRAST,service
FMXRY-0310,ABDOMEN OR PELVIS W/ CONTRAST,service
FMXRY-0311,ABDOMEN OR PELVIS W/ W/O CONT.,service
FMXRY-0312,ABDOMEN &PELVIS W/O CONTRAST,service
FMXRY-0313,ABDOMEN & PELVIS W/ W/OUT CONT,service
FMXRY-0314,SPINE W/O CONTRAST(2 SEGMENTS),service
FMXRY-0315,SPINE W/CONTRAST 2 SEGMENTS,service
FMXRY-0317,SPINE POST MYELOGRAM,service
FMXRY-0318,MODE EAST/DYNAMIC STUSY,service
FMXRY-0319,"MPR,MPD ANY ORGAN AREA",service
FMXRY-0320,CONTROL FOLLOW C.T.,service
FMXRY-0321,PRELIMINARY C.T. ANY ORGAN,service
FMXRY-0322,C.T. FOR P.N.S.,service
FMXRY-0323,C.T. FOR PELVIMETRY,service
FMXRY-0324,EXTREMITIES W/O CONT.,service
FMXRY-0325,EXTREMITIES W/ CONTRAST,service
FMXRY-0326,OSTEO - CT.,service
FMXRY-0327,CT GUIDED BIOPSY,service
FMXRY-0328,C.T. POST COLCHICINE,service
FMXRY-0329,OSTEO C.T. FOLLOW UP,service
FMSUR-0251,VENOUS DUPLEX,service
FMXRY-0331,C.T. SIMULATION WITHOUT CONTRA,service
FMXRY-0332,C.T. SIMULATION WITH CONTRAST,service
FMXRY-0333,C.T. SIMULATION FOLLOW UP,service
FMXRY-0400,CEREBRAL SCINTIGRAPHY,service
FMXRY-0401,THYROID SCAN W/TECHNITIUM,service
FMXRY-0402,THYROID UPTAKE/PERFUSION,service
FMXRY-0403,THYROID SCAN W/R/A/IODINE,service
FMXRY-0404,HEART MULTIGATED ACQUISITION,service
FMXRY-0405,THALLIUM W/O EXERCISE,service
FMXRY-0406,THALLIUM W/EXERCISE,service
FMXRY-0407,THALLIUM W/ PERSANTINE,service
FMXRY-0408,MYOCARDIAL INFARCTSCITINGRAPH/,service
FMXRY-0409,CARDIAC PHASE AMPLITUDE,service
FMXRY-0410,1ST PASS STUDY,service
FMXRY-0411,LUNG PERFUSION,service
FMXRY-0412,LUNG VENMTILLATION,service
FMXRY-0413,LUNG PERFUSION &VENTILLATION,service
FMXRY-0414,LIVER & SPLEEN SCAN,service
FMXRY-0415,BILIARY TREE SCAN,service
FMXRY-0416,RENOGRAM &N RENAL SCAN,service
FMXRY-0417,"RENOGRAM, RENAL SCAN & G.F.R.",service
FMXRY-0418,GLOMOERUALR FILTERATION RATG,service
FMXRY-0419,READIONUCLIDE MICTURATING,service
FMXRY-0420,BONE SCAN,service
FMXRY-0421,WHOLE BODY SCAN W/R/A.IODINE,service
FMXRY-0422,WHOLE BODY SCAN W/ 67GAL,service
FMXRY-0423,LACRIMAL DUCT SCINTIGRAPHY,service
FMXRY-0424,RADIONUCLIDE PHLEBOGRAPHY,service
FMXRY-0425,PRELIMINARY SCAN ANY AREA/ORG.,service
FMXRY-0426,SCINTIGRAPHY OF ANY ORGAN,service
FMXRY-0427,DYNAMIC SCAN ANY AREA / ORGAN,service
FMXRY-0428,ISOTOPE SCAN FOLLOW-UP STUDY,service
FMXRY-0429,CEREBRAL SCINTIGRAPHY (W/LIPOP,service
FMXRY-0430,CSF FLOW STUDY,service
FMXRY-0431,MPS W/TC-99 LABELLED COMPDS ST,service
FMXRY-0432,MPS W/TC-99 LABELLED COMPDS W/,service
FMXRY-0433,MPS W/THALLUM-201(STESS+REDIST,service
FMXRY-0434,MPS (DUAL ISOTOPE TECHNIQUE),service
FMXRY-0435,FIRST PASS WITHOUT STRESS,service
FMXRY-0436,FIRST PASS UNDER STRESS,service
FMXRY-0437,GATED ERNA WITHOUT STRESS,service
FMXRY-0438,GATED ERNA UNDER STRESS,service
FMXRY-0439,PERFUSION (Q) LUNG SCAN,service
FMXRY-0440,VENTILATION (V) LUNG SCAN,service
FMXRY-0441,V/Q LUNG SCAN,service
FMENTE0026,VOICE DISORDER SESSION,service
FMXRY-0443,TC-99 M DTPA (+/-CAPTOPRIL CHA,service
FMXRY-0444,TC-99 M MAG3 STUDY,service
FMXRY-0445,TC-99 M DMSA + TC-99 M DTPA,service
FMXRY-0446,TC-99 M DMSA + TC99 M DTPA,service
FMXRY-0447,TC-99 M PERTECHNETATE MICTURA,service
FMXRY-0448,TC-99 M SULFER COLLOID MICTURA,service
FMXRY-0449,SIALOSCINTIGRAPHY,service
FMXRY-0450,TC-99 M COLLOID HEPATOSPLENIC,service
FMXRY-0451,TC-99 M HIDA STUDY,service
FMXRY-0452,THYROID SCINTIGRAPHY (TC-99,service
FMXRY-0453,THYROID SCINTIGRAPHY (IODINE-,service
FMXRY-0454,WBS WITH I-131 (NAL;5MCI,service
FMXRY-0455,WBS WITH I-131 MIBG,service
FMXRY-0456,WBS WITH TC-99M (V) DMSA,service
FMXRY-0458,WBS WITH GA-67 CITRATE,service
FMXRY-0459,WBS WITH IN-111 CL,service
FMXRY-0460,WBS WITH IN-111 OCTREOTIDE,service
FMXRY-0461,WBS WITH TC-99 M NANOCOLLOID,service
FMXRY-0462,WBS WITH TC-99 M - HIG,service
FMXRY-0463,TC-99 M MDP,service
FMXRY-0464,DACRYOSCINTIGRAPHY,service
FMXRY-0465,LYMPHOSCINTIGRAPHY,service
FMXRY-0466,PRELIMINARY SCAN I,service
FMXRY-0467,PRELIMINARY SCAN II,service
FMXRY-0468,I-131 5 MCI,service
FMXRY-0469,I-131 10 MCI,service
FMXRY-0470,I-I31 29.5MCI,service
FMXRY-0472,I-I31 50 MCI,service
FMXRY-0473,I-131 100 MCI,service
FMXRY-0474,I-131 120 MCI,service
FMXRY-0475,I-131 (MIBG),service
FMXRY-0476,SR-86 CI,service
FMXRY-0500,THYROID,service
FMXRY-0501,UPPER ABDOMEN OR PELVIS,service
FMXRY-0502,ABDOMEN & PELVIS COMBINED,service
FMXRY-0503,BREAST U/S (FEMALE),service
FMXRY-0504,"SOFT TISSUE U/S (MSK) SHOULDER, ELBOW, HIP",service
FMXRY-0505,FOLLOW-UP ULTRASONOGRAM,service
FMXRY-0506,TESTES,service
FMXRY-0507,I.V.F. 1 VISIT,service
FMXRY-0508,FIBROSCAN,service
FMXRY-0509,TRANSVAGINAL U/S,service
FMXRY-0510,U/S GUIDED BIOPSY ASP,service
FMXRY-0511,DIAGONOSTIC U/S ONE ORGAN FOR KIDNEYS,service
FMXRY-0513,DIAGNOSTIC U/S FOR NEONATES,service
FMXRY-0514,TRANSECTAL U/S,service
FMXRY-0515,CAROTID DOPPLER,service
FMXRY-0516,DOPPLER FOR PERIPHERAL ART.ONE,service
FMXRY-0517,DOPPLER FOR PERIP.ARTER.BOTH,service
FMXRY-0518,DOPPLER FOR PERIP.VEINS ONE,service
FMXRY-0519,DOPPLER FOR PERIP.VEINS BOTH,service
FMXRY-0520,DOPPLER - PORTAL/HEPATIC VEINS,service
FMXRY-0521,PENILE DOPPLER,service
FMXRY-0522,TEST. U/S & DOPPLER -VARICOELE,service
FMXRY-0523,SOFT TISSUE U/S FOR NECK,service
FMXRY-0524,DOPPLER FOR UMBLICAL ARTERY,service
FMXRY-0525,TRANSCRANIAL DOPPLER,service
FMXRY-0526,CAROTID DOPPLER AND T.C.D.,service
FMXRY-0527,DOPP. VERTEBRO BASILAR W/ DYNA,service
FMXRY-0528,CAROTID&TCD&VERT.BASIC W/ DYNA,service
FMXRY-0529,DOPPLER FOR MESENTRIC ARTERY,service
FMXRY-0530,DOPPLER FOR KIDNEYS,service
FMXRY-0531,PRELIMINARY DOPPLER STUDY,service
FMXRY-0532,DOPPLER FOR ONE VESSEL,service
FMXRY-0533,DOPPLER STUDY FOLLOW UP,service
FMXRY-0534,BREAST U/S (MALE),service
FMXRY-0535,3D PREGNANCY,service
FMXRY-0536,3D BREAST EXAMINATION,service
FMXRY-0537,3D GUIDED BIOPSY,service
FMXRY-0538,3D FOLLOW-UP STUDY,service
FMXRY-0539,PREGNANCY ASSESSMENT,service
FMXRY-0540,ULTRA SOUND PROCEDURE IN O.R.,service
FMXRY-0541,ULTRASOUND GUIDED INTERVENTIONAL PR,service
FMXRY-0600,M.R.I.,service
FMXRY-0601,D.S.A.,service
FMXRY-0602,IQAMA INVESTIGATION,service
FMXRY-0603,TEL-RAD. CONS. - MRI SCAN,service
FMXRY-0604,TEL-RAD CONS. - CT SCAN,service
FMXRY-0605,TEL-RAD CONS. - ULTRASOUND,service
FMXRY-0606,TEL-RAD CONS. -X-RAY CHEST/ABD,service
FMXRY-0607,TELERAD CONS X-RAY MISC BONES,service
FMXRY-0608,TELERAD. CONS. X-RAY IVP,service
FMXRY-0609,TELERAD CONS - UPPER GI SERIES,service
FMXRY-0610,TELERAD CONS - LOWER GI SERIES,service
FMXRY-0611,TELERAD CONS - NUCL. MED. SCAN,service
FMXRY-0612,TELERAD CONS - MAMMOGRAPHY,service
FMXRY-0613,TELERAD CONS - CINE ANGIOGRAMS,service
FMXRY-0614,TEL.MED. PT. MGNT. CONSULTATIO,service
FMXRY-0615,TELERADIOLOGY CONSULTATION,service
FMXRY-0616,MRI WITH GADOLONIUM,service
FMXRY-0617,MRI WITH 15% DISCOUNT,service
FMXRY-0618,MRI ANY AREA,service
FMXRY-0619,CAVA FILTER IMPLEMENTATION,service
FMXRY-0620,PRELIMINARY MRI,service
FMXRY-0621,RESTRICTED STUDY,service
FMXRY-0622,OPEN MRI,service
FMXRY-0623,OPEN MRI WITH CONTRAST,service
FMXRY-0625,MRI SPECIAL SEQUENCE,service
FMXRY-0650,MRI WITH ANESTHESIA (PACKAGE DEAL),service
FMXRY-0651,ANESTHESIA ONLY,service
FMXRY-0700,WHOLE BODY DBM,service
FMXRY-0701,BDM 2-SEGMENTS,service
FMXRY-0702,BDM 1-SEGMENT,service
FMXRY-0703,FOLLOW-UP,service
FMXRY-0900,HOME PORTABLE SERVICE,service
FMXRY-0901,HOME PORTABLE VIEW,service
FMXRY-0902,HOME PORTABLE 2 VIEW,service
FMXRY-0904,HOME ULTRASOUND,service
FMXRY-0905,HOME DOPPLER ULTRASOUND,service
FMENTL0026,VOICE DISORDER SESSION,service
FMENTM0026,VOICE DISORDER SESSION,service
FMXRY-0550,RFA TUMOR 1-3 CM.,service
FMXRY-0551,RFA TUMOR 3-5 CM.,service
FMXRY-0552,RFA TUMOR,service
FMXRY-0553,EXTRA NEEDLE ELECTRODE,service
FMXRY-0554,RFA FOLLOW UP,service
FMXRY-1001,MRI W/O CONTRAST,service
FMXRY-1002,MRI WITH CONTRAST,service
FMXRY-1003,MRA,service
FMXRY-1004,MRI ANY AREA ORGAN,service
FMXRY-1011,CT WITH CONTRAST,service
FMXRY-1012,CT WITHOUT CONTRAST,service
FMXRY-1013,CT PARANASAL SINUSES,service
FMXRY-1014,GUIDED BIOPSY,service
FMXRY-1015,CT PELVIMETRY,service
FMXRY-1021,PERIPHERAL ANGIO/ABD ANGIO,service
FMXRY-1022,CEREBRAL ANGIO,service
FMXRY-1023,TUMOR EMBOLIZATION/CAVA FILTER IMPL,service
FMXRY-1031,BONE SCAN OR DTPA RENAL SCAN - LIVE,service
FMXRY-1032,MYOCARDIAL PERFUSION SCINTIGRAPHY,service
FMXRY-1033,GALLIUM-67 OR CEREBRAL SCITIGRAPHY,service
FMXRY-1034,LUNG PERF & VENTILATION,service
FMXRY-1035,LACRIMAL DUCT SCITIGRAPHY,service
FMXRY-1036,THYROID & OTHERS SCITIGRAPHY,service
FMXRY-1042,DOPPER ULTRASOUND ONE SIDE,service
FMXRY-1044,3D ULTRASOUND,service
FMXRY-1045,ULTRASOUND GUIDED BIOPSY OR ASPIRAT,service
FMXRY-1051,HYSTEROSALPINGIOGRAPHY (HSG),service
FMXRY-1052,MAMMOGRAPHY,service
FMXRY-1061,PANORAMA VIEW ONLY,service
FMXRY-1062,PANORAMA CEPHALOMETRY,service
FMXRY-1063,PANORAMA TMJ OPEN & CLOSED VIEW,service
FMXRY-0471,I-131 50 MCI,service
FMXRY-0801,INTRACRANIAL ANEURYSM COILING ( 5 COILS ),service
FMXRY-0802,INTRACRANIAL ANGIOPLASTY,service
FMXRY-0803,INTRACRANIAL STENTING,service
FMXRY-0804,EXTRACRANIAL  STENTING,service
FMXRY-0805,EXTRACRANIAL ANGIOPLASTY,service
FMXRY-0806,EACH ADDITIONAL COIL/STENT,service
FMXRY-0807,RENAL ANGIOPLASTY,service
FMXRY-0808,RENAL ANGIOPLASTY AND STENTING,service
FMXRY-0457,WBS W/ THALIUM 201(OR TO 99M LABELLED COMPAOUND),service
FMENTL0045,VOICE THERAPY SESSION (SINGLE),service
FMENTM0045,VOICE THERAPY SESSION (SINGLE),service
FMXRY-0978,PERCAUTANEOUS DISCECTOMY CERVICAL,service
CAR-0022,VVIR (Permanent Pacemaker),PKG
FMXRY-0810,PERCUTANEOUS DISCECTOMY CERVICL INTRACEREBRAL ATERIOVENOUS,service
FMXRY-0811,MALFORMATION,service
FMXRY-0812,BLEEDING EMBOLIZATION,service
FMXRY-0813,CHEMOEMBOLIZATION,service
FMXRY-0815,EMBOLIZATION FIRST SERIES,service
FMXRY-0816,EMBOLIZATION SECOND SERIES,service
FMXRY-0480,I.V. TREATMENT OF LYMPHOMA WITH YITTRIUM 90 ANTI- CD20,service
FMXRY-0704,DBM FOR HAND,service
FMXRY-0705,FOLLOW-UP DBN FOR HAND,service
FMXRY-0362,CT CARDIAC,service
FMXRY-0363,CT WHOLE BODY W/O CONTRAST,service
FMXRY-0364,CT WHOLE BODY W/CONTRAST,service
FMXRY-0365,CT ANGIOGRAPHY,service
FMXRY-0800,INTRACRANIAL ANEURYSM COILING (2 COILS),service
FMXRY-0542,HIGH RISKBIOPSY IN X-RAY DEPT,service
FMXRY-0543,HIGH RISK BIOPSY IN OR,service
FMXRY-2021,MR- ARM OR FOREARM (1 SIDE),service
FMXRY-0630,CARDIAC MRI W/O CONTRAST,service
FMXRY-0631,CARDIAC MRI W/CONTRAST,service
FMXRY-0632,CARDIAC FOLLOW UP,service
FMXRY-0637,CSF FLOWMETRY,service
FMXRY-0482,GA-67 CITRATE WBS INFECTION IMAGING,service
FMXRY-0481,COMBINED GA-67 AND BONE SCAN,service
FMXRY-0483,GA-76 CITRATE WBS TUMOR IMAGING,service
FMXRY-0484,PARATHYROID SPECT/CT LOCALIZATION S,service
FMXRY-0485,DIRECT RADIONUCLIDE CYSTOGRAPHY REF,service
FMXRY-0486,STRESS-REST MYOCARDIAL PERFUSION SPE,service
FMXRY-0487,REST MYOCARDIAL PERFUSION SPECT (T1,service
FMXRY-0488,MUGA STUDY FOR LEFT VENTRICULAR EJE,service
FMXRY-0489,V/Q SPECT/CT LUNG SCAN,service
FMXRY-0490,LYMPHOSCINTIGRAPHY FOR SENTINEL LYM,service
FMXRY-0491,SPECT/CT LIMITED STUDY,service
FMXRY-0492,ADDITIONAL SCAN,service
FMXRY-0493,PRELIMIMARY SPECT/CT ORGAN STUDY,service
FMXRY-0494,I-131 25 MCI,service
FMXRY-0108,CD/DVD COPY CHARGES,service
FMXRY-0109,EMAIL LINK SERVICE CHARGES,service
FMXRY-0110,PATIENT PORTAL CHARGES,service
FMXRY-0111,RESEARCH WORK,service
FMXRY-0817,P.T.C AND DRAINAGE,service
FMXRY-0818,P.T.C STENTING,service
FMXRY-0819,PROSTATIC EMBOLIZATION,service
FMXRY-0820,FOLLOW-UP EMBOLIZATION,service
FMXRY-0821,ANGIO ROOM CHARGES (30MIN),service
FMXRY-0822,ANGIO ROOM CHARGES (60MIN),service
FMXRY-0823,ANGIO ROOM CHARGES (2HRS ABOVE),service
FMXRY-0112,PANORAMA FOLLOW UP,service
FMXRY-0113,FINGERS AP LAT. OBL. OTHERS,service
FMXRY-0638,MRI MS PROTOCOL,service
FMXRY-0639,MRI ARTHROGRAM,service
FMORT-0659,REMOVAL OF TUMOUR OF THE SPINE,PKG
FMORT-0303,"OTHER DIAGN.PROC.ON MUSCLE    TENDON FACIA,BURSA,INCL. HAND",PKG
FMORT-0110,DEBRIDEMENT OF COMPOUND FRACT. AT CARPALS & METACARPALS,PKG
FMORT-0112,DEBRIDEMENT OF COMPOUND FRACT. AT FEMUR,PKG
FMORT-0115,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES -FOOT,PKG
FMORT-0111,DEBRIDEMENT OF COMPOUND FRACT. AT PHALANGES-HAND,PKG
FMORT-0109,DEBRIDEMENT OF COMPOUND FRACT. AT RADIUS & ULNA,PKG
FMORT-0113,DEBRIDEMENT OF COMPOUND FRACT. AT TIBIA & FIBULA,PKG
FMORT-0108,DEBRIDEMENT OF COMPOUND FRACT.AT HUMERUS,PKG
FMORT-0114,DEBRIDEMENT OF COMPUND FRACT.  AT TARSALS & METATARSALS,PKG
FMORT-0411,REMOVAL OF LARGE BENIGN BONE   OR SOFT TISSUE,PKG
FMORT-0412,REMOVAL OF MALIGNANT BONE OR   SOFT TISSUE,PKG
FMORT-0410,REMOVAL OF MEDIUM BONE OR SOFT TISSUE,PKG
FMORT-0244,SUTURE OF DIAGNOSTIC PROCEDUREON JNT STRUCTURE-LOWER EXTR.,PKG
FMORT-0702,REMOVAL OF PDN & REINSERTION,PKG
FMORT-0263,OTHER MYECTOMY OF HAND,PKG
FMORT-0053,REMVL OF INT. FIXATN DEVICE AT FEMUR,PKG
FMORT-0050,REMVL OF INT. FIXATN DEVICE AT HUMERUS,PKG
FMORT-0049,"REMVL OF INT. FIXATN DEVICE AT SCAPULA,CLAVICLE,THORAX (R/S)",PKG
FMORT-1010,REMOVAL OF IMPLANT FEMUR,PKG
FMORT-0319,AMPUTATION & DISARTICULATION   OF THUMB,PKG
FMORT-0328,AMPUTATION OF FOREFOOT,PKG
FMORT-0327,AMPUTATION OF TOE,PKG
FMORT-0320,AMPUTATION THROUGH CARPALS,PKG
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,PKG
FMORT-0284,TRANSFER OF FINGER EXCPT THUMB,PKG
FMORT-0802,FINGER AMPUTATION,PKG
FMORT-0292,ASPIRATION OF BURSA OF HAND,PKG
FMORT-0081,OPEN REDUCT OF FRACT W/O INT. FIX AT UNSPEC SITE,PKG
FMORT-0082,OPEN REDUCT OF FRACT W/O INT. FIX AT HUMERUS,PKG
FMORT-0083,OPEN REDUCT OF FRACT W/O INT. FIX AT RADIUS & ULNA,PKG
FMORT-0084,OPEN REDUCT OF FRACT W/O INT. FIX AT CARPALS & METACARPALS,PKG
FMORT-0086,OPEN REDUCT OF FRACT W/O INT. FIX AT FEMUR,PKG
FMORT-0087,OPEN REDUCT OF FRACT W/O INT. FIX AT TARSALS & METATARSALS,PKG
FMORT-0088,OPEN REDUCT OF FRACT W/O INT. FIX AT PHALANGES - FOOT,PKG
FMORT-0300,STRIP OF ILIO-TIBIAL BOND,PKG
FMORT-0298,STRIP OF TENDON,PKG
FMORT-0331,MIDTARSALS AMPUTATION,PKG
FMORT-0308,EXCISION OF BAKER'S CYST,PKG
FMORT-0337,CONVERSION OF BELOW KNEE AMPUTATN TO ABOVE KNEE AMPUTATION,PKG
FMORT-0471,EXCISION OF CALCIFICATION OF   THESUPRASPINATUS TENDON,PKG
FMORT-0506,EXCISION OF CEVICAL RIB,PKG
FMORT-0465,EXCISION OF HEAD OF RADIUS,PKG
FMORT-0305,EXCISION OF HETEROPTIC BONE,PKG
FMORT-0466,EXCISION OF LOWER END ULNA,PKG
FMORT-0420,EXCISION OF MULTIPLE LIPOMA,PKG
FMORT-0472,EXCISION OF THE ACROMION,PKG
FMORT-0307,EXCISN OF MYOSITIS OSSIFICANS,PKG
FMORT-0477,EXCISN OF STERNOMASTOID TUMOUR,PKG
FMORT-0335,AMPUTATION OF LEG THRU FEMUR,PKG
FMORT-0468,DRAINAGE OF COLD ABSCESS OR    T.B. OF JOINT,PKG
FMORT-0476,DRAINAGE OF HAND INFECTN SEPT- ICE TENOSYNOVITIS OF HAND,PKG
FMORT-0530,HOHMANN OPERATION @FT.SING.TOE,PKG
FMORT-0218,TOTAL KNEE REPLACEMENT,PKG
FMORT-0248,INCISION & DAINAGE OF PALMAR   OR THENAR SPACE,PKG
FMORT-0336,AMPUTATION OF THIGH,PKG
FMORT-0315,INSERTION OR REPLACE OF SKELE- TAL MUSCLE STIMULATOR,PKG
FMORT-0317,AMPUTATION OF UPPER LIMB,PKG
FMORT-0146,BIOPSY-JOINT STRUCTURE OF HIP,PKG
FMORT-0147,BIOPSY-JOINT STRUCTURE OF KNEE,PKG
FMORT-0322,AMPUTATION THROUGH FOREARM,PKG
FMORT-0171,COMPLETE OF PARTL RESECTION OF KNEE,PKG
