Code,Discription,Price,Class VIP A,SBS Mappping
FMLAB-6022,TUBERCULIN TEST,110,121,73811-00-10
FMLAB-9034,CERULOPLASMIN (S),110,121,73050-07-40
FMLAB-9175,ANTI STAPHYLOLYSIN ABS,110,121,73250-00-20
FMLAB-9329,SYNOVIAL FLUID CRYSTAL,110,121,73400-00-90
FMLAB-9332,ANTI-STREPTOCOCCAL D NASE,110,121,73100-12-90
FMLAB-9347,ALPHA 1 GLYCOPROTEIN,110,121,73050-01-90
FMLAB-9348,ALPHA 2 GLYCOPROTEIN,110,121,73100-11-60
FMLAB-9349,ALPHA 2 MACROGLOBULIN,110,121,73050-39-70
FMLAB-9422,CHLORIDE (CSF S.U),110,121,73050-07-90
FMLAB-9436,COLD AUTO ABS/AGGLUTININS,110,121,73100-12-30
FMLAB-9579,LYSOZYME (S.U),110,121,73100-07-90
FMLAB-9581,MAGNESIUM (RBC0,110,121,73050-24-00
FMLAB-9750,THYROID MICROSOMAL ABS,110,121,73100-17-20
FMNEU-0000,NEURO-SURGERY CONSULTATION-IP,110,121,83600-00-10
FMNUM-0000,NEUROLOGY CONSULTATION (IN-PT),110,121,83600-02-70
FMNUM-2001,INJECTION OF ONE-1-MUSCLE,110,121,96197-19-00
FMOBG-0000,OB-GYNE CONSULTATION - (IN-PT),110,121,83600-02-60
FMOBG-0181,HYDROINTUBATION,110,121,35703-00-00
FMOBG-0500,SECOND OPINION CONSULTATION,110,121,83600-00-60
FMODT-0500,SECOND OPINION CONSULTATION,110,121,83600-00-60
FMOPT-0000,OPHTHALMOLOGY CONSULTATION(IP),110,121,83600-02-60
FMOPTA0005,PRESCRIPTION FOR GLASSES,110,121,96024-00-00
FMPDS-0000,PAED. SURGERY CONSULTATION IP,110,121,83600-02-60
FMPDT-0000,PAEDIATRIC CONSULTATION(IN-PT),110,121,83600-02-60
FMPDT-0095,REMOVAL OF FOREING BODY CANAL,110,121,92201-00-00
FMPDT-0172,GROWTH HORMONE TEST,110,121,73100-13-50
FMPDT-0181,SPIROMETRY,110,121,11506-00-00
FMPSDP0021,PRETREATMENT (COURSE 5 TIMES 400),110,121,99999-99-99
FMPSDP0024,PURIFYING TREATMENT (COURSE 10 TIMES 800),110,121,99999-99-99
FMPSDP0025,REBALANCING TREATMENT (COURSE 12 TIMES 1000),110,121,99999-99-99
FMPSY-1001,DOCTOR'S DAYCARE SUPERVISION,110,121,83600-00-10
FMPSYA0048,GHQ,110,121,96037-00-00
FMPTD-0008,MANUAL MASSAGE - PARTL,110,121,96162-00-00
FMPTD-0060,SAUDIA PATIENT 1 SESSION,110,121,99999-99-99
FMPTD-0123,PT ASSESSMENT AND EXAMINATION,110,121,95550-03-00
FMPTD-0147,PARAPLEGIC OT PROGRAMME,110,121,95550-02-00
FMPTD-0150,Occupational Therapy Session A,110,121,95550-02-00
FMSUR-2137,SKIN STAPPLING,110,121,90676-00-00
FMSUR-9021,POST OPERATIVE VISIT,110,121,43963-00-00
FMURO-0000,UROLOGY CONSULTATION - IN-PT.,110,121,96037-00-00
FMXRY-0004,NASAL BONES LATERAL,110,121,57921-00-00
FMXRY-0055,PELVIS AP,110,121,57715-00-00
FMXRY-0068,KNEE STRESS (ONE SIDE),110,121,57518-01-11
FMXRY-0069,SKYLINE VIEW FOR PATELLA,110,121,57518-01-11
FMDER-0021,TZANK SHEAR TEST,105,116,73200-01-80
FMLAB-1072,THROMBIN TIME,105,116,73100-09-20
FMLAB-5047,MONONUCLEOSIS (PAUL BUNNEL),105,116,73100-14-20
FMPTD-0086,"DRY MASSAGE, BACK",105,116,96162-00-00
FMPTD-0134,CHEST PHYSIOTHERAPY WITH SUCTION,105,116,95550-03-00
FMURO-0156,VASCULAR DOPPLER - OFFICE PROC,105,116,90911-00-00
FMCAR-0002,E.C.G.,99,109,11700-00-00
FMENTP0001,NASOPHARYNGOSCOPY,99,109,41764-02-00
FMERDA0018,I.V. CENTRAL CATHETER,99,109,13815-00-00
FMERDA0043,GASTRIC LAVAGE STOMACH OR STOMACH WASH,99,109,14200-00-00
FMERDA0054,REMOVAL OF LOOSE NAILS DRESSNG,99,109,99999-99-99
FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,99,109,30055-00-10
FMERDA0065,LARGE DRESSING,99,109,30055-00-30
FMERDD0002,PLASTER STRAPPING (TOE FINGER),99,109,96092-00-00
FMERDD0004,SPLINT FOR FRACTURE,99,109,96092-00-31
FMERDD0005,TENSOPLAST STRAPPING,99,109,96092-00-00
FMERDV0008,HEPATITIS A VACCINE,99,109,92169-00-00
FMLAB-1098,VENESECTION,99,109,13757-00-00
FMLAB-1110,IMMUNO PHEMOTYPE EACH,99,109,73200-03-10
FMLAB-1156,VAINAL SMEAR (FOR TRICHOMONAS & MONILIA),99,109,73050-60-10
FMLAB-1183,ENVIRONMENTAL SWAB (EXTERNAL),99,109,83700-00-00
FMLAB-2004,ALBUMIN & GLOBULIN,99,109,73050-00-80
FMLAB-2037,G.GT,99,109,73050-15-40
FMLAB-2071,TOTAL LIPIDS,99,109,73000-00-60
FMLAB-2082,URINE CALCIUM (24 HOURS),99,109,73050-05-80
FMLAB-2083,URINE CREATININE,99,109,73050-09-90
FMLAB-2158,CRYOPRECIPITATE UNIT CBB MOH,99,109,92061-00-00
FMLAB-9260,REDUCING SUBSTANCE  IN STOOL,99,109,73050-33-90
FMLAB-9648,PHOSPHATE INORGANIC (S.U),99,109,83700-00-00
FMLAB-9808,FUNGUS  MOUNT,99,109,73050-41-40
FMOBG-0123,ASPIRATION OF VULVAL CYST,99,109,35513-00-00
FMORW-0055,NYLON STOCKING,99,109,96092-00-00
FMPDT-0015,EAR CANAL WASH (EVACUATION OF  CERUMEN OR PUS),99,109,41647-00-00
FMPDT-0022,EARLOBE PIERCING,99,109,90111-00-10
FMPDT-0026,NEBULIZER (STEAM OR MEDICATION ULTRASOUND FOR 24 HRS,99,109,92043-00-00
FMPDT-0034,PHONOCARDIOGRAPHY - CHILD OVER 4 YRS,99,109,92044-00-00
FMPDT-0070,SCHELLONG-TEST (B.P. TEST),99,109,11600-03-00
FMPDT-0110,INCISION OF SMALL ABSCESS,99,109,30223-01-00
FMPDT-0135,PERSPIRATION TEST-SUSPECT MUCOVISCIDOSIS,99,109,92204-00-00
FMPDTO0002,NEBULIZER WITH VENTOLIN,99,109,92043-00-00
FMPDTO0008,NEBULISER WITH EUPHYLLINE,99,109,92043-00-00
FMPSD-0000,PLASTIC SURGERY CONSULTATION   (IN-PATIENT),99,109,83600-00-10
FMPSDH0010,WOUND DRESSING MODERATE,99,109,30055-00-00
FMPTD-0004,ULTRASOUND,99,109,90908-00-00
FMPTD-0010,THERAPEUTIC EXERCISES,99,109,96129-00-00
FMPTD-0015,TRACTION,99,109,90531-00-00
FMPTD-0022,TILT TABLE,99,109,99999-99-99
FMPTD-0057,EXERCISE FOR SGH STAFF PER MTH FOR 12 SESSIONS,99,109,96129-00-00
FMPTD-0067,GYMNASTIC EXERCISE,99,109,96129-00-00
FMPTD-0098,C.P.M. MACHINE,99,109,95550-03-00
FMPTD-0107,COMBINE THERAPY [ULTRA SOUND + DIADYNAMIC ],99,109,90908-00-00
FMPTD-0130,SHORT WAVE THERAPY,99,109,96155-00-00
FMXRY-0086,ABDOMEN FLAT (KUB),99,109,58700-00-00
FMXRY-0087,ABDOMEN ERECT.,99,109,58900-00-90
FMACUA0021,CUPPING - AREA,94,104,83600-01-90
FMDER-0081,INCISSI.& DRAIN.ABCS.SUPERFCL.,94,104,30223-01-00
FMDER-0084,OCCLUSIVE DRESSING MEDIUM,94,104,30055-00-20
FMDER-0091,I.V. INJECTION,94,104,96199-19-00
FMDER-0142,PODOPHYLLIN APPL. MEDIUM AREA,94,104,45019-00-00
FMDER-0145,INTRALESIONLA(IL)INJ.MED.AREA,94,104,30207-00-00
FMDER-0151,ANTI-ALLERGIC INJ.COCKTAIL I,94,104,99999-99-99
FMDER-0163,MOLLUSCA BODIES EXTRAC. SMALL,94,104,30189-00-00
FMENTL0014,SPEECH THERAPHY SESSION,94,104,95550-05-00
FMENTN2009,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - UNILATERAL,94,104,41659-00-00
FMENTN2063,NASAL ENDOSCOPY,94,104,41764-00-00
FMERDA0084,FINE FACIAL SUTUR.USG.5-6 1-3  SUTURES,94,104,30032-00-10
FMLAB-1058,PLATELET COUNT,94,104,73100-01-60
FMLAB-2057,MICROALBUMINURIA,94,104,73050-00-90
FMLAB-9108,PKU SCREENING FOR NEONATES,94,104,73050-27-20
FMORT-0375,ELASTIC BANDAGE FOREARM W/OUT  MEDICINE,94,104,96092-00-00
FMORT-0426,REMOVAL OF CAST,94,104,96094-00-00
FMORT-0545,CLOSURE OF CAST,94,104,90595-00-91
FMORT-0567,FINGER SPLINT,94,104,96092-00-00
FMPDT-0069,"I.V. SHORT INF.BABY & INFANT   UPTO 3YRS.,UP TO 30MIN +29ML",94,104,96199-19-00
FMPTD-0085,"DRY MASSAGE, ARM OR LEG",94,104,96162-00-00
FMPTD-0129,INTERFERNIAL THERAPY,94,104,96155-00-00
FMOPTB0021,DISPOSIBLE COLOT C.L.(2),91,101,96092-00-20
FMANA-0020,ARTIFICIAL VENTILATION / HOUR,88,97,99999-99-99
FMANA-0032,LOCAL ANAESTHESIA ASSISTANT/HR,88,97,83670-00-60
FMANA-0034,PREMEDICATION VISIT,88,97,83700-00-00
FMANA-0051,CAPNOGRAPH II PER 30 MINUTES,88,97,11503-11-00
FMCAR-0000,CARDIOLOGY CONSULTATION- IN PT,88,97,83600-02-60
FMCAR-0500,SECOND OPINION CONSULTATION,88,97,83600-00-60
FMDNTLF0004,FULL METAL CROWN OR FULL METAL WITH FACINY CROWN,88,97,586
FMDNTS0122,DRESSING OF WOUND (SMALL),88,97,30055-00-00
FMENTL0029,COUNSELLING SESSION,88,97,96090-00-00
FMERDA0012,CATHETERIZATION,88,97,36800-00-00
FMERDA0034,SUTURE OF LACERATN OF LIP (EA),88,97,30052-02-00
FMERDV0003,HEPATITIS B VACCINE IN ER,88,97,92168-00-00
FMIVF-0039,IVF CONSULTATION,88,97,83600-00-20
FMLAB-1073,WBCS TOTAL & DIFF,88,97,73100-00-10
FMLAB-1167,CUL & SENS FOR CAMPLOBACTER,88,97,73100-20-00
FMLAB-2015,CALCIUM,88,97,73050-05-50
FMLAB-2023,CREATININE,88,97,73050-09-80
FMLAB-2061,SCHOOL CHECK-UP,88,97,83600-02-10
FMLAB-2091,URINE CHLORIDE,88,97,73050-07-90
FMLAB-5046,L E TEST,88,97,73100-08-80
FMLAB-5049,R.P.R. OR VDRL,88,97,73100-18-70
FMLAB-5078,ROSE WELLER,88,97,73100-05-20
FMLAB-6025,WET SMEAR,88,97,73050-44-70
FMLAB-8047,APOLIPOPROTEIN A.,88,97,73050-03-60
FMLAB-9047,"CRYOGLOBULIN, QUAL (S)",88,97,73050-10-20
FMLAB-9372,ANTI STAPHYLOLYSIN,88,97,73050-58-20
FMLAB-9373,ANTI STERPTOCOCCAL HYALURONIDA SE,88,97,73100-12-90
FMLAB-9564,LAP (LEUCINE AMINO PEPTIDASE),88,97,73050-22-90
FMNEU-0159,REMOVAL OF  STITCHES,88,97,92200-00-00
FMODT-0039,"RE-BONDING BRACKET, BANDS",88,97,862
FMPDT-0113,INCISION & REMOVAL OF BLISTER  BY SMALL BURNING/SCALDING SKIN,88,97,30017-00-10
FMPDT-0114,INCISION & REMOVAL OF BLISTER  BY LGE.BURNING/SCALDING SKIN,88,97,30017-00-10
FMPSD-1022,REMOVAL OF STITCHES OPD (MEDIUM),88,97,92200-00-00
FMPTD-0044,WALKER RENTAL(DEPOSIT SR500),88,97,99999-99-99
FMPTD-0062,TENS,88,97,96155-00-00
FMXRY-0053,FINGERS AP LAT. OBL.,88,97,57506-04-21
FMXRY-0080,CHEST PA VIEW OR LAT.,88,97,55812-00-00
FMOPTA0006,GIONIOSCOPY,85,94,42503-00-01
FMOPTD0007,SUBCONJUNCTIVAL INJECTION,85,94,42824-01-01
FMDER-0041,INTRADERMAL INJECTION,83,92,96205-19-00
FMDER-0052,TOPICAL APPLICATION - ALOPECIA LOTION,83,92,99999-99-99
FMDER-0053,TOPICAL APPLICATION - VITILIGO LOTION,83,92,99999-99-99
FMDER-0222,HYDRADERMIE MACHINE SMALL AREA,83,92,99999-99-99
FMLAB-2093,GLUCOSE ACTIVATION TEST,83,92,73050-15-50
FMOPTA0025,KERATOMETRY,83,92,42503-00-01
FMORW-0130,RIB BINDER SUPPORT,83,92,96092-00-00
FMORW-0131,TENNIS ELBOW SUPPORT,83,92,96092-00-00
FMPDTR0000,REFERRAL II FROM OTHER DOCTOR,83,92,97014-00-00
FMPTD-0000,REFERRAL TO OTHER DOCTOR,83,92,83600-02-20
FMPTD-0006,ELECTRIC MASSAGE - PART,83,92,96162-00-00
FMPTD-0021,CHEST PHYSIOTHERAPY,83,92,95550-03-00
FMPTD-0144,HAND THERAPY,83,92,95550-03-00
FMPTD-0148,GENERAL OF SESSION,83,92,99999-99-99
FMXRY-0104,ADDITIONAL CHARGE EACH FILM,83,92,83700-00-00
FMLAB-9547,INFLUENZA A,80,88,73050-49-70
FMLAB-9548,INFLUENZA  B,80,88,73050-46-50
FMOPT-1001,DOCTOR'S DAYCARE SUPERVISION,80,88,83600-00-10
FMOPTA0003,SLIT LAMP,80,88,42503-00-01
FMDER-0173,BLEACHING - FACE,77,85,99999-99-99
FMDNTLA0001,ACRYLIC PARTIAL DENTURE (ONE TOOTH),77,85,722
FMDNTLO0005,SPACE MAINLAINER,77,85,811
FMDNTX0001,PERIAFICAL X-RAY,77,85,57930-00-00
FMERDA0029,SUB.CUT WOUND SMALL (3 - 5     STITCHES),77,85,30026-00-10
FMLAB-1054,PARTIAL THROMBOPLASTIN TIME (PTT),77,85,73100-09-50
FMLAB-1065,PROTHROMBIN TIME (P.T) W/ INR,77,85,73100-02-30
FMLAB-5086,CERVICAL SCRAPE (SMEAR ENDO & ECTO),77,85,73200-02-80
FMLAB-6051,PROSTATIC SECRITION,77,85,73200-06-70
FMNEU-0157,DRESSING OF WOUND  (MEDIUM),77,85,30055-00-20
FMORT-0176,BELOW ELBOW CAST ADULT (ORDINARY),77,85,90686-01-00
FMORW-0144,RIVET TYPE SHOE PLATES,77,85,96092-00-00
FMPDTO0009,IV FLUID INSERTION,77,85,96199-19-00
FMPTD-0160,NCCI PHYSIOTHERAPY SESSION,77,85,95550-03-00
FMPTD-2063,FANGO TREATMENT,77,85,99999-99-99
FMSUR-1024,DRESSING OF WOUND (MEDIUM),77,85,30055-00-20
FMURO-0184,DRESSING LARGE,77,85,30635-00-01
FMNUR-0006,LARGE DRESSING,76,84,30055-00-30
FMNUR-0007,CATHETERIZATION,76,84,36800-00-00
FMNUR-0016,DEEP CUT WOUND - SMALL (3 - 5 STITCHES),76,84,30026-00-10
FMNUR-0022,I.V. CENTRAL CATHETER,76,84,13815-00-00
FMNUR-0030,GUEST PER DAY,73,81,99999-99-99
FMDER-0002,PROSTATIC MASSAGE,72,80,92131-00-00
FMDER-0009,AUTO VACCINATION,72,80,92171-00-00
FMDER-0012,WOOD'S LIGHT EXAM,72,80,42503-00-01
FMDER-0028,BUCCAL SMEAR,72,80,73200-05-30
FMDER-0029,LESION SMEAR,72,80,99999-99-99
FMDER-0064,URETHERAL IRRIGATION,72,80,11921-00-00
FMDER-0065,HAIR SHAFT,72,80,83700-00-00
FMDER-0144,INTRALESIONAL(IL)INJ.SMALL AR.,72,80,30207-00-00
FMDER-1001,DOCTOR'S DAYCARE SUPERVISION,72,80,83600-00-10
FMENTN0005,RHINOSCOPY,72,80,41764-00-00
FMENTN2054,CHANGE OF NASAL SPLINT,72,80,96092-00-00
FMNEU-1001,DOCTOR'S DAYCARE SUPERVISION,72,80,83600-00-10
FMNUM-1001,DOCTOR'S DAYCARE SUPERVISION,72,80,83600-00-10
FMOPTC0019,EPILAITON OF THE EYELASHES,72,80,90086-00-01
FMORT-0661,COTREL BUILT EXERCISES,72,80,47528-01-01
FMORT-1001,DOCTOR'S DAYCARE SUPERVISION,72,80,83600-00-10
FMPDTO0004,COLD COMPRESS WITH VOLTAREN,72,80,22065-00-10
FMPDTO0005,COLD COMPRESS W/TYLENOL 100MG,72,80,22065-00-90
FMPDTO0006,COLD COMPRESS W/TYLENOL 200MG.,72,80,22065-00-90
FMPDTO0007,COLD COMPRESS W/TYLENOL 350MG,72,80,22065-00-90
FMPSD-1001,DOCTOR'S DAYCARE SUPERVISION,72,80,83600-00-10
FMPTD-0014,OCCUPATIONAL THERAPY,72,80,95550-02-00
FMPTD-0045,SWIMMING POOL LESSON 1 SESSION,72,80,96129-00-00
FMPTD-0080,HOT PACK LARGE,72,80,92178-00-90
FMPTD-0100,HYDROTHERAPY FOR HAND OR FOOT,72,80,96153-00-00
FMPTD-0101,FANGO HALF,72,80,99999-99-99
FMPTD-0102,ICE PACK LARGE,72,80,22065-00-90
FMPTD-0105,DIADYNAMIC,72,80,96155-00-00
FMPTD-0112,CPM FOR SHOULDER,72,80,96162-00-00
FMPTD-0113,CPM FOR ELBOW,72,80,96162-00-00
FMPTD-0128,ULTRASOUND THERAPY,72,80,96154-00-00
FMPTD-0136,SHORTWAVE DIATHERMY,72,80,92178-00-90
FMPTD-0140,MCKENCZIE FOLLOW-UP TREATMENT,72,80,83700-00-00
FMPTD-0156,CYRIAX FOLLOW UP TREATMENT,72,80,96162-00-00
FMPTD-2086,FANGO HALF-OP,72,80,99999-99-99
FMPTD-2094,INTERFERNIAL-OP,72,80,99999-99-99
FMSUR-1005,DOCTOR'S DAYCARE SUPERVISION,72,80,83600-00-10
FMSUR-2095,PROCTOSCOPY,72,80,32171-00-00
FMSUR-9019,REMOVAL OF WARTS SINGLE,72,80,30224-00-01
FMURO-0057,PROSTATIC MASSAGE,72,80,92131-00-00
FMCAT-0042,HEMOCHROME ACT MACHINE,69,76,99999-99-99
FMORDZ0007,VIDEO RECORDING,69,76,83700-00-00
FMANA-0023,URINE CATHETER INSERTION,66,73,36800-00-00
FMDER-0008,CHEMICAL CAUTERY,66,73,41677-00-00
FMDER-0042,ELECTRO-CAUTERY PER/UNIT,66,73,99999-99-99
FMDER-0083,OCCLUSIVE DRESSING SMALL,66,73,30055-00-10
FMDER-0087,DERMOJECT INJECTION,66,73,99999-99-99
FMDER-0089,INTRALESIONAL INJECTION,66,73,30207-00-00
FMDER-0090,SUBCUTANEOUS INJECTION,66,73,90660-00-00
FMDER-0138,LIQUID NIRTOGEN APPL. SMALL,66,73,99999-99-99
FMDER-0141,PODOPHYLLIN APPL. SMALL AREA,66,73,99999-99-99
FMDER-0150,I.M. INJECTION WITH MEDICINE,66,73,96197-19-00
FMDNT-1001,DOCTOR'S DAYCARE SUPERVISION,66,73,83600-00-10
FMDNTD0005,DENTAL CONSULTATION O.P.D.,66,73,97014-00-00
FMDNTF0005,REINFORCEMENT EACH PIN,66,73,575
FMDNTF0009,TEMPORARY FILLING,66,73,97458-00-00
FMDNTP0023,CEMENTATION OF CROWN,66,73,651
FMDNTP0024,REMOVAL OF CROWN,66,73,97655-00-00
FMDNTX0004,PEDIATRIC X-RAY,66,73,83700-00-00
FMLAB-1015,BL.GR. + RH ABO,66,73,73250-00-00
FMLAB-1033,COOMBS TEST-DIRECT,66,73,73250-00-30
FMLAB-1034,COOMBS TEST-INDIRECT,66,73,73250-00-40
FMLAB-1040,BLOOD FILM FOR LEISHMANIA,66,73,73100-24-40
FMLAB-1044,HB.,66,73,73050-18-90
FMLAB-1069,SICKLING TEST,66,73,73100-09-80
FMLAB-2001,A.G.RATIO,66,73,73050-00-80
FMLAB-2002,ACID PHOSPHATASE,66,73,73050-27-40
FMLAB-2003,ALBUMIN,66,73,73050-00-80
FMLAB-2005,ALKALINE PHOSPHATASE,66,73,73050-27-60
FMLAB-2010,BILIRUBIN DIRECT,66,73,73050-04-40
FMLAB-2017,CHOLESTEROL,66,73,73050-08-10
FMLAB-2025,CSF GLUCOSE,66,73,73400-00-70
FMLAB-2026,CSF PROTEIN,66,73,73050-25-00
FMLAB-2028,ELECTROLYTE CHLORIDE,66,73,73050-07-70
FMLAB-2029,ELECTROLYTE SODIUM,66,73,73050-33-10
FMLAB-2030,ELECTROLYTE POTASSIUM,66,73,73050-29-10
FMLAB-2053,IRON,66,73,73050-21-10
FMLAB-2062,PREGNANCY TEST URINE,66,73,73150-01-00
FMLAB-2073,UREA,66,73,73050-37-40
FMLAB-2075,URIC ACID,66,73,73050-37-70
FMLAB-2086,URINE SODIUM,66,73,73050-33-20
FMLAB-2087,URINE POTASSIUM,66,73,73050-29-10
FMLAB-2088,URINE AMYLASE( 24 HRS),66,73,73050-03-00
FMLAB-2098,URINE UREA NITROGEN,66,73,73050-37-40
FMLAB-6008,GRAM SMEAR,66,73,73050-44-30
FMLAB-9333,REVEAL STREP A,66,73,73050-60-50
FMLAB-9350,"ALPHA HBDH *HYDROXYBUTYRIC DEH YDRO,",66,73,73050-39-70
FMLAB-9512,HAEMOGLOBIN  CSF,66,73,73100-00-70
FMNEU-0087,LOCAL INJ. - PAINFUL POINT,66,73,92513-99-00
FMORW-0009,ORTHOSIS VIII,66,73,96092-00-00
FMORW-0088,CORRECTION OF HEAL 1 CM,66,73,99999-99-99
FMORW-0089,CORRECTION OF SHOE,66,73,96092-00-00
FMORW-0126,SOFT CERVICAL COLLAR,66,73,96092-00-00
FMORW-0143,SPREADER BAR/DENNIS BROWN,66,73,96092-00-00
FMPDT-0067,"REPEAT I.V. INFUSION N.B.BABIE INFANT, 30MIN +UP",66,73,96199-19-00
FMPSDH0011,WOUND DRESSING SMALL,66,73,30055-00-10
FMPSY-1000,DAY CARE SUPERVISION,66,73,83700-00-00
FMNUR-0042,ECG DONE BY NURSE ON THE WARD,62,69,11700-00-00
FMCTS-1001,DOCTOR'S DAYCARE SUPERVISION,61,68,83600-00-10
FMDNTS0026,IRRIGATION OR CHANGE DRAIN OF  ABCESS/SOCKET,61,68,97455-00-00
FMERDA0019,I.V. FLUID INSERTION,61,68,83700-00-00
FMERDA0026,CARDIAC MONITORING(PER 30 MIN),61,68,92056-00-00
FMERDA0046,HOME TREATMENT (NURSE+PROCEDUR,61,68,96028-00-00
FMERDA0060,COLD COMPRESS,61,68,22065-00-90
FMERDA0063,HOT COMPRESS,61,68,92178-00-90
FMERDA0066,MEDIUM DRESSING,61,68,30055-00-20
FMERDA0069,TEPID SPONGE BATH,61,68,96131-00-00
FMERDC0009,AMBULANCE W / NURSE (MADINAH TO AL HENAKIA),61,68,83520-00-00
FMERDE0001,RECOVERY/OBSERVATION PER (HR),61,68,96037-00-00
FMICU-0005,PORTABLE VENTILATOR (OXYGEN)   PER HOUR,61,68,92209-00-00
FMICU-0008,AIR MATRESS PER DAY,61,68,99999-99-99
FMINT-0053,M V V,61,68,11506-00-00
FMINT-0065,DIABETIC FOOT CARE,61,68,95550-04-00
FMINT-0066,FUNDUS PICTURE,61,68,99999-99-99
FMINT-0071,DIABETIC EDU. PRG. (1 SESSION),61,68,95550-14-00
FMINT-1001,DOCTOR'S DAYCARE SUPERVISION,61,68,83600-00-10
FMLAB-2068,STOOL ANALYSIS,61,68,73050-40-10
FMNBD-0006,BABY NAME BOOK,61,68,83700-00-00
FMNEP-0022,SINGLE USE OF VANFLOW CANULA,61,68,83700-00-00
FMNEP-0023,SUDDEN NEED OF OXYGEN IN REG.,61,68,92044-00-00
FMNEP-0024,SUDDEN USE OF ECG MONITORING,61,68,11708-00-00
FMNEP-1001,DOCTOR'S DAYCARE SUPERVISION,61,68,83600-00-10
FMOBG-0140,ULTRASOUND SCAN W/O PHOTO,61,68,55700-02-00
FMOBG-1001,DOCTOR'S DAYCARE SUPERVISION,61,68,83600-00-10
FMOHU-0002,PORTABLE VENTALATOR,61,68,92209-00-00
FMOHU-0003,AIR MATTRESS PER 24 HOURS,61,68,99999-99-99
FMONC-1001,DOCTOR'S DAYCARE SUPERVISION,61,68,83600-00-10
FMOPTA0004,FUNDUS,61,68,42503-00-01
FMORDZ0009,VIDEO TAPE RECORD.LAPAROSCOPY,61,68,30390-00-00
FMORT-0423,DRESSING OF WOUND - MEDIUM,61,68,30055-00-30
FMPDS-0002,"INJECTION OF KELOID,PER SITE",61,68,30207-00-00
FMPDS-0022,LIGATION OF UMBILICAL POLYP,61,68,90663-00-00
FMPDS-1001,DOCTOR'S DAYCARE SUPERVISION,61,68,83600-00-10
FMPDT-0012,INSERTION & INDWELLING URINE   CATH.OR GET STRL.UR SPL/CAT SP,61,68,36800-00-00
FMPDT-0047,TREATMENT W/ MICROWAVE 1 ORGAN 1 SESSION,61,68,92178-00-90
FMPDT-0048,INSERTION OF I.V. BLOOD BLOOD PRODUCTS W/O BIO TEST,61,68,13706-01-00
FMPDT-0068,REPEAT I.V. INFUSION OF FLUIDS OF CHILDREN OVER 5 YRS 30+MIN.,61,68,96199-19-00
FMPDT-0073,CONTINUAL MANUAL CONTROL OF TEMP UP TO 12 HRS,61,68,92178-00-90
FMPDT-0089,"ENDOTRACHEAL SUCCTION MUCOUS - OR ASPRN,BAABY OR INF UPTO 3YR",61,68,96157-00-00
FMPDT-0090,INSRT.ORO-CASTRIC NUTRIT.TUBE  INCL.FEED UPTO 34 HRS UPTO 3YR,61,68,92036-00-00
FMPDT-0112,APPLICATION OF LARGE OR COMPL- ICATED BANDAGE,61,68,96092-00-00
FMPDT-0115,APPLICATION OF SIMPLE BANDAGE  WITH SPLINT,61,68,96092-00-00
FMPDT-0120,INFILTRATION ANAESTHESIA OF LARGE REGION,61,68,96197-19-00
FMPDT-0141,I.V. INFUSION MORE THAN 30 MIN N.B. UP TO 4 YRS,61,68,96199-19-00
FMPDT-0142,INCUBATION/HOUR UPTO 9 INCLUD. 5 HRS,61,68,83610-03-00
FMPDT-0147,HEAT CRIB FROM 5 - 24 HRS.,61,68,92044-00-00
FMPDT-1001,DOCTOR'S DAYCARE SUPERVISION,61,68,83600-00-10
FMPDTO0003,COLD COMPRESS (PLAIN),61,68,96153-00-00
FMPDTO0010,I/V INSERSTION,61,68,90029-00-00
FMPSYA0000,PSYCHIATRIC CONSULTATION-IN-PT,61,68,83600-01-70
FMPSYA0003,EXTREME RESPONSES TEST,61,68,92204-00-00
FMPSYA0007,HILLDERTH FEELING SCALE,61,68,96037-00-00
FMPSYA0009,SPEED MRKMKNG H-MARKING,61,68,96184-00-00
FMPSYA0010,TRIAL MAKING,61,68,96238-00-00
FMPSYA0014,NEW WORDS LEARNING TEST,61,68,92204-00-00
FMPSYA0015,WORD RECOGNITION,61,68,96032-00-00
FMPSYA0016,PAIRED ASSOCIATE LEARNING,61,68,96238-00-00
FMPSYA0018,SIMILARITIES AND DIGIT SPAN,61,68,96238-00-00
FMPSYA0019,BLOCK COUNTING,61,68,96238-00-00
FMPSYA0023,FOUR-GRUOPS TEST,61,68,96238-00-00
FMANA-0014,OXYGEN (O2)  PER HOUR,55,61,92044-00-00
FMANA-0027,TRACHEAL SUCTION PROCEDURE-DAY,55,61,90162-00-00
FMANA-0028,TRACHEOTOMY CARE,55,61,90164-00-00
FMDER-0001,REFERRAL FROM OTHER DOCTOR-OP,55,61,83600-00-20
FMDER-0094,WOUND DRESSING LARGE,55,61,30055-00-30
FMDER-9965,MANICURE OR PEDICURE WITHOUT NAIL POLISH,55,61,99999-99-99
FMENDE0062,CLO TEST,55,61,73050-17-70
FMERDA0072,SUTURING 1-3 SUTURES,55,61,30026-00-10
FMERDA0073,NEBULIZER A/C VENTOLIN,55,61,92043-00-00
FMICU-0014,USE OF BLOOD WARMER,55,61,99999-99-99
FMINT-0075,NEBULIZER A/C VENTOLIN,55,61,92043-00-00
