S/No,ItemCode,Name,Price/ Unit,price of 1/2/2021,price of 1/2/2022,GMDN 1,GMDN 2,GMDN 3
2494,MS-S-008996,SCREW SET JOH. & JOH. # 1797-70-2000,540.0,594,654,61325,,
2495,MS-S-009007,SCREW LOCKING 5.0 X32 MM SYNTHES SYNTHES # #04.005.522,658.0,724,797,16101,,
2496,MS-S-009018,STEM STD 16 REVISION CORAIL. JOH. & JOH. # L98016,13500.0,14850,16335,33581,,
2497,MS-S-009021,"SCREW CANCELLOUS BONE 6.5 X 40 MM , JOH. & JOH. # 1217-40-500",900.0,990,1089,56642,,
2498,MS-S-009022,"SCREW CANCELLOUS BONE 6.5 X 35 MM , JOH. & JOH. # 1217-35-500",900.0,990,1089,45039,,
2499,MS-S-009027,STEM REVISION COLLARED SIZE 12 STANDARD. JOH. & JOH. # L98012,13500.0,14850,16335,33710,,
2500,MS-S-009034,STEM STANDARD CEMENTED OFFSET SIZE 9 J&J # 96409,5700.0,6270,6897,13180,,
2501,MS-S-009037,STENT ABRE #AB9G14060090#MEDTRONIC ALL SIZES MEDTRONIC # AB9G14060090,15000.0,16500,18150,43691,,
2502,MS-S-009038,"STOCKING ANTI VARICOSE COOTTON COMPRESSION BELOW KNEE ALL SIZES,SIGVARIS#P16COTON1 SIGVARIS, SWITZER",189.39,209,230,30878,,
2503,MS-S-009039,"STOCKING ANTI VARICOSE COTTON COMPRESSION,ALL SIZES,ABOVE KNEE,SIGVARIS#P16COTON2 SIGVARIS, SWITZERL",186.76,206,227,30878,,
2504,MS-S-009040,"STOCKINGANTI VARICOSE COTTON COMPRESSION PANTY,ALL SIZES,SIGVARIS#P16COTON3 SIGVARIS, SWITZERLAND # ",307.13,338,372,30878,,
2505,MS-S-009042,SCREW LOCKING 4.5X46MM SELF TAPPING MEDGAL BOLAND # 1-01-88-46,250.0,275,303,56642,,
2506,MS-S-009043,SCREW LOCKING 4.5X58MM SELF TAPPING MEDGAL BOLAND # 1-01-88-58,250.0,275,303,56642,,
2507,MS-S-009044,SCREW LOCKING 4.5X70MM SELF TAPPING MEDGAL BOLAND # 1-01-88-70,250.0,275,303,56642,,
2508,MS-S-009045,SCREW LOCKING 4.5X34MM SELF TAPPING MEDGAL BOLAND # 1-01-86-34,250.0,275,303,56642,,
2509,MS-S-009046,SCREW LOCKING 6.5X70MM MEDGAL BOLAND # 1-01-85-70,350.0,385,424,56642,,
2510,MS-S-009047,SCREW LOCKING 6.5X80MM SHAFT MEDGAL BOLAND # 1-01-84-80,250.0,275,303,47875,,
2511,MS-S-009049,SCREW LOCKING SELF TAPPING 4.5X54MM. Sea spine # 1-01-86-54,250.0,275,303,37272,,
2512,MS-S-009050,SCREW LOCKING SELF TAPPING 4.5X38MM. Sea spine # 1-01-86-38,250.0,275,303,37272,,
2513,MS-S-009051,SCREW LOCKING SELF TAPPING 4.5X50MM. Sea spine # 1-01-86-50,350.0,385,424,37272,,
2514,MS-S-009052,SCREW LOCKING SELF TAPPING 6.5X85MM. Sea spine # 1-01-85-85,250.0,275,303,37272,,
2515,MS-S-009053,SCREW LOCKING SELF TAPPING 6.5X60MM. Sea spine # 1-01-85-60,250.0,275,303,37272,,
2516,MS-S-009054,SCREW LOCKING SELF TAPPING 6.5X105MM. Sea spine # 1-01-84-105,250.0,275,303,37272,,
2517,MS-S-009055,SCREW LOCKING SELF TAPPING 6.5X100MM. Sea spine # 1-01-84-100,250.0,275,303,37272,,
2518,MS-S-009056,SCREW LOCKING SELF TAPPING 4.5X46MM. MEDGAL BOLAND # 1-01-86-46,350.0,385,424,56642,,
2519,MS-S-009066,SCREW LOCKING 6.5X75MM SELF TAPPING. MEDGAL BOLAND # 1-01-84-75,350.0,385,424,56642,,
2520,MS-S-009073,SCREW VARIABLE ANGLED LOCKING 2.4MMX18 OSTEONIC  # B1G.24180,700.0,770,847,46536,,
2521,MS-S-009085,SCREW CORTICAL 4.5X42 L SELF-TAPPING. SYNTHES # #214.842,31.5,35,39,32859,,
2522,MS-S-009103,SCREW CORTICAL 2.3MMX18 . OSTEONIC # A5.23180,250.0,275,303,56642,,
2523,MS-S-009104,SCREW CORTICAL 2.0MMX16.OSTEONIC # A5.20160,225.0,248,273,47875,,
2524,MS-S-009113,SCREW CORTICAL 2.4MMX6MM (SELF TAPPING). IRENE # T50022406,119.0,131,145,56642,,
2525,MS-S-009114,SCREW CORTICAL 2.4MMX8MM (SELF TAPPING) IRENE # T50022408,119.0,131,145,56642,,
2526,MS-S-009115,SCREW CORTICAL 2.4MMX10MM (SELF TAPPING) IRENE # T50022410,119.0,131,145,56642,,
2527,MS-S-009116,SCREW CORTICAL 2.4MMX12MM (SELF TAPPING) IRENE # T50022412,119.0,131,145,56642,,
2528,MS-S-009117,SCREW CORTICAL 2.4MMX14MM (SELF TAPPING) IRENE # T50022414,119.0,131,145,56642,,
2529,MS-S-009118,SCREW CORTICAL 2.4MMX16MM (SELF TAPPING) IRENE # T50022416,119.0,131,145,56642,,
2530,MS-S-009119,SCREW CORTICAL 2.4MMX18MM (SELF TAPPING) IRENE # T50022418,119.0,131,145,56642,,
2531,MS-S-009120,SCREW CORTICAL 2.4MMX20MM (SELF TAPPING) IRENE # T50022420,119.0,131,145,56642,,
2532,MS-S-009121,SCREW CORTICAL 2.4MMX22MM (SELF TAPPING) IRENE # T50022422,119.0,131,145,56642,,
2533,MS-S-009122,SCREW CORTICAL 2.4MMX24MM (SELF TAPPING) IRENE # T50022424,119.0,131,145,56642,,
2534,MS-S-009135,SCREW CORTICAL 2.4MMX26MM (SELF TAPPING). IRENE # T50022426,85.0,94,104,56642,,
2535,MS-S-009136,SCREW CORTICAL 2.4MMX28MM (SELF TAPPING). IRENE # T50022428,119.0,131,145,56642,,
2536,MS-S-009139,SCREW TROCHANTERIC FOR FI-NAIL 9X105 . SANATMETAL # 254313105,918.0,1010,1111,62708,,
2537,MS-S-009140,SCREW TROCHANTERIC FOR FI-NAIL 9X115 . SANATMETAL # 254313115,918.0,1010,1111,62708,,
2538,MS-S-009141,SCREW TROCHANTERIC FOR FI-NAIL 9X120. . SANATMETAL # 254313120,918.0,1010,1111,62708,,
2539,MS-S-009142,SCREW TROCHANTERIC FOR FI-NAIL 9X125. . SANATMETAL # 254313125,918.0,1010,1111,62708,,
2540,MS-S-009143,SCREW CORTICAL 2.4X30MM (SELF-TAPPING) IRENE # T50022430,119.0,131,145,56642,,
2541,MS-S-009146,SCREW LOCKING 6.5X60 SLEF-TAPPING. MEDGAL BOLAND # 1-01-84-60,250.0,275,303,56642,,
2542,MS-S-009147,SCREW LOCKING 4.5X30MM SLEF-TAPPING. MEDGAL BOLAND # 1-01-86-30,250.0,275,303,56642,,
2543,MS-S-009160,SCREW LOCKING 4.5X42MM SELF TAPPING. MEDGAL BOLAND # 1-01-86-42,350.0,385,424,56642,,
2544,MS-S-009161,SCREW LOCKING 6.5X90MM SELF TAPPING. MEDGAL BOLAND # 1-01-84-90,250.0,275,303,56642,,
2545,MS-S-009162,SCREW LOCKING 6.5X95MM SELF TAPPING. MEDGAL BOLAND # 1-01-84-95,250.0,275,303,56642,,
2546,MS-S-009167,STEM BIPOLAR CEMENTED STRAIGHT MODULAR 7.5MM S.STEEL . HIPOKRAT # 10.1600,1800.0,1980,2178,13180,,
2547,MS-S-009185,SCREW LOCKING VARIABLE ANGLED 2.4MMX26MM.. OSTEONIC # B1G.24260,500.0,550,605,47875,,
2548,MS-S-009186,SCREW CORTICAL 2.7MMX16MM. OSTEONIC # B1J.27160,315.0,347,382,47875,,
2549,MS-S-009189,STEM HIP SYSTEM CEMENTED FEMORAL SIZE 13 STANDARD NO COLLAR. JOH. & JOH. # L96413,3800.0,4180,4598,33581,,
2550,MS-S-009194,"STEM FEMORAL CEMENTLESS 12/14 AMT 135 DEG, JOH. & JOH. # 3L92513",6650.0,7315,8047,59688,,
2551,MS-S-009195,STEM HIP SYSTEM CEMENTED FEMORAL SIZE 12 STANDARD NO COLLAR. JOH. & JOH. # L96412,6650.0,7315,8047,34191,64708.0,
2552,MS-S-009199,SCREW PEDICALE TITANIUM CLOSED 7MMX40MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-7-40TB,1020.0,1122,1235,46651,,
2553,MS-S-009200,SCREW PEDICALE TITANIUM CLOSED 7MMX45MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-7-45TB,1076.79,1185,1304,56642,,
2554,MS-S-009201,SCREW PEDICALE TITANIUM OPEN 7MMX50MM LENGTH COSMIC BONIT COATING. COSMIC # CS2700-7-50TB,1020.0,1122,1235,46651,,
2555,MS-S-009202,SCREW PEDICALE TITANIUM CLOSED 6MMX40MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-6-40TB,1020.0,1122,1235,46651,,
2556,MS-S-009203,SCREW PEDICALE TITANIUM CLOSED 6MMX50MM LENGTH COSMIC BONIT COATING. COSMIC # CS2702-6-50TB,1076.79,1185,1304,46651,,
2557,MS-S-009216,SCREW GAMMA 10.5 X 95 JOIN SCREW 105 CHM # 3.5804.095,2297.75,2528,2781,56642,,
2558,MS-S-009225,STENT GRAFT ENDURANT 28 X 13 MM X 166 MM MEDTRONIC # ETBF2813C166EE,76065.0,83672,92040,35281,,
2559,MS-S-009230,SNARE ENDOVASCULAR SYSTEM#MERITEN2006020 MERIT # EN2006020,4987.5,5487,6036,17927,,
2560,MS-S-009244,"SCREW EMERGENCY 1.8 X 6MM, OSTEONIC  # F18006 #F15006",210.0,231,255,61837,,
2561,MS-S-009250,"SCREW COMPRESSION 3.5X18MM, CHM # 3.1306.018",238.0,262,289,56642,,
2562,MS-S-009253,SCREW LOW PROFILE 5.0MMX72.5MM TRIGEN. SMITH&NEPHEW # SN-71645072,1170.0,1287,1416,47875,,
2563,MS-S-009254,SCREW LOW PROFILE 5.0MMX75MM TRIGEN SMITH&NEPHEW # SN-71645075,1170.0,1287,1416,47875,,
2564,MS-S-009255,SCREW LOW PROFILE 5.0MMX20MM TRIGEN SMITH&NEPHEW # SN-71645020,1170.0,1287,1416,47875,,
2565,MS-S-009256,SCREW LOW PROFILE 5.0MMX40MM TRIGEN SMITH&NEPHEW # SN-71645040,1170.0,1287,1416,47875,,
2566,MS-S-009260,SCREW LOCKING2.4MMX12MM VERIABLE ANGLED . OSTEONIC  # B1G.24120,700.0,770,847,56642,,
2567,MS-S-009263,STEM HIP PROSTHESIS SIZE 8 RIGHT. LINK # 177-207/26,6650.0,7315,8047,44267,,
2568,MS-S-009271,SCREW POLYAXIAL 6.5MMX35MM. NUVASIVE # 7246535,1600.0,1760,1936,46651,,
2569,MS-S-009272,SCREW POLYAXIAL 6.5MMX40MM. NUVASIVE # 7246540,1600.0,1760,1936,56642,,
2570,MS-S-009273,SCREW POLYAXIAL 6.5MMX45MM. NUVASIVE # 7246545,1600.0,1760,1936,46651,,
2571,MS-S-009274,SCREW LOCK II SPHERX. NUVASIVE # 7241100,350.0,385,424,32859,,
2572,MS-S-009280,SCREW LOCKING TITANIUM 4.8MMX50MM SANATMETAL # 922148050,378.0,416,458,45039,,
2573,MS-S-009292,SCREW 5.0X35CM CDH LEGACY MAS. MEDTRONIC # 75445035,2450.0,2695,2965,46651,,
2574,MS-S-009293,SCREW 4.0X35CM CDH LEGACY MAS. MEDTRONIC # 75444035,1600.0,1760,1936,46651,,
2575,MS-S-009306,SURGICAL BLADE PERFORMANCE SERIES SAGITTAL (18.0X1.27X100MM). STRYKER # 6118127100,1200.0,1320,1452,43376,,
2576,MS-S-009307,SURGICAL BLADE PERFORMANCE SERIES SAGITTAL (25.0X1.27X100MM). STRYKER # 6125127100,1200.0,1320,1452,43376,,
2577,MS-S-009313,SCREW POLYAXIAL 4.5MMX35MM. IMAS # 7244535,1600.0,1760,1936,46651,,
2578,MS-S-009314,"SCREW HBS 2 MINI LONG THREAD,34MM, CAN/SD/TI IRENE # 26-830-34-09",1800.0,1980,2178,58959,,
2579,MS-S-009315,"SCREW HBS 2 MINI LONG THREAD, 34, CAN/SD/TI IRENE # 26-830-36-09",1800.0,1980,2178,58959,,
2580,MS-S-009316,"SCREW HBS 2 MINI LONG THREAD, 38MM, CAN/SD/TI IRENE # 26-830-38-09",1800.0,1980,2178,58959,,
2581,MS-S-009317,"SCREW HBS 2 MINI LONG THREAD, 40MM, CAN/SD/TI IRENE # 26-830-40-09",1800.0,1980,2178,56642,,
2582,MS-S-009322,SCREW BONE 5.0MMX35MM PERIPHERAL SOLUTION SYSTEM JOH. & JOH. # 1257-35-000,1200.0,1320,1452,56642,,
2583,MS-S-009326,SCREW POLYAXIAL 5.5MMX45MM. IMAS # 7245545,1600.0,1760,1936,46651,,
2584,MS-S-009327,SCREW LOCKING 4.8X25MM IRENE # T40254825,175.0,193,213,44864,,
2585,MS-S-009328,SCREW LOCKING 4.8X30MM IRENE # T40254830,175.0,193,213,56642,,
2586,MS-S-009329,SCREW LOCKING 4.8X35MM IRENE # T40254835,175.0,193,213,56642,,
2587,MS-S-009330,SCREW LOCKING 4.8X40MM IRENE # T40254840,175.0,193,213,56642,,
2588,MS-S-009331,SCREW LOCKING 4.8X45MM IRENE # T40254845,175.0,193,213,56642,,
2589,MS-S-009332,SCREW LOCKING 4.8X50MM IRENE # T40254850,175.0,193,213,56642,,
2590,MS-S-009333,SCREW LOCKING 4.8X55MM IRENE # T40254855,175.0,193,213,56642,,
2591,MS-S-009352,SCREW LOCKING 4.8X60MM IRENE # T40254860,175.0,193,213,56642,,
2592,MS-S-009353,SCREW LOCKING 4.8X65MM IRENE # T40254865,175.0,193,213,35642,,
2593,MS-S-009354,SCREW LOCKING 4.8X70MM IRENE # T40254870,175.0,193,213,56642,,
2594,MS-S-009355,SCREW LOCKING 4.8X75MM IRENE # T40254875,175.0,193,213,35642,,
2595,MS-S-009356,SCREW LOCKING 4.8X80MM IRENE # T40254880,175.0,193,213,35642,,
2596,MS-S-009357,SCREW LOCKING 4.8X85MM IRENE # T40254885,175.0,193,213,35642,,
2597,MS-S-009358,SCREW LAG NAVIGATOR 6.4X100MM IRENE # T40266400,525.0,578,636,56642,,
2598,MS-S-009359,SCREW LAG NAVIGATOR 6.4X105MM IRENE # T40266405,525.0,578,636,56642,,
2599,MS-S-009360,SCREW LAG NAVIGATOR 6.4X110 IRENE # T40266410,525.0,578,636,56642,,
2600,MS-S-009361,SCREW LAG NAVIGATOR 6.4X115 IRENE # T40266415,525.0,578,636,56642,,
2601,MS-S-009363,SCREW LAG NAVIGATOR 6.4X65MM IRENE # T40266465,525.0,578,636,56642,,
2602,MS-S-009364,SCREW LAG NAVIGATOR 6.4X70MM IRENE # T40266470,525.0,578,636,56642,,
2603,MS-S-009365,SCREW LAG NAVIGATOR 6.4X75MM IRENE # T40266475,525.0,578,636,56642,,
2604,MS-S-009366,SCREW LAG NAVIGATOR 6.4X80MM IRENE # T40266480,525.0,578,636,56642,,
2605,MS-S-009367,SCREW LAG NAVIGATOR 6.4X85MM IRENE # T40266485,525.0,578,636,56642,,
2606,MS-S-009368,SCREW LAG NAVIGATOR 6.4X90MM IRENE # T40266490,525.0,578,636,56642,,
2607,MS-S-009369,SCREW LAG NAVIGATOR 6.4X95MM IRENE # T40266495,525.0,578,636,56642,,
2608,MS-S-009370,SHAVER DRILL 1.6MM FLEXIBLE W/ CURVED SPEAR AND OBTURATOR. AMICO MEDICAL INSTRUMENT CO. # AR-3600NDS,1680.0,1848,2033,53617,,
2609,MS-S-009377,SCREW DHS/DCS LAG 12X105MM IRENE # S67011205,262.5,289,318,56642,,
2610,MS-S-009378,SCREW DHS/DCS LAG 12X110MM IRENE # S67011210,262.5,289,318,56642,,
2611,MS-S-009379,"STENT TIGRIS,DIFFERENT SIZES#GORE MEDICAL USA#PHBXXXX2 GORE # PHBXXXX2",9975.0,10973,12071,46689,,
2612,MS-S-009380,SCREW LAG LOCKING FULLY THREADED 7.0X65MM IRENE # T560070065,723.0,796,876,56642,,
2613,MS-S-009381,SCREW LAG LOCKING FULLY THREADED 7.0X70MM IRENE # T560070070,723.0,796,876,56642,,
2614,MS-S-009382,SCREW LAG LOCKING FULLY THREADED 7.0X75MM IRENE # T560070075,723.0,796,876,56642,,
2615,MS-S-009383,SCREW LAG LOCKING FULLY THREADED 7.0X80MM IRENE # T560070080,723.0,796,876,56642,,
2616,MS-S-009384,SCREW LAG LOCKING FULLY THREADED 7.0X85MM IRENE # T560070085,723.0,796,876,56642,,
2617,MS-S-009385,SCREW LAG LOCKING FULLY THREADED 7.0X90MM IRENE # T560070090,723.0,796,876,46536,,
2618,MS-S-009386,SCREW LAG LOCKING FULLY THREADED 7.0X95MM IRENE # T560070095,723.0,796,876,56642,,
2619,MS-S-009387,SCREW LAG LOCKING FULLY THREADED 7.0X100MM IRENE # T560070100,723.0,796,876,56642,,
2620,MS-S-009391,SCREW LAG LOCKING FULLY THREADED 7.0X105MM IRENE # T560070105,747.0,822,905,56642,,
2621,MS-S-009392,SCREW LAG LOCKING FULLY THREADED 7.0X110MM IRENE # T560070100,747.0,822,905,56642,,
2622,MS-S-009393,SCREW LAG LOCKING 7.0X100MM IRENE # T56037000,921.0,1014,1116,56642,,
2623,MS-S-009394,SCREW LAG LOCKING 7.0X105MM IRENE # T56037005,921.0,1014,1116,45039,,
2624,MS-S-009395,SCREW LAG LOCKING 7.0X110MM IRENE # T56037010,921.0,1014,1116,56642,,
2625,MS-S-009396,SCREW LAG LOCKING 7.0X65MM IRENE # T56037065,921.0,1014,1116,56642,,
2626,MS-S-009397,SCREW LAG LOCKING 7.0X70MM IRENE # T56037070,921.0,1014,1116,56642,,
2627,MS-S-009398,SCREW LAG LOCKING 7.0X75MM IRENE # T56037075,921.0,1014,1116,56642,,
2628,MS-S-009399,SCREW LAG LOCKING 7.0X80MM IRENE # T56037080,921.0,1014,1116,56642,,
2629,MS-S-009400,SCREW LAG LOCKING 7.0X85MM IRENE # T56037085,921.0,1014,1116,56642,,
2630,MS-S-009406,SCREW BONE CANCELLOUS 6.5X25MM THREAD. LINK # 64-9041/25,700.0,770,847,56642,,
2631,MS-S-009407,SCREW BONE CANCELLOUS 6.5X30MM THREAD LINK # 64-9042/30,700.0,770,847,56642,,
2632,MS-S-009408,SCREW BONE CANCELLOUS 6.5X35MM THREAD LINK # 64-9043/35,700.0,770,847,56642,,
2633,MS-S-009409,SCREW CANCELLOUS 6.5X50MM FULL THREAD LINK # 64-9046/50,750.0,825,908,56642,,
2634,MS-S-009411,SLEEVE UNIVERSAL CANNULA STABILITY 12MM X 100MM ETHICON# CB12LT,350.0,385,424,58959,,
2635,MS-S-009419,SCREW LOCKING 2.7X22MM. SANATMETAL # 260827122,626.5,690,759,56642,,
2636,MS-S-009420,SCREW LOCKING VARIABLE 2.7X18MM HOLES TITANIUM. SANATMETAL # 260827118,626.5,690,759,56642,,
2637,MS-S-009421,SCREW LOCKING VARIABLE 2.7X20MM HOLES TITANIUM. SANATMETAL # 260827120,626.5,690,759,56642,,
2638,MS-S-009422,SCREW CORTICAL BONE 2.7X18MM . SANATMETAL # 267527018,612.5,674,742,56642,,
2639,MS-S-009430,SCREW LOCKING VARIABLE 2.7X14MM. SANATMETAL # 260827114,626.5,690,759,56642,,
2640,MS-S-009431,SCREW LOCKING VARIABLE 2.7X16MM. SANATMETAL # 260827116,626.5,690,759,56642,,
2641,MS-S-009432,SCREW CORTICAL BONE TX 2.7X14MM. SANATMETAL # 267527014,612.5,674,742,56642,,
2642,MS-S-009433,SCREW POLYAXIAL 5.5MMX3.5MM . IMAS # 8455535,1600.0,1760,1936,46651,,
2643,MS-S-009434,SCREW POLYAXIAL 4.5MMX3.0MM . IMAS # 8454530,1600.0,1760,1936,46651,,
2644,MS-S-009435,"SCREW LOCK SET ,TI OPEN TULIP. IMAS # 8461100",350.0,385,424,61325,,
2645,MS-S-009440,"STENT PERIPHERAL SYSTEM PRIME XIENCE BTK EVEROLIMUS ELUTING,FREESIZES MEDISERV # 1012646-38",9750.0,10725,11798,47932,,
2646,MS-S-009442,STENT GRAFT SYSTEM ENDURANT II MEDTRONIC # ETLW1613C124EE,30000.0,33000,36300,35281,,
2647,MS-S-009461,"SCREW COMPERSSION FULLY THREADED 14MM, CHM # 803019014",210.0,231,255,56642,,
2648,MS-S-009462,SCREW VORTEX 2.7X14MM SANATMETAL # 260827114,626.5,690,759,32859,56642.0,
2649,MS-S-009463,SCREW VORTEX 2.7X16MM SANATMETAL # 260827116,626.5,690,759,56642,,
2650,MS-S-009464,SCREW VORTEX 2.7X18MM SANATMETAL # 260827117,626.5,690,759,32859,56642.0,
2651,MS-S-009465,SCREW VORTEX 2.7X20MM SANATMETAL # 260827120,626.5,690,759,32859,56642.0,
2652,MS-S-009466,SCREW VORTEX 2.7X24MM SANATMETAL # 260827124,626.5,690,759,32859,,
2653,MS-S-009467,SCREW VORTEX 2.7X25MM SANATMETAL # 260827125,626.5,690,759,32859,56642.0,
2654,MS-S-009468,SCREW CORTICAL BONE - TX 2.7X18MM SANATMETAL # 267527018,612.5,674,742,56642,,
2655,MS-S-009490,"SUTURELOOP HI-FI SUTURE 20"" LOOP (5 METRIC) WHITE/BLUE, HI-F CONMED # HL201",1200.0,1320,1452,44829,,
2656,MS-S-009493,SCREW LOCKING BOLT 4.5X36MM IRENE # T40054536,147.0,162,179,56642,,
2657,MS-S-009494,SCREW LOCKING BOLT 4.5X40MM IRENE # T40054540,147.0,162,179,56642,,
2658,MS-S-009495,SCREW LOCKING BOLT 4.5X44MM IRENE # T40054544,147.0,162,179,56642,,
2659,MS-S-009496,SCREW LOCKING BOLT 4.5X48MM IRENE # T40054548,147.0,162,179,56642,,
2660,MS-S-009497,SCREW LOCKING BOLT 4.5X52MM IRENE # T40054552,147.0,162,179,56642,,
2661,MS-S-009498,SCREW LOCKING BOLT 4.5X56MM IRENE # T40054556,147.0,162,179,56642,,
2662,MS-S-009499,SCREW LOCKING BOLT 4.5X60MM IRENE # T40054560,147.0,162,179,56642,,
2663,MS-S-009500,SCREW LOCKING BOLT 4.5X64MM IRENE # T40054564,147.0,162,179,56642,,
2664,MS-S-009507,SCREW LOCKING BOLT 4.5X68MM IRENE # T40054568,147.0,162,179,56642,,
2665,MS-S-009508,SCREW LOCKING BOLT 4.5X72MM IRENE # T40054572,147.0,162,179,56642,,
2666,MS-S-009509,SCREW LOCKING BOLT 4.5X76MM IRENE # T40054576,147.0,162,179,56642,,
2667,MS-S-009510,SCREW LOCKING BOLT 4.5X80MM IRENE # T40054580,147.0,162,179,56642,,
2668,MS-S-009511,SCREW LOCKING BOLT 4.5X84MM IRENE # T40054584,147.0,162,179,56642,,
2669,MS-S-009512,SCREW LOCKING SELF TAPPING 4.5X60MM HIPOKRAT # 1-01-86-60,350.0,385,424,45040,,
2670,MS-S-009527,SCREW LOCKING BOLT 4.0X28MM IRENE # T40054028,147.0,162,179,56642,,
2671,MS-S-009528,SCREW LOCKING BOLT 4.0X32MM IRENE # T40054032,147.0,162,179,56642,,
2672,MS-S-009529,SCREW LOCKING BOLT 4.0X36MM IRENE # T40054036,147.0,162,179,56642,,
2673,MS-S-009530,SCREW LOCKING BOLT 4.0X40MM IRENE # T40054040,147.0,162,179,56642,,
2674,MS-S-009531,SCREW LOCKING BOLT 4.0X44MM IRENE # T40054044,147.0,162,179,56642,,
2675,MS-S-009552,SCREW BOLT LOCKING 4.0X48MM IRENE # T40054048,147.0,162,179,61325,16077.0,
2676,MS-S-009553,SCREW BOLT LOCKING 4.0X52MM IRENE # T40054052,147.0,162,179,61325,16077.0,
2677,MS-S-009554,SCREW BOLT LOCKING 4.0X56MM IRENE # T40054056,147.0,162,179,61325,16077.0,
2678,MS-S-009555,SCREW BOLT LOCKING 4.0X60MM IRENE # T40054060,147.0,162,179,61325,16077.0,
2679,MS-S-009556,SCREW BOLT LOCKING 4.0X64MM IRENE # T40054064,147.0,162,179,61325,16077.0,
2680,MS-S-009557,SCREW BOLT LOCKING 4.0X68MM IRENE # T40054068,147.0,162,179,61325,16077.0,
2681,MS-S-009558,SCREW BOLT LOCKING 4.0X72MM IRENE # T40054072,147.0,162,179,61325,16077.0,
2682,MS-S-009559,SCREW BOLT LOCKING 4.0X76MM IRENE # T40054076,147.0,162,179,61325,16077.0,
2683,MS-S-009560,SCREW BOLT LOCKING 4.0X80MM IRENE # T40054080,147.0,162,179,61325,16077.0,
2684,MS-S-009563,SCREW PINN CAN BONE 6.5MMX20MM JOH. & JOH. # JOLOP121720500,900.0,990,1089,16101,,
2685,MS-S-009564,SCREW PINN CAN BONE 6.5MMX30MM JOH. & JOH. # JOLOP121730500,900.0,990,1089,16101,,
2686,MS-S-009565,STEM STANDARD OFFSET COLLARLESS SIZE 15 CORAIL JOH. & JOH. # JOLOP3L92515,6650.0,7315,8047,13180,,
2687,MS-S-009567,SCREW CDH LEGACY 6.5X40MM MAS SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 75446540,1837.5,2022,2225,56642,,
2688,MS-S-009568,SCREW CDH LEGACY 6.5X35MM MAS SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 75446535,2450.0,2695,2965,56642,,
2689,MS-S-009569,SCREW CDH LEGACY SET 5.5MM SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 7540020,630.0,693,763,46651,,
2690,MS-S-009570,"SCREW CDH LEGACY MULTI AXIAL REDUCTION, TI 6.5X50MM SOFAMOR DANEK AMICO MEDICAL INSTRUMENT CO. # 754",3150.0,3465,3812,46651,,
2691,MS-S-009571,SCREW CDH M8 LEGACY REDUCTION SET SCREW AMICO MEDICAL INSTRUMENT CO. # 7540220,1380.0,1518,1670,32859,,
2692,MS-S-009572,SURGICAL HAEMOSTAT ( OXIDIZED REGENERATED CELLUILOSE ) 10X20CM STERILE REOXCEL # RX4OO8X,346.5,382,421,58059,,
2693,MS-S-009585,SINGLE PIN FIXATION BOLT HIPOKRAT # D167000000,175.0,193,213,16077,,
2694,MS-S-009586,SCREW MANDIBLE PRE-DRILLING 2.0 #O19010 OSTEONIC  # O19010,525.0,578,636,61837,,
2695,MS-S-009587,SCREW MANDIBLE PRE-DRILLING 2.0 #O19012 OSTEONIC  # O19012,525.0,578,636,61837,,
2696,MS-S-009588,SCREW MANDIBLE PRE-DRILLING 2.0 #O19014 OSTEONIC  # O19014,525.0,578,636,61837,,
2697,MS-S-009589,SCREW LOCKING PRE-DRILLING 2.0 OSTEONIC  # M20L12,560.0,616,678,61837,,
2698,MS-S-009591,"SCREW MULTI AXIAL CANCELLOUS BONE, VERTEX SOFAMOR DANEK 3.5X16MM MEDTRONIC # 6958716",2572.5,2830,3113,46651,,
2699,MS-S-009592,SCREW SELF DRILLING 8MM OSTEONIC  # F15A08,682.5,751,827,46536,,
2700,MS-S-009600,SCREW LOCKING TITANIUM 4.8MMX25MM #922148025 SANATMETAL # 922148025,378.0,416,458,45039,,
2701,MS-S-009601,SCREW LOCKING TITANIUM 4.8MMX30MM #922148030 SANATMETAL # 922148030,378.0,416,458,45039,,
2702,MS-S-009602,SCREW LOCKING TITANIUM 4.8MMX35MM #922148035 SANATMETAL # 922148035,378.0,416,458,45039,,
2703,MS-S-009604,SCREW LOCKING TITANIUM 4.8MMX45MM SANATMETAL # 922148045,378.0,416,458,45039,,
2704,MS-S-009627,SCREW CORTICAL BONE - TX 2.7X20MM #267527020 SANATMETAL # 267527020,612.5,674,742,56642,,
2705,MS-S-009628,STEM HUMERAL FRACTURE COMPREHENSIVE SHOULDER SYSTEM 10MMX122MM LONG. BIOMET # 12-113560,10503.0,11554,12710,48090,,
2706,MS-S-009629,STEM FLUTED UNIVERSAL 75MMX16MM. JOH. & JOH. # 86-7416,5250.0,5775,6353,13180,,
