SERVICE CODE,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
7013069,TRANSFORAMINAL LUMBAR INTERBODY FUSION AND FIXATION - ONE LEVEL - W/OUT IMPLANT,الانصهار والتثبيت بين الفقرات القطنية عبر جسم الفقرة - مستوى واحد  - /بدون التركيبات,68400.0
7013070,TRANSFORAMINAL LUMBAR INTERBODY FUSION AND FIXATION - EACH ADDITIONAL LEVEL,الانصهار والتثبيت بين الفقرات القطنية عبر جسم الفقرة - لكل مستوى إضافي,13500.0
7013071,PERCUTAN. TRANSFORAMIN LUMBAR INTERBODY FUSION&FIXATION-ONE LEVEL-W/OUT IMPLANT,الانصهار والتثبيت بين الفقرات القطنية عبر جسم الفقرة عبر الجلد- مستوى واحد  - /بدون التركيبات,77400.0
7013072,PERCUTAN. TRANSFORAMIN LUMBAR INTERBODY FUSION&FIXATION - EACH ADDITIONAL LEVEL,الانصهار والتثبيت بين الفقرات القطنية عبر جسم الفقرة عبر الجلد - لكل مستوى إضافي,13500.0
7013073,PERCUTANEOUS VERTEBRAL BODY/ INTERVERTEBRAL DISC BIOPSY ,خزعة الجسم الفقري /  القرص بين الفقرات عن طريق الجلد,18000.0
7013074,OPEN VERTEBRAL BODY/ INTERVERTEBRAL DISC BIOPSY,خزعة الجسم الفقري /  القرص بين الفقرات عن طريق الفتح,31500.0
7013075,LUMBAR DISCECTOMY ANTERIOR/LATERAL APPROACH  + FUSION - ONE LEVEL-W/OUT IMPLANT,استئصال القرص القطني من الناحية الأمامية / الجانبية + الانصهار - مستوى واحد  - /بدون التركيبات,67500.0
7013076,LUMBAR DISCECTOMY ANTERIOR/LATERAL APPROACH - EACH ADDITIONAL LEVEL,استئصال القرص القطني من الناحية الأمامية / الجانبية  - لكل مستوى إضافي,13500.0
7013077,POSTERIOR SPINAL FUSION AND FIXATION FOR SCOLIOSIS OR KYPHOSIS - W/OUT IMPLANT,الانصهار الخلفي للعمود الفقري وتثبيت الجنف أو الحداب - /بدون التركيبات,144000.0
7013078,RE-EXPLORATION & ADJUST. OF SPINAL FIXATION FOR SCOLIOSIS/KYPHOSIS-W/OUT IMPLANT,إعادة الاستكشاف والضبط لتثبيت اعوجاج العمود الفقري - /بدون التركيبات,171000.0
7013079,REVISION OF FAILED SCOLIOSIS OR KYPHOSIS SURGERY  - W/OUT IMPLANT,إعادة ضبط وتثبيت اعوجاج العمود الفقري الفاشل- /بدون التركيبات,171000.0
7013080,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - ONE LEVEL,إعادة تثبيت العمود الفقري + تعديل غرسة العمود الفقري - مستوى واحد,27000.0
7013081,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - TWO LEVEL,إعادة تثبيت العمود الفقري + تعديل غرسة العمود الفقري - مستويان,36000.0
7013082,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-THREE LEVEL,إعادة تثبيت العمود الفقري + تعديل غرسة العمود الفقري - ثلآث مستويات,45000.0
7013083,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-MORE THAN  THREE LEVEL,إعادة تثبيت العمود الفقري + تعديل غرسة العمود الفقري - أكثر من ثلآث مستويات,54000.0
7013084,TRANS ORAL/TRANS NASAL ODONTOIDECTOMY,استئصال السنية عن طريق الفم / عبر الانف,90000.0
7013085,MIS/ENDOSCOPIC LUMBAR/CERVICAL FACET MEDIAL BRANCH NERVE RHIZOTOMY - ONE LEVEL,التنظير القطني / الرقبي لبضع الجذر لفرع العصبي الوسطي- مستوى واحد,18000.0
7013086,MIS/ENDOSCOPIC LUMBAR/CERVICAL FACET MEDIAL BRANCH NERVE RHIZO.-EACH ADD. LEVEL,التنظير القطني / الرقبي لبضع الجذر لفرع العصبي الوسطي   - لكل مستوى إضافي,4500.0
7013087,MIS/ENDOSCOPIC SACROILIAC JOINT - SACRAL NERVES RHIZOTOMY  - ONE SIDE,تنظير المفصل العجزي الحرقفي - شق جذر  الأعصاب العجزية - جانب واحد,27000.0
7013088,MIS/ENDOSCOPIC SACROILIAC JOINT - SACRAL NERVES RHIZOTOMY  - TWO SIDES,تنظير المفصل العجزي الحرقفي - شق جذر  الأعصاب العجزية  - مستويان,31500.0
7013089,MIS/ENDOSCOPIC COCCYGEAL RHIZOTOMY , تنظير جذع العصعص بالمنظار,27000.0
7013090,LUMBAR/CERVICAL FACET JOINT MEDIAL BR. NERVE DIAG. BLOCK -IN OR ROOM-ONE LEVEL,تخدير العصب  الجزء الإنسي  / الجزء القطني / تشخيصي ، في غرفة العمليات - مستوى واحد,2250.0
7013091,LUMBAR/CER. FACET JOINT MED. BR. NERVE DIAG. BLOCK -IN OR ROOM - EACH ADD. LEVEL,تخدير العصب  الجزء الإنسي  / الجزء القطني / تشخيصي ، في غرفة العمليات  - لكل مستوى إضافي,900.0
7013092,SACROILIAC JOINT INJECTION - DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - ONE SIDE,حقن المفصل العجزي الحرقفي - تخدير تشخيصي (في غرفة العمليات) - جانب واحد,3600.0
7013093,SACROILIAC JOINT INJECTION - DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - TWO SIDES,حقن المفصل العجزي الحرقفي - تخدير تشخيصي (في غرفة العمليات) - جانبين,5400.0
7013094,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACET MEDIAL BRANCH NERVE - ONE LEVEL,ترددات الراديوية للعصب الفقري الإنسي للوجه القطني أو العنقي - مستوى واحد,9000.0
7013095,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACET MEDIAL BRANCH NERVE - EACH ADD. LEVEL,ترددات الراديوية للعصب الفقري الإنسي للوجه القطني أو العنقي - لكل مستوى إضافي,1800.0
7013096,RADIOFREQUENCY-  SACROILIAC JOINT - SACRAL NERVES RADIOFREQUENCY - ONE SIDE,ترددات الراديوية للمفصل العجزي الحرقفي - الأعصاب العجزية - جانب واحد,9000.0
7013097,RADIOFREQUENCY-  SACROILIAC JOINT SACRAL NERVES  - TWO SIDES,ترددات الراديوية للمفصل العجزي الحرقفي - الأعصاب العجزية - جانبين,12600.0
7013098,RADIOFREQUENCY- COCCYGEAL NERVES FOR COCCYDYNIA,ترددات الراديوية للأعصاب العصعصية للألآم العصعصية,9000.0
7013099,SPINAL NERVE DIAGNOSTIC BLOCK  (IN OPERATING ROOM),تخدير تشخيصي للعصب الفقري (في غرفة العمليات),3150.0
7013100,SPINAL NERVE DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - EACH ADDITIONAL NERVE BLOCK,تخدير تشخيصي للعصب الفقري (في غرفة العمليات)  - لكل مستوى إضافي,1350.0
7013101,PERIPHERAL NERVE DIAGNOSTIC BLOCK  (IN OPERATING ROOM)  - ONE NERVE,تخدير تشخيصي للأعصاب الطرفية (في غرفة العمليات)  - عصب واحد,3150.0
7013102,LUMBAR OR CERVICAL EPIDURAL INJECTION,حقن فوق الجافية القطني أو الرقبي,4500.0
,OPHTHALMOLOGY DEPT.,قسم طب وجراحة العيون,
8011001,DRILL OF HYDERAL IMPLANT WITH ARTIFICIAL EYE,إحداث ثقب مع تثبيت العين ,6919.0
8011002,ENUCULATION WITH HYDROXY. ORBITAL,تفريغ العين و زرع بديل مرجاني,18685.0
8011003,ENUCLEATION OR EVISCERATION WITH PROSTHETIC IMPLANT,استئصال أو تفريغ محتويات العين مع وضع بديل مدبور,7272.0
8011004,ENUCLEATION OR EVISCERATION OF EYE BALL,استئصال أو تفريغ محتويات العين,4899.0
8011005,EXENTRATION,تفريغ جميع محتويات الحجاج,13635.0
8011006,IMPLANTATION OF HYDERAL ORBITAL IN ENUCULATION.,زرع بديل مرجاني في عين مفرغة,17675.0
8011007,IMPLANTATION OF REGULAR IN ENUCULATION OR EVISCERATION,زرع بديل عادي في عين مفرغة,7929.0
8011008,OPTIC NERVE SHEATH FENES – ONSF,إزالة ضغط عن العصب البصري,14645.0
8011009,ORBITAL EXPLORATION,استكشاف الحجاج,7323.0
8011010,ORBITAL TUMOUR BIOPSY,أخذ عينة من ورم بالحجاج مع التحليل,7323.0
8011011,ORBITAL TUMOUR EXCISION,إزالة ورم من الحجاج مع التحليل,7929.0
8011012,POSTERIOR ORBITAL EXPLORATION,إستكشاف الحجاج الخلفي مع أخذ عينة,11615.0
8011013,POSTERIOR ORBITAL TUMOUR,استئصال ورم من الحجاج الخلفي,15655.0
8011014,RECONSTRUCTION OF ORBITAL BASE FRACTURE,تقويم كسر بالحجاج مع التحليل,14645.0
8011015,SOCKET RECONSTRUCTION,بناء تجويف العين الصناعية,8585.0
8011016,SQUINT REPAIR (ONE OR BOTH EYES),تصليح الحول بعين واحدة أو الاثنين,8939.0
8011017,SQUINT REPAIR SECOND STAGE (ONE OR BOTH EYES),تصليح الحول – مرحلة ثانية عين واحدة أو الاثنين,4848.0
8011018,THYROID ORBITAL DECOMPRESSION (BOTH EYES),توسيع الحجاج لإزالة حجور العينين,24745.0
8011019,THYROID ORBITAL DECOMPRESSION (ONE EYE),توسيع الحجاج لإزالة حجور العين ( عين واحدة ),15655.0
8012001,BILATERAL  PTOSIS REPAIRWITHFRESH FASC.,إصلاح إرتخاء الجفن بغشاء الفخذ – العينين,19695.0
8012002,BILATERAL LEVATOR MUS. RECESSION,إحداث إرتخاء بعضلة الجفن – العينين,22500.0
8012003,BILATERAL  BLEPHAROPLASTY UPPER LID,تجميل الجفن العلوي - العينين,23250.0
8012004,BILATERAL  MYECTOMY LOWER LID,استئصال كلي للعضلة القافلة للجفن السفلي – العينين,27000.0
8012005,BILATERAL BLEPHAROPLASTY LOWER LID ,تجميل الجفن السفلي – العينين,19500.0
8012006,BILATERAL EYE BROW PLASTY,تجميل حاجب العين – العينين,19500.0
8012007,BILATERAL FULL  MYECTOMY UPPER LID,استئصال كلي للعضلة القافلة للجفن العلوي – العينين,36000.0
8012008,BILATERAL LIMITED MYECTOMY UPPER LID,استئصال العضلة القافلة للجفن العلوي – العينين,23775.0
8012009,BILATERAL REPAIR ENTR. ECTROPIN ,إصلاح إتجاه حافة الجفن مع الترقيع – العينين ,17775.0
8012010,BILATERAL SIM. PTOSIS REPAIR,إصلاح عادي لإرتخاء الجفن ,22500.0
8012011,BILATERAL TARSAL STRIP,شد الجفن – العينين,11925.0
8012012,BILATERAL TARSAL STRIP WITH GRAFT,شد الجفن مع الترقيع – العينين,15225.0
8012013,BOTULIUM TOXIN INJECTION,حقن مادة البوتوليوم بالجفن,8775.0
8012014,COMPLEX LID RECONSTRUCTION,جراحة بنائية مركبة للجفن,12000.0
8012015,ELECTROLYSIS FOR EYE LASHES IN O.R.,كي شعرة بالكهرباء,1425.0
8012016,EXCISION OF LID TUMOR WITH RECONSTRUCTION WITH FLAP,استئصال ورم و جراحة بنائية,17250.0
8012017,EXCISION OF LID TUMOUR,استئصال ورم من الجفن و بناء مركب,10875.0
8012018,EXCISION OF MULTI CHALAZION IN OR,إزالة أكياس دهنية تحت مخدر عام ,3375.0
8012019,EXCI.MULTIPLE SMALL LID GROW,استئصال زوائد صغيرة عديدة بالجفن,3225.0
8012020,EXCISION OF CHALAZION U.G.A.,استئصال كيس دهني تحت مخدر عام ,2325.0
8012021,EXCISION OF LID TUMOURWITHHISTOPATHOLOGY ANALYSIS,استئصال ورم كبيرمن الجفن مع التحليل ,7500.0
8012022,EXCISION OF SMALL LID GROWTH IN O.R. ,استئصال زوائد صغيرة ,3225.0
8012023,EYE PLASTIC SURGERY,تجميل العين,16275.0
8012024,GOLD WEIGHT LID IMPLANTATION,زرع ثقل ذهب بالجفن,14625.0
8012025,LID RECONSTRUCTION USING FLAPES OR GRAFT,جراحة بنائية بالتمديد – الترقيع,17250.0
8012026,PTOSIS REPAIR (ONE EYE),تصليح إرتخاء الجفن – عين واحدة,10875.0
8012027,RECONSTRUCTION OF LID LACERATION,تصليح جفن متهتك ,7500.0
8012028,REPAIR OF ENTROPION OR ECTROPION (BOTH EYES),تصليح إتجاه جفن داخلي / خارجي – العينين,10875.0
8012029,REPAIR OF ENTROPION OR ECTROPION (ONE EYE),تصليح إتجاه جفن داخلي / خارجي – عين واحدة,7500.0
8012030,REPAIR OF SIMPLE LIDWITHEXPLORA,اصلاح قطع عادي بالجفن مع الإستكشاف,6675.0
8012031,REPAIR OF SMALL WOUND OF LID,تصليح قطع صغير بالجفن ,1875.0
8012032,SIMPLE LID RECONSTRUCTION,جراحة بنائية بسيطة للجفن,6225.0
8012033,TARSORRHAPHY (ONE EYE),خياطة الجفنين معاً – عين واحدة,9375.0
8012034,TRICHIASIS REPAIR (BOTH EYES),عمليات الشعرة - العينين,8775.0
8012035,TRICHIASIS REPAIR (ONE EYE),عمليات الشعرة – عين واحدة,5775.0
8012036,UNILATERAL LEVATOR MUS. RECESSION,إحداث إرتخاء بعضلة الجفن – عين واحدة ,14775.0
8012037,UNILATERAL PTOSIS REPAIRWITHFRESH,إصلاح إرتخاء الجفن بغشاء الفخذ – عين واحدة,18750.0
8012038,UNILATERAL BLEPHAROPLASTY LOWER LID,تجميل الجفن السفلي – عين واحدة,12750.0
8012039,UNILATERAL BLEPHAROPLASTY UPPER LID,تجميل الجفن العلوي – عين واحدة ,13500.0
8012040,UNILATERAL EYE BROW PLASTY,تجميل حاجب العين – عين واحدة,13125.0
8012041,UNILATERAL FULL  MYECTOMY LOWER LID,استئصال كلي للعضلة القافلة للجفن السفلي – عين واحدة,35250.0
8012042,UNILATERAL FULL  MYECTOMY UPPER LID,استئصال كلي للعضلة القافلة للجفن العلوي – عين واحدة,23250.0
8012043,UNILATERAL LIMITED MYECTOMY UPPER LID,استئصال العضلة القافلة للجفن العلوي – عين واحدة,14250.0
8012044,UNILATERAL REPAIR ENTR. ECTROPIN,إصلاح إتجاه حافة الجفن مع الترقيع – عين واحدة,10875.0
8012045,UNILATERAL TARSAL STRIP,شد الجفن – عين واحدة,8775.0
8012046,UNILATERAL TARSAL STRIP WITH GRAFT,شد الجفن مع الترقيع – عين واحدة,10875.0
8013001,BALLOON DACRYOPLASTY ,اعادة بناء مجرى الدمع بالبالون ,7929.0
8013002,BILATERAL MEDIAL SPINDLE SURGERY,إصلاح إتجاه فتحة مجرى الدمع - العينين ,6313.0
8013003,BILATERAL PROBING WITH SYRINGINGWITHINTUBATION  ,تسليك مجرى الدمع مع زرع أنبوبة – العينين,7929.0
8013004,BILATERAL PUNCTAL OCCLUSION,قفل فتحة مجرى الدمع ( ناحيتين ),5909.0
8013005,BIOPSY OF LACRIMAL GLAND TUMORWITHHISTOPATH. ANALYSIS,أخذ عينة من ورم غدة دمعية مع التحليل,5909.0
8013006,COLLAGEN PLUG, سد مجرى الدمع باستخدام كولاجين ,1479.0
8013007,D.C.R. / DACRYOCYSTORHINOSTOMY,إزالة كيس دمعي مع تركيب أنبوبة ,10710.0
8013008,DACRYOCYSTECTOMY,إزالة كيس دمعي,4899.0
8013009,DCRWITHCANALICULAR RECONSTRUCTION,الكيس دمعي مع بناء مجرى ,11868.0
8013010,DCRWITHLESTER JONES TUBE,الكيس الدمعي مع بناء مجرى دمعي ( أنبوبة ليستر ),13989.0
8013011,EXCISION OF LACRIMAL GLAND,استئصال الغدة الدمعية مع التحليل,8939.0
8013012,PROBING WITH SYRINGING U.G.A. (BOTH EYES),تسليك مجرى الدمع بمخدر عام – العينين,3939.0
8013013,PROBING WITH SYRINGING U.G.A. (ONE EYE),تسليك مجرى الدمع بمخدر عام – عين واحدة,2295.0
8013014,RECONSTRUCTION OF LACRIMAL DUCTS WITH TUBE,إعادة تكوين مجرى الدمع مع أنبوبة ليستر,7828.0
8013015,SILICONE INTUBATION ONE EYE,تسليك و زرع أنبوبة بالقناة الدمعية ( عين واحدة ),4899.0
8013016,TEMPRORY ARTERY BIOPSY,أخذ عينة من الورم الصدغي  ,4899.0
8013017,THREE SNIP OPERATION (BOTH EYES),فتح مجرى الدمع بقطع ثلاثي – العينين,5808.0
8013018,THREE SNIP OPERATION (ONE EYE),فتح مجرى الدمع بقطع ثلاثي – عين واحدة,3939.0
8013019,UNILATERAL MEDIA SPINDLE SURGERY,إصلاح إتجاه فتحة مجرى الدمع - عين واحدة ,4899.0
8013020,UNILATERAL PROBING WITH SYRINGING WITH INTUBATION ,تسليك مجرى الدمع مع زرع أنبوبة – عين واحدة,4899.0
8013021,UNILATERAL PUNCTAL OCCLUSION ,قفل فتحة مجرى الدمع ( ناحية واحدة ),3788.0
8014001,AMNIOTIC MEMBRANE GRAFT ,زرع غشاء مشيمة الجفن على القرنية ( أو الملتحمة ),12625.0
8014002,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (INSIDE HOSPITAL),تكوين الخزانة الأمامية (داخل المستشفى ) ,2295.0
8014003,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (OTHER HOSPITAL),تكوين الخزانة الأمامية ( خارج المستشفى ),4899.0
8014004,ANTERIOR CHAMBER WASH  ,غسيل الخزانة الأمامية,7575.0
8014005,ANTERIOR STROMAL PUNCTURE,ثقب الانسجة الامامية,1989.0
8014006,BALLOON DACYOPLASTY ,إعادة بناء مجرى الدمع بالبالون ,7777.0
8014007,BILATERAL PUNCTAL OCCLUSION ,قفل فتحة مجرى الدمع ( ناحيتين ),5303.0
8014008,BIOPSY OF CONJ. TUMOURWITHHISTOPATHOLOGY ANALYSIS ,أخذ عينة من ورم بالملتحمة مع التحليل ,5909.0
8014009,CHAMBER DRANIAGE ( OUTSIDE HOSPITAL),سحب سائل من فوق المشيمة تمت خارج المستشفى,4899.0
8014010,CHAMBER DRAINAGE ( INSIDE  HOSPITAL ),سحب سائل من فوق المشيمة تمت داخل المستشفى ,1683.0
