code,discription ,old Price,2021 price
FMSUR-1013,DRAINAGE SM.ABCESS-LOCAL ANAES,130,156
FMSUR-1014,CIRCUMCISION - NB OR UNDER 6,280,336
FMSUR-1015,CIRCUMCISION-ADULT OVER 15YRS,690,828
FMSUR-1016,CIRCUMCISION 6MONTHS - 1YEAR,520,624
FMERDA0029,SUB.CUT WOUND SMALL (3 - 5     STITCHES),110,132
FMSUR-1056,SUTURE OF SMALL WOUNDS (1 - 4 STICHES),110,132
FMDER-0094,WOUND DRESSING LARGE,105,126
FMSUR-1026,DRAINAGE OF ABSCESS UNDER      L.A,630,756
FMSUR-1027,REMOVAL OF FOREIGN BODY WITH   SCREENING,1330,1596
FMSUR-1028,DEBRDMT & SUTURE OF SKIN-DEEP,940,1128
FMSUR-1029,EXCISN OF LIPOMA OR SIMPLE     BENIGN TUMOUR OF SKIN,670,804
FMSUR-1030,REMVL OF FOREING BODY - SIMPLE,1040,1248
FMSUR-1031,EXCISN OF MULTIPLE LIPOMA OR   NEUROMA,2000,2400
FMSUR-1032,EXCISION OF GANGLION,1070,1284
FMSUR-1033,EXCISION OF PLANTAR WART,130,156
FMPSDH0011,WOUND DRESSING SMALL,105,126
FMSUR-1035,REMOVAL OF INGROWN TOE NAIL,670,804
FMSUR-1036,EXCISN OF SEBACEOUS CYST SINGL,540,648
FMSUR-1037,EXCISN OF ANGULAR DERMOID CYST,1070,1284
FMSUR-1038,EXCISN OF SEBACEOUS CYST MTPL,1070,1284
FMSUR-1039,LAPROSCOPIC ORCHIDOPEXY(1ST STAGE),1730,2076
FMSUR-1040,LAPROSCOPIC ORCHIDOPEXY(2ND STAGE),2880,3456
FMSUR-1041,INCISSION AND DRAINAGE UNDER G.A,770,924
FMSUR-1042,INCISION & DRAINAGE OF ABCESS UNDER LA,290,348
FMSUR-1043,DRESSING UNDER G.A MAJOR,600,720
FMSUR-1044,LAPAROSCOPIC REPAIR OF DIAPHRAGMATIC HERNIA,3410,4092
FMSUR-1045,VARICOSE VIENS 2 LIMBS (MAJOR),3410,4092
FMSUR-1046,SUBFASICAL ENDOSCOPIC PERFORATOR SURGERY (SEPS),4060,4872
FMSUR-1047,SIGMOID COLECTOMY,3410,4092
FMORT-0422,DRESSING OF WOUND - SMALL,83,100
FMSUR-1049,RETROPERITONEAL DRAINAGE OF PESOAS ABSCESS,3410,4092
FMSUR-1050,EXCISION OF UMBILICAL SINUS,2040,2448
FMSUR-1051,VASCULAR EXPLORATION OF NECK AND BY PASS GRAFT,280,336
FMSUR-1052,LIGATION EXTERNAL CAROTID ARTERY (UNILATRAL),280,336
FMSUR-1053,LIGATION OF EXTERNAL CAROTID ARTERY (BILATERAL),280,336
FMSUR-1054,EXCISION OF PARATHYROID ADENOMA,2880,3456
FMSUR-1055,EXCISION OF EPIDIDYYMAL MASS OR SPERMATOCELE,1730,2076
FMSUR-1024,DRESSING OF WOUND (MEDIUM),80,96
FMNEU-0157,DRESSING OF WOUND  (MEDIUM),70,84
FMDER-0092,WOUND  DRESSING SMALL,66,80
FMSUR-1059,MAJOR DUCT EXCISION OF BREAST,1060,1272
FMSUR-1060,LAPAROSCOPIC INSERTION OF INTRA PENTONEAL TUBE DRAINAGE,2300,2760
FMSUR-1061,FEMORAL THROMBECTOMY & ENDARTRECTOMY WITH PTEF PATCH,7190,8628
FMSUR-1062,FEMORAL THROMBECTOMY & ENDARTECTOMY WITH VEIN PATCH,8630,10356
FMSUR-1063,SUPRACLAVICULAR SUBCLAVIAN ARTERY TISSUE THROMBECTOMY,5930,7116
FMSUR-1064,LAPAROSCOPIC REPAIR OF VENTRAL HERNIA,5030,6036
FMSUR-1065,FISCIOTOMY,1730,2076
FMSUR-1066,BILATERAL TRANS-KNEE DISARTICULATION,7190,8628
FMSUR-1067,SLEEVE GASTRECTOMY,13860,16632
FMSUR-2005,EXCISION OF RETROPERITOUEAL TUMOR,4030,4836
FMSUR-2006,GASTROSTOMY,4030,4836
FMSUR-2007,REMVL OF CALCULUS FM SALIVARY  GLAND,1330,1596
FMSUR-2008,PARTIAL GASTRECTOMY WITH     I ANASTOMOSIS TO ESOPHAGUS,5320,6384
FMSUR-2009,PARTIAL GASTRECTOMY WITH       ANASTOMOSIS TO JEJUNUM,5320,6384
FMSUR-2010,HIGHLY SELECTED VAGOTOMY,5320,6384
FMSUR-2011,DIAPHRAGMATIC HERNIA(NEW BORN),3340,4008
FMSUR-2012,GASTRIC FISTULA,4000,4800
FMSUR-2013,PARTIAL GASTRECTOMY WITH       ANASTOMOSIS TO DUODENUM,5320,6384
FMSUR-2014,REPAIR OF RUPTURED STOMACH OR  DUODENUM,3340,4008
FMSUR-2015,CONGENITAL DUODENAL OBSTRUCTN,4000,4800
FMSUR-2016,SUTURE OF GASTRIC DUODENAL     ULCER SITE,2000,2400
FMSUR-2017,SUTURE OF LACERATION STOMACH,3340,4008
FMSUR-2018,REMOVAL OF SUBMANDIBULAR       GLAND,2360,2832
FMSUR-2019,CLOSURE OF GASTROSTOMY,3340,4008
FMSUR-2020,BIOPSY OF ORAL CAVITY,400,480
FMSUR-2021,GASTROPEXY,3340,4008
FMSUR-2022,VAGOTOMY & GASTROJEJUNOSTOMY,5320,6384
FMSUR-2023,ACHALSIA OF CARDIA,6000,7200
FMSUR-2024,CELESTINE TUBE IMPLANTATION,2670,3204
FMSUR-2025,ESOPHAGEAL DIVERTICULUM,4660,5592
FMSUR-2031,INTRATHORACIC ESOPHAGEAL ANAS- TOMOSIS W.INTERPOSITION COLON,9330,11196
FMSUR-2032,PYLOROMYOTOMY,2670,3204
FMSUR-2033,TOTAL GASTRECTOMY,8000,9600
FMSUR-2034,EXCISN OF DUODENAL DIVERTICULM,4000,4800
FMSUR-2035,DIVERSION FROM BILLROTH II TO  BILROTH 1 OPERATION,6660,7992
FMSUR-2036,GASTRO-ENTEROSTOMY,3340,4008
FMSUR-2037,LAPAROSCOPIC REP.HIATUS HERNIA,4000,4800
FMSUR-2038,LAPAROSCOPIC VAGOTOMY & PYLO-  ROPLASTY,4660,5592
FMSUR-2039,RELEASE OF TIE TONGUE UNDER    LOCAL ANESTHESIA,920,1104
FMSUR-2040,REPAIR OF HIATUS HERNIA,3340,4008
FMSUR-2041,LAP. CLOSURE PERF PEPTIC ULCER,3810,4572
FMSUR-2042,ADJ. SILICONE GASTRIC BANDING,5520,6624
FMSUR-2043,ADJ. NEEDLE FOR GASTRIC BANDING,120,144
FMSUR-2044,LAPAROSCOPIC FUNDOPLICATION,3620,4344
FMSUR-2045,EXCISION OF TONGUE MASS,1520,1824
FMSUR-2046,VERTICAL BANDING GASTROPLASTY,5180,6216
FMSUR-2047,PLEURAL OR ABDOMINAL TAP       (DIAGNOSTIC),210,252
FMSUR-2048,PERITONEAL TAP - THERAPEUTIC,400,480
FMSUR-2049,REDUCTION OF VOLVULUS WITHOUT  RESECTION,2670,3204
FMSUR-2050,PERMANENT FIXATN OF PERITONEAL CATHETER BETW,1600,1920
FMSUR-2051,PARTIAL RESECTION OF INTESTINE,2670,3204
FMSUR-2052,EXPLORATORY LAPAROTOMY,4030,4836
FMSUR-2053,CONGENITAL INTESTINAL OBSTR.,4030,4836
FMSUR-2054,PERITONEAL WASHOUT,3340,4008
FMSUR-2055,FEEDING INTEROSTOMY,3340,4008
FMSUR-2056,"INTRA-ABDOMINAL MANIPULATION   OF INTESTINES,NOT OTHER SPEC",5320,6384
FMSUR-2057,LYSIS OF PERITONEAL ADHESION,3340,4008
FMSUR-2058,REPAIR OF MECKELS DIVERTICULUM,2000,2400
FMSUR-2059,REVISION OF RETROPERITONEAL    TUMOUR,4660,5592
FMSUR-2060,LAPARSCOPIC OF LYSIS OF PERI-  TONEAL ADHESION,6660,7992
FMSUR-2061,DIAGNOSTIC LAPAROSCOPY,1330,1596
FMSUR-2062,PUNCTURE & ASPIR.INTRA ABD.CYS,2670,3204
FMSUR-2063,EXCIS. OF INTRA ABDOMINAL CYST,3340,4008
FMSUR-2064,ILEOSTOMY,2880,3456
FMSUR-2065,LAPAROSCOPIC LYSIS OF PERITON- EAL ADHESION,4000,4800
FMSUR-2066,LOCAL EXCISN OR DESTRUCTION OF LESION OR TISSUE OF RECTUM,3340,4008
FMSUR-2067,LT. LAT. ANAL SPHINCTEROTOMY,1070,1284
FMSUR-2068,EXCISN HIGH ANAL FISTULA,2400,2880
FMSUR-2069,CONTROL OF POST-OP HAEMORHHAGE OF ANUS (STOP BLEEDING),670,804
FMSUR-2070,DRAINAGE OF PERINEAL ABCESS,870,1044
FMSUR-2071,INCISION OF THROMBOSED EXT.    HAEMORRHOIDS,540,648
FMSUR-2072,REPAIR OF PARTIAL PROLAPSE OF  ANUS,1600,1920
FMSUR-2073,PROCTO-SIGMOIDOSCOPY,210,252
FMSUR-2074,EXCISION OF ANAL FISSURE,1610,1932
FMSUR-2075,EXCISION OF ANAL FISTULA - LOW,2530,3036
FMSUR-2076,HAEMORRHOIDECTOMY,1610,1932
FMSUR-2077,COLOSTOMY,3340,4008
FMSUR-2078,APPENDECTOMY,2530,3036
FMSUR-2079,APPENDECTOMY - COMPLICATED,2940,3528
FMSUR-2080,EXCISN OF PILONIDAL SINUS,2530,3036
FMSUR-2081,SUCUTANEOUS HAEMORRHOIDECTOMY,2400,2880
FMSUR-2082,BANDING OF HAEMORRHOIDS,1070,1284
FMSUR-2083,ABDOMINO-PERINEAL RESECTN OF   RECTUM,8000,9600
FMSUR-2084,LOCAL EXCISION OF LESSION OR   TISSUE OF LARGE INTESTINE,4660,5592
FMSUR-2085,HEMICOLECTOMY -RT\LT,5320,6384
FMSUR-2086,MULTIPLE SEGMENTAL RESECTION   OF SMALL INTESTINE,5320,6384
FMSUR-2087,MULTIPLE SEGMENTAL RESECTION   OF LARGE INTESTINE,6660,7992
FMSUR-2088,CECOSTOMY,3340,4008
FMSUR-2089,RESECTION OF TRANSVERSE COLON,5320,6384
FMSUR-2091,CLOSURE OF STOMA OF LARGE      INTESTINE,4660,5592
FMSUR-2092,DRAINAGE OF APPENDICEAL ABSCES,2670,3204
FMSUR-2093,COMPLETE RECTAL PROLAPSE       REPAIR THROUGH THE ANUS,4600,5520
FMSUR-2094,REPAIR OF RECTAL PROLAPSE THRU THE ANUS IN CHILD,1330,1596
FMSUR-2095,PROCTOSCOPY,70,84
FMSUR-2096,LAPAROSCOPIC APPENDECTOMY,2670,3204
FMSUR-2097,TRANS-ABDOMINAL RECTOPEXY,3450,4140
FMSUR-2098,LASER-HAEMORRHOIDECTOMY,1690,2028
FMSUR-2099,LASER-FISSURECTOMY,1210,1452
FMSUR-2100,LASER-FISTULECTOMY-LOW,1570,1884
FMSUR-2101,LASER-FISTULECTOMY-HIGH,2660,3192
FMSUR-2102,LASER-SPHINCTEROTOMY,1450,1740
FMSUR-2103,ABDOMINAL RECTOPEXY,3450,4140
FMSUR-2104,TOTAL COLECTOMY W/ILEO-RECTAL  ANASTOMOSIS,8050,9660
FMSUR-2105,TOTAL PROCTO-COLECTOMY W/ILEAL -POUCH AND ILEO-ANAL ANASTOMOS,9200,11040
FMSUR-2106,LIVER BIOPSY - TROCHAR,870,1044
FMSUR-2107,CHOLESYSTECTOMY & EXPLORATION  OF COMMON BILE DUCT,5320,6384
FMSUR-2108,CHOLESYSTECTOMY,4030,4836
FMSUR-2109,CHOLESYSTO-DUODENEOSTOMY,4000,4800
FMSUR-2110,REMOVAL OF HEPATIC CYST,4000,4800
FMSUR-2111,REPAIR OF RUPTURED LIVER,3340,4008
FMSUR-2112,CHOLECYSTECTOMY CHOLANGIOGRAM,4000,4800
FMSUR-2113,PARTIAL EXCISION OF LIVER,5320,6384
FMSUR-2114,INTERNAL DRAINAGE-PANCREATIC   CYST,4660,5592
FMSUR-2115,TRANSDUCTINAL AMPUTATION       SPINCTEROTOMY,3340,4008
FMSUR-2116,CHOLEDOCHODUODINOSTOMY,3340,4008
FMSUR-2117,CHOLEDOCHOJEJUNOSTOMY,4000,4800
FMSUR-2118,CHOLESYSTOGASTROENTERIC        FISTULECTOMY,3340,4008
FMSUR-2119,PARTIAL HEPATECTOMY,5320,6384
FMSUR-2120,HYDATID CYST (HEPATIC LESSION  EVACUATION),4660,5592
FMSUR-2121,PARTIAL PANCREATECTOMY,6660,7992
FMSUR-2122,INTRA-OPERAT.CHOLANGIOGRAPHY,2400,2880
FMSUR-2123,LAPAROSCOPIC CHOLECYSTECTOMY,4600,5520
FMSUR-2124,LAPAROSCOPIC CHOLE. W/ADHESION OF CBD & INSRTN. OF T-TUBE,6660,7992
FMSUR-2125,LAPAROSCOPIC BIOPSY OF HEP.LES,2670,3204
FMSUR-2126,EXCISION OF CHOLEDOCAL CYST    CHOLY CYSTO-JUNOSTOMY,2670,3204
FMSUR-2127,LAPROSCOPY HYPATID CYST        (HEPATIC LESSION),4830,5796
FMSUR-2128,TRANSDUCTINAL AMPUTATION &     SPHINCTEROPLASTY,3340,4008
FMSUR-2129,HEPATIC ABSCESS DRAINAGE,2670,3204
FMSUR-2131,SPLENECTOMY,4030,4836
FMSUR-2132,REIMPLANTATN OR TRANPLANTATN   OF SPLEEN,2670,3204
FMSUR-2133,SPLENECTOMY DEVASCULARIZATION,5750,6900
FMSUR-2134,MUSCULAR HERNIA REPAIR,2000,2400
FMSUR-2135,LAPAROSCOPIC HERNIORRHAPHY,2670,3204
FMSUR-2136,LAPAROSCOPIC BILATERAL HERNIO- RHAPY,4660,5592
FMSUR-2137,SKIN STAPPLING,120,144
FMSUR-2138,LAPAROSCOPIC SPERMATIC VIEN    LIGATION,2000,2400
FMSUR-2139,LAPAROSCOPIC ADRENALECTOMY,3450,4140
FMSUR-2140,HERNIAL REPAIR WITH MESH,3410,4092
FMSUR-2141,REMOVAL OF GASTRIC BAND,12500,15000
FMSUR-2142,EXCISION OF TUMOUR (MALIGNANT) OF ANTERIOR ABDOMINAL WALL,3750,4500
FMSUR-2143,TOTAL THYROIDECTOMY + MODIFIED NECK DISSECTION,8490,10188
FMSUR-2144,LAP. GASTRIC BYPASS (GBP) FOR BARIATOXIC PAT,15910,19092
FMSUR-2145,GASTRIC SLEVE (LAPOROSCOPIC ),12730,15276
FMSUR-2146,MASTECTOMY IN FEMALES,2060,2472
FMSUR-2161,ILIAC ARTERY ANGIOPLASTY WITHOUT STENTING,6500,7800
FMSUR-2162,ILIAC ARTERY ANGIOPLASTY WITH SINGLE STENT,8500,10200
FMSUR-2163,ILIAC ARTERY ANGIOPLASTY WITH MULTIPLE STENTS,9000,10800
FMSUR-3006,ANTERIOR RESECTN OF RECTUM W/  SYNCHRONOUS COLOSTOMY,6660,7992
FMSUR-3007,VARICOSE VIENS ONE LIMB MODERATE,2300,2760
FMSUR-3008,VARICODE VIENS ONE LIMB MAJOR,3450,4140
FMSUR-3009,LIGATION OF PERFORANTUS VEINS,670,804
FMSUR-3010,ARTERIOVENOUS FISTULA DIRECT,2300,2760
FMSUR-3011,ARTERIOVENOUS FISTULA AUTOGENOUS GRAFT,4030,4836
FMSUR-3012,ARTERIOVENOUS FISTULA SYNTHETIC GRAFT ,4030,4836
FMSUR-3013,ARTERIOVENOUS FISTOIR GRAFT LOWERLIMB,5180,6216
FMSUR-3014,ARTERIOVENOUS FISTOIR COMPLICATED ,4030,4836
FMSUR-3015,EXCISION & REPAIR OF PERIPH.ANEURYSMS,4000,4800
FMSUR-3016,SYMPHATECTOMY CERVICAL LUMBER ,4030,4836
FMSUR-3017,SYMPHATECTOMY CERVICAL THORACOSOPIC,5180,6216
FMSUR-3018,EMBOLECTOMY FEMORAL BRACHIAL ,4000,4800
FMSUR-3019,VASCULAR SURGERY - ABDOMINAL   VESSELS,6660,7992
FMSUR-3020,FEMORO-POPLITEAL BYPASS ABOVE KNEE,6660,7992
FMSUR-3021,FEMORO-POPLITEAL BYPASS BELOW KNEE,8050,9660
FMSUR-3022,SCLEROTHERAPY FOR VARICOSE     VEINS (SESSION),210,252
FMSUR-3023,SCLEROHERAPHY FOR HEMORRHOIDS  (SESSION),130,156
FMSUR-3024,AMPUTATION ABOVE KNEE ,4000,4800
FMSUR-3025,AMPUTATION BELOW KNEE ,2670,3204
FMSUR-3026,AMPUTAION METATARSAL,2000,2400
FMSUR-3027,AMPUTATION TOE,810,972
FMSUR-3028,DISTAL INFRAPOPLITEAL BY-PASSES,10650,12780
FMSUR-3029,AORTA BI-FERMORAL BYPASS,11500,13800
FMSUR-3030,VENOUS DUPLEX,270,324
FMSUR-3031,PERIPHERAL ARTERIAL DUPLEX,210,252
FMSUR-3032,DOPPLER,130,156
FMSUR-3033,CAROTID DOUPLEX,340,408
FMSUR-3034,APLICATION OF VAC SYSTM 4 DIABETIC FOOT 1 SESION 3,2000,2400
FMSUR-3035,PORTA-CATH INSERTION ,2300,2760
FMSUR-3036,CAROTID THROMBOEND ARTREC TOMY,8000,9600
FMSUR-3037,DEBRIDEMENT OF DIABETIC FOOT   INFECTION,4370,5244
FMSUR-3038,RVL. OF PERMA CATH. & REPAIR   OF JAGULAR LINE,1810,2172
FMSUR-3039,AORTIC ANEURYSM REPAIR ABDOMINAL ,17250,20700
FMSUR-3040,AORTIC ANEURYSM REPAIR A.BI-FEMORAL ,17250,20700
FMSUR-3041,ARTERIAL OR VENOUS INJURY - MODERATE,4030,4836
FMSUR-3042,ARTERIAL OR VENOUS INJURY - MAJOR,5180,6216
FMSUR-3043,COMBINED ATRERIAL AND VENOUS INJURIES ,6900,8280
FMSUR-3044,CLOSURE OF AV FISTULA,720,864
FMSUR-3045,RECONSTRUCTION OF RADIAL ARTERY ANEURYSM,3590,4308
FMSUR-4006,PARTL THYROIDECTOMY,4000,4800
FMSUR-4007,MASTECTOMY - SIMPLE,4030,4836
FMSUR-4008,LOBECTOMY - THYROID ,2670,3204
FMSUR-4009,RADICAL MASTECTOMY AND AXILLARY BLOCK DISSECTION ,2670,3204
FMSUR-4010,RADICAL MASTECTOMY,4030,4836
FMSUR-4011,TOTAL THROIDECTOMY,6660,7992
FMSUR-4012,ENUNCLIATION OF THYROID CYST   OR ADENOMA,2000,2400
FMSUR-4013,LYMPH NODES BIOPSY (SUPERFICIAL),470,564
FMSUR-4014,LYMPH NODES BIOPSY (DEEP),1070,1284
FMSUR-4015,BRANCHIAL CYST EXCISION,2000,2400
FMSUR-4016,SUPERFICIAL PAROTEDECTOMY,3340,4008
FMSUR-4017,EXPLORATION AND/OR EXCISION OF PARA THYROID GLAND OR ADENOMA,2670,3204
FMSUR-4018,EXCISION OF AXILLARY MASS,1910,2292
FMSUR-4019,EXCISION OF LOCALIZED LESION   OF BREAST,2420,2904
FMSUR-4020,MASTECTOMY IN MALES,2420,2904
FMSUR-4021,FINE NEEDLE BIOPSY OR ASPIRATN OF THYROID CYST,270,324
FMSUR-4022,NECK EXPLORATION,5320,6384
FMSUR-4023,LOBECTOMY - BREAST ,3450,4140
FMSUR-4024,CHANGING A PERMICATH UNDER LOCAL ANESTHESIA,1730,2076
FMSUR-4025,REMOVAL OF PERMICATH,1250,1500
FMSUR-5006,REPAIR OF VARICOCELE (HIGH -   LIGATION OF SPERMATIC VEIN,2300,2760
FMSUR-5007,REPAIR OF HYDROCELE,2300,2760
FMSUR-5008,REPAIR UNDESCENDED TESTICLE,2530,3036
FMSUR-5009,ORCHIDECTOMY,2530,3036
FMSUR-5010,HERNIORRHAPHY,2400,2880
FMSUR-5011,REPAIR OF INCARCERATED HERNIA,3340,4008
FMSUR-5012,EXCISN OF CYST OF FORESKIN     PENIS,670,804
FMSUR-5013,RECURRENT HERNIA W/ SKIN GRAFT,4000,4800
FMSUR-5014,RESECTN OF STRANGULATED HERNIA,4030,4836
FMSUR-5015,REPAIR OF DIASTASIS OF RECTUS  MUSCLE(MAYO OPERATION),4030,4836
FMSUR-5016,HERNIA REPAIR - BILATERAL,4000,4800
FMSUR-5017,REPAIR OF UMBILICAL HERNIA     (SMALL),2400,2880
FMSUR-5018,REPAIR OF UMBILICAL HERNIA     (BIG),2530,3036
FMSUR-5019,REPAIR OF EPIGASTRIC HERNIA -  (SMALL),1330,1596
FMSUR-5020,REPAIR OF EPIGASTRIC HERNIA -  (BIG),2670,3204
FMSUR-5021,REPAIR OF FERMORAL HERNIA,2940,3528
FMSUR-5022,HERNIOTOMY IN CHILDREN,1330,1596
FMSUR-5023,REPAIR OF SPIEGEL HERNIA,1600,1920
FMSUR-5024,RECURRENT HERNIA W/OUT GRAFT,3340,4008
FMSUR-5025,VASECTOMY,1330,1596
FMSUR-6006,PLEURAL TAP (THERAPEUTIC),400,480
FMSUR-6007,ENDOTRACHEAL INTUBATION,270,324
FMSUR-6009,TRACHEOSTOMY,2000,2400
FMSUR-6010,EXPLORATORY THORACOTOMY,4000,4800
FMSUR-6011,WEDGE RESECTION LUNG,4660,5592
FMSUR-6012,PLEURECTOMY,4000,4800
FMSUR-6013,CLOSURE OF BRONCHO PLEURAL     FISTULA,4660,5592
FMSUR-6014,DECORTICATION,4000,4800
FMSUR-6015,LOBECTOMY AND BRONCHOPLASTY,8880,10656
FMSUR-6016,SUBCUTANEOUS IMPLANTATION OF   PACEMAKER,4000,4800
FMSUR-7006,CRANIOTOMY,3340,4008
FMSUR-7007,SUTURE OF PERIPHERAL NERVE,1330,1596
FMSUR-7008,PERIPHERAL NERVE GRAFT,4000,4800
FMSUR-7009,REPAIR OF OLD TRAUMATIC INJURY OF PERIPHERAL NERVE,4660,5592
FMSUR-7010,LUMBAR/VERTICAL DISC,4660,5592
FMSUR-7011,CERVICAL DISC W/PLATE FUSION,5320,6384
FMSUR-7012,TRANSPIATAL ESOPHAGECTOMY WITH GASTRIC PULL-UP,4060,4872
FMSUR-7013,REPAIR OF LARGE INCISIONAL HERNIA,3790,4548
FMSUR-7014,SEPS (SUB FASCIAL ENDOSCOPIC PERFORATOR SURGERY),3410,4092
FMSUR-7015,EXAMINATION UNDER GENERAL ANAESTHESIA,410,492
FMSUR-7016,FEMORO POPLITEAL ANGIOPLASTY,4640,5568
FMSUR-7017,INFROPOPLITEAL ANGIOPLASTY,6180,7416
FMSUR-7018,EXCISION OF PAPILLOMA,550,660
FMSUR-7019,EXCISION OF HAEMANGIOMA ARTERIOVENOUS MALFORMATION,11000,13200
FMSUR-7020,ARTERIO VENOUS FISTULA THROMBECTOMY,3850,4620
FMSUR-7021,RADIO FREQUENCY / LASER ABLATION OF VARICOOSE VEIN UNILATERA,3000,3600
FMSUR-7022,LIGATION OF INTERNAL ILIAC ARTERY-UNILATERAL,4000,4800
FMSUR-7023,LIGATION OF INTERNAL ILIAC ARTERY-BILATERAL,7000,8400
FMSUR-8006,"ASPIRATION, SYNOVIAL FLUID",210,252
FMSUR-8007,REDUCTION FO FRACTURE UNDER    LOCAL ANAESTHESIA & CAST,1070,1284
FMSUR-8008,BURSECTOMY - OLECRANON,1330,1596
FMSUR-8009,REMOVAL OF FIBRO CHONDROMA,3340,4008
FMSUR-8010,FINGER AMPUTATION (PARTIAL),670,804
FMSUR-8011,TOE AMPUTATION (PARTIAL),810,972
FMSUR-8012,PLASTER SLAB (ARM),180,216
FMSUR-8013,PLASTER SLAB (LEG),210,252
FMSUR-9006,PALMAR TUMOUR OF HAND EXCISION ,670,804
FMSUR-9007,DORSAL TUMOUR OF HAND EXCISION ,670,804
FMSUR-9008,REMOVAL OF TATTOO,2400,2880
FMSUR-9009,REPAIR OF BAT EARS,4000,4800
FMSUR-9010,EXTENSIVE KELOID RECONSTRUCTN,2670,3204
FMSUR-9011,TUBE GRAFT,4000,4800
FMSUR-9012,REMVL OF DEEP EXTERNAL ULCER   W/ SKIN GRAFT,2670,3204
FMSUR-9013,CORRECTN OF CONGENITAL WEBBED  FINGERS,2000,2400
FMSUR-9014,SKIN GRAFT FULL THICKNESS FREE,2670,3204
FMSUR-9015,SKIN GRAFT PARTIAL THICKNESS,2670,3204
FMSUR-9016,LASER SESSION (SUFER.LOW ENER),160,192
FMSUR-9017,AUTOGENOUS SKIN GRAFTING(SMALL,670,804
FMSUR-9018,DRESSING OF BURNS UPTO 10%AREA,540,648
FMSUR-9019,REMOVAL OF WARTS SINGLE,70,84
FMSUR-9020,REMOVAL OF WARTS MULTIPLE,210,252
FMSUR-9021,POST OPERATIVE VISIT,120,144
FMSUR-9022,HERNIO PLASTY,3680,4416
FMSUR-9023,PSARP FOR IMPERFORATE ANUS (VAGINAL FISTULA),3450,4140
FMSUR-9024,PSARVUP FOR REPAIR OF CLOACA,5750,6900
FMSUR-9025,TRANSANAL PULL THROUGH FOR HIRSCHSPRIING DISEASE,5180,6216
FMSUR-9026,DUHAMEL OPERATION FOR HIRSCHSPRUNG'S DISEASE,5750,6900
FMSUR-9029,REPAIR OF IMPERAFARATE ANUS (PERINEAL ANOPLASTY,1730,2076
FMSUR-9030,PSARP FOR IMPERFORATE ANUS (VESTIBULAR FISTULA),3450,4140
FMSUR-9031,GASTRIC BY PASS,5750,6900
FMSUR-9032,HYPOSPADIAS REPAIR ( ONE STAGE),4600,5520
FMSUR-9033,RECTAL BIOPSY (FULL THICKNESS),1150,1380
FMSUR-9034,ADRENALECTOMY,4030,4836
FMSUR-9035,LAPAROSCOPIC ORCHIDECTOMY,3450,4140
FMSUR-9036,SECOND LOOK EXPLORATORY LAPAROTOMY,2300,2760
FMSUR-9037,RESECTION-ANASTOMOSIS OF A SMALL INTENSINAL LOOP,3450,4140
FMSUR-9038,FINGER AMPUTATION (MULTIPLE),1380,1656
FMSUR-9039,UPPER G.I ENDOSCOPY (DIAGNOSTIC),920,1104
FMSUR-9040,UPPER G.I ENDOSCOPY (THERAPENTIC),1500,1800
FMSUR-9041,LAPROSCOPIC ASSISTED RETROPERITONEAL LYMPH NODE EXCISION,2880,3456
FMSUR-9042,ADHESIOLYSIS FOR ADHESIVE INTESTINAL OBSTRUCTION,1150,1380
FMSUR-9043,INCISION OF A LEFT GLUTEAL ABSCESS,5450,6540
FMSUR-9044,REPOSITIONING OF PROLAPSED HEMORRHOIDS,700,840
FMSUR-9049,EXCISION OF PERI ANAL HEMATOMA,2000,2400
FMSUR-9050,EXCISION OF FIBROMA,580,696
FMSUR-9051,ORCHIDO PEXY.,2880,3456
FMSUR-9052,REPAIR OF OMPHALOCAELE (SMALL),1150,1380
FMSUR-9055,VARICOSE VEIN INJECTION (ONE SESSION ONLY),330,396
FMSUR-9057,ASPIRATION OF GANGOLIN,210,252
FMSUR-9061,EXCISION OF HYDROCELE,1450,1740
FMSUR-9074,REMOVAL OF PORTA CATH,1200,1440
FMSUR-9080,ESOPHAGEAL REPLACEMENT,6100,7320
FMSUR-9081,TESTICULAR MASS,3240,3888
FMSUR-9082,VARICOCELE LIGATION,2430,2916
FMSUR-9083,WIDE LOCAL EXCISION & AXILLARY EVACUATION,3410,4092
FMSUR-9084,ILEO FEMORAL BY PASS,7900,9480
FMSUR-9085,ABSCESS INCISION & DRAINAGE UNDER LOCAL ANAESTHESIA,1730,2076
FMSUR-9086,SUBFACIAL ENDOSCOPIC PERFORATOR SURGERY,2640,3168
FMSUR-1023,DRESSING OF WOUND (SMALL),50,60
FMSUR-9088,RASCIOTOMY,330,396
FMSUR-9089,AMPUTATION ABLVE ELBOW,1980,2376
FMSUR-9090,REPAIR OF MESENTERIC TEAR,680,816
FMSUR-9091,AUXILLARY ARTERY REPAIR,26320,31584
FMSUR-9092,ENDOSCOPIC THYROIDECTOMY (ONE LOBE),3300,3960
FMSUR-9093,ENDOSCOPIC THYROIDECTOMY(TWO LOBES),4610,5532
FMSUR-9094,REPAIR OF VENTRAL HERNIA WITH MESH,4610,5532
FMSUR-9095,RELEASE OF TONGUE TIE UNDER GA,1150,1380
FMSUR-9110,COMPLETION THYROIDECTOMY,6250,7500
FMSUR-9124,LAPAROSCOPIC APPENDECTOMY (NOT COMPLICATED),3620,4344
