SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
6121015,DENTAL,DIAGNOSTIC EXAM,SPACE MAINTAINERS - FIXED OR REMOVABLE,حـافـظ مسـافـة ثـنـائـي,1650.0
6121016,DENTAL,DIAGNOSTIC EXAM,SPACE MAINTAINERS - REMOVABLE BILATERAL ,حـافـظ مسـافـة ثـنـائـي متحـرك,1012.5
6121017,DENTAL,DIAGNOSTIC EXAM,RECEMEMNTATION OF SPACE MAINTAINERS,إعـادة تثـبيت حـافـظ مسـافـة,250.0
6121018,DENTAL,DIAGNOSTIC EXAM,3D HEAD CBCT IMAGING,اشعه مقطعيه للرئس ثلاثيه الابعاد ,2000.0
6121019,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR   (1) IMPLANT ,اشعه مقطعيه  ثلاثيه الابعاد  لدراسه غرسات الاسنان ( للزرعه الواحده ),2250.0
6121020,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR  (2-3) IMPLANTS ,اشعه مقطعيه  ثلاثيه الابعاد  لدراسه غرسات الاسنان ( 2-3 ),2500.0
6121021,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR   (4-8) IMPLANTS ,اشعه مقطعيه  ثلاثيه الابعاد  لدراسه غرسات الاسنان ( 4-8 ),2937.5
6121022,DENTAL,DIAGNOSTIC EXAM,3D CBCT IMPLANT STUDY FOR   (8-12) IMPLANTS ,اشعه مقطعيه  ثلاثيه الابعاد  لدراسه غرسات الاسنان ( 8-12 ),3750.0
6121023,DENTAL,DIAGNOSTIC EXAM,3D AIR WAY CBCT IMAGING ,اشعه مقطعيه  ثلاثيه الابعاد للممرات  الهوائيه و التنفسيه,1500.0
6121024,DENTAL,DIAGNOSTIC EXAM,3D PARA NASAL SINUSES CBCT ,اشعه مقطعيه  ثلاثيه الابعاد للممرات  للجيوب الاتفيه,1500.0
6121025,DENTAL,DIAGNOSTIC EXAM,3D TMJ CBCT IMAGING ,اشعه مقطعيه  ثلاثيه الابعاد للممرات  للمفصل الصدغى,1500.0
6121026,DENTAL,DIAGNOSTIC EXAM,3D TEMPORAL BONE CBCT IMAGING ,اشعه مقطعيه  ثلاثيه الابعاد للعظم الصدغي  ,1500.0
6121027,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (1) IMPLANT ,المرشد الجراحى لزراعه الاسنان (1) ,250.0
6121028,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (2-3) IMPLANTS ,المرشد الجراحى لزراعه الاسنان (2-3),500.0
6121029,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (4-8) IMPLANTS ,المرشد الجراحى لزراعه الاسنان(4-8),937.5
6121030,DENTAL,DIAGNOSTIC EXAM,IMPLANT SURGICAL GUIDE FOR   (9-12) IMPLANTS ,المرشد الجراحى لزراعه الاسنان (9-12),1500.0
6121031,DENTAL,DIAGNOSTIC EXAM,3D CEPHALOMETRIC CBCT IMAGING ,سيفالوميترى ثلاثى الابعاد ,937.5
6121032,DENTAL,DIAGNOSTIC EXAM,3D PANORAMIC CBCT IMAGING ,بانوراما ثلاثى الابعاد  ,625.0
6122001,DENTAL,SURGICAL PROCEDURES,ALVEOLECTOMY (PER QUADRANT),تجميل عظام الفك,1275.0
6122002,DENTAL,SURGICAL PROCEDURES,BIOPSY OF EXTRA ORAL TISSUES,أخـذ لأنسجة من خـارج الفـم ,1275.0
6122003,DENTAL,SURGICAL PROCEDURES,BIOPSY OF ORAL TISSUE (HARD),أخـذ لأنسجـة فمـويـة صلبــة,1275.0
6122004,DENTAL,SURGICAL PROCEDURES,BIOPSY OF ORAL TISSUE (SOFT),أخـذ لأنسجـة فمـويـة رخــوة,750.0
6122005,DENTAL,SURGICAL PROCEDURES,CLOSURE OROANTRAL FISTULA UNDER LOCAL ANAESTHESIA (MINOR),اغلاق فموي غاري ناسور تحت  التخدير الموضعي (قاصر),4375.0
6122006,DENTAL,SURGICAL PROCEDURES,CYST OPERATION,عملية كيـس بالفــم,1650.0
6122007,DENTAL,SURGICAL PROCEDURES,EPULIS EXCISION,إزالة ورم لـثـــوي,1425.0
6122008,DENTAL,SURGICAL PROCEDURES,EXCISION OF BENGIN TUMOUR - LESION DIAMETER OVER 1 CM,استئصال ورم حميد كبير,1950.0
6122009,DENTAL,SURGICAL PROCEDURES,EXCISION OF BENGIN TUMOUR - LESION DIAMETER UPTO 1CM,استئصال ورم حميد صغير ,750.0
6122010,DENTAL,SURGICAL PROCEDURES,EXCISION OF HYPERPLASTIC TISSUE (PER ARCH),استئصـال أنسجـة لثـويـة زائـدة,3750.0
6122011,DENTAL,SURGICAL PROCEDURES,EXCISION OF MINOR SALIVRY GLAND SWELLING,إزالة غـدة لعابيـة صغيـرة,750.0
6122012,DENTAL,SURGICAL PROCEDURES,EXCISION OF SUBMANDIBULAR SALIVARY GLAND - OR,استئصال غدة لعابية تحت الفــم,10500.0
6122013,DENTAL,SURGICAL PROCEDURES,EXTRACTION OF A TOOTH FRAGMENT/SMALL RETAINED TOOTH,قلع جذور متبقية بالمخدر,250.0
6122014,DENTAL,SURGICAL PROCEDURES,FOREIGN BODY REMOVAL OF MANDIBLE L.A.,ازالة جسم غريب من الفك السفلي - تخدير موضعي,2875.0
6122015,DENTAL,SURGICAL PROCEDURES,FRAENECTOMY,قـطـع الـشـفـــه,2550.0
6122016,DENTAL,SURGICAL PROCEDURES,GINGIVECTOMY AND TREATMENT (FEWER THAN 5 TEETH),استئصال لثه أقل من 5 أسنان,750.0
6122017,DENTAL,SURGICAL PROCEDURES,GINGIVECTOMY OR GINGIOPLASTY - PER QUADRANT,استئصال لثـه - ربـع الـفــم,900.0
6122018,DENTAL,SURGICAL PROCEDURES,INCISION AND DRAINAGE UNDER LA (COMPLICATED),شق والصرف تحت ال ايه (معقدة),3125.0
6122019,DENTAL,SURGICAL PROCEDURES,INCISION AND DRAINAGE UNDER LA (MINOR),شق والصرف تحت (قاصر),1500.0
6122020,DENTAL,SURGICAL PROCEDURES,LOCAL ANAESTHESIA INJECTION,تخدير موضعي بالحـقـن,75.0
6122021,DENTAL,SURGICAL PROCEDURES,LOCAL ANAESTHESIA SPRAY,تخدير موضعي بالبـخــاخ,37.5
6122022,DENTAL,SURGICAL PROCEDURES,MANIPULATION OF FRACTURED NASAL BONES - OR,إصلاح كسر عظم الأنف,7500.0
6122023,DENTAL,SURGICAL PROCEDURES,MEMBRANE / BONE GRAFTS - PER TOOTH,ترقيع بغـشـاء,3150.0
6122024,DENTAL,SURGICAL PROCEDURES,OTHER UNDEFINED SURGICAL PROCEDURES PER 15 MINUTES,إجراءات جراحية غير محددة خلال 15 دقيقة ,250.0
6122025,DENTAL,SURGICAL PROCEDURES,PERICORONAL FLAP REMOVAL - COMPLEX,استئصال شريحة حول التاج - معقــد,518.75
6122026,DENTAL,SURGICAL PROCEDURES,PERICORONAL FLAP REMOVAL - SIMPLE,استئصال شريحة حول التاج - بسيط,250.0
6122027,DENTAL,SURGICAL PROCEDURES,PERIODONTAL ROOT PLANNING (ENTIRE MOUTH),تنعيم جـذور علاج لثة كل الفم,5100.0
6122028,DENTAL,SURGICAL PROCEDURES,PERIODONTAL ROOT PLANNING (LESS THAN 6 TEETH),تنعيم جذور علاج لأقل من 6 أسنان,1275.0
6122029,DENTAL,SURGICAL PROCEDURES,POST EXTRACTION COMPLICATION:DRESSING (OPD),أختلاطات ما بعد القلع و ضماد في العيادة الخارجية,125.0
6122030,DENTAL,SURGICAL PROCEDURES,POST SURGICAL EXTRACTION:DRSYSPICULES REMOVAL,إزالة بقايـا العظم بعد الخلع الجراحي,75.0
6122031,DENTAL,SURGICAL PROCEDURES,REDUCTION OF SIMPLE ALVEOLAR FRACTURE - OR,إصلاح كسر بسيط بعظم الفك,3900.0
6122032,DENTAL,SURGICAL PROCEDURES,REIMPLANTATION OF MULTI-ROOTED TOOTH,إعادة زرع سـن متعـدد الجـذور,2550.0
6122033,DENTAL,SURGICAL PROCEDURES,REIMPLANTATION OF SINGLE ROOTED TOOTH,إعادة زرع سـن وحيد الجــذر,1650.0
6122034,DENTAL,SURGICAL PROCEDURES,RELEASE OF TOUNGE TIE,قطـع لجـام اللـسـان,2550.0
6122035,DENTAL,SURGICAL PROCEDURES,REMOVAL OF LORUS PALATINUS OR MANDIBULARIS,بروز عظمي في الفك العلوي أو السفلي,2550.0
6122036,DENTAL,SURGICAL PROCEDURES,REMOVAL OF SALIVARY GLAND STONE (INTRA-ORAL),إزالة حصوة الغدة اللعابية من داخل الفم ,2550.0
6122037,DENTAL,SURGICAL PROCEDURES,REMOVAL OF TEETH (COMPLETELY BONY) + L.A.,قلع السن مع إزالة كلية للعـظـم,1650.0
6122038,DENTAL,SURGICAL PROCEDURES,REMOVAL OF TEETH (PARTIALLY BONY) + L.A.,قلع السن مع إزالة جزئيتين للعظم ,825.0
6122039,DENTAL,SURGICAL PROCEDURES,REMOVAL OF TEETH (SOFT TISSUE) + LA,استئصال جـذور عميقــة,637.5
6122040,DENTAL,SURGICAL PROCEDURES,RIDGE EXTENSION (AUGMENTATION PER ARCH),تمـديـد الفـك / لكـل فــك,5100.0
6122041,DENTAL,SURGICAL PROCEDURES,SIMPLE EXTRACTION INCLUDING L.A.,القلع يشمل التخدير الموضعي,250.0
6122042,DENTAL,SURGICAL PROCEDURES,STEROID INJECTION IN T.M.J. (EXCLUDING L.A.),حقنة كورتيزونية بدون تخدير موضعي,125.0
6122043,DENTAL,SURGICAL PROCEDURES,SURGICAL EXPOSURE OF IMPACTED OR UNERRUPTED TOOTH,كشف جراحي عن سـن مطمور,2550.0
6122044,DENTAL,SURGICAL PROCEDURES,SURGICAL EXTRACTION - COMPLEX  (BONE REMOVAL),استئصال جراحي معقد (إزالة عظم ),1012.5
6122045,DENTAL,SURGICAL PROCEDURES,SURGICAL EXTRACTION - SIMPLE,قلع جراحي للأسنان بالمخدر,750.0
6122046,DENTAL,SURGICAL PROCEDURES,SURGICAL REMOVAL OF SUPRENUMERARY TOOTH,خلع جراحي لأسنان زائــدة,3750.0
6122047,DENTAL,SURGICAL PROCEDURES,SUTURING - LARGE AREA,خياطة منطقـة واسعـة,250.0
6122048,DENTAL,SURGICAL PROCEDURES,SUTURING - SMALL AREA (2-3 SUTURES),خياطة منطقـة صغيرة,125.0
6122049,DENTAL,SURGICAL PROCEDURES,SUTURING OF FACIAL / EXTRA ORAL LACERATIONS (UPTO 10 SUTURES),خياطة جرح حتى 10 غـرز,1125.0
6122050,DENTAL,SURGICAL PROCEDURES,SUTURING OF FACIAL EXTRA / ORAL LACERATIONS (MORE THAN 10 SUTURES),خياطة جـرح لأكثر من 10 غـرز,2100.0
6122051,DENTAL,SURGICAL PROCEDURES,SUTURING OF INTRA-ORAL LACERATIONS (MORE THAN 5 SUTURES),خياطة جرح داخل الفم لأكثر من 5 غـرز,1275.0
6122052,DENTAL,SURGICAL PROCEDURES,SUTURING OF INTRA-ORAL LACERATIONS (UPTO 5 SUTURES),خياطة جرح داخل الفم 5 غـرز,637.5
6122053,DENTAL,SURGICAL PROCEDURES,TOOTH EXTRACTION ADDITIONAL EACH + L.A..,خلع اسنان لكل وحدة إضافية 5 اسنان بالجلسة تحت المخدر,225.0
6122054,DENTAL,SURGICAL PROCEDURES,VESTIBULOPLASTY/SULCUS DEEPENING (PER JAW),عملية تعميق الفم,7500.0
6122055,DENTAL,SURGICAL PROCEDURES,WIRING FRACTURED JAW - COMPLEX,تثبيت كسر فـك بالأسـلاك - معقــد,9000.0
6122056,DENTAL,SURGICAL PROCEDURES,WIRING FRACTURED JAW - SIMPLE,تثبيت كسر فـك بالأسـلاك - بسيـط,1950.0
6124001,DENTAL,AMALGAM RESTORATION,TEMPORARY FILLING,حشـو مـؤقــت ,125.0
6124002,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - ONE SURFACE, PERMANENT",حشوة فضيه وجه واحد / سن دائم,375.0
6124003,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - ONE SURFACE, DECIDUOUS",حشوة فضيه وجه واحد / سن لبـنـي,250.0
6124004,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - TWO SURFACES, PERMANENT",حشوه فضية وجهين  / سن دائـم,500.0
6124005,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - TWO SURFACES, DECIDUOUS",حشوة فضية وجهين / سن لبني,375.0
6124006,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - THREE SURFACES, PERMANENT",حشوه فضية ثلاث وجوه / سن دائم,637.5
6124007,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - THREE SURFACES, DECIDUOUS",حشوة فضية ثلاث وجوه / سن لبني,500.0
6124008,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - FOUR SURFACES, PERMANENT",حشوة فضية أربع وجوه / سن دائم,750.0
6124009,DENTAL,AMALGAM RESTORATION,"AMALGAM FILLING - FOUR SURFACES, DECIDUOUS",حشوة فضية أربع وجوه / سن لبني,637.5
6124010,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(ONE SURFACE, EXCLUDING PRICE OF GOLD)",تلبيس ذهب سطح واحد,2550.0
6124011,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(TWO SURFACES,EXCLUDING PRICE OF GOLD)",تلبيس ذهب سطحين,2775.0
6124012,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(THREE SURFACES,EXCLUDING PRICE OF GOLD) ",تلبيس ذهب 3 سطوح,3000.0
6124013,DENTAL,AMALGAM RESTORATION,"GOLD INLAY-GOLD(FOUR SURFACES,EXCLUDING PRICE OF GOLD)",تلبيسة ذهب 4 سطوح,3900.0
6124014,DENTAL,AMALGAM RESTORATION,REINFORCED COMPOSITE FILLING/BUILD-UP,إعادة تثبيت الحشوة ( كمبوزيت ),500.0
6124015,DENTAL,AMALGAM RESTORATION,LIGHT CURED LABIAL COATING (PRISMA LITE),تغليف الوجه الشفوي للسن,500.0
6124016,DENTAL,AMALGAM RESTORATION,CORE BUILDUP (INCLUDING PINS),إعادة تثبيت حشوة ملغم بمسمار,675.0
6124017,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (ONE SURFACE),حشوة كمبوزيت,512.5
6124018,DENTAL,AMALGAM RESTORATION,CEMENT FILLING,حشوة اسمنتيــة,125.0
6124019,DENTAL,AMALGAM RESTORATION,DENTIN DESENSITISER APPLICATION - PER QUADRANT/VISIT,إزالة حساسية السن,75.0
6124020,DENTAL,AMALGAM RESTORATION,DEVITALIZING DRESSING,مادة لقـتـل الـعـصـــب,200.0
6124021,DENTAL,AMALGAM RESTORATION,PIN RETAINED AMALGAM - EXCLUSIVE OF AMALGAM (PER PIN),وتد إضافي للأسنان اللبنية / غير الحشو,250.0
6124022,DENTAL,AMALGAM RESTORATION,GLASS INOMER RESTORATIONS,حشوات الزجاج الشاردي,512.5
6124023,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (TWO SURFACES),حشوة كمبوزيت سطحية,637.5
6124024,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (THREE SURFACES),حشوة كمبوزيت ثلاث اسطح,750.0
6124025,DENTAL,AMALGAM RESTORATION,PIN RETENTION - EXLCUSIVE OF COMPOSITE RESIN (PER PIN),وتد إضافي للتثبيت,250.0
6124026,DENTAL,AMALGAM RESTORATION,COMPOSITE RESIN (INVOLVING INCISAL EDGE),حشوة كمبوزيت تشمل الطرف القاطع,1012.5
6124027,DENTAL,AMALGAM RESTORATION,PULP CAPPING (EXCLUDING FINAL RESTORATIONS),تغطية العصب بدون الحشو,250.0
6124028,DENTAL,AMALGAM RESTORATION,RECEMENTATION OF INLAYS (PER INLAY),إعـادة تثـبيـت,250.0
6124029,DENTAL,AMALGAM RESTORATION,RECEMENTATION OF BRIDGE,إعادة تثبيت جسـر,375.0
6125001,DENTAL,ENDODONTICS,EMERGENCY DRAINING THROUGH TOOTH/DEVITALIZING,فتح اسعافي عبر السن,200.0
6125002,DENTAL,ENDODONTICS,ROOT THERAPY FOLLOW-UP,متابعة علاج الجذور,125.0
6125003,DENTAL,ENDODONTICS,ROOT CANAL - ANTERIOR TOOTH (INCISOR/CANINE),سـن أمـامــي,750.0
6125004,DENTAL,ENDODONTICS,ROOT CANAL - BICUSPID TOOTH (PREMOLAR),سـن ضـاحــك,1012.5
6125005,DENTAL,ENDODONTICS,ROOT CANAL - POSTERIOR TOOTH (MOLAR),سـن  طــاحــن,1275.0
6125006,DENTAL,ENDODONTICS,ROOT THERAPY SARGENT/ONE SITTING PROCEDURE,علاج جراحي للجذر / جلسة واحدة,562.5
6125007,DENTAL,ENDODONTICS,PULPOTOMY (EXCLUDING FINAL RESTORATIONS),استئصال لـب السـن,375.0
6125008,DENTAL,ENDODONTICS,OTHER UNDEFINED ENDO PROCEDURES (PER 15 MINUTES),إجراءات علاج عصب كل15 دقيقة,125.0
6125009,DENTAL,ENDODONTICS,BLEACHING ENDO TREATED TOOTH,تبيض سـن استئصل عصبه,337.5
6125010,DENTAL,ENDODONTICS,ROOT CANAL - ONE (W/O L.A. & X-RAY),حشو عصب واحـد,337.5
6125011,DENTAL,ENDODONTICS,APEXIFICATION,حشو للأسنان الدائمة يشجع على إغلاق الجذر,750.0
6126001,DENTAL,PREVENTIVE PERIDONTICS,BLEACHING TEETH,تبيــض الأسـنــان,2250.0
6126002,DENTAL,PREVENTIVE PERIDONTICS,CHEMICAL BLEACHING TEETH,تبيــض الأسـنــان,625.0
6126003,DENTAL,PREVENTIVE PERIDONTICS,FLAP OPERATION,عملية قلب اللثــــه,975.0
6126004,DENTAL,PREVENTIVE PERIDONTICS,FOLLOW-UP (PERIOD),مراجعة علاج اللثـه و الأسنان,75.0
6126005,DENTAL,PREVENTIVE PERIDONTICS,GINGIVAL CURRETTAGE - PER QUADRANT,العلاج لكل ربـع الفـم,250.0
6126006,DENTAL,PREVENTIVE PERIDONTICS,GINGIVITIS TREATMENT (MAXIMUM 2 VISITS),معالجة إلتهاب اللثـــة,512.5
6126007,DENTAL,PREVENTIVE PERIDONTICS,OTHER PREVENTIVE PROCEDURES: PER 15 MINUTES,إجراءات وقـائيـة  خلال 15 دقيقــه,125.0
6126008,DENTAL,PREVENTIVE PERIDONTICS,PEDICAL SOFT TISSUE GRAFTS,عملية تصنيع اللثة بإزاحة شريحـه,5100.0
6126009,DENTAL,PREVENTIVE PERIDONTICS,PERIODONTAL BONE GRAFTING IMPLANT/BONY DETECT,عملية ترقيع الفم نتيجة نقص عظمي,1012.5
6126010,DENTAL,PREVENTIVE PERIDONTICS,PIT & FISSURE SEALANT - PER TOOTH,تطبيق المادة السامة للهباريب / لكل سن,375.0
6126011,DENTAL,PREVENTIVE PERIDONTICS,POLISHING OF TEETH (PROPHYLAXIS),صـقـل الأسـنـان,250.0
6126012,DENTAL,PREVENTIVE PERIDONTICS,SPLINTING PERIODONTALLY LUXATED TEETH,تثبيت أسنـان مخلـخلــه,675.0
6126013,DENTAL,PREVENTIVE PERIDONTICS,TOPICAL APPLICATION OF FLOURIDE -2 VIS (EX PROPHYLAXIS),تطبيـق الفلورايــــد,375.0
6127001,DENTAL,ORTHODONTICS,"ACTIVATOR, ORAL SCREEN APPLIANCE",جهـاز متحرك وظيفـي,1950.0
6127002,DENTAL,ORTHODONTICS,CEPHALOMETRIC X-RAY,اشعـة سيـفـالـومـتـري,681.25
6127003,DENTAL,ORTHODONTICS,"EXPANSION OF LOWER MANDIBLE, CROZAT APPLIANCE",توسيع فـك علــوي,6000.0
6127004,DENTAL,ORTHODONTICS,EXPANSION OF MAXIALLA BY FIXED APPLIANCE,توسيع فك علوي بواسطة جهازثابت ,9750.0
6127005,DENTAL,ORTHODONTICS,EXPANSION OF MAXILLA WITH REMOVABLE APPLIANCE,توسيع فك علوي بواسطة جهاز متحرك ,7800.0
6127006,DENTAL,ORTHODONTICS,FIXED APPLIANCE FOLLOW UP,متابعة جهـاز ثـابـت,1425.0
6127007,DENTAL,ORTHODONTICS,FIXED APPLIANCE FOR EACH JAW,جهاز تـقويم متحرك ثابـت,2825.0
6127008,DENTAL,ORTHODONTICS,FIXED LINGUAL RETAINER,قـوس لسـانـي ثابــت,1462.5
6127009,DENTAL,ORTHODONTICS,"FIXED RESTRAINT TONGE, HABIT",جهاز تعديل العادة - صندوق للسان,1950.0
6127010,DENTAL,ORTHODONTICS,LOKAR DISTILIZING APPLIANCE,جهـاز دفـع وحشـي,6825.0
6127011,DENTAL,ORTHODONTICS,ORTHODONTIC STUDY MODELS,قياسات تشخيصية للفكيـن,731.25
6127012,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""A""","تقويم الاسنان باستخدام تقويم شفاف خطة ""أ""",16250.0
6127013,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""B""","تقويم الاسنان باستخدام تقويم شفاف خطة ""ب""",18750.0
6127014,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""C""","تقويم الاسنان باستخدام تقويم شفاف خطة ""ج""",22500.0
6127015,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""D""","تقويم الاسنان باستخدام تقويم شفاف خطة ""د""",26250.0
6127016,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""E""","تقويم الاسنان باستخدام تقويم شفاف خطة ""هـ""",31250.0
6127017,DENTAL,ORTHODONTICS,"OTHER APPLIANCE FIXED (EXPANSION, HEAD GEAR)",توسيع الفك الثابت ( جهاز كبح النمــو ),2175.0
6127018,DENTAL,ORTHODONTICS,REMOVABLE RETAINER HAWELY APPLIANCE,جهاز متحرك لتثبيت الحالــة,975.0
6127019,DENTAL,ORTHODONTICS,REMOVAL APPLIANCE FOR EACH JAW,جهـاز تقـويم متحـرك,2175.0
6127020,DENTAL,ORTHODONTICS,SPACE MAINTAINER FOR SINGLE SIDE,حافظة مسافة وحيد الجانب,1650.0
6127021,DENTAL,ORTHODONTICS,SPACE RETAINER - FIXED,حافظ للمكـان الثابــت,1725.0
6127022,DENTAL,ORTHODONTICS,SPACE RETAINER - REMOVABLE,حـافـظ للمكـان المتحــرك,1125.0
6127023,DENTAL,ORTHODONTICS,SPACE RETAINER REMOVABLE - FOLLOW UP,متابعـة جهـاز متحــرك,487.5
6127024,DENTAL,ORTHODONTICS,TREATMENT OF CL II DN I VERTICAL GROWTH PATTERN WITH ANTERIOR BITE FIXING UPPER AND LOWER FIXED ORTHO APPLIANCE,معالجة سوء اطباق صف ثاني نموذج أول,27300.0
6127025,DENTAL,ORTHODONTICS,TREATMENT OF CLASS I MALOCCLUSION WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCE,معالجة سوء أطباق صف أول مع القلع ,19500.0
6127026,DENTAL,ORTHODONTICS,TREATMENT OF CLASS I MAL-OCCLUSION WITHOUT TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCES,معالجة سواء أطباق صف أول بدون قلع,15750.0
6127027,DENTAL,ORTHODONTICS,"TREATMENT OF CLASS II DIVN I MALOCCLUSION ""DEEP BITE"" FIXING UPPER AND LOWER ORTHO APPLIANCE",معالجة سوء أطباق صف ثاني نموذج أول عضه مقلعه,23400.0
6127028,DENTAL,ORTHODONTICS,TREATMENT OF CLASS II DIVN I WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCES,معالجة سوء أطباق صف ثاني مع قلع,23400.0
6127029,DENTAL,ORTHODONTICS,TREATMENT OF CLASS II DIVN II MALOCCLUSION FIXING UPPER AND LOWER FIXED ORTHO APPLIANCE,معالجة سوء أطباق صف ثاني ,23400.0
6127030,DENTAL,ORTHODONTICS,TREATMENT OF CLASS III MALOCCLUSION WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCE,معالجة سوء أطباق صف ثالث مع القلع ,23400.0
6127031,DENTAL,ORTHODONTICS,TREATMENT OF MIXED DENTITION MALOCCLUSION FIXING UPPER AND LOWER ORTHO APPLIANCE,معالجة سوء أطباق أسنان مختلفة ,19500.0
6127032,DENTAL,ORTHODONTICS,TREATMENT PLAN - A,خطـة عـلاجـيـة  أ,975.0
6127033,DENTAL,ORTHODONTICS,TREATMENT PLAN - B,خطـة عـلاجـيـة  ب,1950.0
6127034,DENTAL,ORTHODONTICS,TREATMENT PLAN - C,خطـة عـلاجـيـة  جـ,3900.0
6127035,DENTAL,ORTHODONTICS,TREATMENT PLAN - D,خطـة عـلاجـيـة  د,9750.0
6127036,DENTAL,ORTHODONTICS,TREATMENT PLAN - E,خطـة عـلاجـيـة  هـ,487.5
6127037,DENTAL,ORTHODONTICS,"TREATMENT PLAN ""SUMMARISED PROGRAM""",تقرير المخـطط العلاجــي,300.0
6128001,DENTAL,DENTURE,"3/4 CROWN, PRECIOUS",تـاج ثـمـيـن 4/3,1875.0
6128002,DENTAL,DENTURE,ACRYLIC (PLASTIC) CROWN PER CROWN,تاج أكريليك مصبـوب,487.5
6128003,DENTAL,DENTURE,ACRYLIC (PLASTIC) CROWN PRE-FABRICATED,تـاج أكريليك جـاهـز,200.0
6128004,DENTAL,DENTURE,ADDING TOOTH TO PARTIAL DENTURE TO REPLACE EXTRACTED TOOTH(INVOLVING CLASP OR ABUTMENT TOOTH),إضافة سن لطقم جزئي مع مشبك,375.0
6128005,DENTAL,DENTURE,ADDING TOOTH TO PARTIAL DENTURE TO REPLACE EXTRACTED TOOTH-EACH TOOTH(NOT INVOLVING CLASP OR ABUTMENT TOOTH),إضافة سن لطقم جزئي بدون شبك,250.0
6128006,DENTAL,DENTURE,ADDITIONAL CASTED CLASP-GOLD OR METAL,إضافة مشبك مصبوب ذهب / معدن,750.0
6128007,DENTAL,DENTURE,APEXO-GENSIS,اجراء استكمال نمو جذور الاسنان,1250.0
