CODE,SERVICES,Price,20% increase -april 2021
FMPSYA0052,AUTISTIC TEST,300,360.0
FMPSYA0053,EATING DISORDER TEST (E.D.T.),135,162.0
FMPSYA0054,BULIMIA NERVOSA SCALE (B.N.S.),135,162.0
FMPSYA0055,ANOREXIA NERVOSA SCALE (A.N.S.),135,162.0
FMPSYA0056,BEHAVIOURAL DISORDER SCALE(B.D.S.),210,252.0
FMPSYA0057,PHOBIA SCALE,210,252.0
FMPSYA0058,QUICK NEUROLOGICAL SCREENING TESTSCALE (Q.N.S.T.),210,252.0
FMPSYA0059,NON VERBAL INTELIGENCE TEST,135,162.0
FMPSYA0060,BENDER GESTALT TEST,135,162.0
FMPSYB0001,BEHAVIORAL THERAPY X 8 SESSION,1860,2232.0
FMPSYB0002,BEHAVIORAL THERAPY X 4 SESSION,950,1140.0
FMPSYB0003,PSYCHOTHERAPY SESSION,300,360.0
FMPSYB0004,GROUP THERAPY SESSION,255,306.0
FMPSYB0005,DRUG-ASSISTED INTERVIEW(ABRE-  ACTION),785,942.0
FMPSYB0006,GROUP THERAPY UNDER ANAESTH'A,320,384.0
FMPSYB0007,BEHAVIORAL THERAPY SESSION,565,678.0
FMPSYB0008,BEHAVIORAL THERAPY UNDER ANAES,785,942.0
FMPSYB0009,MARITAL THERAPY,400,480.0
FMPSYB0010,RELAXATION THERAPY,475,570.0
FMPSYB0011,DAY HOSPITAL PSYCHIATRIC SESS.,565,678.0
FMPSYB0012,SEX THERAPY,400,480.0
FMPSYB0013,MODIFIED INSULIN THERAPY,320,384.0
FMPSYB0014,E.C.T. WITH ANAESTHESIA,670,804.0
FMPSYB0015,CEREBRAL STIMULATION SESSION,475,570.0
FMPSYB0016,CONJOINT FAMILY THERAPY SESS.,165,198.0
FMPSYB0017,NARCAN CHALLENGE TEST,255,306.0
FMPSYB0018,ECT PCKG IP W/ ANAES. X 6 SES.,3600,4320.0
FMPSYB0019,ECT PCKG OP W/ ANAES. DAY CARE,600,720.0
FMPSYB0020,PSYCHIATRY PACKAGE I (8 SESSN,2380,2856.0
FMPSYB0021,PSYCHIATRY PACKAGE II (8 SESN),630,756.0
FMPSYB0022,PSYCHIATRY PACKGE III (5 DAYS),7705,9246.0
FMPSYB0023,PSYCHIATRY PACKAGE IV (5 DAYS),9235,11082.0
FMPSYB0024,PSYCHOTHERAPY X 4,1860,2232.0
FMPSYB0025,PSYCHOTHERAPY X 8,3400,4080.0
FMPSYB0026,ADD'L FEE FOR COM.OR OVER 3HRS,640,768.0
FMPSYB0027,COGNITIVE THERAPY(PER SESSION) DEVELOPMENT.THER.FOR MENT.RET.,300,360.0
FMPSYB0028,PLAY THERAPY(PER SESSION)      DEV.THERAP.FOR MENTAL RETARD.,150,180.0
FMPSYB0029,COGNITIVE THERAPY(4 SESSION),1140,1368.0
FMPSYB0030,PLAY THERAPHY(5 SESSION),1140,1368.0
FMPSYB0031,SOMLEC RELAXATION THERAPY,430,516.0
FMPSYB0032,SOMLEC REL.THERAPY (4 SESSION),1410,1692.0
FMPSYB0033,PROGRESSIVE MATRICES FOR CHILD,140,168.0
FMPSYB0034,(1) SESSION OF BIOFEEDBACK,200,240.0
FMPSYB0035,(15) SESSION OF BIOFEEDBACK,2675,3210.0
FMPSYB0036,(20) SESSION OF BIOFEEDBACK,3335,4002.0
FMPSYB0037,GROUP THERYAPHY FOR ADDICT     (PER SESSION),675,810.0
FMPSYB0038,WISCONSIN CARD SORTING TEST,325,390.0
FMPSYB0039,LIEBOWITZ SOCIAL PHOBIA SCALE,270,324.0
FMPSYB0040,SOCIAL SKILL TEST,135,162.0
FMPSYB0041,ROTH TECHNIQUE,325,390.0
FMPSYB0042,STANDARDIZED ARABIC LANGUANGE TEST,320,384.0
FMPSYB0043,ARTICULATION TEST,181.25,217.5
FMPSYB0044,CHILDHOOD AUTISM RATING SCALE (CARS),160,192.0
FMPSYB0045,ILLIOS TEST OF PSYCHOLIONGUISTIC ABILITIES,430,516.0
FMPSYB0046,PORTAGE EVALUATION,220,264.0
FMPSYB0047 ,COUNSELING SESSION,110,132.0
FMPSYB0048,STIMULATION SESSIONS,220,264.0
FMPSYB0049,LD PER SESSION,220,264.0
FMPSYB0050,LD 5 SESSIONS,695,834.0
FMPSYB0051,PORTAGE PROGRAM FOR 2 WEEKS (2SESSIONS),270,324.0
FMPSYB0052,PORTAGE PROGRAM FOR 1 MONTH (3SESSIONS),480,576.0
FMPSYB0053,PORTAGE PROGRAM FOR 2 MONTHS (5SESSIONS),695,834.0
FMPSYB0054,AUTISM PER SESSIOSN,155,186.0
FMPSYB0055,SPEECH PER SESSIONS,155,186.0
FMPSYB0056,LANGUAGE PER SESSIONS,155,186.0
FMPSYB0057,AUTISM 6 SESSIONS,640,768.0
FMPSYB0058,SPEECH 6 SESSIONS,640,768.0
FMPSYB0059,LANGUAGE 6 SESSION,640,768.0
FMPSYB0060,STIMULATION 5 SESSIONS,695,834.0
MTPSY-0001,E.C.T. WITH ANAESTHESIA,585,702.0
MTPSY-0002,E.C.T. WITH ANAESTHESIA,550,660.0
MTPSY-0003,E.C.T SIX SETS,2940,3528.0
FMRHE-0001,RHEUMATOLOGY DAY CARE,350,420.0
FMRHE-0002,RHEUMATOLOGY DARE CARE (2),675,810.0
FMRHE-0003,LOCAL INJECTION,170,204.0
FMRHE-1000,REFERAL FROM OTHER DOCTOR,95,114.0
EXSUR-0010,EXCISION & BIOPSY OF SKIN W/OUT ANAESTHESIA,270,324.0
EXSUR-0013,EXCISION OF GANGLION,962.5,1155.0
EXSUR-0017,EXCISION OF SEBACEOUS CYST G.A(SIZE),200,240.0
EXSUR-0024,LYMPH NODES BIOPSY (DEEP),500,600.0
EXSUR-0025,LYMPH NODES BIOPSY SUPERFICIAL(G.A.),500,600.0
EXSUR-0028,RELEASE OF TONGUE TIE G.A.,300,360.0
EXSUR-0029,REMOVAL OF FOREIGN BODY W/SCRN,1000,1200.0
EXSUR-0039,INGUINIAL UMBILICAL OR FEMURALHERNIA,600,720.0
FMSUR-0002,EXCISION AND BIOPSY OF SKIN,295,354.0
FMSUR-0003,CUT DOWN,470,564.0
FMSUR-0004,ABSCESS INCISION (SUPERFICIAL),155,186.0
FMSUR-0005,ABCESS INSICION DEEP,300,360.0
FMSUR-0006,PLEURAL OR ABDOMINAL TAP      (DIAGNOSTIC),245,294.0
FMSUR-0007,PLEURAL TAP (THERAPEUTIC),460,552.0
FMSUR-0008,ENDOTRACHEAL INTUBATION,310,372.0
FMSUR-0009,"ASPIRATION, SYNOVIAL FLUID",245,294.0
FMSUR-0010,PERITONEAL TAP - THERAPEUTIC,460,552.0
FMSUR-0011,LOCAL EXCISN OR DESTRUCTION OFLESION OR TISSUE OF RECTUM,2952,3542.4
FMSUR-0012,PARAVERTEBRAL BLOCK,760,912.0
FMSUR-0014,RECONSTRUCTN OF KELOID-SIMPLE LOCAL ANAESTHESIA,585,702.0
FMSUR-0015,ANTERIOR RESECTN OF RECTUM W/ SYNCHRONOUS COLOSTOMY,4632,5558.4
FMSUR-0016,LT. LAT. ANAL SPHINCTEROTOMY,930,1116.0
FMSUR-0017,THORACATOMY - EMERGENCY,4876,5851.2
FMSUR-0018,EXCISN HIGH ANAL FISTULA,2420,2904.0
FMSUR-0019,CONTROL OF POST-OF HAEMORHAGE ANUS(STOP BLEEDING),760,912.0
FMSUR-0020,REMOVAL OF NAIL,240,288.0
FMSUR-0021,DRAINAGE SM.ABCESS-LOCAL ANAES,150,180.0
FMSUR-0022,CIRCUMCISION NB UNDER 6,481.25,577.5
FMSUR-0023,REDUCTION FO FRACTURE UNDER   LOCAL ANAESTHESIA & CAST,1190,1428.0
FMSUR-0024,DRAINAGE OF PERIANAL ABCESS,1100,1320.0
FMSUR-0025,INCISION OF THROMBOSED EXT.   HAEMORRHOIDS,470,564.0
FMSUR-0026,REPAIR OF PARTIAL PROLAPSE OF ANUS,1395,1674.0
FMSUR-0027,PROCTO-SIGMOIDOSCOPY,240,288.0
FMSUR-0028,EXCISION OF ANAL FISSURE,1925,2310.0
FMSUR-0029,EXCISION OF ANAL FISTULA - LOW,1925,2310.0
FMSUR-0030,HAEMORRHOIDECTOMY,1925,2310.0
FMSUR-0031,REPAIR OF VARICOCELE (HIGH -  LIGATION OF SPERMATIC VEIN,1740,2088.0
FMSUR-0032,REPAIR OF HYDROCELE,2750,3300.0
FMSUR-0033,STRIPPING OF VARICOSE VEINS   SINGLE SYSTEM,2320,2784.0
FMSUR-0034,STRIPPING OF VARICOSE VEINS   DOUBLE SYSTEM,5200,6240.0
FMSUR-0035,LIGATION OF PERFORANTUS VEINS,585,702.0
FMSUR-0036,REPAIR UNDESCENDED TESTICLE,2085,2502.0
FMSUR-0037,EXCISION OF LOCALIZED LESION OF BREASTA,2595,3114.0
FMSUR-0038,DRAINAGE OF PERINEAL ABCESS,760,912.0
FMSUR-0039,ORCHIDECTOMY,2420,2904.0
FMSUR-0040,GASTROSTOMY,2320,2784.0
FMSUR-0041,COLOSTOMY,2900,3480.0
FMSUR-0042,HEPATIC ABSCESS DRAINAGE,2320,2784.0
FMSUR-0043,MASTECTOMY IN MALES,1160,1392.0
FMSUR-0044,REDUCTION OF VOLVULUS WITHOUT RESECTION,2320,2784.0
FMSUR-0045,REMOVAL OF FOREIGN BODY WITH  SCREENING,1485,1782.0
FMSUR-0046,REMVL OF CALCULUS FM SALIVARY GLAND,1160,1392.0
FMSUR-0047,DEBRDMT & SUTURE OF SKIN DEEP,1045,1254.0
FMSUR-0048,HERNIORRHAPHY,2085,2502.0
FMSUR-0049,APPENDECTOMY,2420,2904.0
FMSUR-0050,APPENDECTOMY - COMPLICATED,2555,3066.0
FMSUR-0051,CIRCUMCISION 6 MONTHS - 1 YEAR,610,732.0
FMSUR-0052,EXCISN OF LIPOMA OR SIMPLE    BENIGN TUMOUR OF SKIN,585,702.0
FMSUR-0053,REMOVAL OF FOREIGN BODY - SIMPLE,1160,1392.0
FMSUR-0055,EXCISN OF PILONIDAL SINUS,2420,2904.0
FMSUR-0056,EXCISN OF MULTIPLE LIPOMA OR  NEUROMA,1740,2088.0
FMSUR-0057,EXCISION OF GANGLION,962.5,1155.0
FMSUR-0058,EXCISION OF PLANTAR WART,155,186.0
FMSUR-0059,REMOVAL OF TATTOO,2085,2502.0
FMSUR-0060,DEBRDMNT & SUTURING OF WOUND OF SKIN - MINOR,605,726.0
FMSUR-0061,LIVER BIOPSY - TROCHAR,975,1170.0
FMSUR-0063,REMOVAL OF INGROWN TOE NAIL,962.5,1155.0
FMSUR-0064,CHOLESYSTECTOMY & EXPLORATION OF COMMON BILE DUCT,3704,4444.8
FMSUR-0065,REPAIR OF INCARCERATED HERNIA,2900,3480.0
FMSUR-0066,EXCISN OF CYST OF FORESKIN    PENIS,585,702.0
FMSUR-0067,PERMANENT FIXATN OF PERITONEALCATHETER BETW,1395,1674.0
FMSUR-0068,SUCUTANEOUS HAEMORRHOIDECTOMY,2085,2502.0
FMSUR-0069,REPAIR OF BAT EARS,3528,4233.6
FMSUR-0070,ARTERIOVENOUS SHUNT,2912,3494.4
FMSUR-0071,BANDING OF HAEMORRHOIDS,930,1116.0
FMSUR-0072,CORRECTION OF CIRCUMCISION ADULT,1190,1428.0
FMSUR-0073,CRANIOTOMY,2952,3542.4
FMSUR-0074,PARTIAL GASTRECTOMY WITH     IANASTOMOSIS TO ESOPHAGUS,3704,4444.8
FMSUR-0075,PARTIAL GASTRECTOMY WITH      ANASTOMOSIS TO JEJUNUM,3704,4444.8
FMSUR-0076,EXTENSIVE KELOID RECONSTRUCTN,2320,2784.0
FMSUR-0077,RECURRENT HERNIA W/ SKIN GRAFT,2780,3336.0
FMSUR-0078,PARTL THYROIDECTOMY,2780,3336.0
FMSUR-0079,HIGHLY SELECTED VAGOTOMY,3704,4444.8
FMSUR-0080,LOBECTOMY,4632,5558.4
FMSUR-0081,MASTECTOMY - SIMPLE,2420,2904.0
FMSUR-0082,PARTIAL RESECTION OF INTESTINE,2320,2784.0
FMSUR-0083,EXCISION OF ANUERYSM OF PERI- PHERAL VESSEL,2780,3336.0
FMSUR-0084,CHOLESYSTECTOMY,3850,4620.0
FMSUR-0085,DIAPHRAGMATIC HERNIA(NEW BORN),2900,3480.0
FMSUR-0086,RESECTN OF STRANGULATED HERNIA,2780,3336.0
FMSUR-0087,SPLENECTOMY,3850,4620.0
FMSUR-0088,CHOLESYSTO-DUODENEOSTOMY,2780,3336.0
FMSUR-0089,GASTRIC FISTULA,2780,3336.0
FMSUR-0090,REMOVAL OF HEPATIC CYST,2780,3336.0
FMSUR-0091,PARTIAL GASTRECTOMY WITH      ANASTOMOSIS TO DUODENUM,3704,4444.8
FMSUR-0092,EXPLORATORY LAPAROTOMY,3850,4620.0
FMSUR-0093,REPAIR OF RUPTURED STOMACH OR DUODENUM,2900,3480.0
FMSUR-0094,CONGENITAL DUODENAL OBSTRUCTN,2780,3336.0
FMSUR-0095,CONGENITAL INTESTINAL OBSTR.,2780,3336.0
FMSUR-0096,PERITONEAL WASHOUT,2900,3480.0
FMSUR-0097,SYMPHATECTOMY,2780,3336.0
FMSUR-0098,EXCISN OF SEBACEOUS CYST SINGL,610,732.0
FMSUR-0099,EXCISN OF ANGULAR DERMOID CYST,930,1116.0
FMSUR-0100,FINE NEEDLE BIOPSY OR ASPIRATNOF THYROID CYST,310,372.0
FMSUR-0101,ABDOMINO-PERINEAL RESECTN OF  RECTUM,5564,6676.8
FMSUR-0102,SUTURE OF GASTRIC DUODENAL    ULCER SITE,1740,2088.0
FMSUR-0103,REPAIR OF DIASTASIS OF RECTUS MUSCLE(MAYO OPERATION),2320,2784.0
FMSUR-0104,EXCISN OF SEBACEOUS CYST MTPL,930,1116.0
FMSUR-0105,UNILATERAL THYROID LOBECTOMY,2320,2784.0
FMSUR-0106,DRESSING OF BURNS UPTO 10%AREA,470,564.0
FMSUR-0107,TUBE GRAFT,3528,4233.6
FMSUR-0108,SURGERY OF ELEPHANTIASIS,4128,4953.6
FMSUR-0109,TRACHEOSTOMY,2220,2664.0
FMSUR-0110,REMVL OF DEEP EXTERNAL ULCER  W/ SKIN GRAFT,2320,2784.0
FMSUR-0111,CORRECTN OF CONGENITAL WEBBED FINGERS,2220,2664.0
FMSUR-0112,SKIN GRAFT FULL THICKNESS FREE,2955,3546.0
FMSUR-0113,SKIN GRAFT PARTIAL THICKNESS,2955,3546.0
FMSUR-0114,BURSECTOMY - OLECRANON,1160,1392.0
FMSUR-0115,SUTURE OF LACERATION STOMACH,2900,3480.0
FMSUR-0116,REMOVAL OF SUBMANDIBULAR      GLAND,2320,2784.0
FMSUR-0117,REPAIR OF RUPTURED LIVER,2900,3480.0
FMSUR-0118,CLOSURE OF GASTROSTOMY,2900,3480.0
FMSUR-0119,CHOLECYSTECTOMY CHOLANGIOGRAM,2780,3336.0
FMSUR-0120,PARTIAL EXCISION OF LIVER,3704,4444.8
FMSUR-0121,BIOPSY OF ORAL CAVITY,350,420.0
FMSUR-0122,SUBCUTANEOUS IMPLANTATION OF  PACEMAKER,3528,4233.6
FMSUR-0123,INTERNAL DRAINAGE-PANCREATIC  CYST,3244,3892.8
FMSUR-0124,HERNIA REPAIR - BILATERAL,2780,3336.0
FMSUR-0125,AXILLARY BLOCK DISSECTION,2320,2784.0
FMSUR-0126,INCISION & DRAINAGE PARONYCHIA,240,288.0
FMSUR-0127,GASTROPEXY,2900,3480.0
FMSUR-0128,REMOVAL OF FIBRO CHONDROMA,2900,3480.0
FMSUR-0129,RADICAL MASTECTOMY,3850,4620.0
FMSUR-0130,LOCAL EXCISION OF LESSION OR  TISSUE OF LARGE INTESTINE,3244,3892.8
FMSUR-0131,HEMICOLECTOMY -RT\LT,3704,4444.8
FMSUR-0132,VAGOTOMY & GASTROJEJUNOSTOMY,3704,4444.8
FMSUR-0133,LOBECTOMY,2780,3336.0
FMSUR-0134,NECK EXPLORATION,3704,4444.8
FMSUR-0135,FEMORAL EMBOLECTOMY,3528,4233.6
FMSUR-0136,MULTIPLE SEGMENTAL RESECTION  OF SMALL INTESTINE,3704,4444.8
FMSUR-0137,EXPLORATION-FEMORAL EMBOLISM  WOUND,2952,3542.4
FMSUR-0138,MULTIPLE SEGMENTAL RESECTION  OF LARGE INTESTINE,5876,7051.2
FMSUR-0139,CECOSTOMY,2900,3480.0
FMSUR-0140,VASCULAR SURGERY - ABDOMINAL  VESSELS,5876,7051.2
FMSUR-0141,ANASTOMOSIS OF ABDOMINAL VSCLT,5876,7051.2
FMSUR-0142,RESECTION OF TRANSVERSE COLON,3704,4444.8
FMSUR-0144,FEMORO-POPLITEAL BYPASS,5876,7051.2
FMSUR-0145,ACHALSIA OF CARDIA,4172,5006.4
FMSUR-0146,TEMPORARY COLOSTOMY,2320,2784.0
FMSUR-0147,OTHER PERMANENT COLOSTOMY,2900,3480.0
FMSUR-0148,OTHER DUODENOSTOMY-FEEDING    ENTEROSTOMY,2900,3480.0
FMSUR-0149,REPAIR OF PERICOLOSTOMY HERNIA,2900,3480.0
FMSUR-0150,CLOSURE OF STOMA OF LARGE     INTESTINE,3244,3892.8
FMSUR-0151,"INTRA-ABDOMINAL MANIPULATION  OF INTESTINES,NOT OTHER SPEC",3704,4444.8
FMSUR-0152,DRAINAGE OF APPENDICEAL ABSCES,2320,2784.0
FMSUR-0153,CARPAL TUNNEL DECOMPRESSION,2220,2664.0
FMSUR-0154,CIRCUMCISION-ADULT OVER 15YRS,1687.5,2025.0
FMSUR-0155,LAPAROSCOPY,2420,2904.0
FMSUR-0156,REMOVAL OF STITCHES,100,120.0
FMSUR-0157,REIMPLANTATN OR TRANPLANTATN  OF SPLEEN,2955,3546.0
FMSUR-0158,CELESTINE TUBE IMPLANTATION,2955,3546.0
FMSUR-0159,ESOPHAGEAL DIVERTICULUM,3244,3892.8
FMSUR-0160,PARTIAL ESOPHAGECTOMY,4172,5006.4
FMSUR-0161,INTRATHORACIC ANASTOMISIS OF  ESOPHAGUS,5096,6115.2
FMSUR-0162,INTRATHORACIC ESOPHAGO-GASTRO-STOMY,5096,6115.2
FMSUR-0163,INTRATHORACIC ESOPOHAG. ANASTMW/ INTERPOSITN OF SMALL BOWEL,5096,6115.2
FMSUR-0164,INTRATHORACIC ESOPHAGOENTEROS-TOMY (ANAST. TO INTEST.SEG.),5096,6115.2
FMSUR-0165,INTRATHORACIC ESOPHAGEAL ANAS-TOMOSIS W.INTERPOSITION COLON,6488,7785.6
FMSUR-0166,PYLOROMYOTOMY,2320,2784.0
FMSUR-0167,TOTAL GASTRECTOMY,5564,6676.8
FMSUR-0168,EXCISN OF DUODENAL DIVERTICULM,2780,3336.0
FMSUR-0169,TRANSDUCTINAL AMPUTATION      SPINCTEROTOMY,2952,3542.4
FMSUR-0170,CHOLEDOCHODUODINOSTOMY,2900,3480.0
FMSUR-0171,CHOLEDOCHOJEJUNOSTOMY,2780,3336.0
FMSUR-0172,CHOLESYSTOGASTROENTERIC       FISTULECTOMY,2900,3480.0
FMSUR-0173,DIVERSION FROM BILLROTH II TO BILROTH 1 OPERATION,4632,5558.4
FMSUR-0174,LYSIS OF PERITONEAL ADHESION,2900,3480.0
FMSUR-0175,SUTURE OF PERIPHERAL NERVE,1160,1392.0
FMSUR-0176,PERIPHERAL NERVE GRAFT,3528,4233.6
FMSUR-0177,REPAIR OF OLD TRAUMATIC INJURYOF PERIPHERAL NERVE,3244,3892.8
FMSUR-0178,PARTIAL HEPATECTOMY,3704,4444.8
FMSUR-0179,HYDATID CYST (HEPATIC LESSION EVACUATION),3244,3892.8
FMSUR-0180,PARTIAL PANCREATECTOMY,4632,5558.4
FMSUR-0181,MUSCULAR HERNIA REPAIR,1740,2088.0
FMSUR-0182,REPAIR OF MECKELS DIVERTICULUM,1740,2088.0
FMSUR-0183,REVISION OF RETROPERITONEAL   TUMOUR,3244,3892.8
FMSUR-0184,DRAINAGE OF PALMAR TUMOUR OF  HAND,585,702.0
FMSUR-0185,DRAINAGE OF DORSAL TUMOUR OF  HAND,585,702.0
FMSUR-0186,SUPERFICIAL CUT WOUND-SMALL   (3-5 STITCHES),820,984.0
FMSUR-0187,SUPERFICIAL CUT WOUND-MEDIUM  (5-10) STITCHES,155,186.0
FMSUR-0188,SUPERFICIAL CUT WOUND-LARGE   (10-20 STITCHES),240,288.0
FMSUR-0189,DEEP CUT WOUND SMALL (3-5 STITCHES),160,192.0
FMSUR-0190,DEEP CUT WOUND LARGE ( 5 - 10 STITCHES),240,288.0
FMSUR-0191,DEEP CUTWOUND LARGE(10 20 ) STICHES,300,360.0
FMSUR-0192,DRESSING OF WOUNDS (SMALL),50,60.0
FMSUR-0193,DRESSSING OF WOUND (MEDIUM),65,78.0
FMSUR-0194,DRESSING OF WOUND (LARGE),95,114.0
FMSUR-0195,TRANSDUCTINAL AMPUTATION &    SPHINCTEROPLASTY,2900,3480.0
FMSUR-0196,DRAINAGE OF ABSCESS UNDER ANAESTHESIA,1512.5,1815.0
FMSUR-0197,VASECTOMY,1485,1782.0
FMSUR-0198,LUMBAR/VERTICAL DISC,4128,4953.6
FMSUR-0199,CERVICAL DISC W/PLATE FUSION,4704,5644.8
FMSUR-0200,REPAIR OF UMBILICAL HERNIA    (SMALL),1160,1392.0
FMSUR-0201,REPAIR OF UMBILICAL HERNIA    (BIG),2085,2502.0
FMSUR-0202,REPAIR OF EPIGASTRIC HERNIA - (SMALL),1160,1392.0
FMSUR-0203,REPAIR OF EPIGASTRIC HERNIA - (BIG),2320,2784.0
FMSUR-0204,REPAIR OF FERMORAL HERNIA,2555,3066.0
FMSUR-0205,HERNIOTOMY IN CHILDREN,1160,1392.0
FMSUR-0206,REPAIR OF SPIEGEL HERNIA,1395,1674.0
FMSUR-0207,RECURRENT HERNIA W/OUT GRAFT,2900,3480.0
FMSUR-0208,LASER SESSION (SUFER.LOW ENER),180,216.0
FMSUR-0209,INTRA-OPERAT.CHOLANGIOGRAPHY,2085,2502.0
FMSUR-0210,COMPLETE RECTAL PROLAPSE      REPAIR THROUGH THE ANUS,2320,2784.0
FMSUR-0211,REPAIR OF RECTAL PROLAPSE THRUTHE ANUS IN CHILD,1160,1392.0
FMSUR-0212,TOTAL THROIDECTOMY,4632,5558.4
FMSUR-0213,ENUNCLIATION OF THYROID CYST  OR ADENOMA,1740,2088.0
FMSUR-0214,AUTOGENOUS SKIN GRAFTING(SMALL,760,912.0
FMSUR-0215,GASTRO-ENTEROSTOMY,2900,3480.0
FMSUR-0216,REMOVAL OF WARTS SINGLE,90,108.0
FMSUR-0217,REMOVAL OF WARTS MULTIPLE,240,288.0
FMSUR-0218,LYMPH NODES BIOPSY (SUPERFI-  CIAL),470,564.0
FMSUR-0219,LYMPH NODES BIOPSY (DEEP),930,1116.0
FMSUR-0220,BRANCHIAL CYST EXCISION,1740,2088.0
FMSUR-0221,FINGER AMPUTATION (PARTIAL),585,702.0
FMSUR-0222,TOE AMPUTATION (PARTIAL),700,840.0
FMSUR-0223,PLASTER SLAB (ARM),215,258.0
FMSUR-0224,PLASTER SLAB (LEG),245,294.0
FMSUR-0225,SCLEROTHERAPY FOR VARICOSE    VEINS (SESSION),240,288.0
FMSUR-0226,SCLEROHERAPHY FOR HEMORRHOIDS (SESSION),155,186.0
FMSUR-0227,PROCTOSCOPY,90,108.0
FMSUR-0228,ABOVE KNEE AMPUTATION,2780,3336.0
FMSUR-0229,BELOW KNEE AMPUTATION,2320,2784.0
FMSUR-0230,FOOT AMPUTATION (TRANSMETATAR-SAL),1740,2088.0
FMSUR-0231,LAPAROSCOPIC CHOLECYSTECTOMY,4000,4800.0
FMSUR-0232,LAPARASCOPIC APPENDECTOMY,2375,2850.0
FMSUR-0233,LAPAROSCOPIC HERNIORRHAPHY,2320,2784.0
FMSUR-0234,LAPARSCOPIC OF LYSIS OF PERI- TONEAL ADHESION,4632,5558.4
FMSUR-0235,LAPAROSCOPIC CHOLYCYSTECTOMY  WITH EXPLOR.OF CBD & INS.OF T.,9268,11121.6
FMSUR-0236,FEMORO-ANTERIOR (POSTERIOR OR PERONEAL) BYPASS SITU VEINGRAF,9400,11280.0
FMSUR-0237,LAPAROSCOPIC CHOLECYSTECTOMY,4000,4800.0
FMSUR-0238,LAPAROSCOPIC APPENDECTOMY,2375,2850.0
FMSUR-0239,LAPAROSCOPIC HERNIORRHAPHY,2320,2784.0
FMSUR-0240,LAPAROSCOPIC LYSIS OF PERITON-EAL ADHESION,2780,3336.0
FMSUR-0241,LAPAROSCOPIC CHOLE. W/ADHESIONOF CBD & INSRTN. OF T-TUBE,4632,5558.4
FMSUR-0242,DIAGNOSTIC LAPAROSCOPY,1160,1392.0
FMSUR-0243,LAPAROSCOPIC REP.HIATUS HERNIA,2780,3336.0
FMSUR-0244,LAPAROSCOPIC VAGOTOMY & PYLO- ROPLASTY,3244,3892.8
FMSUR-0245,LAPAROSCOPIC BILATERAL HERNIO-RHAPY,3244,3892.8
FMSUR-0246,LAPAROSCOPIC SPERMATIC VIEN   LIGATION,1740,2088.0
FMSUR-0247,PUNCTURE & ASPIR.INTRA ABD.CYS,2320,2784.0
FMSUR-0248,EXCIS. OF INTRA ABDOMINAL CYST,2900,3480.0
FMSUR-0249,RELEASE OF TIE TONGUE UNDER LOCAL ANESTHESIA,1100,1320.0
FMSUR-0250,SUPERFICIAL PAROTEDECTOMY,2900,3480.0
FMSUR-0251,VENOUS DUPLEX,310,372.0
FMSUR-0252,PERIPHERAL ARTERIAL DUPLEX,245,294.0
FMSUR-0253,DOPPLER,155,186.0
FMSUR-0254,CAROTID DOUPLEX,390,468.0
FMSUR-0255,LAPAROSCOPIC ADRENALECTOMY,4632,5558.4
FMSUR-0256,LAPAROSCOPIC BIOPSY OF HEP.LES,2320,2784.0
FMSUR-0257,INSERTION OF RT. INT. JUGULAR PERMI-CARTHETER,2955,3546.0
FMSUR-0258,REPAIR OF HIATUS HERNIA,2900,3480.0
FMSUR-0259,EXCISION OF CHOLEDOCAL CYST   CHOLY CYSTO-JUNOSTOMY,2320,2784.0
FMSUR-0260,LEFT CAROTID THROMBOEND ARTRECTOMY,7056,8467.2
FMSUR-0261,EXPLORATION AND/OR EXCISION OFPARA THYROID GLAND OR ADENOMA,2955,3546.0
FMSUR-0262,EXPLORATORY THORACOTOMY,3528,4233.6
FMSUR-0263,WEDGE RESECTION LUNG,4128,4953.6
FMSUR-0264,PLEURECTOMY,3528,4233.6
FMSUR-0265,CLOSURE OF BRONCHO PLEURAL    FISTULA,4128,4953.6
FMSUR-0266,DEBRIDEMENT OF DIABETIC FOOT  INFECTION,1160,1392.0
FMSUR-0267,INTERMITTAT COMPRESSION LESSION,95,114.0
FMSUR-0269,SPLENECTOMY DEVASCULARIZATION,4000,4800.0
FMSUR-0270,TRANS-ABDOMINAL RECTOPEXY,2400,2880.0
FMSUR-0271,DECORTICATION,3528,4233.6
FMSUR-0272,LOBECTOMY AND BRONCHOPLASTY,7836,9403.2
FMSUR-0273,LAP. CLOSURE PERF PEPTIC ULCER,2648,3177.6
FMSUR-0274,ADJ. SILICONE GASTRIC BANDING,2765,3318.0
FMSUR-0275,LAPAROSCOPIC INTRA-PERITONEAL INSERTION OF VP SHUNT,1105,1326.0
FMSUR-0276,EXCISION OF TONGUE MASS,1325,1590.0
FMSUR-0277,EXCISION OF AXILLARY MASS,1660,1992.0
FMSUR-0278,RVL. OF PERMA CATH. & REPAIR  OF JAGULAR LINE,2015,2418.0
FMSUR-0279,LAPROSCOPY HYPATID CYST       (HEPATIC LESSION),3360,4032.0
FMSUR-0280,LASER-HAEMORRHOIDECTOMY,1870,2244.0
FMSUR-0281,LASER-FISSURECTOMY,1345,1614.0
FMSUR-0282,LASER-FISTULECTOMY-LOW,1745,2094.0
