Code,Discription,Price,SBS CODE,category
MS-P-002235,PLATE LOCKING NARROW DCP 15 HOLES TIPMED# 146025,4051.6875,61573,supplies
SUR-0067,Arterial Embolectomy and Venous Thrombectomy,13915.000000000002,90230-00-00,Package
FMOPT-1024,LEUCENTIS INTRAVITREAL INJECTION,14003,42740-03-01,services
FMXRY-0953,URETERIC STRICTURE DILATATION,14058,36803-01-00,Radiology
ORT-0059,Travera Band for Cruciate Ligament Reconstruction-PT/IP,14157.000000000002,49539-01-01,Package
MS-P-004660,PLATE LOCKING RIGHT SIDE 3.5X64 MM LENGTH EXTRA SMALL S/S .SYNTHES #241.618,7528.5,61573,supplies
MS-P-003852,PLATE LOCKING T-SHAPE 2.0MM 3 X5HOLES OSTEONIC#A2D.10090,2800,61573,supplies
MS-P-003844,"PLATE LOCKING VA 2.0 / 4 HOLE , SYNTHES # 02.130.362",6216.875,61573,supplies
MS-P-004616,"PLATE LOCKING VA STRAIGHT 12 HOLE, SYNTHES # 02.130.351",7512.3125,61573,supplies
MS-P-004694,PLATE LOW PELVIC SYNTHES 3.5MM # 02.100.110,3191.125,61573,supplies
MS-P-004695,PLATE LOW PELVIC SYNTHES 3.5MM # 02.245.910,3365.6875,61573,supplies
ORT-0060,Core Tax Band for Cruciate ligament Reconstruction-PT/IP,14157.000000000002,49539-01-01,Package
MS-P-000245,"PLATE MAN STR, 20H 1.50MM TIT SYNTHES #04.503.718",6247.5,46642,supplies
MS-P-001741,"PLATE MAND MATRIX RECON 2 MM 7+23HOLES ,SYNTHES # 04.503.733",11825.625,46642,supplies
MS-P-001426,PLATE MAND STR 2+3 H T1.0MM TIT SYN#04.503.751,2485,46642,supplies
MS-P-000859,PLATE MANDBLE NARROW CENTRE 3+3H 1.0MM P/TIT SYNTHES #04.503.703,2485,46642,supplies
MS-P-000897,PLATE MANDBLE NARROW CENTRE 3+3H P/TIT SYNTHES #04.503.704,2611,46642,supplies
MS-P-000563,PLATE MANDIBLE BAND 2+2H 1.0MM SYNTHES #04.503.750,2114,46642,supplies
SMO9464,"PLATE MANDIBLE MINI 4 HOLE, 2.0X23MM PURE TITANIUM # 447.004",2940,46642,supplies
SMO9465,"PLATE MANDIBLE MINI 6 HOLE, 2.0X35MM PURE TITANIUM # 447.016",4410,46642,supplies
SMO9463,"PLATE MANDIBLE MINI 6 HOLE, 2.0X40MM PURE TITANIUM # 447.015",2275,46642,supplies
MS-P-004535,"PLATE MATRIX 2 X 5HOLE 0.8MM, OSTEONIC  # A2G.08100",3828.125,61573,supplies
MS-P-004066,"PLATE MATRIX 2X5HOLE, OSTEONIC  # A1G.06100",3828.125,61573,supplies
MS-P-001649,"PLATE MATRIX MAXILLARY 4MM LEFT, SYNTHES # 04.511.383",4165,46642,supplies
MS-P-001676,PLATE MATRIX MESH NEURO 1008100 SYNTHES #04.503.084,17293.5,46642,supplies
MS-P-002131,"PLATE MATRIX NEURO 5 HOLE , 0.04 MM , SYNTHES # 04.503.070",1802.5,46642,supplies
MS-P-001677,PLATE MATRIX NEURO DOUBLE Y 6 HOLES LENGTH 21 MM SYNTHES #04.503.069,2023,63917,supplies
MS-P-003922,"PLATE MATRIX NEURO ROUND 6 HOLE, SYNTHES # 04.503.022",3318,46642,supplies
MS-P-001856,PLATE MEDIAL 2.7MM X 6 HOLE SYNTHES #02.117.406,8925,61573,supplies
MS-P-004138,"PLATE MEDIAL DISTAL HUMERUS RIGHT 5 HOLE,OSTEONIC#H1E.35060",9450,61573,supplies
MS-P-004532,"PLATE MEDIAL OLECRANON 10HOLE 91MM, OSTEONIC  # J3F.28020",8400,61573,supplies
MS-P-000934,PLATE MESH 0.3MM TIT SYNTHES #04.503.307,9108.75,46642,supplies
MS-P-001074,"PLATE MESH 1.3, 100 X 100MM SYNTHES #421.008",9397.5,46642,supplies
MS-P-001668,"PLATE MESH 38X45MM TITANIUM , SYNTHES # 04.503.082",7533.75,46642,supplies
MS-P-004744,PLATE MESH ED OSTONIC #N3D106M00A,40500,46268,supplies
MS-P-000952,PLATE MESH MATRIX NEURO #04.503.090,4823.4375,46642,supplies
MS-P-000613,PLATE MESH MATRIXNEURO 38X45MM SYNTHES #04.503.081,7533.75,46642,supplies
MS-P-004739,PLATE MESH OSTONIC # NBP304X06A,4410,46268,supplies
MS-P-000534,PLATE METACARPAL 9HOLES X 72 LENGTH X L/R A78051072,6125,61573,supplies
MS-P-004684,"PLATE METAPHYSPL LCP 10 HOLE 3.5, SYNTHES #223.41",5227.6875,61573,supplies
MS-P-003903,PLATE MINI 7 HOLE OSTEONIC A2U.10090,6737.5,61573,supplies
MS-P-003672,PLATE MINI LOCKING 2.0MM 4HOLES IMPLANTCAST #602099061,5512.5,46642,supplies
MS-P-004572,PLATE MINI LOCKING 7 HOLE MAT GERMANY#602094071,6737.5,61573,supplies
MS-P-003788,PLATE MINI STRAIGHT 6HOLES 2.0 SYSTEM IMPLANTCAST # 01-12-000-06,6737.5,46642,supplies
MS-P-003993,"PLATE NARROW 7 HOLE, CHM # 3.5157.507",6890.625,61573,supplies
MS-P-003948,"PLATE NARROW 7HOLES, CHM # 3.3157.507",6400.625,61573,supplies
MS-P-003828,PLATE NARROW 8 HOLES CHM # 3.3157.508,5742.1875,61573,supplies
MS-P-003992,"PLATE NARROW 8 HOLES, CHM # 3.5157.508",6737.5,61573,supplies
MS-P-004646,"PLATE NARROW LOKED 6 HOLES,CHM #3.5157.506",6737.5,61573,supplies
MS-P-001667,"PLATE NEURO BURR HOLE 17.0MM ,SYNTHES # 04.503.023",3151.3125,46642,supplies
MS-P-004668,"PLATE OFFSET 1.5 LOCKING,OSTEONIC #A2T.08100",6125,61573,supplies
MS-P-002178,PLATE OISTAL RADIUS RIGHT SIZE 2.4 VA-LCP TWO COLUMN SYNTHES #62.111.740,7940.625,61573,supplies
MS-P-004392,PLATE OLECRANAL LCP TYPE II RIGHT 2 HOLE TITANIUM ORTHOMED # 50022010021,9174.375,61573,supplies
MS-P-004046,"PLATE OLECRANNON 4 HOLE, CHM # 3.4098.504",6890.625,61573,supplies
SMO8646,PLATE ONE THIRD TUBULAR 9 HOLES HIPOKRAT #400021810009,686,46536,supplies
MS-P-002493,PLATE ORBITAL 1.5MM 6HOLES # FOR30506A / FOR305M06A,3307.5,46642,supplies
MS-P-000604,PLATE ORBITAL 1.5MM 8HOLE TITAN. #446.180 SYNTHES,4042.5,46642,supplies
MS-P-003936,"PLATE ORBITAL 12 HOLE,OSTEONIC#FOR305M12A",4838.75,46642,supplies
MS-P-000678,PLATE ORBITAL 12H 0.7MM SYNTHES #04.503.373,4777.5,46642,supplies
MS-P-000949,PLATE ORBITAL 12HOLES 0.5MM TITANIUM SYNTHES #04.503.343,3062.5,46642,supplies
MS-P-000605,PLATE ORBITAL CVD 1.5MM 10 HOLE TITAN. #446.200 SYNTHES,1443.18,46642,supplies
MS-P-000988,"PLATE ORBITAL FLOOR 1.3, 9 HOLES # 421.021",1953,46642,supplies
MS-P-003996,"PLATE ORBITAL GOLD 12 HOLES, OSTEONIC  # FOR307M12A",4777.5,46642,supplies
MS-P-003995,"PLATE ORBITAL GOLD 8HOLES, OSTEONIC  # FOR307M08A",4042.5,46642,supplies
MS-P-000560,PLATE ORBITAL PERFORMED SYNTHES #04.503.801,11700,46642,supplies
MS-P-001079,PLATE ORBITAL PERFORMED SYNTHES #04.503.812,3675,46642,supplies
MS-P-000807,PLATE OSTEOTOMY TIBIAL 17.5MM ARTHREX #AR-13200ST-17.5,7875,61573,supplies
MS-P-004043,"PLATE PELVIC 10HOLE, CHM # TI727.207C",11812.5,61573,supplies
MS-P-003822,PLATE PELVIC 6 HOLES TIT MIKROMED # 016206T,9843.75,61573,supplies
MS-P-004044,"PLATE PELVIC 7HOLE, CHM # TI727.210C",11812.5,61573,supplies
MS-P-002033,PLATE PHILOS HUMERAL 3.5 / 5 HOLE SYNTHES # 241.903,9786,61573,supplies
MS-P-001750,"PLATE PROX ¿ TIB VA 3.5 MM X 4 HOLE , SYNTHES # 02.127.211",10649.625,61573,supplies
MS-P-001758,"PLATE PROX ¿ TIBIA VA ¿ LCP 3.5 MM X 6 HOLE,SYNTHES # 02.127.221",9484.999125,61573,supplies
MS-P-001719,"PLATE PROXIMAL 4 HOLE , SYNTHES # 242.104",11287.5,61573,supplies
MS-P-000870,PLATE PROXIMAL HUMERUS 3.5 LCP 10HOLESX184 LENGTH A70491018,4114.866875,46536,supplies
MS-P-000869,PLATE PROXIMAL HUMERUS 3.5 LCP 8HOLESX158 LENGTH A70490815,5424.146875,61573,supplies
MS-P-000917,PLATE PROXIMAL HUMERUS 3.5MM LCP 5 HOLES X 86 LENGTH A70490508 IRINE# A70490508,9975,61573,supplies
MS-P-000918,PLATE PROXIMAL HUMERUS 3.5MM LCP 6 HOLES X 98 LENGTH A70490609 IRINE# A70490609,4488.95125,46536,supplies
MS-P-001671,"PLATE PROXIMAL HUMERUS 3.5MM,8HOLES TIT,#PH3510-8-2",8662.5,61573,supplies
MS-P-003906,"PLATE PROXIMAL LATERAL HUMERUS 14 HOLE,OSTEONIC#H3E.35060",10106.25,61573,supplies
MS-P-003856,PLATE PROXIMAL LATERAL HUMERUS 3.5MM X 3 HOLE #OSTEONIC H3E.35000,9318.75,61573,supplies
MS-P-004537,"PLATE PROXIMAL LATERAL LEFT 6 HOLE 103MM, OSTEONIC  # G3E.35010",9975,61573,supplies
MS-P-004536,"PLATE PROXIMAL MEDIAL LEFT 4 HOLE 97MM, OSTEONIC  # G3F.35010",9712.5,61573,supplies
MS-P-001724,PLATE PROXIMAL TIBIA 3.5x12HOLES # PA3542-12-2 / SYNTHES # 02.127.251,12468.75,61573,supplies
MS-P-004538,"PLATE PROXIMAL TIBIA 4 HOLE, CHM # 3.4013.604",8662.5,61573,supplies
MS-P-004620,"PLATE PROXIMAL TIBIAL 3 HOLE , CHM #3.4009.603",8662.5,61573,supplies
MS-P-001983,PLATE PROXIMAL TIBIAL 4 HOLE SYNTHES # 02.127.210,12468.75,61573,supplies
MS-P-004743,PLATE RAD DIS.LE SHAFT SYNTHES #02.115.851,6766.6025,61573,supplies
MS-P-004604,"PLATE RADIAL HEAD LOCKED 2.7MM 18HOLE, OSTEONIC #B1J.27180",8400,61573,supplies
MS-P-001892,PLATE RECON 10 HOLE SYNTHES # 245.920,4287.5,61573,supplies
MS-P-002032,PLATE RECON 3.5 MM / 16 HOLE SYNTHES # 02.100.116,4367.125,61573,supplies
MS-P-001702,"PLATE RECON 3.5 MM X 10 HOLE , SYNTHES # 245.880",1853.25,61573,supplies
MS-P-001783,PLATE RECON 3.5 X 78MM 6 HOLE SYNTHES #02.100.206,2684.5,61573,supplies
MS-P-001712,"PLATE RECON 3.5MM X 12 HOLE , SYNTHES # 245.912",5282.8125,61573,supplies
MS-P-002143,PLATE RECON 3.5MM X 16 HOLE STRAIGHT SYNTHES # 245.036,6125,61573,supplies
MS-P-002144,PLATE RECON 3.5MM X 5 HOLE STRAIGHT SYNTHES # 02.100.105,2744,61573,supplies
MS-P-002142,PLATE RECON 3.5MM X 5 HOLE STRAIGHT SYNTHES # 245.025,2957.5,61573,supplies
MS-P-001782,PLATE RECON 3.5MM X 6 HOLE SYNTHES #245.026,4900,61573,supplies
MS-P-001772,PLATE RECON 3.5MM X 9 HOLE SYNTHES #254.029,3818.9375,61573,supplies
MS-P-001664,"PLATE RECON 3.5MM. 8 HOLE,SYNTHES # 245.028",3080.875,61573,supplies
MS-P-004028,PLATE RECON CURVED 8 HOLE CHM # 3.4022.808,6737.5,61573,supplies
MS-P-002192,PLATE RECON LOW PROFILE 3.5 MM / 8 HOLE SYNTHES # 02.100.208,2940,61573,supplies
MS-P-002193,PLATE RECON LOW PROFILE 3.5MM / 14 HOLE SYNTHES # 02.100.214,4367.125,61573,supplies
MS-P-003867,"PLATE RECON LOW PROFILE 9 HOLE, SYNTHES # 02.100.109",3074.75,61573,supplies
MS-P-003865,"PLATE RECON STRAIGHT 3.5MM X 9 HOLE, SYNTHES # 245.029",3328.9375,61573,supplies
MS-P-001054,"PLATE RECONST 3.5MM 11HOLE ST, S/S,TIPMED#022565",4367.125,61573,supplies
MS-P-001055,"PLATE RECONST 3.5MM 12HOLE ST, S/S,TIPMED#022572",2555,61573,supplies
MS-P-001056,"PLATE RECONST 3.5MM 14HOLE ST, S/S,TIPMED#022596",4826.5,61573,supplies
MS-P-001050,"PLATE RECONST 3.5MM 6HOLE ST, S/S,TIPMED#022510",1207.5,61573,supplies
MS-P-001051,"PLATE RECONST 3.5MM 7HOLE ST, S/S,TIPMED#022527",5206.25,61573,supplies
MS-P-001052,"PLATE RECONST 3.5MM 8HOLE ST, S/S,TIPMED#022534",1365,61573,supplies
MS-P-001053,"PLATE RECONST 3.5MM 9HOLE ST, S/S,TIPMED#022541",3080.875,61573,supplies
MS-P-001063,"PLATE RECONST 4.5MM 10HOLE CURVED, S/S,TIPMED#023364",1022,61573,supplies
MS-P-001059,"PLATE RECONST 4.5MM 10HOLE ST, S/S,TIPMED#022213",1022,61573,supplies
MS-P-001064,"PLATE RECONST 4.5MM 14HOLE CURVED, S/S,TIPMED#023388",1288,61573,supplies
MS-P-001060,"PLATE RECONST 4.5MM 14HOLE ST, S/S,TIPMED#022251",1288,61573,supplies
MS-P-001061,"PLATE RECONST 4.5MM 6HOLE CURVED, S/S,TIPMED#023340",1207.5,61573,supplies
MS-P-001057,"PLATE RECONST 4.5MM 6HOLE ST, S/S,TIPMED#022176",1207.5,61573,supplies
MS-P-001062,"PLATE RECONST 4.5MM 8HOLE CURVED, S/S,TIPMED#023357",4042.5,61573,supplies
MS-P-001058,"PLATE RECONST 4.5MM 8HOLE ST, S/S,TIPMED#022190",1365,61573,supplies
FMORT-0871,CAPIRATE REDUCTION OSTEOTOMY,14300,90569-00-01,services
SUR-0077,Strangulated Hernia and Resection Anastomosis,14300.000000000002,30615-00-00,Package
ENT-0047,Radical Mastoidectomy + Tympanoplasty,14300.000000000002,41560-00-01,Package
URO-0051,Cystourethroscopy and T.U.R. Prostatectomy,14437.500000000002,37224-03-00,Package
MS-B-000903,BACTERIN CANCELLOUS 4-10 MM X 15CC # MEDTRONIC,14512.5,47257,supplies
SUR-0073,Radial Thyroidectomy,14520.000000000002,30296-01-00,Package
URO-0052,Resection and Anastomosis or Reimplantation of Urether,14520.000000000002,36588-01-00,Package
DNT-0012,CLOSED REDUCTION OF MIDFACE FRACTURES,14520.000000000002,90681-00-00,Package
NEU-0003,Depressed Fracture of Skull & Decompression,14613.500000000002,90007-01-00,Package
OBG-0041,Repair of Recto- Vaginal Fistula,15180.000000000002,35596-00-00,Package
OBG-0043,Radical vulvectomy,15180.000000000002,35548-00-00,Package
URO-0041,Partial Cystectomy,15235.000000000002,37000-01-00,Package
MS-P-004708,PLATE RECOPL 3.5 STRAIGHT 4 HOL SYNTHES #245.024,2302.125,61573,supplies
MS-P-000795,PLATE RIB UNIVERSAL 8 HOLES TIT #04.501.009 SYNTHES,8518.125,61573,supplies
MS-P-004547,PLATE RIGHT TIBIAL TITANIUM-SIZE 1NEW CLIP IMPLANTCAST # ATDP1-ST,4593.75,61573,supplies
SMO11640,PLATE SCOTCH DISP ADULT & PEDIA # 1210,91.875,58494,supplies
SMO2740,PLATE SCOTCH DISP ADULT 3M #1149/83-122-67/400-270,61.25,58494,supplies
SMO2741,PLATE SCOTCH DISP PEDIATRIC 3M #1146,91.875,58494,supplies
MS-P-001657,"PLATE SPLIT MATRIX 4 HOLE X 6 MM, SYNTHES # 04.511.421",4287.5,46642,supplies
MS-P-001713,"PLATE SPRING 3.5 MM X 3 HOLE , SYNTHES # 02.100.303",6268.9375,61573,supplies
MS-P-001665,"PLATE SPRING 3.5MM , 10 HOLE,SYNTHES # 02.100.302",6268.9375,61573,supplies
MS-P-001703,"PLATE SPRING 3.5MM , 3 HOLE # SYNTHES",1951.53,61573,supplies
MS-P-002129,"PLATE SQUARE MATRIX NEURO 4 HOLE , 0.4 MM , SYNTHES # 04.503.065",2023,46642,supplies
MS-P-004082,"PLATE STRAIGHT 1.5 THIKNESS 20HOLE, OSTEONIC  # OST308S20",7560,46642,supplies
MS-P-002296,PLATE STRAIGHT 1.5MM 4 HOLES OSTEONIC # FST305M04A,2730,46642,supplies
MS-P-003731,PLATE STRAIGHT 1.5MM 6 HOLES OSTEONIC OSTEONIC  # FST305M06A,3307.5,46642,supplies
MS-P-003986,PLATE STRAIGHT 10HOLES OSTEONIC  # MST310M10,7043.75,46642,supplies
MS-P-003938,"PLATE STRAIGHT 12 HOLE MEDIUM, OSTEONIC  # FST305M12A",4593.75,46642,supplies
MS-P-004079,"PLATE STRAIGHT 12HOLE, OSTEONIC  # FST307M12A",4777.5,46642,supplies
MS-P-004038,"PLATE STRAIGHT 18 HOLES, OSTEONIC  # FOR307M18A",5206.25,46642,supplies
MS-P-003984,"PLATE STRAIGHT 18HOLES M, OSTEONIC  # MST310M18",6247.5,46642,supplies
MS-P-003998,"PLATE STRAIGHT 2+2HOLES NON LOCKING, OSTEONIC  # MST315L04",4287.5,46642,supplies
MS-P-003888,"PLATE STRAIGHT 20 HOLE,OSTEONIC#NST304M20A",8268.75,46268,supplies
MS-P-004115,"PLATE STRAIGHT 3+3 HOLES L, OSTEONIC  # MST315L06",4900,46642,supplies
MS-P-003999,"PLATE STRAIGHT 3+3 HOLES WIDE, OSTEONIC  # MST310W06",4900,46642,supplies
MS-P-004740,"PLATE STRAIGHT 4 HOLES M, OSTEONIC #MST315M04",5818.75,46642,supplies
MS-P-004073,"PLATE STRAIGHT 4 HOLES WIDE, OSTEONIC  # MST310W04",4287.5,46642,supplies
MS-P-004077,"PLATE STRAIGHT 4HOLE, OSTEONIC  # FST307M04A",2730,46642,supplies
MS-P-002309,PLATE STRAIGHT 4HOLES OSTEONIC # OST310M04,1925,46642,supplies
MS-P-004550,"PLATE STRAIGHT 5HOLES M, OSTEONIC  # NST304M05A",3150,46268,supplies
MS-P-004072,"PLATE STRAIGHT 6 HOLES M, OSTEONIC  # MST315N06",4900,46642,supplies
MS-P-003963,"PLATE STRAIGHT 6HOLES 2MM GREEN, OSTEONIC  # OST208M06",3675,46642,supplies
MS-P-004078,"PLATE STRAIGHT 8HOLE, OSTEONIC  # FST307M08A",3858.75,46642,supplies
MS-P-003933,PLATE STRAIGHT BLUE 2.0 / 4 HOLE OSTEONIC  # MLS315M12,7560,46642,supplies
MS-P-004114,"PLATE STRAIGHT M 10 HOLES, OSTEONIC  # OST310M10",5145,46642,supplies
MS-P-004081,"PLATE STRAIGHT MEDIUM 4HOLE, OSTEONIC  # MST320M04",5818.75,46642,supplies
ORT-0078,"O.R.I.F. for Comminuted or Mai-United Fracture of the Femur, Tibia. Humerus without prothesis",15290.000000000002,47528-01-01,Package
MS-P-003932,PLATE STRAIGHT W/SPACE 6HOLE OSTEONIC  # MLS315L06,4961.25,46642,supplies
MS-P-003935,"PLATE SUPERIOR CLAVICLE LEFT 8 HOLE,OSTEONIC#E2A.35210",8662.5,61573,supplies
MS-P-004534,"PLATE SUPERIOR MIDSHAFT CLAVICLE LEFT 118MM, OSTEONIC  # E2A.35250",8925,61573,supplies
MS-P-001764,PLATE SYMPHYSEAL 3.5MM X 6 HOLE SYNTHES #02.100.006,7395.9375,61573,supplies
MS-P-001831,PLATE SYMPHYSEAL 4 HOLE SYNTHES # 02.100.004,3675,61573,supplies
MS-P-001717,"PLATE SYPHYSEAL 4 HOLE , SYNTHES # 02.100.014",7395.9375,61573,supplies
MS-P-003971,"PLATE T 2X5 HOLE .6MM, OSTEONIC  # A1C.06070",3675,61573,supplies
MS-P-004139,"PLATE T 2X8HOLE COMPRESSION SIZE 1.3MM,OSTEONIC#A3C.13100",5206.25,61573,supplies
MS-P-002272,"PLATE T LOCKING 1.5 MM 7 HOLE TITANIUM , OSTEONIC # A2C.08070",6125,61573,supplies
MS-P-004645,"PLATE T SHAPE LOCKING 6HOLES,SYNTHES #02.130.350",4964.3125,61573,supplies
MS-P-001994,PLATE T TIBIA LOCKING PROXIMAL LATERAL 8HOLES×102MM(5+3)L IRENE #T92970810,9975,61573,supplies
MS-P-003861,PLATE T-SHAPE LOCKING 2.0 X 8 HOLES OSTEONIC  # A2C.13100,3325,61573,supplies
MS-P-003872,PLATE T. 4 HOLE 2.4MM H449463 SYNTHES SYNTHES # 02.110.206,7798.875,61573,supplies
MS-P-002145,PLATE TEMPLATE 3.5MM SYNTHES # 03.100.036,1995,46479,supplies
SMO4235,"PLATE THIN NARROW DCP 7 HOLE, HIPOKRAT #400021710007",997.5,61573,supplies
MS-P-001072,PLATE TIBIAL 2.7/3.5 L 6HOLE SYNTHES #239.905,4103.75,61573,supplies
MS-P-001123,PLATE TIBIAL 70CM BALANSYS #79.15.0057,11287.5,32832,supplies
MS-P-001423,PLATE TIBIAL BALANSYS 64CEM #79.15.0056,11287.5,32832,supplies
MS-P-001860,PLATE TIBIAL DISTAL 9 HOLE SYNTHES # 02.118.410,12161.25,61573,supplies
MS-P-003900,"PLATE TOMOFIX MEDIAL PROXIMAL 4 HOLE, SYNTHES # 440.834",7783.125,61573,supplies
SMO10730,PLATE TUBULAR 1/3 7 HOLES # TEL 400021810007,612.5,61573,supplies
MS-P-004045,"PLATE TUBULAR 4 HOLE, CHM # 3.4181.004",6890.625,61573,supplies
SMO1990,"PLATE TUBULAR ONE THIRD, 4 HOLES # 400021810004",551.25,61573,supplies
MS-P-001363,PLATE ULNA RADIUS 3.5LCP 10X11X136 A80691013#,3080.875,61573,supplies
MS-P-002110,"PLATE VA LCP 2.4 MM X 3 HOLE , SYNTHES # 02.111.630",9358.125,61573,supplies
MS-P-001877,"PLATE VA LCP 2.4 x 3 HOLE , SYNTHES # 02.111.640",8008.4375,61573,supplies
MS-P-001876,"PLATE VA LCP 2.4 X 3 HOLE , SYNTHES # 02.111.730",8458.625,61573,supplies
MS-P-001751,"PLATE VA LCP 3.5 / 2.7MM , SYNTHES # 02.117.103",11300.625,61573,supplies
MS-P-001752,"PLATE VA LCP 3.5 / 2.7MM X 4 HOLE , SYNTHES # 02.117.504",8691.375,61573,supplies
MS-P-004016,PLATE VA LCP CURVED CONDYLAR CR1 02.124.412 SYNTHES # 02.124.412,13743,61573,supplies
MS-P-001736,"PLATE VA LCP PROX / TIB 3.5 MM X 10 HOLE , SYNTHES # 02.127.241",12468.75,61573,supplies
MS-P-001737,"PLATE VA LCP PROX / TIB 3.5 MM X 12 HOLE , SYNTHES # 02.127.350",9975,61573,supplies
MS-P-001823,"PLATE VA LCP PROX ¿ TIB 3.5 MM X 14 HOLE , SYNTHES # 02.127.361",11384.625,61573,supplies
MS-P-001753,"PLATE VA LCP PROX 3.5 / 2.7 MM X 6 HOLE , SYNTHES # 02.107.506",10473.75,61573,supplies
MS-P-001763,PLATE VA PROX¿TIB 3.5MM X 14 HOLE SYNTHES #02.127.261,11384.625,61573,supplies
MS-P-004746,"PLATE VA+LCP-2-COLUMN DRP2.4 VOLAR LE SHAFT 4H,SYNTHES# 02.111.741",6006.3325,61573,supplies
MS-P-002169,PLATE VA-LCP 3.5 / 2.7MM X 2 HOLE SYNTHES # 02.117.502,9712.5,61573,supplies
MS-P-002156,PLATE VA-LCP CONDYLAR 4.5/5.0MM X 12 HOLE SYNTHES # 02.124.411,14748.75,61573,supplies
MS-P-003848,PLATE VA-LCP DORSAL 2.4MM # SYNTHES # 02.115.640,5610.5,61573,supplies
MS-P-001794,PLATE VA-LCP LATERAL DISTAL FIBIAL 2.7MM / 3 HOLE SYNTHES #02.118.401,8575,61573,supplies
MS-P-002115,PLATE VA-LCP LATERAL DISTAL FIBULA 2.7 / 6 HOLE SYNTHES # 02.118.407,11643.75,61573,supplies
MS-P-002168,PLATE VA-LCP PROX 3.5/2.7MM X 4 HOLE SYNTHES # 02.107.304,11471.25,61573,supplies
MS-P-001850,PLATE VA-LCP PROX¿TIBIAL 3.5MM X 8 HOLE SYNTHES # 02.127.231,11048.625,61573,supplies
MS-P-003847,PLATE VA-LCP RADIUS 2.4MM / 6 HOLE # SYNTHES # 02.115.540,5775.875,61573,supplies
MS-P-001851,PLATE VA-LCP RADIUS 2.4MM SYNTHES # 02.115.641,10696.875,61573,supplies
MS-P-001827,PLATE VA-LCP VOL-DISTAL RADIUS 2.4R 5-5 HOLE SYNTHES #02.110.202,5117.4375,61573,supplies
MS-P-001848,PLATE VA-LCP VOL-DISTAL RADIUS 2.4x65MM 5+4HOLES SYNTHES #02.110.208,8925,61573,supplies
MS-P-002134,PLATE VA¿LCP 2.7/3.5 / 6 HOLE SYNTHES # 02.118.104,16690.5,61573,supplies
MS-P-001781,PLATE VA¿LCP DISTAL-TIBIAL 2.7 / 3.5MM 16 HOLE SYNTHES #02.118.015,14530.5,61573,supplies
MS-P-002194,PLATE VA¿LCP DISTAL-TIBIAL 2.7 / 3.5MM X 12 HOLE SYNTHES #02.118.010,15914.25,61573,supplies
MS-P-001982,PLATE VA¿LCP LATERAL DISTAL FIBULA 2.7 X 4 HOLE SYNTHES # 02.118.402,9028.695,61573,supplies
MS-P-004577,PLATE VARIABLE ANGLE 8 HOLEM CHM #3.7065.050,3500,61573,supplies
SMO11586,PLATE VSP 1SLD F/SPINE SPH981.01 GPC#198.010,1260,46653,supplies
SMO10427,PLATE VSP 2.5 SLOT F/SPINE SPH981.025 GPC#198.0,1260,46653,supplies
MS-P-002177,PLATE WEDGE 15MM # AR-13200T 15.0,7901.25,61573,supplies
MS-P-002660,PLATE WIRE COMPRUS # 301024-04,787.5,61689,supplies
MS-P-000950,PLATE X 4HOLE 0.4 MM SYN #04.503.332,2535.75,46642,supplies
MS-P-003858,PLATE X STARIGHT 2HOLE X 12MM OSTEONIC #NST304X02A,1080,46268,supplies
MS-P-001541,PLATE Y 1.5MM 5 HOLES PURE TITANIUM #446.610,3307.5,61573,supplies
MS-P-002170,PLATE Y 2.0MM X 7HOLE SYNTHES # 247.350,5739.125,61573,supplies
MS-P-002501,PLATE Y 4HOLES OSTEONIC # FYP307M05A / FLL305L05A,3307.5,46642,supplies
MS-P-002172,PLATE Y LOCKING 1.5 SHAFT 8+3 HOLE SYNTHES #02.114.013,5846.3125,61573,supplies
MS-P-001873,PLATE Y MATRIX 3HOLES 0.5MM SYNTHES #04.503.317,2535.75,46642,supplies
MS-P-000673,PLATE-L 2+3H 0.7MM TITANIUM SYNTHES #04.503.353,2537.5,46642,supplies
MS-P-000657,PLATE-L 3+4H 0.7MM TIT SYN #04.503.356,2537.5,46642,supplies
MS-P-000827,PLATE-L 3+4H LEFT 0.7MM SYNTHES #04.503.355,2537.5,46642,supplies
SMO10228,PLATE-T 8 HOLES 400021900008,1001,61573,supplies
MS-P-004688,"PLATE-T HEAD 3 HOLE SHAFT 5 HOLE 1.3 X 8 MM, SYNTHES #02.130.152",4820.375,61573,supplies
MS-P-004006,"PLATE-T MINI LOCKING 2.0MM 7X53MM (3+7), IRENE # A91693753",2483.25,61573,supplies
MS-P-000060,"PLATE-X 1.5, 4 HOLES, THICKNESS 0.60MM.",2083.4275,61573,supplies
MS-P-004549,"PLATE-X 4HOLES M, OSTEONIC  # NXP304M04A",2940,46268,supplies
MS-P-004551,"PLATE-X 5HOLES L, OSTEONIC  # FXP305M05A",3307.5,46642,supplies
MS-P-001846,PLATE VA-LCP TWO-COLUMN DISTAL RADIUS 2.4 VOALR RIGHT SHAFT 4 HOLES SYNTHES #02.111.740,2796.5,61573,supplies
MS-P-000592,PLATES MAXILLOFACIAL 1.5MM 12HOLES X 42 LENGTH# A73131242,1443.18,46642,supplies
SMO10344,"PLATES ONE THIRD TUBULAR 8 HOLES, HIPOKRAT # 400021810008",3010,61573,supplies
