Service Code,Service Description,Price,Gross/Net,Discount %,Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
8122045,ULTRASOUND GUIDED INTRA-ARTICULAR INJECTION / ASPIRATION,1125.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90908-00-11,"Ultrasound guidance for needle injection, aspiration or biopsy, unilateral"
8122046,MAMMOGRAPHY WITH BREAST ULTRASOUND / UNILATERAL,1250.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59303-00-00,"Radiography of breast, unilateral"
8122047,MAMMOGRAPHY WITH BREAST ULTRASOUND / BILATERAL,1625.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59309-00-00,"Mammary ductography of breast, bilateral"
8122048,PRE-NATAL ANOMALY AND ANALYTIC SURVAY ,1250.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55700-00-00,Ultrasound for detection of fetal abnormality
8123005,CONTRAST ONLY FOR MRI / CT SCAN ,200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90901-08-20,"Magnetic resonance imaging of other site, with contrast medium"
8123012,MRI ARTHROGRAPHY WITH CONTRAST,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59751-00-00,Arthrography
8123046,MRA HEAD & NECK,5000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90902-00-00,Magnetic resonance angiography of head or neck
8123047,MRA CEREBRAL ARTERIES,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90902-00-00,Magnetic resonance angiography of head or neck
8123048,MRA NECK,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90902-00-00,Magnetic resonance angiography of head or neck
8123049,MRA ABDOMINAL AORTA & MESENTRIC ARTERIES,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90902-04-00,Magnetic resonance angiography of abdomen
8123050,MRA UPPER LIMB UNILATERAL,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90902-01-01,"Magnetic resonance angiography of upper limb, unilateral"
8123051,MRA LOWER LIMB UNILTERAL,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90902-06-01,"Magnetic resonance angiography of lower limb, unilateral"
8123052,MRV BRAIN,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90901-00-10,"Magnetic resonance imaging of brain, without contrast medium"
8123053,MRV NECK ,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90901-02-10,"Magnetic resonance imaging of neck, without contrast medium"
8123054,MRV UPPER LIMB UNILATERAL,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90901-07-11,"Magnetic resonance imaging of extremity, without contrast medium, unilateral"
8123055,MRV LOWER LIMB UNILATERAL,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90901-07-11,"Magnetic resonance imaging of extremity, without contrast medium, unilateral"
8123056,MRV INFERIOR VENA CAVA,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90901-08-10,"Magnetic resonance imaging of other site, without contrast medium"
8123057,MRA WITH CONTRAST (ANY PART),3400.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90902-07-00,Magnetic resonance angiography of other site
8123058,MRV WITH CONTRAST (ANY PART),3400.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59718-00-00,Phlebography
8123070,MRI CARDIAC,8000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90901-04-10,"Magnetic resonance imaging of chest, without contrast medium"
8123071,GENERAL ANESTHESIA FOR RADIOLOGY PROCEDURE,1500.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 92514-99-00,"General anaesthesia, ASA 99"
8124008,CT CARDIAC ANGIOGRAPHY,3250.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 57360-00-00,"Spiral coronary angiography by computerised tomography, with intravenous contrast medium"
8124013,CT PULMONARY ARTERIES ANGIOGRAPHY WITH CONTRAST,1900.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59970-04-00,Other arteriography
8124015,CT SIALOGRAM WITH CONTRAST ,1900.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59733-00-00,Radiography of salivary gland with contrast
8124051,CTA HEAD WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 57350-00-00,"Spiral angiography by computerised tomography of head and/or neck, with intravenous contrast medium"
8124052,CTA NECK WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 57350-00-00,"Spiral angiography by computerised tomography of head and/or neck, with intravenous contrast medium"
8124053,CTA HEAD & NECK WITH CONTRAST,3000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 57350-00-00,"Spiral angiography by computerised tomography of head and/or neck, with intravenous contrast medium"
8124054,CTA UPPER LIMB WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 57350-01-00,"Spiral angiography by computerised tomography of upper extremity, with intravenous contrast medium"
8124055,CTA LOWER LIMB WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 57350-07-01,"Spiral angiography by computerised tomography of lower extremity, with intravenous contrast medium, unilateral"
8124056,CT VENOGRAM BRAIN WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 56007-00-00,Computerised tomography of brain with intravenous contrast medium
8124057,CT VENOGRAM NECK VIENS WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 56107-00-00,Computerised tomography of soft tissue of neck with intravenous contrast medium
8124058,CT VENOGRAM UPPER LIMB WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 56625-00-01,"Computerised tomography of limb with intravenous contrast medium, unilateral"
8124059,CT VENOGRAM LOWER LIMB WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 56625-00-01,"Computerised tomography of limb with intravenous contrast medium, unilateral"
8124060,CT VENOGRAM ABDOMEN WITH CONTRAST,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 56407-00-00,Computerised tomography of abdomen with intravenous contrast medium
8124061,CT VENOGRAM WITH CONTRAST (ANY PART),2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 99999-99-92,Unlisted Imaging Code
8124062,CT ANGIOGRAPHY WITH CONTRAST (ANY PART),2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59970-01-00,"Digital subtraction angiography, not elsewhere classified"
8124063,CT CARDIAC FOR CALCIUM SCORE,2000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 56301-00-00,Computerised tomography of chest
8125001,COLOUR DOPPLER PENILE DOPPLER,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55282-00-00,Duplex ultrasound of artery of penis
8125002,COLOUR DOPPLER TRANSVAGINAL,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90911-00-00,Duplex ultrasound of vessels of other sites
8125003,COLOUR DOPPLER PREGNANCY UMBILICAL  ARTERY PLACENTAL FLOW OVARIAN & UTERIAN ,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55729-01-00,Duplex ultrasound of umbilical artery
8125004,COLOUR DOPPLER RENAL ARTERY,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55278-00-00,Duplex ultrasound of renal and/or visceral vessels
8125005,COLOUR DOPPLER HEPATIC ARTERY,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55276-00-00,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries and/or inferior vena cava and iliac veins"
8125006,COLOUR DOPPLER PORTAL SYSTEM,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90911-00-00,Duplex ultrasound of vessels of other sites
8125007,COLOUR DOPPLER AORTIC,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55276-00-00,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries and/or inferior vena cava and iliac veins"
8125008,COLOUR DOPPLER ILIAC VESSELS,1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55276-00-00,"Duplex ultrasound of intra-abdominal, aorta and iliac arteries and/or inferior vena cava and iliac veins"
8125009,COLOUR DOPPLER VEINS (VARICES),1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90911-00-00,Duplex ultrasound of vessels of other sites
8125010,COLOUR DOPPLER CAROTID ARTERY (BILATERAL),1800.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55274-00-00,"Duplex ultrasound of extracranial, carotid and vertebral vessels"
8125011,COLOUR DOPPLER BRACHIAL ARTERY (UNILATERAL),1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55248-00-00,"Duplex ultrasound of arteries or bypass grafts in upper limb, unilateral"
8125012,COLOUR DOPPLER BRACHIAL ARTERY (BILATERAL),1800.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55248-01-00,"Duplex ultrasound of arteries or bypass grafts in upper limb, bilateral"
8125013,COLOUR DOPPLER FEMORAL ARTERY (UNILATERAL),1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55238-00-00,"Duplex ultrasound of arteries or bypass grafts in lower limb, unilateral"
8125014,COLOUR DOPPLER FEMORAL ARTERY (BILATERAL),1800.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55238-01-00,"Duplex ultrasound of arteries or bypass grafts in lower limb, bilateral"
8125015,COLOUR DOPPLER PERIPHERAL VEINS (ONE LIMB),1200.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125016,COLOUR DOPPLER PERIPHERAL VEINS (TWO LIMBS),1800.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125017,PORTABLE COLOUR DOPPLER CAROTID ARTERY (BILATERAL),1885.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55274-00-00,"Duplex ultrasound of extracranial, carotid and vertebral vessels"
8125018,PORTABLE COLOUR DOPPLER PERIPHERAL ARTERY (UNILATERAL),1285.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125019,PORTABLE COLOUR DOPPLER PERIPHERAL ARTERY (BILATERAL),1885.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125020,PORTABLE COLOUR DOPPLER PERIPHERAL VEINS (UNILATERAL),1285.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125021,PORTABLE COLOUR DOPPLER PERIPHERAL VEINS (BILATERAL),1885.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 55244-00-00,"Duplex ultrasound of veins in lower limb, unilateral"
8125022,PORTABLE COLOUR DOPPLER ULTRASOUND (ANY PART),1285.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90908-00-00,Ultrasound of other site
8125023,COLOUR DOPPLER TESTICULAR ARTERY ,688.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90911-00-00,Duplex ultrasound of vessels of other sites
8126001,3D ULTRASOUND,600.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90908-00-00,Ultrasound of other site
8126002,4D ULTRASOUND,750.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90908-00-00,Ultrasound of other site
8127001,BONE DENSITOMETRY FOREARM AND WRIST,400.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 12306-00-00,Bone densitometry using dual energy x-ray absorptiometry
8127002,BONE DENSITOMETRY  FEMUR & VERTEBRAE,550.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 12306-00-00,Bone densitometry using dual energy x-ray absorptiometry
8127003,WHOLE BODY BONE DENSITOMETRY,550.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 12306-00-00,Bone densitometry using dual energy x-ray absorptiometry
8128001,CEREBRAL SCINTIGRAPHY,1950.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61369-00-00,Indium-labelled octreotide study
8128002,THYROID SCAN W/TECHNITIUM,2094.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61473-00-00,Thyroid study
8128003,THYROID UPTAKE/PERFUSION,2944.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61473-00-00,Thyroid study
8128004,THYROID SCAN WITH RADIO-ACTIVE IODINE,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61473-00-00,Thyroid study
8128005,HEART MULTIGATED ACQUISITION,1950.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61313-00-00,Gated cardiac blood pool study
8128006,THALLIUM W/O EXERCISE,4763.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61458-00-00,Localised study using thallium
8128007,THALLIUM W/EXERCISE,6663.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61458-00-00,Localised study using thallium
8128008,THALLIUM W/ PERSANTINE,4025.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61458-00-00,Localised study using thallium
8128009,MYOCARDIAL INFARCT SCITINGRAPH,1950.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61369-00-00,Indium-labelled octreotide study
8128010,CARDIAC PHASE AMPLITUDE,1332.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61320-01-00,Cardiac first pass blood flow study
8128011,1ST PASS STUDY,1332.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61320-01-00,Cardiac first pass blood flow study
8128012,LUNG PERFUSION,3969.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61328-00-00,Lung perfusion study
8128013,LUNG VENMTILLATION,3338.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61340-00-00,Lung ventilation study
8128014,LUNG PERFUSION & VENTILLATION,3663.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61348-00-00,Lung perfusion and ventilation study
8128015,LIVER & SPLEEN SCAN,1950.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61353-00-00,Colloid liver and spleen study with single photon emission computerised tomography [SPECT]
8128016,BILIARY TREE SCAN,1950.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61360-00-00,Hepatobiliary study
8128017,RENOGRAM &N RENAL SCAN,1950.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61386-00-00,Renal study
8128018,RENOGRAM  RENAL SCAN & G.F.R.,4763.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61386-00-00,Renal study
8128019,GLOMOERUALR FILTERATION RATE,1657.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 12524-00-00,Renal function nuclear medicine test
8128020,READIONUCLIDE MICTURATING,1332.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61397-00-00,Nuclear medicine cystoureterography
8128021,BONE SCAN,3969.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61421-00-00,Whole body bone study
8128022,WHOLE BODY SCAN W/R/A.IODINE,2588.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128023,WHOLE BODY SCAN W/ 67GAL,3663.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61421-00-00,Whole body bone study
8128024,LACRIMAL DUCT SCINTIGRAPHY,1532.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61495-00-01,"Tear duct study, unilateral"
8128025,RADIONUCLIDE PHLEBOGRAPHY,3207.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61465-00-00,Nuclear medicine venography
8128026,PRELIMINARY SCAN ANY AREA/ORG.,1532.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 99999-99-92,Unlisted Imaging Code
8128027,SCINTIGRAPHY OF ANY ORGAN,2250.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90910-00-00,Nuclear medicine study of other region or organ
8128028,DYNAMIC SCAN ANY AREA / ORGAN,1532.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61417-00-00,Dynamic blood flow study
8128029,ISOTOPE SCAN FOLLOW-UP STUDY,2250.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 12512-00-00,"Radioactive B12 absorption test, 1 isotope"
8128030,CEREBRAL SCINTIGRAPHY (W/LIPOP,3300.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61405-00-00,Brain study with blood brain barrier agent
8128031,CSF FLOW STUDY,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61409-00-00,Cerebrospinal fluid transport study
8128032,MPS W/TC-99 LABELLED COMPDS ST,4544.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128033,MPS W/TC-99 LABELLED COMPDS W/,3300.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128034,MPS W/THALLUM-201(STESS+REDIST,4794.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61302-00-00,Stress myocardial perfusion study
8128035,MPS (DUAL ISOTOPE TECHNIQUE),4544.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61310-00-00,Avid imaging study for myocardial infarct
8128036,FIRST PASS WITHOUT STRESS,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61320-01-00,Cardiac first pass blood flow study
8128037,FIRST PASS UNDER STRESS,3575.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61320-01-00,Cardiac first pass blood flow study
8128038,GATED ERNA WITHOUT STRESS,2607.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61313-00-00,Gated cardiac blood pool study
8128039,GATED ERNA UNDER STRESS,3575.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61316-00-00,Gated cardiac blood pool study with intervention
8128040,PERFUSION (Q) LUNG SCAN,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61328-00-00,Lung perfusion study
8128041,VENTILATION (V) LUNG SCAN,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61340-00-00,Lung ventilation study
8128042,V/Q LUNG SCAN,4850.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61328-00-00,Lung perfusion study
8128043,TC-99 M DMSA SCAN,3338.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128044,TC-99 M DTPA (+/-CAPTOPRIL CHA,5232.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128045,TC-99 M MAG3 STUDY,8725.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128046,TC-99 M DMSA + TC-99 M DTPA,7138.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128047,TC-99 M PERTECHNETATE MICTURA,1150.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128048,TC-99 M SULFER COLLOID MICTURA,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61387-00-00,Renal cortical study with single photon emission computerised tomography [SPECT]
8128049,SIALOSCINTIGRAPHY,3807.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61369-00-00,Indium-labelled octreotide study
8128050,TC-99 M COLLOID HEPATOSPLENIC,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61353-00-00,Colloid liver and spleen study with single photon emission computerised tomography [SPECT]
8128051,TC-99 M HIDA STUDY,3338.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61369-00-00,Indium-labelled octreotide study
8128052,THYROID SCINTIGRAPHY (TC-99,1407.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61473-00-00,Thyroid study
8128053,THYROID SCINTIGRAPHY (IODINE-,1688.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61473-00-00,Thyroid study
8128054,WBS WITH I-131 (NAL;5MCI,4763.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128055,WBS WITH I-131 MIBG,8725.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128056,WBS WITH TC-99M (V) DMSA,2607.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128057,WBS W/ THALIUM 201(OR TO 99M LABELLED COMPAOUND),4163.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61437-00-00,Whole body study using thallium
8128058,WBS WITH GA-67 CITRATE,5194.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61429-00-00,Whole body study using gallium
8128059,WBS WITH IN-111 CL,82.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61369-00-00,Indium-labelled octreotide study
8128060,WBS WITH IN-111 OCTREOTIDE,82.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61369-00-00,Indium-labelled octreotide study
8128061,WBS WITH TC-99 M NANOCOLLOID,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128062,WBS WITH TC-99 M - HIG,82.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61433-00-00,Whole body study using cells labelled with technetium
8128063,TC-99 M MDP,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61386-00-00,Renal study
8128064,DACRYOSCINTIGRAPHY,2388.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 59703-00-00,Dacryocystography
8128065,LYMPHOSCINTIGRAPHY,3494.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61469-00-00,Lymphoscintigraphy
8128066,PRELIMINARY SCAN I,1407.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90910-00-00,Nuclear medicine study of other region or organ
8128067,PRELIMINARY SCAN II,2257.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90910-00-00,Nuclear medicine study of other region or organ
8128068,I-131 5 MCI,2388.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128069,I-131 10 MCI,4125.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128070,I-I31 29.5MCI,5232.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128071,I-I31 50 MCI,4000.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128072,I-131 100 MCI,5313.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128073,I-131 120 MCI,6619.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128074,I-131 (MIBG),37750.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128075,SR-86 CI,30207.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61421-00-00,Whole body bone study
8128076,I-131 25 MCI,4763.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61426-00-00,Whole body study using iodine
8128077,I.V. TREATMENT OF LYMPHOMA WITH YITTRIUM 90 ANTI- CD20,170188.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 16003-00-00,Administration of a therapeutic dose of Yttrium 90
8128078,COMBINED GA-67 AND BONE SCAN,7932.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61430-00-00,"Whole body study using gallium with single photon emission computerised tomography [SPECT], 1 body region"
8128079,GA-67 CITRATE WBS INFECTION IMAGING,6344.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61429-00-00,Whole body study using gallium
8128080,GA-76 CITRATE WBS TUMOR IMAGING,6663.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61429-00-00,Whole body study using gallium
8128081,PARATHYROID SPECT/CT LOCALIZATION S,4444.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90905-03-00,"Localised study not elsewhere classified, with positron emission tomography [PET]"
8128082,DIRECT RADIONUCLIDE CYSTOGRAPHY REF,3100.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61397-00-00,Nuclear medicine cystoureterography
8128083,STRESS-REST MYOCARDIAL PERFUSION SPE,6663.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61306-00-00,Combined stress and rest myocardial perfusion study
8128084,REST MYOCARDIAL PERFUSION SPECT (T1,4763.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61302-01-00,Rest myocardial perfusion study
8128085,MUGA STUDY FOR LEFT VENTRICULAR EJE,2944.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61313-00-00,Gated cardiac blood pool study
8128086,V/Q SPECT/CT LUNG SCAN,6344.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 56301-00-00,Computerised tomography of chest
8128087,LYMPHOSCINTIGRAPHY FOR SENTINEL LYM,3969.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61429-00-00,Whole body study using gallium
8128088,SPECT/CT LIMITED STUDY,3175.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61453-00-00,Localised study using gallium with single photon emission computerised tomography [SPECT]
8128089,ADDITIONAL NUCLEAR SCAN,2544.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 90910-00-00,Nuclear medicine study of other region or organ
8128090,PRELIMIMARY SPECT/CT ORGAN STUDY,2063.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61449-01-00,Localised joint study with single photon emission computerised tomography [SPECT]
8128091,BONE SCAN OR DTPA RENAL SCAN - LIVE,1269.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61446-00-00,Localised bone study
8128092,MYOCARDIAL PERFUSION SCINTIGRAPHY,2525.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61310-00-00,Avid imaging study for myocardial infarct
8128093,GALLIUM-67 OR CEREBRAL SCITIGRAPHY,1575.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61402-00-00,Cerebral perfusion study with single photon emission computerised tomography [SPECT]
8128094,LUNG PERFUSION & VENTILATION,2025.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61348-00-00,Lung perfusion and ventilation study
8128095,LACRIMAL DUCT SCITIGRAPHY,819.0,Gross,15.0,yes,98.0,Portal X-Ray,NP Code: 61495-00-01,"Tear duct study, unilateral"
