PC_PRVSRVCODE,PC_PRVSRVDESC,PC_STRTDATE,PC_ORPRICE
URO-0035,Suprapubic Cystostomy for Stone,2012-01-01,7700.0
URO-0037,Ureteroscopy + stone manipulation (Add 700 for Laser),2012-01-01,8050.0
URO-0038,Stricture Anterior Urethra,2012-01-01,7750.0
URO-0039,Stricture Posterior Urethra,2012-01-01,12150.0
URO-0040,T.U.R. of Bladder (Tumours),2012-01-01,12700.0
URO-0041,Partial Cystectomy,2012-01-01,13850.0
FMURO-0100,PROSTATECTOMY,2012-01-01,2780.0
FMURO-0101,NEEDLE BIOPSY PROSTATE,2012-01-01,760.0
FMURO-0102,PERCUTANEOUS NEPHROLITHOLAPAXY WITH LITHOTRIPSY,2012-01-01,6488.0
FMURO-0103,RESISTANT STONE REMOVAL (PKG),2012-01-01,9268.0
FMURO-0104,PERCUTANEOUS NEPHROLITHOLOPAXY + OPEN SURGERY (KIDNEY STONES),2012-01-01,9268.0
FMURO-0105,URETERORENOSCOPY + OPN SURGERY (URETER STONE),2012-01-01,7412.0
FMURO-0106,URETERIC STONE MANIPULATION,2012-01-01,1160.0
FMURO-0107,"ESWL (I) GRADE ""A""",2012-01-01,3528.0
FMURO-0108,"ESWL (I) GRADE ""B""",2012-01-01,4128.0
FMURO-0109,"ESWL (I) GRADE ""C""",2012-01-01,4704.0
FMURO-0110,"ESWL (I)  GRADE ""D""",2012-01-01,5300.0
FMURO-0111,"ESWL (I) GRADE ""E""",2012-01-01,5876.0
FMURO-0112,COMPLETION SESSION IN THE SAME DEAL,2012-01-01,25.0
FMURO-0113,RE-ESWL FROM ADDMISSION 1ST    MONTH,2012-01-01,155.0
FMURO-0114,"RE-ESWL FROM ADMISSION 2ND     ,MONTH",2012-01-01,760.0
FMURO-0115,RE-ESWL FROM ADMISSION 3RD     MONTH,2012-01-01,1190.0
FMURO-0116,RE-ESWL FROM ADMISSION 3-6 MOS,2012-01-01,1485.0
FMURO-0117,LITHOTRIPSY (GRADE A),2012-01-01,5300.0
FMURO-0118,LITHOTRIPSY (GRADE B),2012-01-01,5876.0
FMURO-0119,LITHOTRIPSY (GRADE C),2012-01-01,6468.0
DNT-0034,MIDFACE OSTEOTOMY LE FORT  II,2012-01-01,33000.0
DNT-0035,RECONSTRUCTION OF MAXILLARY CLEFT - UNILATERAL,2012-01-01,33000.0
DNT-0036,MANDIBULAR OSTEOTOMY,2012-01-01,33000.0
DNT-0037,EXCISION OF PAROTID GLAND,2012-01-01,33000.0
DNT-0038,REVISION OF CLEFT LIP OR PALATE REPAIR,2012-01-01,33000.0
DNT-0039,MANDIBULAR CONDYLECTOMY,2012-01-01,33000.0
DNT-0040,EXCISION OF BENIGN TUMOR MANDIBLE OR MAXILLARY BONE,2012-01-01,33000.0
DNT-0041,MIDFACE OSTEOTOMY LE FORT  III,2012-01-01,46200.0
DNT-0042,RECONSTRUCTION OF MAXILLARY CLEFT - BILATERAL,2012-01-01,46200.0
DNT-0043,EXCISION OF MALIGNANT TUMOUR MANDIBLE OR MAXILLARY BONE,2012-01-01,46200.0
FMXRY-0091,CEPHALOMETRIC 1 VIEW,2012-01-01,150.0
FMXRY-0092,CEPHALOMETRIC 2 VIEWS,2012-01-01,250.0
FMXRY-0093,PANORAMA & CEPHALO 1 VIEW,2012-01-01,330.0
FMXRY-0094,PANORAMA & CEPHALO 2 VIEWS,2012-01-01,400.0
FMXRY-0095,PORTABLE CHARGE,2012-01-01,150.0
FMXRY-0096,OPERATING ROOM CHARGE  30 MTS,2012-01-01,290.0
FMXRY-0097,FLUROSCOPY CHARGE CHARGE 5 MTS,2012-01-01,290.0
FMXRY-0098,ANY AREA OR ORGAN 1 VIEW,2012-01-01,180.0
FMXRY-0099,ANY AREA OR ORGAN 2 VIEWS,2012-01-01,290.0
FMXRY-0100,COMPLETE LIMB ONE SIDE,2012-01-01,400.0
FMXRY-0101,COMPLETE LIMB BOTH SIDES,2012-01-01,596.0
FMXRY-0102,BABYGRAM,2012-01-01,430.0
FMXRY-0103,WHOLE BODY BONE SURVEY,2012-01-01,700.0
FMXRY-0104,ADDITIONAL CHARGE EACH FILM,2012-01-01,100.0
FMXRY-0105,FLUROSCOPY IN O.R. 5 MINUTES,2012-01-01,150.0
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,2012-01-01,290.0
FMXRY-0107,FLUROSCOPY IN O.R. 15 MINUTES,2012-01-01,360.0
FMXRY-0200,NASOPHARYNX WUTH BARRIUM,2012-01-01,250.0
FMXRY-0201,OESOPHAGOGRAM-DOUBLE CONT.,2012-01-01,400.0
FMXRY-0202,BA. SWALLOW (ESOP) DOUBLE CONT,2012-01-01,350.0
FMOBG-0044,VAGINAL HYSTERECTOMY & REPAIR,2012-01-01,3724.0
FMOBG-0045,COLPOSUSPENSION,2012-01-01,2895.0
FMOBG-0046,TUBAL LIGATION,2012-01-01,2205.0
FMOBG-0048,REMOVAL OF INCERCLAGE  SUTURE,2012-01-01,435.0
FMOBG-0049,D & C & CAUTERY,2012-01-01,994.0
FMOBG-0050,HYMENECTOMY.,2012-01-01,929.0
FMDNTC0085,DRESSING OF WOUND (LARGE),2012-01-01,125.0
FMDNTC0086,NON-SURGICAL TREATMENT OF T.M. J. CLINICAL RECIPROCAL,2012-01-01,3473.0
FMDNTF0001,AMALGAM FILLING ONE S,2012-01-01,255.0
FMDNTF0002,AMALGAM FILLING TWO S,2012-01-01,320.0
FMDNTF0003,AMALGAM FILLING > 2 S,2012-01-01,410.0
FMDNTF0004,AMALGAM CORE,2012-01-01,475.0
FMDNTF0005,REINFORCEMENT EACH PIN,2012-01-01,90.0
FMDNTF0006,COMPOSITE FILLING - SIMPLE,2012-01-01,320.0
FMDNTF0007,COMPOSITE FILLING COMPOUND,2012-01-01,475.0
FMDNTF0008,COMPOSITE CORE,2012-01-01,630.0
FMDNTF0009,TEMPORARY FILLING,2012-01-01,90.0
FMDNTF0010,CHILDREN TOOTH FILLING  ONE    SURFACE,2012-01-01,165.0
FMDNTF0011,CHILDREN TOOTH FILLING TWO     SURFACES,2012-01-01,255.0
FMDNTF0012,FLOURIDE TREATMENT (CHILDREN)  PER VISIT,2012-01-01,255.0
FMDNTF0013,KETAC FILLING ONE SURFACE,2012-01-01,320.0
FMDNTF0014,KETAC FILLING TWO SURFACE,2012-01-01,410.0
FMDNTF0015,CHILD. KETAC FILLING 1 SURFACE,2012-01-01,255.0
FMDNTF0016,CHILD. KETAC FILLING 2 SURFACE,2012-01-01,320.0
FMDNTI0001,INSERTION OF IMPLANT,2012-01-01,1215.0
FMDNTI0002,T. IMPLANT ANT. (L),2012-01-01,1215.0
FMDNTI0003,T. IMPLANT ANT. (G),2012-01-01,1820.0
FMDNTI0004,IMMEDIATE T IMPLANT ANT. (L),2012-01-01,1639.0
FMDNTI0005,IMMEDIATE T IMPLANT ANT.(G),2012-01-01,1819.0
FMDNTI0006,T. IMPLANT POST (L),2012-01-01,1460.0
FMDNTI0007,T IMPLANT PIRT (G),2012-01-01,1549.0
FMDNTI0008,IMMEDIATE T IMPLANT ANT. (L),2012-01-01,1819.0
FMDNTI0009,IMMEDIATE T IMPLANT ANT. (G),2012-01-01,2093.0
FMDNTI0010,REMOVAL OF T IMPLANT,2012-01-01,365.0
FMDNTI0011,INSERTION OF I.M.Z. IMPLANT   FIRST STAGE,2012-01-01,1215.0
FMDNTI0012,INSERTION OF I.M.Z. IMPLANT   2ND STAGE,2012-01-01,245.0
FMDNTI0013,I.M.Z. IMPLANT TIT.L 1ST STAGE,2012-01-01,1820.0
FMDNTI0014,I.M.Z. IMPLANT TIT.L 2ND STAGE,2012-01-01,610.0
FMDNTI0015,I.M.Z. IMPLANT H.A.L 1ST STAGE,2012-01-01,1819.0
FMDNTI0017,I.M.Z. IMPLANT TIT.G 1ST STAGE,2012-01-01,855.0
FMDNTI0019,I.M.Z. IMPLANT H.A.G 1ST STAGE,2012-01-01,1215.0
FMDNTI0021,REMOVAL OF I.M.Z. IMPLANT,2012-01-01,365.0
FMDNTI0022,INSERTION OF T.P.S. IMPLANT,2012-01-01,610.0
FMDNTI0023,T.P.S. IMPLANT 2,2012-01-01,1215.0
FMDNTI0024,T.P.S. IMPLANT 3,2012-01-01,1820.0
FMDNTI0025,T.P.S. IMPLANT 4,2012-01-01,1819.0
FMDNTI0026,SUBPERIOSTEAL IMPLANT COMPLETE 1ST STAGE,2012-01-01,610.0
FMDNTI0027,SUBPERIOSTEAL IMPLANT COMPLETE 2ND STAGE,2012-01-01,245.0
FMDNTI0028,SUBPERIOSTEAL IMPLANT PARTIAL  1ST STAGEB 1/2 JAW,2012-01-01,245.0
FMDNTI0029,SUBPERIOSTEAL IMPLANT PARTIAL  2ND STAGE 1/2 JAW,2012-01-01,125.0
FMDNTI0030,SUBPERIOSTEAL IMPLANT PARTIAL  1ST STAGE,2012-01-01,365.0
FMDNTI0031,SUBPERIOSTEAL IMPLANT PARTIAL  2ND STAGE,2012-01-01,125.0
FMDNTI0032,REMOVAL OF SUBPERIOSTEAL -     IMPLANT - COMPLETE,2012-01-01,365.0
FMDNTI0033,REMOVAL OF SUBPERIOSTEAL  -    IMPLANT - PARTIAL,2012-01-01,245.0
FMDNTI0034,INSERTION OF LINKOW ANT.,2012-01-01,245.0
FMDNTI0035,INSERTION OF LINKOW - POST,2012-01-01,610.0
FMDNTI0036,REMOVAL OF LINKOW - ANT.\,2012-01-01,185.0
FMDNTI0037,REMOVAL OF LINKOW - POST,2012-01-01,365.0
FMDNTI0038,LINKOW WITH 1 PFOSTEN,2012-01-01,1215.0
FMDNTI0039,LINKOW 10 WITH 1 PFOSTEN,2012-01-01,1820.0
FMDNTI0040,LINKOW WITH 2 PFOSTEN,2012-01-01,1819.0
FMDNTI0041,LINKOW 10 WITH 2 PFOSTEN,2012-01-01,2280.0
FMDNTI0042,I.D.F.,2012-01-01,365.0
FMDNTI0043,I.D.F. + CORE,2012-01-01,430.0
FMDNTI0044,I.D.F. WITH H.A. FILLER (SMALL CAVITY),2012-01-01,490.0
FMOPTA0018,CORNEAL TOPOGRAPHY,2012-01-01,460.0
FMOPTA0020,SYNPTOPHORE EXAMINATION,2012-01-01,155.0
FMOPTA0021,MULTIVISION CONTRAST TESTING,2012-01-01,155.0
FMDNTS0035,APICECTOMY &RETROGRADE FILLING(POSTERIOR),2012-01-01,1819.0
FMDNTS0036,PLASTIC CLOSURE OF CHRONIC    SKIN  FISTULA,2012-01-01,1819.0
FMDNTS0037,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (SMALL),2012-01-01,1555.0
FMDNTS0038,CLOSURE OF ACCIDENTAL OPENING OF MAXILLARY SINUS (MODERATE),2012-01-01,1655.0
FMDNTS0039,CLOSURE OF ACCIDENTAL OPENING OF MAX. SINUS (LARGE),2012-01-01,1819.0
FMDNTS0040,CLOSURE OF CHRONIC  ORO-ANTRALFISTULA,2012-01-01,2734.0
FMDNTS0041,CALDWELL-LUC OPERATION,2012-01-01,3188.0
FMDNTS0042,ALVEOLOPLASTY LOCALIZED,2012-01-01,1410.0
FMDNTS0043,ALVEOLOPLASTY 1/2 JAW,2012-01-01,1819.0
FMDNTS0044,ALVEOLOPLASTY ONE JAW,2012-01-01,3368.0
FMDNTS0045,MAX. TUBEROSITY REDUCTION SOFTTISSUE,2012-01-01,490.0
FMDNTS0046,MAX.TUBEROSITY REDUCTION(BONY),2012-01-01,1215.0
FMDNTS0047,REMOVAL OF FLABBY TISSUE ONE  JAW,2012-01-01,1820.0
FMDNTS0048,REMOVAL OF LOCAL FLABBY TISSUE,2012-01-01,610.0
FMDNTS0049,LABIAL FRENECTOMY,2012-01-01,1215.0
FMDNTS0050,LINGUAL FRENECTOMY(TONGUE TIE),2012-01-01,1555.0
FMDNTS0051,REMOVAL OF DENTURE FISSURATUM SMALL,2012-01-01,610.0
FMDNTS0052,REMOVAL OF DENTURE FISSURATUM LARGE,2012-01-01,1215.0
FMDNTS0053,REMOVAL OF TORES PALATINUS SML,2012-01-01,1215.0
FMDNTS0054,REMOV. OF TORES PALATINUS LRGE,2012-01-01,1819.0
FMDNTS0055,REMOV. OF MANDIBULAR TOR.SMLL.,2012-01-01,1215.0
FMDNTS0056,REMOV. OF MADIBULAR  TOR. LRGE,2012-01-01,1820.0
FMDNTS0057,VESTIBULOPLASTY HALF JAW,2012-01-01,1820.0
FMDNTS0058,VESTIBULOPLASTY ONE JAW,2012-01-01,1819.0
FMDNTS0059,DEEPNING OF SULCUS,2012-01-01,2483.0
FMDNTS0060,RIDGE AUGEMENTATION,2012-01-01,4624.0
FMDNTS0061,REMOVAL OF SAL. CALCULAI ANT. I/O,2012-01-01,610.0
FMDNTS0062,REMOVAL OF SAL. CALCULAI MID. I/O,2012-01-01,1105.0
FMDNTS0063,REM. OF SAL. CALCULAI POST I/O,2012-01-01,1820.0
FMDNTS0064,ENUCLEATION OF MUCOCEL  SMALL,2012-01-01,1070.0
FMDNTS0065,ENUCLEATION OF MUCOCEL LARGE,2012-01-01,1105.0
FMDNTS0066,MARSUPIALIZATION OF RANULA SML,2012-01-01,1820.0
FMDNTS0067,MURSUPILALIZATION OF RANULA   LARGE,2012-01-01,1654.0
FMDNTS0068,REMOVAL OF SUB MANDIBULAR     SALIVARY GLAND,2012-01-01,2483.0
FMDNTS0069,SUPERFACIAL PAROTIDACTOMY,2012-01-01,2895.0
FMDNTS0070,MANIPULATION OF DISLOCATED TMJ,2012-01-01,950.0
FMDNTS0071,"MANIPULATION OF LUXATED TMJ,PD",2012-01-01,1654.0
FMDNTS0072,"PAIN AND CLICKING  TMJ, P.D.",2012-01-01,3154.0
FMDNTS0073,"MYOFACIAL PAIN DISFUNCTION    SYDROME, P. D.",2012-01-01,4200.0
FMDNTS0074,"FACIAL PAIN, P. D.",2012-01-01,1410.0
FMDNTS0075,BIOPSY OF SOFT TISSUE - SMALL,2012-01-01,430.0
FMDNTS0076,BIOPSY OF SOFT TISSUE - MEDIUM,2012-01-01,720.0
FMDNTS0077,BIOPSY OF SOFT TISSUE - LARGE,2012-01-01,1140.0
FMDNTS0078,BIOPSY OF BONE (SUPERFACIAL),2012-01-01,555.0
FMDNTS0079,BIOPSY OF BONE (MODERATE),2012-01-01,1105.0
FMDNTS0080,BIOPSY OF BONE (DEEP),2012-01-01,1575.0
FMDNTS0081,SURGICAL EXCISION INTRA-ORAL  SWELLING SMALL,2012-01-01,1410.0
FMDNTS0082,SURGICAL EXCISION OF INTRA-   ORAL SWELLING - MEDIUM,2012-01-01,1512.0
FMDNTS0083,SURGICAL EXCISION OF INTRA-   ORAL SWELLING LARGE,2012-01-01,2108.0
FMDNTS0084,SURGICAL EXCISION OF BENIGN   TUMOUR IN SOFT PALATE,2012-01-01,2070.0
FMDNTS0085,SURGICAL EXCISION OF BENIGN   TUMOUR IN HARD PALATE,2012-01-01,2895.0
FMDNTS0086,SURGICAL EXCISION OF BENIGN   TUMOUR LIP,2012-01-01,2483.0
FMDNTS0087,SURGICAL EXCISION OF BENIGN   TUMOUR IN JAW,2012-01-01,3308.0
FMDNTS0088,SURGICAL EXCISION OF MALIGNANTTUMOUR SMALL,2012-01-01,4137.0
FMDNTS0089,SURGICAL EXCISION OF MALIGNANTTUMOUR MEDIUM,2012-01-01,4962.0
FMDNTS0090,SURGICAL EXCISION OF MALIGNANTTUMOUR LARGE,2012-01-01,6998.0
FMDNTS0091,STICHES FOR SUPERFICIAL WOUND,2012-01-01,785.0
FMDNTS0092,STICHES  FOR DEEP WOUND,2012-01-01,1555.0
FMDNTS0093,REMOVAL OF FOREIGN BODY SUPER.,2012-01-01,610.0
FMORW-0060,VALENSER PERENEURAL SPLINT,2012-01-01,4630.0
FMORW-0061,BELOW KNEE ORTHOSIS THERMOPLAS T,2012-01-01,7705.0
FMORW-0062,BELOW KNEE ORTHOSIS THERMOPLAS T LIGHT,2012-01-01,10770.0
FMORW-0063,BELOW KNEE ORTHOSIS LEATHER,2012-01-01,13845.0
FMPSYB0039,LIEBOWITZ SOCIAL PHOBIA SCALE,2012-01-01,270.0
FMPSYB0040,SOCIAL SKILL TEST,2012-01-01,135.0
FMPSYB0041,ROTH TECHNIQUE,2012-01-01,325.0
FMPSYB0042,STANDARDIZED ARABIC LANGUANGE TEST,2012-01-01,320.0
FMPSYB0043,ARTICULATION TEST,2012-01-01,182.0
FMPSYB0044,CHILDHOOD AUTISM RATING SCALE (CARS),2012-01-01,160.0
FMPSYB0045,ILLIOS TEST OF PSYCHOLIONGUISTIC ABILITIES,2012-01-01,430.0
FMPSYB0046,PORTAGE EVALUATION,2012-01-01,220.0
FMPSYB0047,COUNSELING SESSION,2012-01-01,110.0
FMPSYB0048,STIMULATION SESSIONS,2012-01-01,220.0
FMPSYB0049,LD PER SESSION,2012-01-01,220.0
FMPSYB0050,LD 5 SESSIONS,2012-01-01,695.0
FMPSYB0051,PORTAGE PROGRAM FOR 2 WEEKS (2SESSIONS),2012-01-01,270.0
FMPSYB0052,PORTAGE PROGRAM FOR 1 MONTH (3SESSIONS),2012-01-01,480.0
FMPSYB0053,PORTAGE PROGRAM FOR 2 MONTHS (5SESSIONS),2012-01-01,695.0
FMXRY-0814,UTERINE FIBROID EMBOLIZATION,2012-01-01,19150.0
FMXRY-0815,EMBOLIZATION FIRST SERIES,2012-01-01,16000.0
FMXRY-0816,EMBOLIZATION SECOND SERIES,2012-01-01,10400.0
FMXRY-0900,HOME PORTABLE SERVICE,2012-01-01,1075.0
FMXRY-0901,HOME PORTABLE VIEW,2012-01-01,540.0
FMXRY-0902,HOME PORTABLE 2 VIEW,2012-01-01,976.0
FMXRY-0903,ADDITIONAL POSITION,2012-01-01,332.0
FMXRY-0904,HOME ULTRASOUND,2012-01-01,1075.0
FMXRY-0905,HOME DOPPLER ULTRASOUND,2012-01-01,3200.0
FMXRY-0929,UTERINE FIBROID EMBOLIZATION,2012-01-01,13500.0
FMXRY-0977,PERCUTANEOUS DISCECTOMY LUMBAR,2012-01-01,16000.0
FMXRY-0978,PERCAUTANEOUS DISCECTOMY CERVICAL,2012-01-01,20250.0
FMXRY-1001,MRI W/O CONTRAST,2012-01-01,1600.0
FMXRY-1002,MRI WITH CONTRAST,2012-01-01,2100.0
FMXRY-1003,MRA,2012-01-01,1200.0
FMXRY-1004,MRI ANY AREA ORGAN,2012-01-01,1600.0
FMXRY-1011,CT WITH CONTRAST,2012-01-01,1200.0
FMXRY-1012,CT WITHOUT CONTRAST,2012-01-01,1000.0
FMXRY-1013,CT PARANASAL SINUSES,2012-01-01,1000.0
FMXRY-1014,GUIDED BIOPSY,2012-01-01,1375.0
FMXRY-1015,CT PELVIMETRY,2012-01-01,1000.0
FMXRY-1021,PERIPHERAL ANGIO/ABD ANGIO,2012-01-01,4500.0
FMXRY-1022,CEREBRAL ANGIO,2012-01-01,7438.0
FMXRY-1023,TUMOR EMBOLIZATION/CAVA FILTER IMPL,2012-01-01,13000.0
FMXRY-1031,BONE SCAN OR DTPA RENAL SCAN - LIVE,2012-01-01,900.0
FMXRY-1032,MYOCARDIAL PERFUSION SCINTIGRAPHY,2012-01-01,1700.0
FMXRY-1034,LUNG PERF & VENTILATION,2012-01-01,1350.0
FMXRY-1035,LACRIMAL DUCT SCITIGRAPHY,2012-01-01,600.0
FMXRY-1036,THYROID & OTHERS SCITIGRAPHY,2012-01-01,600.0
FMXRY-1041,ULTRASOUND ANY AREA ORGAN,2012-01-01,500.0
FMXRY-1042,DOPPER ULTRASOUND ONE SIDE,2012-01-01,600.0
FMXRY-1044,3D ULTRASOUND,2012-01-01,938.0
FMXRY-1045,ULTRASOUND GUIDED BIOPSY OR ASPIRAT,2012-01-01,800.0
FMXRY-1051,HYSTEROSALPINGIOGRAPHY (HSG),2012-01-01,882.0
FMXRY-1061,PANORAMA VIEW ONLY,2012-01-01,180.0
FMXRY-1062,PANORAMA CEPHALOMETRY,2012-01-01,350.0
FMXRY-1063,PANORAMA TMJ OPEN & CLOSED VIEW,2012-01-01,400.0
FMXRY-441,TC-99 M DMSA SCAN,2012-01-01,900.0
FMXRY-9925,EACH ADDITIONAL RUN,2012-01-01,200.0
SUR-0001,Abscess Drainage GA,2012-01-01,1650.0
SUR-0002,Circumcision (Over 1 yr. old) G.A.,2012-01-01,2000.0
SUR-0003,Circumcision (Less than 1 yr. old) L.A.,2012-01-01,600.0
SUR-0004,Removal Foreign Body L.A.,2012-01-01,900.0
SUR-0005,Removal of Perianal Skin Tag LA,2012-01-01,900.0
SUR-0006,Drainage of Peri-Anal Abscess L.A.,2012-01-01,2100.0
SUR-0007,Excision of  Lipoma LA,2012-01-01,1650.0
SUR-0008,Removal-Thrombosed Pile GA,2012-01-01,2950.0
SUR-0009,Debridement of Friction Burns L.A.,2012-01-01,1650.0
SUR-0010,Removal of Perianal Skin Tag GA,2012-01-01,2950.0
SUR-0011,Excision of  Lipoma GA,2012-01-01,2890.0
SUR-0012,Ischio Rectal Abscess I & D,2012-01-01,2800.0
URO-0042,Pyeloplasty,2012-01-01,12000.0
URO-0043,Nephrolithotomy,2012-01-01,11000.0
URO-0044,Partial Excision of Tumours of the Kidney and Bladder,2012-01-01,12100.0
URO-0045,Nephrectomy (Simple),2012-01-01,9500.0
URO-0046,Pyelolithotomy,2012-01-01,12000.0
URO-0047,Ureterolithotomy,2012-01-01,9300.0
URO-0048,Perinephric Abscess,2012-01-01,9765.0
URO-0049,Radical Nephrectomy,2012-01-01,21000.0
URO-0050,Nephrouretectomy,2012-01-01,20000.0
URO-0051,Cystourethroscopy and T.U.R. Prostatectomy,2012-01-01,13125.0
URO-0052,Resection and Anastomosis or Reimplantation of Urether,2012-01-01,13200.0
NEU-0001,Steriotactic Biopsy Brain,2012-01-01,29400.0
NEU-0002,Laser Discectomy,2012-01-01,17325.0
NEU-0003,Depressed Fracture of Skull & Decompression,2012-01-01,13285.0
NEU-0004,Ventricular- Artrial Shunt,2012-01-01,17325.0
NEU-0005,Ventricular- Peritoneal Shunt,2012-01-01,17325.0
NEU-0006,Lumbar - Two Disc,2012-01-01,16800.0
FMDNTI0045,I.D.F. W/ H.A. FILLER(MODERATE CAVITY),2012-01-01,610.0
FMDNTI0046,I.D.F. WITH H.A. FILLER (LARGE CAVITY),2012-01-01,735.0
FMDNTI0047,REMOVAL OF I.D.F.,2012-01-01,185.0
FMDNTI0048,H.A. GRANULES FILLER IN SMALL  CAVITY,2012-01-01,185.0
FMDNTI0049,H.A. GRANULES FILLER IN -      MODERATE CAVITY,2012-01-01,310.0
FMDNTI0050,H.A. GRANULESS FILLER IN LARGE CAVITY,2012-01-01,490.0
FMENTL0042,ILLIONOIS TEST OF SPYCHOLIGUISTIC ABLTS (MUL SESSI,2012-01-01,825.0
FMENTL0043,PORTAGE EVALUATION (MULTIPLE SESSIONS),2012-01-01,670.0
FMENTL0044,PORTAGE PROGRAM (MULTIPLE SISSION),2012-01-01,620.0
FMENTL0045,VOICE THERAPY SESSION (SINGLE),2012-01-01,210.0
FMENTL0046,STUTTERING THERAPY SESSION(SINGLE),2012-01-01,210.0
FMENTL0047,DLD SESSION (SINGLE ),2012-01-01,210.0
FMENTM0001,CONDYLECTOMY,2012-01-01,2205.0
FMENTN0001,SUTURE OF LACERATION OF NOSE   (EACH),2012-01-01,115.0
FMENTN0002,EXCISION OF LIMITED TUMOUR OF,2012-01-01,3244.0
FMENTN0003,NASOVESTIBULAR CYST,2012-01-01,2320.0
FMENTN0004,PROETZ MANOEUVRE (NASAL SINUS,2012-01-01,155.0
FMENTN0005,RHINOSCOPY,2012-01-01,95.0
FMENTN0006,ALLERGY PRICK TEST,2012-01-01,475.0
FMENTN006,ALLERGY PRICK TEST,2012-01-01,445.0
FMENTN2001,FOREIGN BODY REMOVAL,2012-01-01,310.0
FMENTN2002,RHINOLITH EXTRACTION,2012-01-01,2220.0
FMENTN2003,CLOSED REDUCTN OF NASAL FRACT.,2012-01-01,1440.0
FMENTN2004,REDUCTION OF NASAL FRACTURE -,2012-01-01,145.0
FMENTN2005,INCISION & DRAINAGE OF SEPTAL,2012-01-01,945.0
FMENTN2006,INCISION & DRAINAGE OF SEPTAL,2012-01-01,930.0
FMENTN2007,CONTROL OF EPISTAXIS BY ANTER- NASAL PACKING,2012-01-01,350.0
FMENTN2008,CONTROL OF EPISTAXIS BY ANT. &,2012-01-01,1160.0
FMENTN2009,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - UNILATERAL,2012-01-01,120.0
FMENTN2010,CONTROL OF EPISTAXIS BY CHEM.  CAUTERIZATION - BILATERAL,2012-01-01,155.0
FMENTN2011,CONTROL OF EPISTAXIS BY ELECT. CAUTERIZATION - UNILATERAL,2012-01-01,235.0
FMENTN2012,CONTROL OF EPISTAXIS BY ELECT. CAUTERIZATION - BILATERAL,2012-01-01,350.0
FMENTN2013,CORTICOSTEROID INJ.-TURBINATE,2012-01-01,115.0
FMENTN2014,CAUTERY - SUBMUCOSAL DIATHERMY,2012-01-01,350.0
FMENTN2015,CAUTERY - SUBMUCOSAL DIATHERMY,2012-01-01,585.0
FMENTN2016,TURBINECTOMY - LATEAL FRACTURE,2012-01-01,1350.0
FMENTN2018,TURBINECTOMY-CRYOSURGERY-UNILA,2012-01-01,470.0
FMENTN2019,TURBINECTOMY-CRYOSURGERY-BILAT,2012-01-01,815.0
FMENTN2020,TURBINECTOMY-PARTIAL EXCISION-,2012-01-01,1350.0
FMENTN2021,TURBINECTOMY-PARTIAL EXCISION,2012-01-01,1350.0
FMENTN2022,TURBINECTOMY - TOTAL,2012-01-01,1600.0
FMENTN2023,OTHER TURBINECTOMIES (MIDDLE-,2012-01-01,1395.0
FMENTN2024,PERNASAL REMOVAL OF ALLERGIC,2012-01-01,1395.0
FMENTN2025,PERNASAL REMOVAL OF ALLERGIC,2012-01-01,1740.0
FMENTN2026,PERNASAL REMOVAL OF POLYPI -,2012-01-01,1740.0
FMENTN2027,PERNASAL REMOVAL OF POLYPI -,2012-01-01,2320.0
FMENTN2028,PERNASAL REMOVAL OF POLYPI -,2012-01-01,1740.0
FMENTN2029,PERNASAL REMOVAL OF POLYPI -,2012-01-01,1740.0
FMENTN2030,ANTROCHOANAL POLYPECTOMY WITH,2012-01-01,2780.0
FMENTN2031,ANTROCHOANAL POLYPECTOMY WITH-,2012-01-01,1395.0
FMENTN2032,NASAL ADHISIONS UNILATERAL,2012-01-01,1160.0
FMENTN2033,NASAL ADHESIONS - BILATERAL,2012-01-01,1740.0
FMENTN2034,DEBRIDEMENT-ATROFIC RHINITIS - UNILATERAL,2012-01-01,115.0
FMENTN2035,DEBRIDEMENT-ATROFIC RHINITIS - BILATERAL,2012-01-01,180.0
FMENTN2036,SILASTIC IMPLANTATION ATROFIC,2012-01-01,2780.0
FMENTN2037,REPAIR OF CHOANAL ATRESIA-UNIL,2012-01-01,2900.0
FMENTN2038,REPAIR OF CHOANAL ATRESIA-BILA,2012-01-01,3704.0
FMENTN2039,NOSE RECONSTRUCTION-RHINOPLAST,2012-01-01,3704.0
FMENTN2040,LIMITED RHINOPLASTY,2012-01-01,2900.0
FMENTN2041,AUGMENTATION RHINOPLASTY,2012-01-01,2900.0
FMENTN2042,REVISION OF RHINOPLASTY,2012-01-01,3704.0
FMENTN2043,RHINOSEPTOPLASTY,2012-01-01,3500.0
FMENTN2044,REVISION RHINOSEPTOPLASTY,2012-01-01,4632.0
FMENTN2046,REVISION SEPTOPLASTY,2012-01-01,3250.0
FMENTN2047,SUBMUCOUS RESECTION OF SEPTUM,2012-01-01,1350.0
FMDNTS0094,REMOVAL OF FOREIGN BODY DEEP,2012-01-01,1470.0
FMDNTS0095,REMOVAL OF PLATE OR WIRES ANT.,2012-01-01,610.0
FMDNTS0096,REMOVAL OF PLATE / WIRE MIDDLE,2012-01-01,1105.0
