Unified Codes,Unified Descr.,LOS, SBS Codes,type,Gross Price,Unnamed: 6
FMSUR-3338,Endometrium Oblation,1,35622-00-00,PKG,14400,
FMSUR-3339,Emryo Transfer,DAY CASE,13215-01-00,PKG,2400,
FMSUR-3340,Pre Implantation Genetic Screeing (Pgs) 4 Embryos,DAY CASE,73400-03-20,PKG,6600,
FMSUR-3341,Bilateral Carotid And Vertebral Angiogram,1,90902-00-00,PKG,9000,
FMSUR-3342,Spinal Angiogram,1,57350-05-00,PKG,9000,
FMSUR-3343,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis Without Stent And Balloon,4,35303-06-00,PKG,27600,
FMSUR-3344,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis With Balloon,4,35307-00-00,PKG,32400,
FMSUR-3345,Percutaneous Transluminal Angioplasty (Pta) For Extracranial Cerebrovascular Stenosis With Stent,4,35309-06-00,PKG,42000,
FMSUR-3346,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis Without Stent And Balloon,4 including ICU ,35303-06-00,PKG,42000,
FMSUR-3347,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis With Balloon,4,35307-00-00,PKG,51600,
FMSUR-3348,Percutaneous Transluminal Angioplasty (Pta) For Intracranial Cerebrovascular Stenosis With Stent,4 including ICU ,35303-06-00,PKG,58800,
FMSUR-3349,"Obliteration Of Cerebral Aneurysms By Coils – Small Aneurysms (<5 Mm) Including The Basic Microcatheter, Microguide Wire And The First",2,35412-00-00,PKG,78000,
FMSUR-3350,Each Additional : Coil,,99999-99-99,PKG,18962.248799999998,
FMSUR-3351,"Obliteration Of Cerebral Aneurysms By Coils – Medium Aneurysms (5 To 10 Mm) Including The Basic Microcatheter, Microguide Wire And The First Coil",3,35412-00-00,PKG,92400,
FMSUR-3352,"Obliteration Of Cerebral Aneurysms By Coils – Large Aneurysms (> 10 Mm) Including The Basic Microcather, Microguide Wire And The First Coil",3,35412-00-00,PKG,105600,
FMSUR-3353,"Embolization Of Cranial And Spinal Arteriovenous Malformations By Glue And Coils 1-3 Nedal Injections Including The Basic Microcatheter, Microguide Wire And First Coil",2,35321-10-00,PKG,63000,
FMSUR-3354,"Embolization Of Cranial And Spinal Arteriovenous Malformations By Glue And Coils 3-6 Nedal Injections Including The Basic Microcatheter, Microguide Wire And The First Coil",3,35412-00-00,PKG,70200,
FMSUR-3355,"Embolization Of Cranial And Spinal Arteriovenous Malformations By Glue And Coils > 6 Nedal Injections Including The Basic Microcatheter, Microguide Wire And The First Coil",2,35321-02-00,PKG,79800,
FMSUR-3356,"Embolization Of Cranial And Spinal Vascular Tumors As Pre-Operative And Decrease In Blood Supply To The Tumor Including The Basic Microcatheter, Microguide Wire And The First Coil",2,35321-02-00,PKG,16620,
FMSUR-3357,"Endovascular Intraarterial Fibrinolysis For Cerebrovascular Embolization / Thrombosis (Short Segment <10 Cm) Including The Basic Microcatheter, Microguide Wire",3,90223-01-00,PKG,40800,
FMSUR-3358,"Endovascular Revascularization Of Cerebral Ischemia – Single Vessel Including The Basic Microcatheter, Microguide Wrie",3,90235-00-00,PKG,40800,
FMSUR-3359,"Endovascular Revascularization Of Cerebral Ischemia – Mutiple Vessel Including The Basic Microcatheter, Microguide Wire",3,35303-06-00,PKG,47820,
FMSUR-3360,"Carotico-Cavernous Fistula Closure Including The Basic Microcatheteter, Microguide Wire And The First Coil",2,39815-00-00,PKG,39600,
FMSUR-3361,"Dural Arteriovenous Fistula Closure Including The Basic Microcatheter, Microguide Wire And The First Coil",1,34115-00-00,PKG,27000,
FMSUR-3362,"Revision, Arteriovenous Fistula / Gortex",,34512-00-00,PKG,6996,
FMSUR-3364,Incision  Drainage Deep Abscess/Hematoma Soft Tissues Neck/Thorax,1,96215-00-00,PKG,3000,
FMSUR-3366,THERAPEUTIC ERCP+CRE BALLOON DILATATION,day case,30484-00-00,PKG,10400,
FMSUR-3367,Microscopic Repair Of Nail Bed ,1,46486-00-00,PKG,6000,
FMSUR-3372,OMENTAL FLAP/ EXTRAABDOMINAL,,37029-01-00,PKG,16000,
FMSUR-3373,Infra-Colic Omentectomy,1,96189-00-00,PKG,30000,
FMSUR-3374,Resection Of Huge Abdominal Mass,1,90328-00-00,PKG,10000,
Fmsur-3375,Laparoscopic Distal Gastrectomy With Extended D1 Lymphadenectomy ,4,30523-00-00,PKG,40000,
Fmsur-3376,Billroth Ii,2,30518-01-00,PKG,18000,
Fmsur-3377,Insertion Feeding Jejunostomy,2,31462-00-00,PKG,12000,
FMSUR-3378,Total Conservative Parotidectomy With Facial Nerve Preservation,4,30247-00-00,PKG,40000,
FMSUR-3379,Oesophagojeunostomy,3,30554-00-00,PKG,23000,
FMSUR-3391,APICECTOMY ANTERIOR,,434,services,4109,
FMSUR-3394,Inguinal lymph node dissection ,1,90282-00-00,PKG,14400,
FMSUR-3395,Laparoscopic CBD (COMMON BILE DUCT )exploration ,DAY CASE,30449-00-00,PKG,14400,
FMSUR-3396,Laparoscopic sphincter saving low anterior  resection ,DAY CASE,90366-00-00,PKG,15600,
FMSUR-3397,Debridement WOUND THERAPY NEGATIVE PRESSURE Including device,(1day),30029-00-30,PKG,6500,
fmsur-3398,THD Hemorrhoidectomy,1,32138-00-00,PKG,14000,
FMSUR-3450,THORACOTOMY And excision of Lung Mass- 3 days,3,38438-01-00,PKG,46388,
FMSUR-3452,THORACOTOMY FOR LOBECTOMY,5,38438-01-00,PKG,46388,
FMSUR-3636,MEDIASTINOSCOPY,,38448-01-00,services,12623,
FMSUR-3701,Bentall WITHOUT prothesis + Arch Replacement,5,38556-02-00,PKG,120000,
FMSUR-3989,Release Of Tongue Tie Under L.A,,83700-00-00,services,1541,
FMSUR-4000,Whipples Operation(Cancer Head Of Pancreas),,31500-00-01,PKG,73920,
FMSUR-4003,Axillary Node Dissection,1,30332-00-00,PKG,14000,
FMSUR-4004,Bilateral Pelvic Lymph node dissection,3,35723-00-00,PKG,20000,
FMSUR-4005,"Open , Bilateral salpingoophorectomy",3,35713-07-00,PKG,21000,
fmsur-4045,Duodenal Ampullectomy + pancretic Duodenostomy,,30578-00-00,PKG,22000,
FMSUR-4111,Application of portable vaccum  machine ,(1day),90223-01-00,PKG,8500,
FMSUR-4444,Duodenal Ampullectomy + pancretic Duodenostomy +Choleducoduodenostomy (2 DAYS),,43807-00-00,PKG,46000,
FMSUR-4471,Cystoscopy + TVR Bladder Carcinoma + Histopath,,90360-00-00,PKG,8074.5,
FMSUR-4472,Repair of ruptured superficial ligament of knee and ligament of ankle arthroscopic,,49539-00-01,PKG,8883,
FMSUR-5027,Insertion of Seton with rectal examination under general anesthesia,,90335-01-00,PKG,7500,
FMSUR-5040,"Laparoscopic total gastrectomy with D2 coeliac lymphadenectomy, esophagojejunostomy, and jejunojejunostomy.",(1 ICU+4 WARD),30521-00-00,PKG,100000,
FMSUR-5555,LAPAROSCOPIC INCISIONAL HERNIA W/ HERNIOPLASTY Or umbl.hernia (WITHOUT MESH),,30403-00-00,PKG,9100 ,
FMSUR-8006,Aspiration Of Synovial Fluid Em00515035,,50124-00-01,services,392,
FMSUR-8282,AV FISTULA CONSTRUCTION/DILATIATION,,34512-00-00,PKG,15000,
FMSUR-8585,Peritonectomy with hyperthermic intraperitoneal chemotherapy (HIPEC) excluding discharge medication and room upgrade,5 days LOS 2 days ICU ,96211-00-00,PKG,145000,
FMSUR-8890,Jejune-jejunal intussusception - PKG,,30375-08-00,PKG,15500,
FMSUR-9048,Excision Of Soft Tissue Sarcoma,1,90575-00-01,PKG,2500,
FMSUR-9154,Excision Of Haemangioma Big,,45033-00-00,PKG,15840,
FMSUR-9171,"Neonatal Laparotomy, Microsurgical Procedure",,30373-00-00,services,15840,
FMSUR-9183,NEONATAL INGUINAL HERNIA REPAIR(OBSTRUCTION)- UNILATERAL,,30614-02-00,services,12000,
FMSUR-9188,NEONATAL INGUINAL HERNIA REPAIR(OBSTRUCTION)-BILATERAL,,30614-03-00,services,20000,
FMSUR-9217,UNILATERAL EXCISION OF VESSELS (MULT.AVULSION OF VARICOSE VEINS),(2 days),90223-01-00,PKG,13000,
FMSUR-9225,wound exploration,,90675-00-00,PKG,4500,
FMSUR-9958,below knee amputation,4 Days,44367-02-00,PKG,20000,
FMURO-0004,CYSTOSCOPY & CAUTERY - BLADDER,,36840-02-00,PKG,11033.36,
FMURO-0005,Simple Urethral Dilatation,,90358-00-00,services,6300,
FMURO-0006,Fixation Catheter - Ruptured Urethra,,90365-00-00,services,3065,
FMURO-0007,Cystofix Suprapubic Catheter Puncture,,37011-00-00,services,1100,
FMURO-0012,LITHOLAPAXY ,,36863-00-00,services,4500,
FMURO-0013,ENDOSCOPIC EXTRACTION OF URETER- AL STONE,,36806-02-00,PKG,9366,
FMURO-0053,URETEROLYSIS,,36615-01-00,services,6353.655,
FMURO-0054,Bladder Washout,,11921-00-00,services,572,
FMURO-0055,Insertion Of Uretheral Catheter,,36824-00-00,services,392,
FMURO-0056,Dressing Of Wound,,30055-00-00,services,272,
FMURO-0058,Diagnostic Sonography,,90908-00-11,services,714,
FMURO-0062,Urethrocystography,,58721-00-00,services,730,
FMURO-0064,ANTEGRADE PYELOGRAPHY,,58715-00-00,services,633,
FMURO-0069,Micturating Cystourethrogram (Mcug),,58721-00-00,services,730,
FMURO-0074,Aspiration & Injection Of Renal Cyst,,90563-00-00,services,15750,
FMURO-0076,Embolization Of Varicocele,,30635-00-01,services,16800,
FMURO-0101,Needle Biopsy Prostate,,37218-00-00,services,1265,
FMURO-0113,Re-Eswl From Addmission 1St Month,,92199-00-00,services,1050,
FMURO-0114,Re-Eswl From Admission 2Nd Month,,92199-00-00,services,1265,
FMURO-0115,Re-Eswl From Admission 3Rd Month,,92199-00-00,services,2010,
FMURO-0116,Re-Eswl From Admission 3-6 Months,,36546-00-00,services,2505,
FMURO-0121,Urodynamic Study,,11900-00-00,services,1257,
FMURO-0122,STONE MANIPULATION UNDER -     ANAESTHESIA & X-RAY CONTROL,,36652-02-01,services,6940.395,
FMURO-0123,Injection Of Peroxinorm,,50124-01-10,services,455,
FMURO-0125,Eswl-Stone Localization Trial,,92199-00-00,services,5010,
FMURO-0129,Uroflowmetery,,11900-00-00,services,493,
FMURO-0133,Papaverin Test,,37415-00-00,services,493,
FMURO-0134,Doppler Study Of Penile Arteries,,55282-00-00,services,837,
FMURO-0135,Dynamic Cavernpsography,,37415-00-00,services,10500,
FMURO-0136,Pudendal Arteriography,,59970-03-00,services,12600,
FMURO-0138,Artificial Seminal Aspiration,,37605-01-01,services,8400,
FMURO-0139,SURGICAL MANAGEMENT OF PRIAPRISM,,37393-01-00,services,5000,
FMURO-0140,LOCAL INSTILLATION OF B.C.G. VACCINE,,92145-00-00,services,4649.925,
FMURO-0141,Transurethral Microwave Hyperthermic Treatment For Prostate,,92178-00-90,services,9620,
FMURO-0142,Tran.Mic.Hyperthermia Treatment 60 Min,,92178-00-90,services,25200,
FMURO-0143,Tran.Mic.Hyperthermia Treatment 45 Min For Prostrate,,92178-00-90,services,21000,
FMURO-0144,Tran.Mic.Hyperthermia Treatment 30 Min,,92178-00-90,services,16800,
FMURO-0145,Tran.Mic.Hyperthermia Treatment 15 Min,,92178-00-90,services,12600,
FMURO-0146,Tran.Mic.Hyperthermia Treatment 6 Months.Pst,,92178-00-90,services,8400,
FMURO-0147,Tran.Mic.Hyperthermia Treatment 3 Months.Pst,,92178-00-90,services,6300,
FMURO-0148,Tran.Mic.Hyperthermia Treatment 1 Months.Pst,,92178-00-90,services,4200,
FMURO-0151,Intracorporeal Inj Vr Test,,37415-00-00,services,258,
FMURO-0152,Half I.C. Program - 12 Dose,,37415-00-00,services,6300,
FMURO-0153,Full I. C. Program - 25 Dose,,99999-99-99,services,10500,
FMURO-0154,I.C. Program + Training,,37415-00-00,services,12600,
FMURO-0156,Vascular Doppler - Office Procedure,,90911-00-00,services,235,
FMURO-0167,TESTICULAR PROSTESIS IMPLANTATION,(2 days),96227-00-00,PKG,9000,
FMURO-0187,EXPLORATION OF SCROTAL HEMATOMA,,37604-00-00,services,7000,
FMURO-0188,Removal Of Tape,,37340-00-00,services,6300,
FMURO-0189,INSERTION OF URETERIC STENT,,36821-01-00,services,5775,
FMURO-0212,FLEXIBLE URETERO RENOSCOPY,,36803-00-00,services,11800,
FMURO-0213,BILATERAL FLEXIBLE URETERO RENOSCOPY,,36803-00-00,services,11800,
FMURO-0230,CORRECTION OF SST DEFORMITY AFTER PROTHESIS,,90404-00-00,services,4049,
FMURO-1222,Anorectal manometry,,11830-00-00,services,8000,
FMURO-1223,Anorectal EMG,,11012-00-00,services,1360,
FMURO-2046,Laser Stone Kidney Fragmentation,1,37318-03-00,PKG,30000,
FMURO-2065,ENDOSCOPIC STONE DISINTEGRATION AND RETRIVAL Include Implants,,36863-00-00,PKG,9261,
FMURO-2197,Sphincteroplasty,1,32126-00-00,PKG,8000,
FMURO-2201,"Ureteral Exploration for Stones, strictures ,and tumors",,36612-01-00,PKG,18000,
FMURO-2202,Lap pancreatic cyst enucleation,3,90294-01-00,PKG,25000,
FMURO-3000,Vesicolithotomy,1,90363-01-00,PKG,6600,
FMURO-3001,Testicular Biopsy/Histopathology,DAY CASE,30644-04-00,PKG,3900,
FMURO-3002,Transurethrolithotomy,1,36549-00-00,PKG,6600,
FMURO-3003,Anterior Urethrolithotomy,1,36549-00-00,PKG,6600,
FMURO-3004,Cystoscopy,,36812-00-00,PKG,2761.43175,
FMURO-3005,Excision Of Penile Skin Lesion Under Ga,1,90403-00-00,PKG,3300,
FMURO-3006,Excision Of Penile Skin Lesion Under La,DAY CASE,90403-00-00,PKG,1800,
FMURO-3007,Meatotomy Under Ga,1,37321-00-00,PKG,3300,
FMURO-3009,Recircumcision Under Ga,1,30653-00-00,PKG,3300,
FMURO-3010,Recircumcision Under La,,30653-00-00,services,2021,
FMURO-3011,Suprapubic Catheter Insertion,DAY CASE,37011-00-00,PKG,3300,
FMURO-3012,Testicualr Biopsy,DAY CASE,30644-04-00,PKG,3300,
FMURO-3013,Trus & Biopsy,DAY CASE,37218-00-00,PKG,1500,
FMURO-3014,Laser Lithotripsy,1,36546-00-00,PKG,3500,
FMURO-3015,Cystoscopy + Removal Of Djs Under G.A.,,36833-01-00,PKG,3000,
FMURO-3016,Cystoscopy And Ureteric Catheterization (One Side Or Both Sides) Apart From Radiology,1,36824-00-00,PKG,5250,
FMURO-3017,Cystoscopy + Anaestesia,,36812-00-00,PKG,2500,
FMURO-3018,Diverticulum (Excision Of Bladder),,37020-01-00,PKG,8184,
FMURO-3019,Cystourethroscopy + Loop Dj Stent,1,36821-01-00,PKG,7200,
FMURO-3020,Ureteral Dilation,1,37303-00-00,PKG,8700,
FMURO-3021,Cystourethroscopy + Diathermy Coagulation Papiloma Bladder,,36840-03-00,PKG,7363.817999999999,
FMURO-3022,Aspiration Of Prostatic Cyst,DAY CASE,37218-00-00,PKG,1860,
FMURO-3023,Bladder Neck Incision,2,36854-00-00,PKG,10800,
FMURO-3024,Cystodistention,1,36827-00-00,PKG,3750,
FMURO-3025,Cystoscopy & Biopsy,,36812-00-00,PKG,4500,
FMURO-3026,Cystoscopy And Dj Stent Insertion (Unilateral),,36821-01-00,PKG,4881.909,
FMURO-3027,Cystoscopy And Meatotomy,1,37324-01-00,PKG,6450,
FMURO-3028,Cystoscopy And Retrograde Pyelography,,36818-00-00,PKG,2209.1454,
FMURO-3029,Cystoscopy And Retrograde Pyelography And Dj Insertion,1,36821-01-00,PKG,7200,
FMURO-3030,Cystourethroscopy & Otis Urethrotomy,1,37324-01-00,PKG,7800,
FMURO-3031,Cystourethroscopy & Visual Internal Urethrotomy,1,37324-01-00,PKG,8700,
FMURO-3032,Endoscopic Incision Of Ureterocele,1,36848-00-00,PKG,7200,
FMURO-3033,Evertion Of Hydrocele,1,30631-00-01,PKG,5700,
FMURO-3034,Excision Of Urethral Caruncle,1,35523-00-00,PKG,5700,
FMURO-3035,Excision Of Hydrocele,1,30631-00-01,PKG,5949.169875,
FMURO-3036,Inguinal Orchidectomy,1,30641-00-00,PKG,7500,
FMURO-3037,Nephrostomy,,36552-00-01,services,633,
FMURO-3038,Open Cystolithotomy,1,37008-03-00,PKG,10800,
FMURO-3039,Spermatocelectomy,,37601-00-00,PKG,6443.34075,
FMURO-3040,Unilateral Ligation Of Vacicocele,,30635-00-01,PKG,5891.0544,
FMURO-3041,Unilateral Orchidopexy,1,37604-10-00,PKG,7500,
FMURO-3042,Urethral Dilatation,,37303-00-00,services,855,
FMURO-3043,Epididymectomy,1,37613-00-00,PKG,7200,
FMURO-3044,Cystoscopy + Removal Of Djs Under G.A. (Bilateral),1,36833-01-00,PKG,6000,
FMURO-3045,Permicath Insertion For Hemodialysis,1,13815-01-00,PKG,11228.8,
FMURO-3046,Meatoplasty,1,37342-00-00,PKG,5700,
FMURO-3047,Cystourethroscopy + Ureteric Meatotomy,1,36830-00-00,PKG,8940,
FMURO-3048,Prostatic Abscess Drainage,1,37212-01-00,PKG,13800,
FMURO-3049,Cystourethroscopy + Turp,,37224-03-00,PKG,17820,
FMURO-3050,Tur Bladder (Tumours),1,36845-06-00,PKG,11100,
FMURO-3051,Partial Excision Of Tumours Of Kidney And Bladder,1,36558-01-00,PKG,17400,
FMURO-3052,Suprapubic Prostatectomy,1,37200-03-00,PKG,17400,
FMURO-3053,Nephropexy,,90350-00-00,PKG,11045.727,
FMURO-3054,Ureterolithotomy,,36549-00-00,PKG,9204.7725,
FMURO-3055,Recurrent Ureteral Stricture,1,37303-00-00,PKG,17400,
FMURO-3056,Resection And Anastomosis Or Reimplantation Of Ureter,,36588-01-00,PKG,19440,
FMURO-3057,Urethral Fistula Two Stages,1,90364-00-00,PKG,17400,
FMURO-3058,Partial Cystectomy,,37000-01-00,PKG,14520,
FMURO-3059,Repair Of Hypospadias,,37821-00-00,PKG,8284.29525,
FMURO-3060,Anterior Urethrotomy For Stone,1,37324-00-00,PKG,10800,
FMURO-3061,Bilateral Ligation Of Varicocele,,30635-00-02,PKG,7363.817999999999,
FMURO-3062,Bilateral Orchidopexy,,37604-10-00,PKG,9204.7725,
FMURO-3063,Colposuspension,1,37044-01-00,PKG,14400,
FMURO-3064,Correction Of Tortion Testes & Orchidopexy,1,37604-10-00,PKG,11100,
FMURO-3065,Cystocsopy And U/S Lithtripsy,1,36546-00-00,PKG,9900,
FMURO-3066,Cystoscopy And Dilatation Of Ureteric Stricture And Dj Stent Insertion,1,36821-01-00,PKG,8940,
FMURO-3067,Drainage Of Perinephric Abscess,1,30394-00-00,PKG,12900,
FMURO-3068,Endoscopic Removal Of Urethral Stone,1,37318-02-00,PKG,7800,
FMURO-3069,Excision Of Bladder Ulcer,1,90360-00-00,PKG,7500,
FMURO-3070,Excision Of Ureteric Stricture And Primary Anastomosis,,37303-00-00,PKG,10560,
FMURO-3071,Excision Of Urethral Diverticulum,1,37372-00-00,PKG,13800,
FMURO-3072,Excision Of Urethral Fistula,,37336-00-00,PKG,11045.727,
FMURO-3073,Fulgration Of Posterior Urethral Valve,2,37854-00-00,PKG,13800,
FMURO-3074,Marsupialization Of Renal Cyst,1,36558-01-00,PKG,17400,
FMURO-3075,Nephrolithotomy,,36540-00-01,PKG,11413.9179,
FMURO-3076,Nesbit Operation,1,37417-00-00,PKG,13800,
FMURO-3077,Pcnl,1,30450-01-01,PKG,17400,
FMURO-3078,Pyelolithotomy,,36540-00-01,PKG,11413.9179,
FMURO-3079,Pyeloplasty,,36564-01-00,PKG,13807.15875,
FMURO-3080,Removal Of Penile Prosthesis,1,37426-00-00,PKG,15900,
FMURO-3081,Repair Of Fracture Penis,,37408-01-00,PKG,7500,
FMURO-3082,Repair Of Renal Injuries,2,90350-00-00,PKG,17400,
FMURO-3083,Repair Of Ruptured Urethra Or Bladder,2,90364-00-00,PKG,17400,
FMURO-3084,Repair Of Ureteral Injuries,1,90357-00-00,PKG,17400,
FMURO-3085,Retropubic Prostatectomy,1,37200-04-00,PKG,17400,
FMURO-3086,Simple Nephrectomy,,36516-01-00,PKG,11045.727,
FMURO-3087,Transvesical Prostatectomy,2,37200-03-00,PKG,17400,
FMURO-3088,Tuna,1,37224-00-00,PKG,13800,
FMURO-3089,Turp,1,36840-02-00,PKG,17400,
FMURO-3090,Ureteroscope,,36803-00-00,PKG,7020,
FMURO-3091,Cystoscopy And Lithlapexy,1,36863-00-00,PKG,10140,
FMURO-3092,Diverticulectomy,1,37020-01-00,PKG,14400,
FMURO-3093,Urs & Stone Extraction,1,36806-02-00,PKG,12900,
FMURO-3094,Trans Obturator Tape Insertion (Tot),,97417-00-00,services,2566,
FMURO-3095,Trans Vaginal Tape Insertion (Tvt),1,35599-00-00,PKG,13800,
FMURO-3097,Release Of Chordee,1,37417-00-00,PKG,12000,
FMURO-3098,Flexible Ureterorenoscopy Djs Insertion,,36803-00-00,PKG,19440,
FMURO-3099,Suprapubic Cystostomy (For Stone Or Ulcers Of Bladder),,37008-03-00,PKG,6443.34075,
FMURO-3100,Urethrolithotomy (Middle And Lower 1/3 Crushing),1,36549-00-00,PKG,13800,
FMURO-3101,Total Or Partial Nephrectomy,2,36522-01-00,PKG,17400,
FMURO-3102,Total Cystectomy,2,37014-00-00,PKG,21000,
FMURO-3103,Boari Flap,1,36579-02-00,PKG,21000,
FMURO-3104,Excision Of Ureterocele And Reimplantation Of Ureter,1,36848-00-00,PKG,17400,
FMURO-3105,Ileal Ureter,2,90358-00-00,PKG,24900,
FMURO-3106,Iliocystoplasty,1,37047-01-00,PKG,21000,
FMURO-3107,Insertion Of Penile Prothesis,1,37426-00-00,PKG,21000,
FMURO-3108,Radical Cystectomy,1,37014-00-00,PKG,21000,
FMURO-3109,Radical Prostatectomy,,37209-01-00,PKG,15648.11325,
FMURO-3110,Repair Of Hypospadias Two Stages,,37821-00-00,PKG,11045.727,
FMURO-3111,Repair Of Urethral Injuries,1,90364-00-00,PKG,11100,
FMURO-3112,Urethroplasty One Stage,1,37342-00-00,PKG,17400,
FMURO-3113,Urethroplasty Two Stages,1,37345-00-00,PKG,24900,
FMURO-3114,Vasal Reversal,1,37619-01-00,PKG,24900,
FMURO-3115,Vasoepididymostomy,1,37619-02-00,PKG,24900,
FMURO-3116,Vasovasostomy,1,37619-00-00,PKG,24900,
FMURO-3117,Cystoscopy With Intravesical Botox Injection,1,36851-00-00,PKG,15000,
FMURO-3118,Memokath Prostate Without Stent,1,37223-00-00,PKG,15000,
FMURO-3119,Memokath Urethra Without Stent,1,36811-01-00,PKG,15000,
FMURO-3120,Memokath Ureter Without Stent,1,36821-01-00,PKG,20000,
FMURO-3121,Surgery For Malignant Kidney,2,36516-03-00,PKG,29400,
FMURO-3122,Radical Nephrectomy,,36528-01-00,PKG,16568.5905,
FMURO-3123,Penile Prosthesis With Implant (Malleable),2,37426-00-00,PKG,29400,
FMURO-3124,Penile Prosthesis With Implant (Inflatable),1,37426-01-00,PKG,47700,
FMURO-3125,Kidney Transplant ( Recepient ),5,36503-00-00,PKG,120000,
FMURO-3127,Kidney Transplant (Donor),2,36503-00-00,PKG,40000,
FMURO-3129,Removal Of Double-J Ureteric Stent - Unilateral - Day Case,day case,90366-00-00,PKG,3200,
FMURO-4025,Laser Haemorrhoidoplasty/ Laser Haemorrhoid Ablation - 1Day,1,32138-01-00,PKG,10400,
FMURO-40258,Rezum Water Vapor Therapy Of Prostate,2,37224-00-00,PKG,34650,
FMURO-4026,Low Anal Fistula Laser Closure - 1 Day,1,32159-00-00,PKG,8000,
FMURO-4027,High Anal Fistula Laser Closure - 1Day,1,32162-00-00,PKG,10000,
FMURO-4028,Laser Closure Of Pilonidal Sinus - 1 Day,1,30676-02-00,PKG,9216,
FMURO-4029,Laser Sphincterotomy - 1Day,1,30485-00-00,PKG,7680,
FMURO-4112,Flexible Ureteroscopy + Dormia stone extraction + DJ insertion,,36806-02-00,PKG,17800,
FMURO-476,ORCHIDECTOMY+HISTOPATHOLOGY (RADICAL) UNILATERAL,,30641-00-00,PKG,7363.817999999999,
fmuro-5010,cystoscopy + transurethral incision of bladder neck,1,36812-00-00,PKG,15000,
FMVAS-0001,ENDOSCOPIC LIGATION OF PERFORATING VEINS (ONE SIDE) SEPS,,83700-00-00,services,1798,
FMVAS-0004,SCLEROTHERAPY FOR VARICOSE VEINS (ONE SESSION),,83700-00-00,services,953,
FMVAS-0030,LUMBAR/CERVICAL SYMPATHECTOMY OT00388248,,35000-00-00,services,6920.76,
FMVAS-0040,SECONDARY SUTURES,,83700-00-00,services,1672,
FMVAS-0046,EXCISION OF SWELLING,,31205-00-10,services,3723.72,
FMVAS-0050,REMOVAL OF PERMI CATH/PORTA CATH,,83700-00-00,services,1769,
FMVAS-0062,HARVESTING VEIN FOR BYPASS GRAFTING,,90223-01-00,services,4765.53,
fmvas-0089,Mouth Care,,97986-00-00,services,102,
fmvas-0090,Ng Feeding 24 Hours,,92036-00-00,services,180,
fmvas-0091,Pressure Relieving Matress,,96092-00-00,services,420,
fmvas-0092,Skin Preparation,,99999-99-99,services,120,
fmvas-0093,Tpn Administration,,96098-00-00,services,1152,
FMVAS-0100,Dressing Under General Anesthesia With Vac Machine ,1,90665-00-20,PKG,4000,
FMVAS-0104,AORTIC BYPASS,,32763-06-00,PKG,45840,
FMVAS-0105,VASCULAR BYPASS,,32766-00-00,PKG,45840,
FMVAS-0122,Angioplasty  - Two  Vessels,,35303-06-00,PKG,35400,
FMVAS-0123,Catheter Directed Thrombolysis,3,35317-01-00,PKG,50000,
FMVIP-0002,VIP Membership Checkup (FEMALE),,83700-00-00,services,263,
FMXRAY1001,Mri Brain Without Contrast (Standard Protocol),,90901-00-10,services,1760,
FMXRAY1002,Mri Brain With Contrast (Standard Protocol),,90901-00-20,services,2634,
FMXRAY1003,Mri Brain Stroke Protocol,,90901-00-10,services,2904,
FMXRAY1004,Mri Brain (Quick=Dwi/Adc) Stroke Protocol,,90901-00-10,services,2904,
FMXRAY1005,Mri Brain Epilepsy Protocol,,90901-00-10,services,2904,
FMXRAY1006,Mri Brain Demyelination Protocol,,90901-00-10,services,2904,
FMXRAY1007,Mri Brain Trauma Protocol,,90901-00-10,services,2904,
FMXRAY1008,Mri Brain Angiography (Mra & Mrv) Without Contrast,,90902-00-00,services,3936,
FMXRAY1009,Mri Brain Angiography (Mra & Mrv) With Contrast,,90902-00-00,services,2420,
