SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
8124004,RADIOLOGY / INTERVENATIONAL,CT SCAN ,CT SCAN GUIDED BIOPSY,1900
8124051,RADIOLOGY,CT SCAN ,CTA HEAD WITH CONTRAST,1900
8124052,RADIOLOGY,CT SCAN ,CTA NECK WITH CONTRAST,1900
8124054,RADIOLOGY,CT SCAN ,CTA UPPER LIMB WITH CONTRAST,1900
8124055,RADIOLOGY,CT SCAN ,CTA LOWER LIMB WITH CONTRAST,1900
8124056,RADIOLOGY,CT SCAN ,CT VENOGRAM BRAIN WITH CONTRAST,1900
8124057,RADIOLOGY,CT SCAN ,CT VENOGRAM NECK VIENS WITH CONTRAST,1900
8124058,RADIOLOGY,CT SCAN ,CT VENOGRAM UPPER LIMB WITH CONTRAST,1900
8124059,RADIOLOGY,CT SCAN ,CT VENOGRAM LOWER LIMB WITH CONTRAST,1900
8124060,RADIOLOGY,CT SCAN ,CT VENOGRAM ABDOMEN WITH CONTRAST,1900
8124061,RADIOLOGY,CT SCAN ,CT VENOGRAM WITH CONTRAST (ANY PART),1900
8124062,RADIOLOGY,CT SCAN ,CT ANGIOGRAPHY WITH CONTRAST (ANY PART),1900
8124063,RADIOLOGY,CT SCAN ,CT CARDIAC FOR CALCIUM SCORE,1900
8124053,RADIOLOGY,CT SCAN ,CTA HEAD & NECK WITH CONTRAST,2850
8124008,RADIOLOGY,CT SCAN ,CT CARDIAC ANGIOGRAPHY,3088
8124044,RADIOLOGY,CT SCAN ,CT WHOLE SPINE,3325
8124045,RADIOLOGY,CT SCAN ,CT PAN SCAN,5225
8125001,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER PENILE DOPPLER,1140
8125002,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER TRANSVAGINAL,1140
8125003,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER PREGNANCY UMBILICAL  ARTERY PLACENTAL FLOW OVARIAN & UTERIAN ,1140
8125004,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER RENAL ARTERY,1140
8125005,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER HEPATIC ARTERY,1140
8125006,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER PORTAL SYSTEM,1140
8125007,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER AORTIC,1140
8125008,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER ILIAC VESSELS,1140
8125009,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER VEINS (VARICES),1140
8125010,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER CAROTID ARTERY (BILATERAL),1710
8125011,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER BRACHIAL ARTERY (UNILATERAL),1140
8125012,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER BRACHIAL ARTERY (BILATERAL),1710
8125013,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER FEMORAL ARTERY (UNILATERAL),1140
8125014,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER FEMORAL ARTERY (BILATERAL),1710
8125015,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER PERIPHERAL VEINS (ONE LIMB),1140
8125016,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER PERIPHERAL VEINS (TWO LIMBS),1710
8125017,RADIOLOGY,COLOUR DOPPLER,PORTABLE COLOUR DOPPLER CAROTID ARTERY (BILATERAL),1791
8125018,RADIOLOGY,COLOUR DOPPLER,PORTABLE COLOUR DOPPLER PERIPHERAL ARTERY (UNILATERAL),1221
8125019,RADIOLOGY,COLOUR DOPPLER,PORTABLE COLOUR DOPPLER PERIPHERAL ARTERY (BILATERAL),1791
8125020,RADIOLOGY,COLOUR DOPPLER,PORTABLE COLOUR DOPPLER PERIPHERAL VEINS (UNILATERAL),1221
8125021,RADIOLOGY,COLOUR DOPPLER,PORTABLE COLOUR DOPPLER PERIPHERAL VEINS (BILATERAL),1791
8125022,RADIOLOGY,COLOUR DOPPLER,PORTABLE COLOUR DOPPLER ULTRASOUND (ANY PART),1221
8125023,RADIOLOGY,COLOUR DOPPLER,COLOUR DOPPLER TESTICULAR ARTERY ,654
8126001,RADIOLOGY,DIMENTIONAL U/S,3D ULTRASOUND,570
8126002,RADIOLOGY,DIMENTIONAL U/S,4D ULTRASOUND,713
8127001,RADIOLOGY,DENSITOMETRY,BONE DENSITOMETRY FOREARM AND WRIST,380
8127002,RADIOLOGY,DENSITOMETRY,BONE DENSITOMETRY  FEMUR & VERTEBRAE,523
8127003,RADIOLOGY,DENSITOMETRY,WHOLE BODY BONE DENSITOMETRY,523
8128001,RADIOLOGY,NUCLEAR MEDICINE,CEREBRAL SCINTIGRAPHY,1853
8128002,RADIOLOGY,NUCLEAR MEDICINE,THYROID SCAN W/TECHNITIUM,1990
8128003,RADIOLOGY,NUCLEAR MEDICINE,THYROID UPTAKE/PERFUSION,2797
8128004,RADIOLOGY,NUCLEAR MEDICINE,THYROID SCAN WITH RADIO-ACTIVE IODINE,2144
8128005,RADIOLOGY,NUCLEAR MEDICINE,HEART MULTIGATED ACQUISITION,1853
8128006,RADIOLOGY,NUCLEAR MEDICINE,THALLIUM W/O EXERCISE,4525
8128007,RADIOLOGY,NUCLEAR MEDICINE,THALLIUM W/EXERCISE,6330
8128008,RADIOLOGY,NUCLEAR MEDICINE,THALLIUM W/ PERSANTINE,3824
8128009,RADIOLOGY,NUCLEAR MEDICINE,MYOCARDIAL INFARCT SCITINGRAPH,1853
8128010,RADIOLOGY,NUCLEAR MEDICINE,CARDIAC PHASE AMPLITUDE,1265
8128011,RADIOLOGY,NUCLEAR MEDICINE,1ST PASS STUDY,1265
8128012,RADIOLOGY,NUCLEAR MEDICINE,LUNG PERFUSION,3771
8128013,RADIOLOGY,NUCLEAR MEDICINE,LUNG VENMTILLATION,3171
8128014,RADIOLOGY,NUCLEAR MEDICINE,LUNG PERFUSION & VENTILLATION,3480
8128015,RADIOLOGY,NUCLEAR MEDICINE,LIVER & SPLEEN SCAN,1853
8128016,RADIOLOGY,NUCLEAR MEDICINE,BILIARY TREE SCAN,1853
8128017,RADIOLOGY,NUCLEAR MEDICINE,RENOGRAM &N RENAL SCAN,1853
8128018,RADIOLOGY,NUCLEAR MEDICINE,"RENOGRAM, RENAL SCAN & G.F.R.",4525
8128019,RADIOLOGY,NUCLEAR MEDICINE,GLOMOERUALR FILTERATION RATE,1574
8128020,RADIOLOGY,NUCLEAR MEDICINE,READIONUCLIDE MICTURATING,1265
8128021,RADIOLOGY,NUCLEAR MEDICINE,BONE SCAN,3771
8128022,RADIOLOGY,NUCLEAR MEDICINE,WHOLE BODY SCAN W/R/A.IODINE,2459
8128023,RADIOLOGY,NUCLEAR MEDICINE,WHOLE BODY SCAN W/ 67GAL,3480
8128024,RADIOLOGY,NUCLEAR MEDICINE,LACRIMAL DUCT SCINTIGRAPHY,1455
8128025,RADIOLOGY,NUCLEAR MEDICINE,RADIONUCLIDE PHLEBOGRAPHY,3046
8128026,RADIOLOGY,NUCLEAR MEDICINE,PRELIMINARY SCAN ANY AREA/ORG.,1455
8128027,RADIOLOGY,NUCLEAR MEDICINE,SCINTIGRAPHY OF ANY ORGAN,2138
8128028,RADIOLOGY,NUCLEAR MEDICINE,DYNAMIC SCAN ANY AREA / ORGAN,1455
8128029,RADIOLOGY,NUCLEAR MEDICINE,ISOTOPE SCAN FOLLOW-UP STUDY,2138
8128030,RADIOLOGY,NUCLEAR MEDICINE,CEREBRAL SCINTIGRAPHY (W/LIPOP,3135
8128031,RADIOLOGY,NUCLEAR MEDICINE,CSF FLOW STUDY,2144
8128032,RADIOLOGY,NUCLEAR MEDICINE,MPS W/TC-99 LABELLED COMPDS ST,4317
8128033,RADIOLOGY,NUCLEAR MEDICINE,MPS W/TC-99 LABELLED COMPDS W/,3135
8128034,RADIOLOGY,NUCLEAR MEDICINE,MPS W/THALLUM-201(STESS+REDIST,4555
8128035,RADIOLOGY,NUCLEAR MEDICINE,MPS (DUAL ISOTOPE TECHNIQUE),4317
8128036,RADIOLOGY,NUCLEAR MEDICINE,FIRST PASS WITHOUT STRESS,2144
8128037,RADIOLOGY,NUCLEAR MEDICINE,FIRST PASS UNDER STRESS,3397
8128038,RADIOLOGY,NUCLEAR MEDICINE,GATED ERNA WITHOUT STRESS,2476
8128039,RADIOLOGY,NUCLEAR MEDICINE,GATED ERNA UNDER STRESS,3397
8128040,RADIOLOGY,NUCLEAR MEDICINE,PERFUSION (Q) LUNG SCAN,2144
8128041,RADIOLOGY,NUCLEAR MEDICINE,VENTILATION (V) LUNG SCAN,2144
8128042,RADIOLOGY,NUCLEAR MEDICINE,V/Q LUNG SCAN,4608
8128043,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M DMSA SCAN,3171
8128044,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M DTPA (+/-CAPTOPRIL CHA,4970
8128045,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M MAG3 STUDY,8289
8128046,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M DMSA + TC-99 M DTPA,6781
8128047,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M PERTECHNETATE MICTURA,1093
8128048,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M SULFER COLLOID MICTURA,2144
8128049,RADIOLOGY,NUCLEAR MEDICINE,SIALOSCINTIGRAPHY,3616
8128050,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M COLLOID HEPATOSPLENIC,2144
8128051,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M HIDA STUDY,3171
8128052,RADIOLOGY,NUCLEAR MEDICINE,THYROID SCINTIGRAPHY (TC-99,1336
8128053,RADIOLOGY,NUCLEAR MEDICINE,THYROID SCINTIGRAPHY (IODINE-,1604
8128054,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH I-131 (NAL;5MCI,4525
8128055,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH I-131 MIBG,8289
8128056,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH TC-99M (V) DMSA,2476
8128057,RADIOLOGY,NUCLEAR MEDICINE,WBS W/ THALIUM 201(OR TO 99M LABELLED COMPAOUND),3955
8128058,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH GA-67 CITRATE,4935
8128059,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH IN-111 CL,78
8128060,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH IN-111 OCTREOTIDE,78
8128061,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH TC-99 M NANOCOLLOID,2144
8128062,RADIOLOGY,NUCLEAR MEDICINE,WBS WITH TC-99 M - HIG,78
8128063,RADIOLOGY,NUCLEAR MEDICINE,TC-99 M MDP,2144
8128064,RADIOLOGY,NUCLEAR MEDICINE,DACRYOSCINTIGRAPHY,2269
8128065,RADIOLOGY,NUCLEAR MEDICINE,LYMPHOSCINTIGRAPHY,3320
8128066,RADIOLOGY,NUCLEAR MEDICINE,PRELIMINARY SCAN I,1336
8128067,RADIOLOGY,NUCLEAR MEDICINE,PRELIMINARY SCAN II,2144
8128068,RADIOLOGY,NUCLEAR MEDICINE,I-131 5 MCI,2269
8128069,RADIOLOGY,NUCLEAR MEDICINE,I-131 10 MCI,3919
8128070,RADIOLOGY,NUCLEAR MEDICINE,I-I31 29.5MCI,4970
8128071,RADIOLOGY,NUCLEAR MEDICINE,I-I31 50 MCI,3800
8128072,RADIOLOGY,NUCLEAR MEDICINE,I-131 100 MCI,5047
8128073,RADIOLOGY,NUCLEAR MEDICINE,I-131 120 MCI,6288
8128074,RADIOLOGY,NUCLEAR MEDICINE,I-131 (MIBG),35863
8128075,RADIOLOGY,NUCLEAR MEDICINE,SR-86 CI,28696
8128076,RADIOLOGY,NUCLEAR MEDICINE,I-131 25 MCI,4525
8128077,RADIOLOGY,NUCLEAR MEDICINE,I.V. TREATMENT OF LYMPHOMA WITH YITTRIUM 90 ANTI- CD20,161679
8128078,RADIOLOGY,NUCLEAR MEDICINE,COMBINED GA-67 AND BONE SCAN,7535
8128079,RADIOLOGY,NUCLEAR MEDICINE,GA-67 CITRATE WBS INFECTION IMAGING,6027
8128080,RADIOLOGY,NUCLEAR MEDICINE,GA-76 CITRATE WBS TUMOR IMAGING,6330
8128081,RADIOLOGY,NUCLEAR MEDICINE,PARATHYROID SPECT/CT LOCALIZATION S,4222
8128082,RADIOLOGY,NUCLEAR MEDICINE,DIRECT RADIONUCLIDE CYSTOGRAPHY REF,2945
8128083,RADIOLOGY,NUCLEAR MEDICINE,STRESS-REST MYOCARDIAL PERFUSION SPE,6330
8128084,RADIOLOGY,NUCLEAR MEDICINE,REST MYOCARDIAL PERFUSION SPECT (T1,4525
8128085,RADIOLOGY,NUCLEAR MEDICINE,MUGA STUDY FOR LEFT VENTRICULAR EJE,2797
8128086,RADIOLOGY,NUCLEAR MEDICINE,V/Q SPECT/CT LUNG SCAN,6027
8128087,RADIOLOGY,NUCLEAR MEDICINE,LYMPHOSCINTIGRAPHY FOR SENTINEL LYM,3771
8128088,RADIOLOGY,NUCLEAR MEDICINE,SPECT/CT LIMITED STUDY,3017
8128089,RADIOLOGY,NUCLEAR MEDICINE,ADDITIONAL NUCLEAR SCAN,2417
8128090,RADIOLOGY,NUCLEAR MEDICINE,PRELIMIMARY SPECT/CT ORGAN STUDY,1960
8128091,RADIOLOGY,NUCLEAR MEDICINE,BONE SCAN OR DTPA RENAL SCAN - LIVE,1206
8128092,RADIOLOGY,NUCLEAR MEDICINE,MYOCARDIAL PERFUSION SCINTIGRAPHY,2399
8128093,RADIOLOGY,NUCLEAR MEDICINE,GALLIUM-67 OR CEREBRAL SCITIGRAPHY,1497
8128094,RADIOLOGY,NUCLEAR MEDICINE,LUNG PERFUSION & VENTILATION,1924
8128095,RADIOLOGY,NUCLEAR MEDICINE,LACRIMAL DUCT SCITIGRAPHY,778
8128096,RADIOLOGY,NUCLEAR MEDICINE,THYROID & OTHERS SCITIGRAPHY,778
9112001,ONCOLOGY,ONCOLOGY SERVICES,"ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, NON HORMONAL ANTI NEOPLASTIC",570
9112002,ONCOLOGY,ONCOLOGY SERVICES,"HORMONAL THERAPY ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, HORMONAL ANTI NEOPLASTIC",380
9112003,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 1 HOUR",238
9112004,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS, ADDL EACH HOUR ",713
9112005,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 2 HOURS",475
9112006,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 3 HOURS",713
9112007,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 4 HOURS",3563
9112008,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 5 HOURS",4275
9112009,ONCOLOGY,ONCOLOGY SERVICES,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 6 HOURS",4988
9112010,ONCOLOGY,ONCOLOGY SERVICES,CHEMOTHEAPY ADMINISTRATION 8 - 24 HOURS,1900
9112011,ONCOLOGY,ONCOLOGY SERVICES,INTRATHECAL CHEMOTHERAPY ADMINISTRATION,4750
9112012,ONCOLOGY,ONCOLOGY SERVICES,CHEMOTHERAPY PREPARATION,475
9112013,ONCOLOGY,ONCOLOGY SERVICES,FLUSHING OF PORT. CATH,285
9112014,ONCOLOGY,ONCOLOGY SERVICES,INTRA-ARTERIAL CHEMOTHERAPY,1900
9112015,ONCOLOGY,ONCOLOGY SERVICES,INTRA-PERITONEAL CHEMOTHERAPY,1900
9141001,SKINCARE,GENERAL CARE,CHEMICAL PEEL SUPERFICIAL (FRUIT ACID PEEL) (SKINCARE),475
9141002,SKINCARE,GENERAL CARE,CHEMICAL PEEL LIGHT (FRUIT ACID PEEL) (SKINCARE),713
9141003,SKINCARE,GENERAL CARE,CHEMICAL PEEL MEDIUM (SKINCARE),1140
9141004,SKINCARE,GENERAL CARE,CHEMICAL PEEL DEEP (SKINCARE),1425
9141005,SKINCARE,GENERAL CARE,CHEMICAL PEEL FOR THE BACK - PER SESSION (SKINCARE),1140
9141006,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION FOR MOUSTACHE-SMALL AREA (SKINCARE),4750
9141007,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION FOR MOUSTACHES- MEDIUM AREA (SKINCARE),5700
9141008,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION FOR MOUSTACHES LARGE AREA (SKINCARE),7125
9141009,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION (300-400) GRAFT (SKINCARE),8550
9141010,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION (400-500) GRAFT (SKINCARE),9500
9141011,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION (500-600) GRAFT (SKINCARE),11400
9141012,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION (600-700) GRAFT (SKINCARE),12350
9141013,SKINCARE,GENERAL CARE,HAIR TRANSPLANTATION (700-800) GRAFT (SKINCARE),14250
9141014,SKINCARE,GENERAL CARE,PUVA PER SESSION (SKINCARE),76
9141015,SKINCARE,GENERAL CARE,EYE BROW TRANSPLANT (SKINCARE),2850
9141016,SKINCARE,GENERAL CARE,FACIAL CLEANSING SKIN CARE (SKINCARE),285
9141017,SKINCARE,GENERAL CARE,SKIN BIOPSY (SKINCARE),285
9141018,SKINCARE,GENERAL CARE,TRICHOGRAM (SKINCARE),285
9141019,SKINCARE,GENERAL CARE,CRYO CAUTERY - FEW LESION (SKINCARE),143
9141020,SKINCARE,GENERAL CARE,CRYO CAUTERY - MULTIPLE LESION (SKINCARE),285
9141021,SKINCARE,GENERAL CARE,ELECTROLYSIS PER SESSION (SKINCARE),475
9141022,SKINCARE,GENERAL CARE,ELECTRO CAUTERY - FEW LESION (SKINCARE),143
9141023,SKINCARE,GENERAL CARE,ELECTRO CAUTERY - MULTIPLE LESION (SKINCARE),285
9141024,SKINCARE,GENERAL CARE,EXCISION OF MOLE - SMALL (SKINCARE),713
9141025,SKINCARE,GENERAL CARE,EXCISION OF MOLE - MEDIUM (SKINCARE),950
9141026,SKINCARE,GENERAL CARE,EXCISION OF MOLE - LARGE (SKINCARE),1140
9141027,SKINCARE,GENERAL CARE,COMEDON EXTRACTION - SMALL AREA (SKINCARE),143
9141028,SKINCARE,GENERAL CARE,COMEDON EXTRACTION - MEDIUM AREA (SKINCARE),190
9141029,SKINCARE,GENERAL CARE,COMEDON EXTRACTION - LARGE AREA (SKINCARE),285
9141030,SKINCARE,GENERAL CARE,DERMABRASION (SKINCARE),4750
9141031,SKINCARE,GENERAL CARE,PATCH TEST (SKINCARE),475
9141032,SKINCARE,GENERAL CARE,AMELAN PEEL - AMELAN,2375
9141033,SKINCARE,GENERAL CARE,DERMABRASION TEST,475
9141034,SKINCARE,GENERAL CARE,CRYSTAL DERMABRASION - SUPERFACIAL,285
9141035,SKINCARE,GENERAL CARE,CRYSTAL DERMABRASION - DEEP,475
9141036,SKINCARE,GENERAL CARE,CRYTAL DERMABRASION WITH LIGHTNING ,570
9141037,SKINCARE,GENERAL CARE,MILANEEN PEEL,1425
9141038,SKINCARE,GENERAL CARE,FEATHER THREADS MONO PER PACK 10 INJECTION,950
9141039,SKINCARE,GENERAL CARE,FEATHER THREADS KOG PER PACK,1140
9141040,SKINCARE,GENERAL CARE,FACIAL CLEANSING BY AQUA CLEAN,475
9141041,SKINCARE,GENERAL CARE,MARZIA GOLD MASK,475
9141042,SKINCARE,GENERAL CARE,MARZIA PINK MASK,333
9141043,SKINCARE,GENERAL CARE,MARZIA 3D LIFTING,333
9141044,SKINCARE,GENERAL CARE,MARZIA ACNE MASK,333
9141045,SKINCARE,GENERAL CARE,AMELAN POST,855
9141046,SKINCARE,GENERAL CARE,MELANIN POST,475
9141047,SKINCARE,GENERAL CARE,CHEMICAL PEEL - AMELAN,1900
9141048,SKINCARE,GENERAL CARE,MESOTHERAPY - LIGHT EYE,285
9141049,SKINCARE,GENERAL CARE,MESOTHERAPY - WHITE IN,475
9141050,SKINCARE,GENERAL CARE,VAGINAL REJUVENATION,2850
9141051,SKINCARE,GENERAL CARE,CIMEL PEELING,2090
9141052,SKINCARE,GENERAL CARE,DERMAMELAN PEEL,2375
9141053,SKINCARE,GENERAL CARE,CARBOXY GEL MASK,380
9141054,SKINCARE,GENERAL CARE,NEAUVIA RHEOLOGY,1425
9141055,SKINCARE,GENERAL CARE,NEAUVIA INTENSE LV,1425
9141056,SKINCARE,GENERAL CARE,COSMELAN PEEL,2375
9141057,SKINCARE,GENERAL CARE,ROYCE-CELLULOSE FACE & EYE MASK,238
9141058,SKINCARE,GENERAL CARE,ROYCE-CELLULOSE WHITENING FACE MASK,238
9141059,SKINCARE,GENERAL CARE,ROYCE-CELLULOSE FACE & NECK MASK,238
9141060,SKINCARE,GENERAL CARE,ROYCE-CELLULOSE ANTI - AGEING MASK,238
9141061,SKINCARE,GENERAL CARE,ROYCE - CELLULOSE PURIFYING MASK,238
9142001,SKINCARE,LASER CARE,LASER TEST (SKINCARE),190
9142002,SKINCARE,LASER CARE,ERBIUM LASER - SINGLE TREATMENT (SKINCARE),475
9142003,SKINCARE,LASER CARE,ERBIUM LASER - LESS THAN THREE PCS (SKINCARE),760
9142004,SKINCARE,LASER CARE,ERBIUM LASER - MORE THAN FIVE PCS (SKINCARE),1140
9142005,SKINCARE,LASER CARE,ERBIUM LASER - MORE THAN TEN PCS (SKINCARE),1425
9142006,SKINCARE,LASER CARE,DYE LASER PER SESSION SMALL AREA 2-5 CM (SKINCARE),475
9142007,SKINCARE,LASER CARE,DYE LASER PER SESSION MEDIUM AREA 5-10 CM (SKINCARE),950
9142008,SKINCARE,LASER CARE,DYE LASER PER SESSION LARGE AREA 10-15 CM (SKINCARE),1425
9142009,SKINCARE,LASER CARE,SCARLET LASER - FACE,950
9142010,SKINCARE,LASER CARE,SCARLET LASER - FACE PACKAGE FOR 5 SESSIONS,3800
9142011,SKINCARE,LASER CARE,CO2 LASER  PER SESSION -SINGLE TREATMENT (SKINCARE),475
9142012,SKINCARE,LASER CARE,CO2 LASER PER SESSION - LESS THAN THREE (SKINCARE),760
9142013,SKINCARE,LASER CARE,CO2 LASER PER SESSION - MORE THAN FIVE (SKINCARE),1140
9142014,SKINCARE,LASER CARE,CO2 LASER PER SESSION - MORE THAN TEN (SKINCARE),1425
9142015,SKINCARE,LASER CARE,LASER RESURFACING PERIORAL (SKINCARE),4750
9142016,SKINCARE,LASER CARE,LASER RESURFACING - PERIORBITAL (SKIINCARE),6650
9142017,SKINCARE,LASER CARE,LASER RESURFACING - FULL FACE (SKINCARE),11400
9142018,SKINCARE,LASER CARE,LASER HAIR REMOVAL - UPPER LIP 1ST SESSION (SKINCARE),143
9142019,SKINCARE,LASER CARE,LASER HAIR REMOVAL - NECK 1ST SESSION(SKINCARE),143
9142020,SKINCARE,LASER CARE,LASER HAIR REMOVAL - JAWLINE 1ST SESSION(SKINCARE),143
9142021,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHIN 1ST SESSION(SKINCARE),143
9142022,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHEEK 1ST SESSION(SKINCARE),143
9142023,SKINCARE,LASER CARE,LASER HAIR REMOVAL - UPPER LIP AND CHIN 1ST SESSION(SKINCARE),238
9142024,SKINCARE,LASER CARE,"LASER HAIR REMOVAL - UPPER LIP, CHIN & NECK 1ST SESSION(SKINCARE)",380
9142025,SKINCARE,LASER CARE,LASER HAIR REMOVAL - FULL FACE 1ST SESSION(SKINCARE),475
9142026,SKINCARE,LASER CARE,LASER HAIR REMOVAL - ABDOMIN 1ST SESSION(SKINCARE),380
9142027,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHEST 1ST SESSION(SKINCARE),380
9142028,SKINCARE,LASER CARE,LASER HAIR REMOVAL - BIKNI LANE 1ST SESSION(SKINCARE),380
9142029,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHEECK TO JAWLINE 1ST SESSION,238
9142030,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHEECK TO JAWLINE & NECK 1ST,380
9142031,SKINCARE,LASER CARE,LASER HAIR REMOVAL - UNDER ARMS 1ST SESSION(SKINCARE),285
9142032,SKINCARE,LASER CARE,LASER HAIR REMOVAL - LOWER ARMS 1ST SESSION(SKINCARE),570
9142033,SKINCARE,LASER CARE,LASER HAIR REMOVAL - UPPER ARMS 1ST SESSION(SKINCARE),570
9142034,SKINCARE,LASER CARE,LASER HAIR REMOVAL - UPPER BACK 1ST SESSION(SKINCARE),380
9142035,SKINCARE,LASER CARE,LASER HAIR REMOVAL - LOWER BACK 1ST SESSION(SKINCARE),380
9142036,SKINCARE,LASER CARE,LASER HAIR REMOVAL - UPPER LEGS 1ST SESSION(SKINCARE),950
9142037,SKINCARE,LASER CARE,LASER HAIR REMOVAL - LOWER LEGS 1ST SESSION(SKINCARE),950
9142038,SKINCARE,LASER CARE,LASER HAIR REMOVAL - SACRAL AREA 1ST SESSION (SKINCARE),285
9142039,SKINCARE,LASER CARE,LASER HAIR REMOVAL - EAR 1ST SESSION (SKINCARE),143
9142040,SKINCARE,LASER CARE,LASER HAIR REMOVAL - FOREHEAD 1ST SESSION (SKINCARE),143
9142041,SKINCARE,LASER CARE,LASER HAIR REMOVAL - AROUND THE NIPPLE 1ST SESSION (SKINCARE),143
9142042,SKINCARE,LASER CARE,"LASER HAIR REMOVAL - FULL BODY, 1ST SESSION (LEGS, ARMS, FACE, BIKNI, UNDER ARMS)",4275
9142043,SKINCARE,LASER CARE,LASER HAIR REMOVAL -  UPPER LIP SUB-SEQUENCE SESSION(SKINCARE),95
9142044,SKINCARE,LASER CARE,LASER HAIR REMOVAL - NECK SUB-SEQUENCE SESSION (SKINCARE),95
9142045,SKINCARE,LASER CARE,LASER HAIR REMOVAL - JAWLINE SUB-SEQUENCE SESSION(SKINCARE),95
9142046,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHIN SUB-SEQUENCE SESSION (SKINCARE),95
9142047,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHEECK SUB-SEQUENCE SESSION (SKINCARE),95
9142048,SKINCARE,LASER CARE,LASER HAIR REMOVAL - UPPER LIP & CHIN SUB-SEQUENCE SESSION(SKINCARE),167
9142049,SKINCARE,LASER CARE,"LASER HAIR REMOVAL - UPPER LIP,CHIN&NECK-SUB-SEQUENCE SESSION (SKINCARE)",262
9142050,SKINCARE,LASER CARE,LASER HAIR REMOVAL - FULL FACE SUB-SEQUENCE SESSION(SKINCARE),333
9142051,SKINCARE,LASER CARE,LASER HAIR REMOVAL - ABDOMAN SUB-SEQUENCE SESSION(SKINCARE),285
9142052,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHEST SUB-SEQUENCE SESSION (SKINCARE),285
9142053,SKINCARE,LASER CARE,LASER HAIR REMOVAL - BIKINI LINE SUB-SEQUENCE SESSION(SKINCARE),285
9142054,SKINCARE,LASER CARE,LASER HAIR REMOVAL - CHEEK TO JAWLINE SUB-SEQUENCE SESSION(SKINCARE),167
