code,description,type
58386,Centrifugal sample concentrator,medical-devices
58387,Surgical cutting/shaping board,medical-devices
58603,Fastidious-microorganism antimicrobial susceptibility culture medium IVD,medical-devices
58604,Fungal antimicrobial susceptibility culture medium IVD,medical-devices
58605,General-microorganism antimicrobial susceptibility culture medium IVD,medical-devices
58610,Haemophillus species agar identification medium IVD,medical-devices
58611,Haemophilus species antimicrobial susceptibility culture medium IVD,medical-devices
58616,Helicobacter pylori transport medium IVD,medical-devices
58636,Motility agar culture medium IVD,medical-devices
58639,Mueller-Hinton agar antimicrobial susceptibility culture medium IVD,medical-devices
58640,"Mueller-Hinton agar antimicrobial susceptibility culture medium IVD, sheep blood",medical-devices
58641,Mueller-Hinton broth antimicrobial susceptibility culture medium IVD,medical-devices
58642,Mycobacterium species antimicrobial susceptibility culture medium IVD,medical-devices
58672,Distilled sterile water suspension medium/diluent IVD,medical-devices
58673,Sterile saline suspension medium/diluent IVD,medical-devices
58674,Stuart transport medium IVD,medical-devices
58684,Differential/selective broth culture medium IVD,medical-devices
58685,Basic/simple nutrient agar culture medium IVD,medical-devices
58687,Enriched broth culture medium IVD,medical-devices
58688,Enriched agar culture medium IVD,medical-devices
58697,Viral transport medium IVD,medical-devices
58925,"Catheter-connected infant/paediatric urine collection bag, closed-ended",medical-devices
58927,"Orthopaedic prosthesis implantation instrument, single-use",medical-devices
58928,Noninvasive ankle brachial pressure index measurement unit,medical-devices
58929,"Adhesive infant/paediatric urine collection bag, open-ended",medical-devices
58930,"Adhesive infant/paediatric urine collection bag, closed-ended",medical-devices
58931,"Non-antimicrobial wound irrigation solution, multiple solute, non-sterile",medical-devices
58932,Tongue-adjustment sleep apnoea treatment system patch,medical-devices
58934,"Infant blanket, single-use",medical-devices
58935,Intense pulsed light skin surface treatment system,medical-devices
58936,Sialendoscope,medical-devices
58937,"Orthodontic bracket, ceramic",medical-devices
58177,Urine specimen collection kit IVD,medical-devices
58178,"5-Fluorouracil (5-FU) therapeutic drug monitoring IVD, calibrator",medical-devices
58179,"5-Fluorouracil (5-FU) therapeutic drug monitoring IVD, control",medical-devices
58180,"5-Fluorouracil (5-FU) therapeutic drug monitoring IVD, reagent",medical-devices
58181,Colonic lavage unit,medical-devices
58183,Electromagnetic surgical navigation device tracking system,medical-devices
58184,Cochlear implant system coil,medical-devices
58185,Cochlear implant system battery pack,medical-devices
58186,Cochlear implant system coil cable,medical-devices
58189,"Surgical power tool system handpiece set, rotary/sawing, pneumatic",medical-devices
58190,"Multiple amino acid/carnitine metabolite IVD, kit, mass spectrometry",medical-devices
58388,Visitor hygiene clothing kit,medical-devices
58389,"Corpus cavernosum dilator, single-use",medical-devices
58390,Visitor hygiene coverall,medical-devices
58391,Negative-pressure manometer,medical-devices
58392,Rectal suction biopsy system,medical-devices
58393,Rectal suction biopsy system capsule,medical-devices
58394,Rectal suction biopsy system handpiece,medical-devices
58395,"C-reactive protein (CRP) IVD, kit, immunochromatographic test (ICT)",medical-devices
58396,Motorized endoscopic forceps,medical-devices
58397,Laparoscopic motorized instrument control unit,medical-devices
58398,Urethral measuring catheter,medical-devices
58702,Neonatal/paediatric heart rate monitoring hardware,medical-devices
58703,Neonatal/paediatric heart rate monitoring application software,medical-devices
58704,Radial artery compression device,medical-devices
58705,Tracheostoma protective filter,medical-devices
58707,Self-expandable heart valve prosthesis post-dilation balloon catheter,medical-devices
58708,Varicose vein adhesive-treatment kit,medical-devices
58709,Collagen dental regeneration membrane,medical-devices
58710,Hepatic ultrasound elastography system,medical-devices
58711,Hepatic ultrasound elastography system applicator,medical-devices
58938,Dietary multiple-macronutrient absorption inhibitor,medical-devices
58939,Enteral feeding tube clearing kit,medical-devices
58940,Podiatry kit,medical-devices
58941,"Cardiopulmonary resuscitation impedance valve, inspiratory",medical-devices
58942,"Multiple form 25-hydroxy Vitamin D IVD, kit, enzyme immunoassay (EIA)",medical-devices
58943,"Programmable ambulation exoskeleton, clinical",medical-devices
58944,Nail fungus treatment kit,medical-devices
58945,"Allergen-specific immunoglobulin G (IgG) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
58946,"Multiple allergen-specific/total immunoglobulin E (IgE) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
58947,"Multiple allergen-specific/total immunoglobulin E (IgE) antibody IVD, control",medical-devices
58948,"Immunoglobulin G subclass (IgG subclass) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58191,"Multiple amino acid/carnitine metabolite IVD, calibrator",medical-devices
58192,"Multiple amino acid/carnitine metabolite IVD, control",medical-devices
58193,"Multiple amino acid/carnitine metabolite IVD, reagent",medical-devices
58194,"Unsaturated iron binding capacity (UIBC) IVD, calibrator",medical-devices
58195,"Unsaturated iron binding capacity (UIBC) IVD, control",medical-devices
58196,"Unsaturated iron binding capacity (UIBC) IVD, kit, spectrophotometry",medical-devices
58197,"Unsaturated iron binding capacity (UIBC) IVD, reagent",medical-devices
58198,"Copper IVD, kit, spectrophotometry",medical-devices
58200,Saliva specimen collection rinsing solution,medical-devices
58201,"Saliva specimen extraction/dilution solution, tartrazin",medical-devices
58202,"Negative-pressure wound therapy system, battery-powered, single-use",medical-devices
58203,Electromagnetic radiation protection bracelet,medical-devices
58204,Electroporation therapy system,medical-devices
58399,"Dental material mixing nozzle, non-sterile",medical-devices
58400,"Androstenedione IVD, kit, radioimmunoassay",medical-devices
58401,Autologous conditioned serum syringe,medical-devices
58402,Autologous conditioned serum set,medical-devices
58403,"Insulin-like growth factor I (IGF1) IVD, kit, radioimmunoassay",medical-devices
58404,"Adrenocorticotropic hormone (ACTH) IVD, kit, radioimmunoassay",medical-devices
58405,"Cancer antigen 15-3 (CA15-3) IVD, kit, radioimmunoassay",medical-devices
58406,"Cancer antigen 125 (CA125) IVD, kit, radioimmunoassay",medical-devices
58407,"Cancer antigen 19-9 (CA19-9) IVD, kit, radioimmunoassay",medical-devices
58408,"Insulin-like growth factor I (IGF1) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58409,"Insulin-like growth factor binding protein 3 (IGFBP-3) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58410,"Anti-Mullerian hormone (AMH) IVD, reagent",medical-devices
58411,"Anti-Mullerian hormone (AMH) IVD, control",medical-devices
58412,"Anti-Mullerian hormone (AMH) IVD, calibrator",medical-devices
58413,"Anti-Mullerian hormone (AMH) IVD, kit, enzyme immunoassay (EIA)",medical-devices
58414,Cation-active surfactant dressing,medical-devices
58712,Intracranial vascular implant post-dilation balloon catheter,medical-devices
58713,Automated retinopathy analysis system application software,medical-devices
58714,Patella prosthesis trial,medical-devices
58715,Knee femur prosthesis trial,medical-devices
58716,Knee tibia prosthesis trial,medical-devices
58717,Inhalation-therapy sodium chloride air purifier,medical-devices
58719,"Trisomy 21-risk hormone IVD, kit, fluorescent immunoassay",medical-devices
58720,Evacuated blood collection tube transport container IVD,medical-devices
58721,Histology/cytology image-analysis software IVD,medical-devices
58949,"General-purpose surgical scissors, single-use",medical-devices
58950,Humeral metaphyseal anchor,medical-devices
58951,Metaphyseal anchor-fixed humeral head prosthesis,medical-devices
58952,"Coagulation factor II (prothrombin) mutation IVD, kit, nucleic acid technique (NAT)",medical-devices
58953,"Coagulation factor XII mutation IVD, kit, nucleic acid technique (NAT)",medical-devices
58954,"Coagulation factor XIII mutation IVD, kit, nucleic acid technique (NAT)",medical-devices
58955,"Beta-fibrinogen mutation IVD, kit, nucleic acid technique (NAT)",medical-devices
58956,"Methylenetetrahydrofolate reductase (MTHFR) deficiency IVD, kit, nucleic acid technique (NAT)",medical-devices
58957,"Multiple respiratory disease-associated bacteria nucleic acid IVD, kit, nucleic acid technique (NAT)",medical-devices
58958,"Plasminogen activator inhibitor 1 (PAI-1) mutation IVD, kit, nucleic acid technique (NAT)",medical-devices
58959,Pin-sleeve orthopaedic bone screw,medical-devices
58960,"Phenylalanine IVD, kit, fluorimetry",medical-devices
58205,Gastric acetaldehyde binding capsule,medical-devices
58206,"Saliva quantification IVD, kit, spectrophotometry",medical-devices
58207,"Buffered wash solution IVD, manual",medical-devices
58208,"Buffered sample diluent IVD, manual",medical-devices
58209,Phosphoric acid stop solution reagent IVD,medical-devices
58210,"ENT micromanipulator, electric",medical-devices
58212,Paragastric bladder access port kit,medical-devices
58213,Paragastric bladder tubing cap kit,medical-devices
58214,Mechanical atherectomy/thrombectomy drive system,medical-devices
58215,Airborne device-disinfectant diffuser,medical-devices
58216,Saliva specimen collection kit IVD,medical-devices
58415,Sealing-cuff scrub suit,medical-devices
58416,Activated-medium surgical warming blanket,medical-devices
58417,Autologous skin cell grafting kit,medical-devices
58418,"Hazardous chemical decontamination agent, home-use",medical-devices
58419,"Mobile bariatric examination/treatment chair, electric",medical-devices
58420,"von Willebrand factor:glycoprotein Ib binding activity (vWF:GPIb) IVD, reagent",medical-devices
58421,"von Willebrand factor:glycoprotein Ib binding activity (vWF:GPIb) IVD, control",medical-devices
58422,"von Willebrand factor:glycoprotein Ib binding activity (vWF:GPIb) IVD, calibrator",medical-devices
58423,"von Willebrand factor:glycoprotein Ib binding activity (vWF:GPIb) IVD, kit, nephelometry/turbidimetry",medical-devices
58424,"Thyroid peroxidase antibody (anti-TPO/microsomal antibody) IVD, kit, radioimmunoassay",medical-devices
58425,"Cytomegalovirus (CMV) immunoglobulin A (IgA) antibody IVD, kit, enzyme immunoassay (EIA)",medical-devices
58426,"Cytomegalovirus (CMV) immunoglobulin A (IgA) antibody IVD, reagent",medical-devices
58722,Fundus-imaging ophthalmic solid-state laser system,medical-devices
58723,Mobile extracorporeal gas exchange system,medical-devices
58724,Mobile extracorporeal gas exchange system control unit,medical-devices
58725,Mobile extracorporeal gas exchange system cartridge kit,medical-devices
58726,Mobile extracorporeal gas exchange system catheter kit,medical-devices
58727,Vaginal rectocele reduction instrument,medical-devices
58728,"Thyroglobulin antibody IVD, kit, chemiluminescent immunoassay",medical-devices
58729,"Thyroid peroxidase antibody (anti-TPO/microsomal antibody) IVD, kit, chemiluminescent immunoassay",medical-devices
58730,"Calcitonin IVD, kit, radioimmunoassay",medical-devices
58731,"Procalcitonin (PCT) IVD, kit, chemiluminescent immunoassay",medical-devices
58732,"Osteocalcin IVD, kit, radioimmunoassay",medical-devices
58733,Sacroiliac joint intra-articular arthrodesis implant,medical-devices
58963,"Pressure-management bandage, padded",medical-devices
58964,Non-adhesive device retention bandage,medical-devices
58965,"Tissue transglutaminase antibody IVD, kit, chemiluminescent immunoassay",medical-devices
58966,Skin fluorescence diabetes screening unit,medical-devices
58967,"Instrument management bag, sterile",medical-devices
58968,"Instrument management bag, non-sterile",medical-devices
58969,"Cryogenic specimen container IVD, sterile",medical-devices
58970,"Centrifuge tube IVD, sterile",medical-devices
58971,"Drug-eluting infrapopliteal artery stent, non-bioabsorbable",medical-devices
58973,Enteral feeding/decompression tube clearing actuator,medical-devices
58217,Eyelid thermal pulsation system control unit,medical-devices
58218,Eyelid thermal pulsation system applicator,medical-devices
58219,Breast implant delivery funnel,medical-devices
58220,Manual epidural space locator,medical-devices
58221,"Presepsin/sCD14-ST IVD, kit, chemiluminescent immunoassay",medical-devices
