Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
Home Care ,FMHC-0033,Administering Nasal Gastric Tube Feeding,0,Service,83620-00-00,104,93.6
Home Care ,FMHC-0034,Foleys Catheter Removal,0,Service,83620-00-00,65,58.5
Home Care ,FMHC-0035,Foleys Catheter Insertion/Silicon,0,Service,83620-00-00,325,292.5
Home Care ,FMHC-0036,Wound Culture Specimen,0,Service,83620-00-00,260,234
Home Care ,FMHC-0037,Drain Device Care,0,Service,83620-00-00,65,58.5
Home Care ,FMHC-0038,Removal Of Sature And Staple,0,Service,83620-00-00,130,117
Home Care ,FMHC-0039,Cannula Removal,0,Service,83620-00-00,26,23.4
Home Care ,FMHC-0040,Canula Insertion,0,Service,83620-00-00,65,58.5
Home Care ,FMHC-0041,Wound Debridement (Large),0,Service,83620-00-00,390,351
Home Care ,FMHC-0042,Wound Debridement Small,0,Service,83620-00-00,130,117
Home Care ,FMHC-0043,Wound Debridement (Medium.),0,Service,83620-00-00,260,234
Home Care ,FMHC-0044,Dressing Burn 4Th Degree,0,Service,83620-00-00,520,468
Home Care ,FMHC-0045,Dressing Burn 3Rd Degree,0,Service,83620-00-00,455,409.5
Home Care ,FMHC-0046,Dressing Burn 2Nd Degree,0,Service,83620-00-00,390,351
Home Care ,FMHC-0048,Suturing Large Superficial Wound Under La,0,Service,83620-00-00,650,585
Home Care ,FMHC-0049,Suturing Medium Superficial Wound Under La,0,Service,83620-00-00,390,351
Home Care ,FMHC-0050,Suturing Small Superficial Wound Under La,0,Service,83620-00-00,195,175.5
Home Care ,FMHC-0051,Urine Sugar \ Keton Strip,0,Service,83620-00-00,65,58.5
Home Care ,FMHC-0052,Monitor / Hour,0,Service,83620-00-00,195,175.5
Home Care ,FMHC-0060,Forearm Sling & Bandage,0,Service,83620-00-00,195,175.5
Home Care ,FMHC-0061,Plaster Cast Removal,0,Service,83620-00-00,195,175.5
Home Care ,FMHC-0062,"""Home Visit - Physiotherapist, Physiotherapy / Visit + Evaluation (Transportation + Providing Servi",0,Service,83620-00-00,195,175.5
Home Care ,FMHC-0063,Home Physiotherpy Of Hemiplegia ( 1 Session ),0,Service,83620-00-00,390,351
Home Care ,FMHC-0064,Home Physiotherpy Of Hemiplegia ( 6 Session ),0,Service,83620-00-10,2080,1872
Home Care ,FMHC-0065,Home Physiotherpy Of Hemiplegia (12 Session/Month ),0,Service,83620-00-10,4160,3744
Home Care ,FMHC-0066,Home Physiotherpy Facial Palsy ( 1Session ),0,Service,83620-00-10,325,292.5
Home Care ,FMHC-0067,Home Physiotherpy Facial Palsy (6 Sessions ),0,Service,83620-00-10,1930,1737
Home Care ,FMHC-0068,Home Physiotherpy Facial Palsy ( 12 Session /Month ),0,Service,83620-00-10,3861,3474.9
Home Care ,FMHC-0069,Home Physiotherpy Cereberal Palsy ( 1 Session,0,Service,83620-00-10,520,468
Home Care ,FMHC-0070,Home Physiotherpy Cereberal Palsy( 6 Sessions),0,Service,83620-00-10,2860,2574
Home Care ,FMHC-0071,Home Physiotherpy Cereberal Palsy( 12 Session),0,Service,83620-00-10,5590,5031
Home Care ,FMNEU-4001,Post Stroke Care Home Visit (Other Consultation),0,Service,83620-00-50,1000,900
INTERNAL MEDICINE ,FMINT-9999,INSULIN PUMP INSTALLATION W/O PUMP COST ,0,Service,90676-00-00,90676-00-00,3000
INTERNAL MEDICINE ,FMINT-9998,INSULIN PUMP REPROGRAMMING AND DOSE  ADJUSTMENT,0,Service,83700-00-00,83700-00-00,300
dermatology,fmcos-9998,MESOTHERAPHY ROSY LIPS,0,Service,90676-00-00,90676-00-00,350
dermatology,fmcos-9999,MESOTHERAPHY ROSY LIPS 3 SESSIONS,0,Service,90676-00-00,90676-00-00,950
Nutrition,FMINT-0091,Nutrition assessment,0,Service,96026-00-00,96026-00-00,250
Nutrition,FMINT-0092,Dietitian Consultation Fee,0,Service,96067-00-00,96067-00-00,250
laboratory,FMNBD-1000,Clinical Congenital Heart Disease TEST (CCHD Test ) ,0,Service,73200-05-60,73200-05-60,250
Physiotherapy,FMPTD-0010,ELECTRIC STIM. MUSC/NRVE - IP,0,Service,96155-00-00,170,170
Physiotherapy,FMPTD-0012,ELECTRIC MASSAGE  PART - IP,0,Service,96162-00-00,161,161
Physiotherapy,FMPTD-0013,ELECTRIC. MASSAGE - TOTAL - OP,0,Service,96162-00-00,330,330
Physiotherapy,FMPTD-0014,ELECTRIC. MASSAGE - TOTAL - IP,0,Service,96162-00-00,330,330
Physiotherapy,FMPTD-0017,MANUAL MASSAGE - PART - IP,0,Service,96162-00-00,230,230
Physiotherapy,FMPTD-0020,THERAPEUTIC EXERCISES - IP,0,Service,96129-00-00,212,212
Physiotherapy,FMPTD-0030,TRACTION - IP,0,Service,90531-00-00,170,170
Physiotherapy,FMPTD-0031,TOTAL PT - 3 MODAL. - OP,0,Service,95550-03-00,500,500
Physiotherapy,FMPTD-0034,TOTAL PT >3 MODALITIES - IP,0,Service,95550-03-00,450,450
Physiotherapy,FMPTD-0036,SHORTWAVE - IP,0,Service,96155-00-00,450,450
Physiotherapy,FMPTD-0042,CHEST PHYSIOTHERAPY - IP,0,Service,96119-00-00,300,300
Physiotherapy,FMPTD-0044,TILT TABLE - IP,0,Service,96130-00-00,175,175
Physiotherapy,FMPTD-0015,MANUAL MASSAGE - PARTL. - OP,0,Service,96162-00-00,90.75,82.5
Physiotherapy,FMPTD-0021,PARAFFIN WAX BATH - OP,0,Service,92178-00-90,90.75,82.5
Physiotherapy,FMPTD-0024,HYDROTHERAPY W/EXERCISES - OP,0,Service,96153-00-00,244.42,222.2
Physiotherapy,FMPTD-0026,HYDROTHERAPY WITH EXERCISES,0,Service,96153-00-00,269.83,245.3
Physiotherapy,FMPTD-0027,OCCUPATIONAL THERAPY - OP,0,Service,95550-02-00,90.75,82.5
Physiotherapy,FMPTD-0029,TRACTION - OP,0,Service,90531-00-00,90.75,82.5
Physiotherapy,FMPTD-0035,SHORTWAVE - OP,0,Service,92178-00-90,122.21,111.1
Physiotherapy,FMPTD-0043,TILT TABLE - OP,0,Service,11724-00-00,90.75,82.5
Physiotherapy,FMPTD-0046,EMG LUMBAR AREA & 1 LEG,0,Service,11012-00-00,392.04,356.4
Physiotherapy,FMPTD-0047,EMG LUMBAR AREA & 2 LEGS,0,Service,11012-00-00,469.48,426.8
Physiotherapy,FMPTD-0048,EMG NECK AREA & 1 ARM,0,Service,11012-00-00,392.04,356.4
Physiotherapy,FMPTD-0049,EMG NECK AREA & 2 ARMS,0,Service,11012-00-00,469.48,426.8
Physiotherapy,FMPTD-0050,EMG - ALL EXTREMITIES,0,Service,11012-00-00,776.82,706.2
Physiotherapy,FMPTD-0052,NERVE CONDUCTION - 2 NERVES,0,Service,11015-00-00,244.42,222.2
Physiotherapy,FMPTD-0053,NERVE CONDUCTION - 3 NERVES,0,Service,11015-00-00,353.32,321.2
Physiotherapy,FMPTD-0054,NERVE CONDUCTION - 4 NERVES,0,Service,11018-00-00,469.48,426.8
Physiotherapy,FMPTD-0057,FACIAL NERVE COND. - 1 SIDE,0,Service,11012-01-00,174.24,158.4
Physiotherapy,FMPTD-0058,FACIAL NERVE CONDUCT. 2 SIDES,0,Service,11015-00-00,244.42,222.2
Physiotherapy,FMPTD-0059,EMG FACE/FACIAL NRVE. - 1 SIDE,0,Service,11012-02-00,546.92,497.2
Physiotherapy,FMPTD-0060,EMG FACE/FACIAL NRV. - 2 SIDES,0,Service,11015-01-00,699.38,635.8
Physiotherapy,FMPTD-0072,LYMPHATIC MASSAGE,0,Service,96162-00-00,231.11,210.1
Physiotherapy,FMPTD-0076,PACKAGE DEAL THERAPEUTIC EXERCISES  8 SESSIONS,0,Service,96129-00-00,660.66,600.6
Physiotherapy,FMPTD-0078,LOCOMOTION THERAPHY(1 SESSION),0,Service,96130-00-00,257.73,234.3
Physiotherapy,FMPTD-0079,LOCOMOTION THERAPY(12 SESSION),0,Service,95550-03-00,6425.1,5841
Physiotherapy,FMPTD-0080,EXERCISE FOR SGH STAFF PER MTH,0,Service,96129-00-00,174.24,158.4
Physiotherapy,FMPTD-0087,LOCOMOTION THERAPY - 6S/1W/1M,0,Service,96130-00-00,7234.59,6576.9
Physiotherapy,FMPTD-0088,LOCOMOTION THERAPY - 6S/1W/2M,0,Service,96130-00-00,11233.64,10212.4
Physiotherapy,FMPTD-0089,LOCOMOTION THERAPY - 6S/1W/3M,0,Service,96130-00-00,14442.56,13129.6
Physiotherapy,FMPTD-0090,SINGLE PT SESSION FOR ARIG,0,Service,95550-03-00,193.6,176
Physiotherapy,FMPTD-0092,PREOPERATIVE & POSTOPERATIVE EXS.,0,Service,96129-00-00,84.7,77
Physiotherapy,FMPTD-0099,CELEBRAL PALSY EXS WITH SWIMMING,0,Service,95550-03-00,199.65,181.5
Physiotherapy,FMPTD-2095,INTERFERNIAL - IP,0,Service,96155-00-00,267,267
Physiotherapy,FMPTD-2100,MEDICAL BATH W/EXERCISE UNDER,0,Service,22065-00-30,275,275
Physiotherapy,FMPTD-0105,DRY CUPPING,0,Service,95550-11-00,174.24,158.4
Physiotherapy,FMPTD-0106,MOVING CUPPING,0,Service,95550-11-00,199.65,181.5
Physiotherapy,FMPTD-2106,CPM FOR SHOULDER - IP,0,Service,96130-00-00,143,143
Physiotherapy,FMPTD-0107,NEEDLE CUPPING,0,Service,96162-00-00,269.83,245.3
Physiotherapy,FMPTD-2108,CPM FOR ELBOW - IP,0,Service,96130-00-00,143,143
Physiotherapy,FMPTD-2111,MEDICAL BATH + MASSAGE,0,Service,96162-00-00,310,310
Physiotherapy,FMPTD-0108,MAGNETIC CUPPING,0,Service,95550-03-00,238.37,216.7
Physiotherapy,FMPTD-2057,PARAPLEGIA PT TRTMENT(3 PROCS),0,Service,96129-00-00,269.83,245.3
Physiotherapy,FMPTD-2058,TETRAPLEGIA TRTMENT (3 PROCS),0,Service,96129-00-00,314.6,286
Physiotherapy,FMPTD-2060,POLIO TREATMENT,0,Service,99999-99-99,154.88,140.8
Physiotherapy,FMPTD-2062,MEDICAL BATH + MASSAGE,0,Service,96162-00-00,269.83,245.3
Physiotherapy,FMPTD-2064,FANGO TREATMENT + MASSAGE,0,Service,92178-00-90,296.45,269.5
Physiotherapy,FMPTD-2065,MEDICAL BATH + MASSAGE (CONTAST THERAPY ),0,Service,96162-00-00,347.27,315.7
Physiotherapy,FMPTD-2066,PT SINGLE AREA (3 PROCS),0,Service,95550-03-00,174.24,158.4
Physiotherapy,FMPTD-2067,PT TWO AREAS (3 PROCS),0,Service,95550-03-00,269.83,245.3
Physiotherapy,FMPTD-2068,PT MULTIPLE AREAS (3 PROCS),0,Service,96129-00-00,127,114.3
Physiotherapy,FMPTD-2135,MCKENZIE EVALUATION & TREATME,0,Service,96130-00-00,308,308
Physiotherapy,FMPTD-2136,MCKENCZIE FOLLOW-UP TREATMENT,0,Service,96130-00-00,143,143
Physiotherapy,FMPTD-2069,ELECTROTHERAPY,0,Service,30195-07-10,199.65,181.5
Physiotherapy,FMPTD-2070,DRY MASSAGE  ARM OR LEG,0,Service,96162-00-00,116.16,105.6
Physiotherapy,FMPTD-2071,DRY MASSAGE  BACK,0,Service,96162-00-00,129.47,117.7
Physiotherapy,FMPTD-2072,DRY MASSAGE  WHOLE BODY,0,Service,96162-00-00,269.83,245.3
Physiotherapy,FMPTD-2077,HYDROTHERAPY POOL(1 TREATMENT),0,Service,96153-00-00,263.78,239.8
Physiotherapy,FMACUA0021,CUPPING - AREA,0,Service,92205-00-00,236,236
Physiotherapy,FMACUA0022,TRIGGER POINT STIMULATION,0,Service,96155-00-00,335,335
Physiotherapy,FMPTD-2158,PHYSIOTHERAPY IN PATIENT CONSULTATION,0,Service,83600-01-10,428,428
Physiotherapy,MTVAS-0020,STOCKING COTTON COMPRESSION SIGVARIS BELOW KNEE,0,Service,92205-00-00,231,231
Physiotherapy,MTVAS-0021,STOCKING COTTON COMPRESSION SIGVARIS ABOVE KNEE,0,Service,92205-00-00,357,357
Physiotherapy,MTVAS-0022,STOCKING COTTON COMPRESSION SIGVARIS PANTY,0,Service,92205-00-00,413,413
Physiotherapy,MTVAS-0023,ELASTIC STOCKING SIGVARIS DIABETIC,0,Service,92205-00-00,292,292
Physiotherapy,FMPTD-2078,HYDROTHERAPY POOL PACKAGE 10 SESSIONS,0,Service,96153-00-00,1695.21,1541.1
Physiotherapy,FMPTD-2088,ICE / HOT PACK LARGE,0,Service,22065-00-90,90.75,82.5
Physiotherapy,FMPTD-2089,ICE / HOT PACK SMALL,0,Service,22065-00-90,58.08,52.8
Physiotherapy,FMPTD-2090,STRENGTH/DURATION CURVE [DIAG-NOSTI,0,Service,11611-00-00,154.88,140.8
Physiotherapy,FMPTD-2091,STRENGTH/DURATION CURVE [DIAG-,0,Service,99999-99-99,154.88,140.8
Physiotherapy,FMPTD-2096,COMBINE THERAPY [ULTRA SOUND +ELECTRO THERAPY),0,Service,96154-00-00,90.75,82.5
Physiotherapy,FMPTD-2098,LASER LOW INTENSITY  THERAPY,0,Service,96155-00-00,174.24,158.4
Physiotherapy,FMPTD-2099,MEDICAL BATH W/EXERCISE UNDER,0,Service,96153-00-00,180.29,163.9
Physiotherapy,FMPTD-2101,MEDICAL BATH W/GALVANIC,0,Service,96153-00-00,180.29,163.9
Physiotherapy,FMPTD-2105,CPM FOR SHOULDER - OP,0,Service,50115-00-00,90.75,82.5
Physiotherapy,FMPTD-2107,CPM FOR ELBOW - OP,0,Service,96153-00-00,90.75,82.5
Physiotherapy,FMPTD-2140,HAND THERAPY,0,Service,96123-00-00,200,200
Physiotherapy,FMPTD-2115,PARAPLEGIA P.T. 3 PROCEDURES 12 SESSIONS,0,Service,95550-03-00,2536.16,2305.6
Physiotherapy,FMPTD-2117,THERAPEUTIC EXERCISE 12 TIMES,0,Service,96129-00-00,776.82,706.2
Physiotherapy,FMPTD-2118,TREADMEIL FOR LAB. TESTING,0,Service,96130-00-00,52.03,47.3
Physiotherapy,FMPTD-2153,PACKAGE DEAL (6) SESSIONS FOR MANUAL THERAPY,0,Service,96130-00-00,2100,2100
Physiotherapy,FMPTD-2154,PACKAGE DEAL (12) SESSIONS FOR MANUAL THERAPY,0,Service,96130-00-00,4200,4200
Physiotherapy,FMPTD-2129,SHORT WAVE FOR 2 AREAS,0,Service,92178-00-90,141.57,128.7
Physiotherapy,FMPTD-2131,GALVANIC BATH,0,Service,96153-00-00,154.88,140.8
Physiotherapy,HCPTD-0415,PHYSIOTHERAPY VIP  (1 SESSION),0,Service,96130-00-00,436,436
Physiotherapy,HCPTD-0416,PHYSIOTHERAPY VIP (6 SESSIONS),0,Service,96130-00-00,2625,2625
Physiotherapy,HCPTD-0417,PHYSIOTHERAPY VIP  (12 SESSIONS),0,Service,96130-00-00,5250,5250
Physiotherapy,FMPTD-2113,HEMIPLEGIA P.T. 2 PROCEDURES  12 SESSIONS,0,Service,96130-00-00,2345,2345
Physiotherapy,FMPTD-2114,HEMIPLEGIA P.T. 3 PROCEDURES 12 SESSIONS,0,Service,96130-00-00,3440,3440
Physiotherapy,FMPTD-2134,REHAB. PT. W/ VERTIGO(12 SESS),0,Service,95550-03-00,456.17,414.7
Physiotherapy,FMPTD-2116,HEMIPLEGIA P.T. 3 PROCEDURES  12 SESSIONS,0,Service,96130-00-00,3440,3440
Physiotherapy,FMPTD-2056,HEMIPLEGIA PT TRTMENT(3 PROCS),0,Service,96130-00-00,391,391
Physiotherapy,FMPTD-2142,CEREBRAL PALSY THERAPY,0,Service,96130-00-00,141.57,128.7
Physiotherapy,FMPTD-2143,PARAPLEGIC OT SESSION,0,Service,95550-02-00,135.52,123.2
Physiotherapy,FMPTD-3013,FOCUSED SHOCKWAVE THERAPY,0,Service,96155-00-00,500,500
Physiotherapy,FMPTD-2144,GENERAL OF SESSION,0,Service,95550-11-00,102.85,93.5
Physiotherapy,FMPTD-2145,PACKAGE OT 6 SESSIONS FOR HAND THERAPY,0,Service,95550-02-00,994.62,904.2
Physiotherapy,FMPTD-2146,OCCUPATIONAL THERAPY SESSION A,0,Service,95550-02-00,135.52,123.2
Physiotherapy,FMPTD-2147,OCCUPATIONAL THERAPY SESSION B,0,Service,95550-02-00,168.19,152.9
Physiotherapy,FMPTD-2148,OCCUPATIONAL THERAPY SESSION C,0,Service,95550-02-00,199.65,181.5
Physiotherapy,FMPTD-2149,OCCUPATIONAL THERAPY SESSION D,0,Service,95550-02-00,269.83,245.3
Physiotherapy,FMPTD-0028,OCCUPATIONAL THERAPY - IP,0,Service,83620-00-40,170,170
Physiotherapy,FMPTD-2150,LASER THERAPHY SCANNER,0,Service,99999-99-99,269.83,245.3
Physiotherapy,FMPTD-0025,HYDROTHERAPY - IP,0,Service,96153-00-00,359,359
Physiotherapy,FMPTD-2162,RE-EXAMINATION SCOLIOSIS,0,Service,96037-00-00,275,247.5
Physiotherapy,FMPTD-2097,COMBINE THERAPY [ULTRA SOUND +,0,Service,96154-00-00,110,110
Physiotherapy,FMPTD-2163,FORMATRIC 3D,0,Service,96019-00-00,610,549
Physiotherapy,FMPTD-2201,COLD LASER,0,Service,22065-00-90,275,247.5
Physiotherapy,FMPTD-2206,1 SESSION FOR PEDIA 1 HR,0,Service,96037-00-00,155,139.5
Physiotherapy,FMPTD-2207,1 SESSION FOR PEDIA 2 HR,0,Service,95550-03-00,295,265.5
Physiotherapy,FMPTD-2208,PACKAGE DEAL FOR PEDIA 10 SESSIONS 1 HR,0,Service,95550-04-00,1275,1147.5
Physiotherapy,FMPTD-2209,PACKAGE DEAL FOR PEDIA 10 SESSIONS 2 HRS,0,Service,95550-04-00,2540,2286
Physiotherapy,FMPTD-9000,C.P. PROGRAM - 4 SESSION (P.D),0,Service,95550-11-00,591.69,537.9
Physiotherapy,FMPTD-3007,MANUAL THERAPY SESSION,0,Service,96130-00-00,300,300
Physiotherapy,FMPTD-3008,LASER HIGH INTESITY SESSION,0,Service,96155-00-00,300,300
Physiotherapy,FMPTD-3014,RADIAL SHOCKWAVE THERAPY,0,Service,96155-00-00,250,250
Physiotherapy,FMPTD-3015,MOTION AND FUNCTIONAL ASSESSMENT LAB,0,Service,50115-00-00,500,500
Physiotherapy,FMPTD-8080,HOT PACK LARGE,0,Service,22065-00-10,30,30
laboratory,FMLAB-1093,TOTAL EOSINOPHIL COUNT EY DISC H.,0,Service,73100-00-10,128,128
SURGERY,FMPSD-1055,DEBRIDEMENT OF DEVITALISED TISSUES (SMALL),0,Service,90665-00-10,612,612
dermatology,FMDER-0121,Deep Heat+ Body Wrap - Weight Reduction - 10 Sessions,0,Service,92178-00-90,3710,3339
Physiotherapy,FMPTD-2059,Cerebral Palsy Exercises,0,Service,96129-00-00,154.88,140.8
LABORATORY,FMLAB-2162,Platelet Random Unit ( With Donor) Cbb Moh, ,Service,13706-03-00,1494,1344.6
SURGERY,FMORDZ0001,Operationtheatre Charges, ,Service,83670-00-30,3168.308032,2880.280029
NEUROLOGY,fmneu-3804,Ncv Study For 8 Units, ,Service,11018-00-00,8332,7498.8
OB & GYNE,FMOBG-0071,Induction Of Labour, ,Service,90465-02-00,738.1,671
OB & GYNE,FMOBG-0022,Evacuation Of Rtnd Prod. Of Conception, ,Service,16564-00-00,1464.1,1331
Orthopedics,FMORT-0445,Skin Traction, ,Service,90531-00-00,199.65,181.5
Nursing,FMNUR-0013,Patient Preparation, ,Service,99999-99-99,750,675
Orthopedics,FMORT-0559,Removal Of Internal Fixation, ,Service,47927-00-01,5174,4656.6
Cardiothoracic Surgery,FMCTS-0009,Excision Of Chest Wall Tumour,0,Service,31350-00-01,13222.88,12020.8
Cardiothoracic Surgery,FMCTS-0010,Decortication,0,Service,38421-01-00,9255.29,8413.9
Dental,FMDNTS0116,Open Reduction Intra-Oral Int.,0,Service,47774-00-01,2920.94,2655.4
Dental,FMDNTS0117,Open Reduction Intra-Oral Post,0,Service,47774-00-01,4377.78,3979.8
internal medicine,FMINT-0074,Peack Flow Meter,0,Service,83700-00-00,14.52,13.2
NEUROLOGY,FMNEU-0090,Transnasal Hypophysiotomy,0,Service,39715-01-00,8748.3,7953
PEDIATRIC,FMPDT-0028,Heat Crib From 1 To 4 Hrs.,0,Service,92178-00-90,45.98,41.8
PEDIATRIC,FMPDT-0063,I.C. Child For 24 Hrs,0,Service,83610-03-00,1464.1,1331
Radiology ,FMXRAY1688,Control Follow C.T.,0,Service,99999-99-92,1322.53,700
NEUROLOGY,NEU-0044,With Pedical Screw Fixation ( Three Level ) 1 Day Icu,0,Service,47921-00-01,29169,26252.1
ONCOLOGY/NUCLEAR MED,FMONC-1002,Chemotherapy One Mo.Treatment (Inj 3Days/Wk+Fllow Up)Clinic,0,Service,96206-00-00,4000,3600
Dental,fmdnt-3011,Treatment Of Acute Periodontal Infection – Per Appointment,0,Service,97213-00-00,5100,4590
Dental,fmdnt-3012,Complete Chemo-Mechanical Preparation Of Root Canal   Each Additional Canal,0,Service,97416-00-00,264,237.6
Dental,fmdnt-3013,Root Canal Obturation – Each Additional Canal,0,Service,97418-00-00,132,118.8
ENT,fment-0503,Myringotomy With Grommet (U.G.A.) / Bilateral,0,Service,41632-01-00,6358,5722.2
Room & Board,fmrmb-9929,Room Difference (Semi Pvt - Pvt),0,Service,83610-01-10,480,432
Physiotherapy,fmptd-1029,Physiotherapy Ultrasound,0,Service,90908-00-00,79,71.1
Orthopedics,fmort-1057,Proximal Patellar Realignment,0,Service,47585-00-01,15840,14256
NEUROLOGY,fmneu-1017,Somato Sensory Evoked Potential - Both Upper Or Lower Limb,0,Service,96112-00-00,1320,1188
LABORATORY,fmlab-3071,Immunoglobulin D (Igd),0,Service,73050-61-60,958,862.2
ONCOLOGY/NUCLEAR MED,FMONC-1056,Additional Nuclear Scan,0,Service,83700-00-00,3052,2746.8
Vascular Surgery,FMSUR-2223,Exploration Of Injured Vessel(Artery/Vein) 2 Days,0,Service,34106-04-00,28512,25660.8
Cardiology,fmcar-3098,Eecp 35 Sissions,0,Service,99999-99-99,15866.73,14424.3
LABORATORY,FMLAB-9273,Cryo Precipitate,0,Service,73250-02-00,2904,2640
ENT,ENT-0007,Bil.Linear Caute Inferior Turbinate,0,Service,41674-00-00,2025,1822.5
Room & Board,FMADM-9915,Class Difference ( From Second To First ),0,Service,83610-01-10,504,453.6
Endoscopy,FMENDE0009,Biopsy For Clo  Test Ed00352112,0,Service,73100-22-20,129,116.1
Endoscopy,fmende0100,Use Of Endoclips,0,Service,90296-00-00,1670,1503
Emergency,FMICU-0018,Sequential Compression Device,0,Service,96092-00-00,373.89,339.9
LABORATORY,FMLAB1010,Kras-Nras-Braf-Egfr-Pik3Ca,0,Service,73200-09-50,14256,12830.4
LABORATORY,FMLAB-1117,Random Donor Platelets,0,Service,73250-02-90,550,500
LABORATORY,FMLAB-1503,Cytogenetics Leukemic Blood / Bone Marrow,0,Service,73200-04-80,2914.89,2649.9
LABORATORY,FMLAB-1601,Inborn Errors Of Metabolism(Bioscientia),0,Service,83700-00-00,1056,950.4
LABORATORY,FMLAB-1723,Radical Resection Biopsy,0,Service,73100-09-80,5280,4752
LABORATORY,FMLAB-6266,Axilla Swab C/S,0,Service,73050-40-30,813,731.7
LABORATORY,FMLAB-7061,Er Profile (Iii): Troponin + Ck+ Ckmb,0,Service,73050-37-20,1870,1700
LABORATORY,fmlab-1901,Oncodeep (Customized Gene Panel),0,Service,73350-05-50,22200,19980
LABORATORY,FMLAB-9091,Mast - Cla (Inhalants & Foods),0,Service,73100-10-20,1990,1791
LABORATORY,FMLAB-9107,Fecal Immunochemical Test(Fit),0,Service,73050-04-80,281,252.9
LABORATORY,FMLAB-1236,Ptn 14.3.3,0,Service,83700-00-00,2937,2643.3
LABORATORY,FMLAB-1237,Molecular Detection Of Viral Respiratory Tract Infection,0,Service,73100-25-30,3003,2730
LABORATORY,FMLAB-9282,Anti-Glycolipid Antibodies (Gangliosides),0,Service,73050-39-70,2772,2494.8
LABORATORY,FMLAB-9792,Cytogenetics Leukemic Blood / Bone Marrow(Karyotyping),0,Service,73200-04-80,2914.89,2649.9
internal medicine,fmint-2004,Urg.Hemo.W/Femoral V.Sub.Cath,0,Service,13100-00-00,6077,5469.3
OPTHALMOLOGY,FMOPTH0021,Micropulse Panretinal Treatment (Six Settings 1 Month),0,Service,14106-00-00,5775,5250
Radiology ,FMXRAY1683,Ct Pns With Contrast,0,Service,56022-01-00,1028.5,935
Psychiatry ,FMPSY-9002,Ect Session With G.A.,0,Service,14224-00-00,2760,2484
SURGERY,FMSUR-9171,"Neonatal Laparotomy, Microsurgical Procedure",0,Service,30373-00-00,15840,14256
Radiology ,FMXRAY1689,Tibia/Fibula Ap Lateral,0,Service,57518-02-01,260.15,236.5
Radiology ,FMXRAY1690,Nm- Renogram (Diuretic) Scintigraphy (Dtpa) Ra00421010,0,Service,61389-00-00,1143,1028.7
Radiology ,FMXRAY1691,Nm- Iodine 131 Wholebody Scan (Or Tl201/Tetrofosmin) Ra00421036,0,Service,61426-00-00,2536,2282.4
Radiology ,FMXRAY1692,Parathyroid Spect/Ct Localization S,0,Service,61480-00-00,5332,4798.8
Radiology ,FMXRAY1693,Transectal U/S,0,Service,55600-00-00,660.66,600.6
Radiology ,FMXRAY1696,Radioactive I131 Corss,0,Service,16009-00-00,10800,9720
Radiology ,FMXRAY1697,Rfa Tumor 3-5 Cm.,0,Service,30192-00-10,13222.88,12020.8
Radiology ,FMXRAY1699,Tunneled Dialysis Catheter Removal,0,Service,34530-04-00,3300,2970
Urology,MTURO-0019,Complete Urodynamic Eval. For Neuropathic Bladder,0,Service,11900-00-00,2087.25,1897.5
Vascular Surgery,MTVAS-0018,Foam Sclerotheraphy,0,Service,32500-01-01,1492,1342.8
ENT,PK236,Myringotomy With Insertion Of Ear Grommets Under Ga,0,Service,41632-00-00,6923,6230.7
OB & GYNE,OBG-0014,Cervical Circulage,0,Service,16511-00-00,4594,4134.6
