Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Column7,Class A ,VIP,Comment
Emergency,FMERDA0004,Abcess Incision And Drainage - Paronychia,Service,47912-00-01,0.0,420.0,420.0,420.0,New
Physiotherapy,FMPTD-2602,Radiofrequancy Session,Service,95550-03-00,0.0,250.0,250.0,250.0,New
Orthopedics,FMORT-0635,Fracture Neck Femur With Vas- Cularized Bonegraft,PKG,48200-00-00,0.0,63000.0,63000.0,63000.0,New
Neurology,FMNEU-3100,Deep Brain Stimulation Incluing The Implants,PKG,90007-02-00,0.0,250000.0,250000.0,250000.0,New
Cardiology,FMCAR-3032,"Asd Device Closure (Atrial Septal Defect) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",PKG,38742-00-00,0.0,140000.0,140000.0,140000.0,New
Radiology ,FMXRAY1441,Ir. Neuro. Intracranial Aneurysm Coiling (2 Coils),PKG,35412-00-00,0.0,132000.0,132000.0,132000.0,New
Orthopedics,FMORT-0683,Exploration And Repair Of Brac Hial Flexus.,PKG,39300-00-00,0.0,126000.0,126000.0,126000.0,New
NEUROSURGERY,FMNEU-3575,Percutaneous Fixation Without Screw With Out Implant - 4 To 6 Levels,PKG,90011-02-00,0.0,123500.0,123500.0,123500.0,New
NEUROSURGERY,FMNEU-3579,Posterior Fusion And Stabilization With Out Implant - 4 To 6 Levels,PKG,90011-02-00,0.0,105500.0,105500.0,105500.0,New
NEUROSURGERY,FMNEU-3480,Anterior Thoracic Corpectomy And Stabilization - Three Levels W/Out Implant,PKG,40348-00-00,0.0,105000.0,105000.0,105000.0,New
NEUROSURGERY,FMNEU-3400,Carotid-Cavernous Fistula Embolization,PKG,35321-03-00,0.0,98000.0,98000.0,98000.0,New
LABORATORY,FMLAB-9105,Oxalate (U),Service,73050-26-40,0.0,1840.0,1840.0,1840.0,New
Cardiology,FMCAT-0053 ,Leadless Pacemaker Insertion ,PKG,38353-00-00,0.0,75000.0,75000.0,75000.0,New
Pediatrics,FMPDT-0037,Dpt Vaccination Including Consultation & Vaccine,Service,92149-00-00,0.0,450.0,450.0,450.0,New
ENT,PKENT-0011,Direct Laryngobronchoscopy,PKG,41889-05-01,0.0,6000.0,6000.0,6000.0,Service to PKG
Cardiology,FMCAT-0047,"Permanent Pacemaker Implantation, Single",PKG,38353-00-00,0.0,66000.0,66000.0,66000.0,New
Orthopedics,PKORT-0020,Complex Spine Fracture/ Dissociation Reduction And Fixation,PKG,48678-00-00,0.0,65000.0,65000.0,65000.0,New
LABORATORY,FMLAB-9289,Cd4 And Cd8 (T4&T8),Service,73100-16-90,0.0,3500.0,3500.0,3500.0,New
Orthopedics,FMORT-0485,Fusion Of The Spine After Frac Or Fracture Dislocation,PKG,48642-00-00,0.0,63000.0,63000.0,63000.0,New
Cardiothoracic Surgery,CAR-0027,SINGLE VALVE REPLACEMENT +VALVE COST,PKG,38562-02-00,0.0,60420.0,60420.0,60420.0,New
NEUROSURGERY,FMNEU-3555,Re-Fenestration/Laminectomy And Microdiscectomy - More Than Three Levels,PKG,90011-06-00,0.0,60000.0,60000.0,60000.0,New
Radiology ,FMXRAY1531,Mammogram Cd Upload With Reporting,Service,99999-99-92,0.0,200.0,200.0,200.0,New
Radiology ,FMXRAY1521,Dexa (Bmd) (1) Segment,Service,12306-00-00,0.0,2450.0,2450.0,2450.0,New
Radiology ,FMXRAY1701,Uterine Fibroid Embolization + Guiding Cathers + Wires + High Flow Catheter + Embolization Particles,PKG,90451-00-00,0.0,50400.0,50400.0,50400.0,New
NEUROSURGERY,FMNEU-3618,Brachial Plexus Exploration And Repair,PKG,39300-00-00,0.0,46500.0,46500.0,46500.0,New
Radiology ,FMXRAY1333,Doppler. Penile (With Injection),Service,55282-00-00,0.0,1320.0,1320.0,1320.0,New
Cardiology,FMCAR-3035,"Vsd Device Closure (Ventricular Septal Defect) Consumable (Sheath, Wire, Catheter, Long Sheath And Device)",PKG,38751-02-00,0.0,45000.0,45000.0,45000.0,New
Radiology ,FMXRAY1406,Ir. Uterine Artery Embolization (Uae),PKG,35303-06-00,0.0,38500.0,38500.0,38500.0,New
ENT,FMENTL0023,Delayed Speech & Language Development,Service,83620-00-00,0.0,675.0,675.0,675.0,New
Dental & Maxillofacial,DNT-0024,Orif - Midface Fractures  - Bi-Lateral,PKG,90530-03-00,0.0,37000.0,37000.0,37000.0,New
ENT,FMENTL0014,Speech Therapy Session,Service,95550-05-00,0.0,235.0,235.0,235.0,New
Orthopedics,PKORT-0012,Shoulder Decompression,PKG,90533-00-01,0.0,33750.0,33750.0,33750.0,New
Orthopedics,FMORT-0127,Open Reduct Of Dislocatn At Elbow,PKG,47021-00-01,0.0,31500.0,31500.0,31500.0,New
Orthopedics,FMORT-0462,Arthrotomy In Infective Spines,PKG,50103-00-01,0.0,29400.0,29400.0,29400.0,New
Orthopedics,FMORT-0139,Arthrotomy For Removal Of Prosthesis At Hip,PKG,49312-00-00,0.0,29400.0,29400.0,29400.0,New
LABORATORY,FMLAB-9111,Porphyrins In Urine,Service,73050-28-70,0.0,4625.0,4625.0,4625.0,New
Radiology ,FMXRAY1375,Ir. Angioplasty Of Renal Artery,PKG,35303-06-00,0.0,27500.0,27500.0,27500.0,New
Orthopedics,FMORT-0138,Arthrotomy For Removal Of Prosthesis At Knee,PKG,49515-00-01,0.0,27300.0,27300.0,27300.0,New
Orthopedics,FMORT-0125,Open Reduct Of Dislocatn At Unspec. Site,PKG,99999-99-99,0.0,26250.0,26250.0,26250.0,New
Orthopedics,FMORT-0229,Arthroplasty Of Hand & Finger W/ Synthetic Prosthesis,PKG,46309-00-01,0.0,26250.0,26250.0,26250.0,New
Orthopedics,FMORT-0140,Arthrotomy For Removal Of Prosthesis At Ankle,PKG,90606-01-00,0.0,25200.0,25200.0,25200.0,New
Orthopedics,FMORT-0493,Open Red.& Int.Fix.Of Fracture Of Calcaneus,PKG,47615-01-01,0.0,25200.0,25200.0,25200.0,New
Orthopedics,FMORT-0093,Open Reduct Of Fract W/ Int Fix At Carpals & Metac,PKG,47342-01-01,0.0,21000.0,21000.0,21000.0,New
Orthopedics,FMORT-0171,Complete Of Partl Resection Of Knee,PKG,90574-01-01,0.0,21000.0,21000.0,21000.0,New
LABORATORY,FMLAB-9131,Anti Thyroglobulin Abs,Service,73100-27-50,0.0,1280.0,1280.0,1280.0,New
LABORATORY,FMLAB-3001,17-Ketosteroids,Service,73050-21-50,0.0,1255.0,1255.0,1255.0,New
LABORATORY,FMLAB-7007,"Hepatic Profile (Bilirubin Total & Direct, Sgot, Sgpt, Ggt, Alk Phosph, Albumin, Total Protein )",Service,73000-00-90,0.0,1170.0,1170.0,1170.0,New
LABORATORY,FMLABM0133,Serum Immunoelectrophoresis (Immunofixation),Service,73100-15-50,0.0,1200.0,1200.0,1200.0,New
LABORATORY,FMLAB-9204,17 Hydroxy Corticosteroids,Service,73050-08-90,0.0,1195.0,1195.0,1195.0,New
LABORATORY,FMLAB-1065,Prothromin Time (Pt) With Inr,Service,73100-08-70,0.0,280.0,280.0,280.0,New
LABORATORY,FMLAB-8012,Routine Processing Specimens,Service,73200-00-20,0.0,700.0,700.0,700.0,New
LABORATORY,FMLAB-9098,Myoglobin (Urine),Service,73050-25-10,0.0,1605.0,1605.0,1605.0,New
Radiology ,FMXRAY1391,Ir. Percutenous Nephrostomy (1 Side),PKG,36552-00-01,0.0,18700.0,18700.0,18700.0,New
LABORATORY,FMLAB-5293,Listeria Dna By Pcr,Service,73100-24-60,0.0,1140.0,1140.0,1140.0,New
Radiology ,FMXRAY1499,Nm. Parathyroid Scan (Tc99M),Service,61480-00-00,0.0,3850.0,3850.0,3850.0,New
Radiology ,FMXRAY1136,Ct. Abdomen & Pelvis (Triphasic Liver Protocol),Service,56507-00-00,0.0,2382.49,2382.49,2382.49,New
Radiology,FMXRAY1171,X-Ray T.M.J. - Right,Service,57927-00-01,0.0,440.0,440.0,440.0,New
Radiology ,FMXRAY1364,Ir. Angiography Renal / Mesentric Arteriogram,PKG,59970-04-00,0.0,16500.0,16500.0,16500.0,New
Endoscopy,ENT-0039,Functional Endoscopy Sinus Surgery Grade 3 (F.E.S.S.),PKG,41764-01-00,0.0,16000.0,16000.0,16000.0,New
LABORATORY,FMLAB-9453,CYSTINE (U),Service,73050-10-70,0.0,1200.0,1200.0,1200.0,New
Radiology ,FMXRAY1518,Nm. Pet/Ct Brain,Service,61559-00-00,0.0,9350.0,9350.0,9350.0,New
LABORATORY,FMLAB-9094,Mitochondrial Abs & Anti-Smooth,Service,73050-20-70,0.0,995.0,995.0,995.0,New
LABORATORY,FMLAB-7028,"Acute Hepatitis Panel (Hbsag, Hbc Igm, Hav Igm, Hcv)",Service,73000-00-80,0.0,1910.0,1910.0,1910.0,New
Orthopedics,FMORT-0542,Arthrotomy Of Septic Knee,PKG,49500-01-01,0.0,13650.0,13650.0,13650.0,New
Orthopedics,FMORT-0543,Arthrotomy Of The Knee,PKG,49500-01-01,0.0,13650.0,13650.0,13650.0,New
LABORATORY,FMLAB-9168,Homo-Valinilic Acid (Hva),Service,73050-19-80,0.0,940.0,940.0,940.0,New
LABORATORY,FMLAB-2108,Ogtt 100G 3 Hrs (Pregnant),Service,66542-00-20,0.0,441.45,441.45,441.45,New
Radiology ,FMXRAY1113,Mri Additional Contrast,Service,99999-99-92,0.0,440.0,440.0,440.0,New
Radiology ,FMXRAY1172,X-Ray Mandible Pa & Obl.,Service,57915-00-00,0.0,440.0,440.0,440.0,New
Radiology ,FMXRAY1360,Ir. Angiography Superior/Inferior Cavograhpy,PKG,60024-00-00,0.0,13200.0,13200.0,13200.0,New
Radiology ,FMXRAY1388,Ir. Percutaneous Transhepatic Cholangiography (Ptc),PKG,30440-00-00,0.0,13200.0,13200.0,13200.0,New
Radiology ,FMXRAY1190,X-Ray Cervical Spine Ap & Lat. & Oblique,Service,58100-00-00,0.0,550.0,550.0,550.0,New
Radiology ,FMXRAY1109,Mri Upper Limb Angiography With Contrast,Service,90902-01-01,0.0,2750.0,2750.0,2750.0,New
Radiology ,FMXRAY1509,Nm. Labeled Wbc Scan + Spect/Ct,Service,12530-00-00,0.0,7150.0,7150.0,7150.0,New
Radiology ,FMXRAY1243,X-Ray Ankle Stress (Both Sides),Service,57518-03-12,0.0,550.0,550.0,550.0,New
Orthopedics,FMORT-0121,Closed Reduct Of Dislocatn At Hip,PKG,47048-00-01,0.0,12600.0,12600.0,12600.0,New
Orthopedics,FMORT-0122,Closed Reduct Of Dislocatn At Knee,PKG,47054-00-01,0.0,12600.0,12600.0,12600.0,New
Orthopedics,FMORT-0118,Closed Reduct Of Dislocatn At Elbow,PKG,47018-00-01,0.0,12600.0,12600.0,12600.0,New
Orthopedics,FMORT-0116,Closed Reduct Of Dislocatn At Unspec. Site,PKG,90595-00-00,0.0,12600.0,12600.0,12600.0,New
INTERNAL MEDICINE,PKINT-0001,Blood Transfusion,PKG,73250-00-60,0.0,2800.0,2800.0,2800.0,Service to PKG
LABORATORY,FMLAB-9632,Parathyroid Abs,Service,73050-36-30,0.0,1200.0,1200.0,1200.0,New
LABORATORY,FMLAB-9808,Fungus Examination (Smear),Service,73100-22-00,0.0,355.0,355.0,355.0,New
LABORATORY,FMLAB-6012,Nasal Swab C/S,Service,41659-00-00,0.0,410.0,410.0,410.0,New
Ophthalmology,FMOPTC0003,Excision Of Chalazion - Multiple,Service,42575-00-01,0.0,1325.0,1325.0,1325.0,New
Ophthalmology,FMOPTC0018,Eye Lid Electrolysis (Both Eyes),Service,42587-05-01,0.0,505.0,505.0,505.0,New
SURGERY,FMSUR-3109,Mastectomy In Males With Histopathology,PKG,31518-00-00,0.0,10000.0,10000.0,10000.0,New
Radiology ,FMXRAY1471,Nm. Liver And Spleen Scan (Sulfur Colloid Scan) + Spect/Ct,Service,61353-00-00,0.0,4510.0,4510.0,4510.0,New
Orthopedics,FMORT-0119,Closed Reduct Of Dislocatn At Wrist,PKG,47030-00-01,0.0,10500.0,10500.0,10500.0,New
Orthopedics,FMORT-0124,Closed Reduct Of Dislocatn At Foot & Toe,PKG,47069-00-01,0.0,10500.0,10500.0,10500.0,New
Orthopedics,FMORT-0120,Closed Reduct Of Dislocatn At Hand & Finger,PKG,47042-00-01,0.0,10500.0,10500.0,10500.0,New
LABORATORY,FMLAB-9046,Lead,Service,73050-22-40,0.0,685.0,685.0,685.0,New
Endoscopy,ENT-0038,Functional Endoscopy Sinus Surgery Grade 2 (F.E.S.S.),PKG,41764-01-00,0.0,10000.0,10000.0,10000.0,New
Radiology ,FMXRAY1403,Ir. Prostatic Artery Embolization (Pae),PKG,35321-06-00,0.0,55000.0,55000.0,55000.0,New
LABORATORY,FMLAB-2081,Bence Jones Protein,Service,73100-10-60,0.0,315.0,315.0,315.0,New
Plastic Surgery,FMPSDJ0001,Rotation Flap (Major),Service,45200-00-00,0.0,9350.0,9350.0,9350.0,New
LABORATORY,FMLAB-9263,TREPTOC,Service,73100-25-30,0.0,1055.0,1055.0,1055.0,New
Radiology ,FMXRAY1265,Fluroscopy. Ba. Study (Meal Protocol),Service,58909-00-00,0.0,880.0,880.0,880.0,New
LABORATORY,FMLAB-9198,Chromosomal Analysis (On Products Of Conception),Service,73200-06-30,0.0,6700.0,6700.0,6700.0,New
LABORATORY,FMLAB-9550,Insulin Receptor Abs Iga & Igg,Service,73100-15-80,0.0,1490.0,1490.0,1490.0,New
Radiology ,FMXRAY1281,Fluroscopy. Retrograde Pyelogram,Service,58715-01-00,0.0,990.0,990.0,990.0,New
Ophthalmology,FMOPTC0005,Excision Of Minor Lesion Of Eyelid,Service,90086-00-01,0.0,825.0,825.0,825.0,New
Dental,FMDNTS0179,Grafting Soft Tissue (Medium),Service,97271-02-00,0.0,7460.0,7460.0,7460.0,New
LABORATORY,FMLAB-1056,Peroxidase Stain,Service,73050-04-80,0.0,945.0,945.0,945.0,New
Radiology ,FMXRAY1311,Us. Portable In I.P.,Service,92204-00-00,0.0,770.0,770.0,770.0,New
Radiology,FMXRAY1177,X-Ray Acromio-Clavicular Joint - Right,Service,55808-00-01,0.0,275.0,275.0,275.0,New
Radiology ,FMXRAY1182,X-Ray Sternum Lat.,Service,58521-00-00,0.0,275.0,275.0,275.0,New
Endoscopy,FMENDE0014,Endoscopic Cholangiography,Service,30484-01-00,0.0,6300.0,6300.0,6300.0,New
Radiology ,FMXRAY1267,FLUROSCOPY. BA. STUDY (ENEMA SINGLE CONTRAST PROTOCOL),Service,58916-00-00,0.0,1100.0,1100.0,1100.0,New
Radiology ,FMXRAY1540,Mri Neck Angiography (Mra) With Contrast,Service,90901-02-20,0.0,1980.0,1980.0,1980.0,New
Radiology ,FMXRAY1516,Nm. Pet/Ct Whole Body,Service,61523-00-00,0.0,13200.0,13200.0,13200.0,New
Radiology ,FMXRAY1587,Us. Abdomen,Service,55036-00-00,0.0,737.0,737.0,737.0,New
Cardiology,FMCARS0009,Ambulatory Bp Monitoring,Service,11708-00-00,0.0,1000.0,1000.0,1000.0,New
Ophthalmology,MTOPT-0003,Excision Of Chalazion - Medium,Service,42575-00-01,0.0,1225.0,1225.0,1225.0,New
Radiology ,FMXRAY1124,Ct. Brain Angiography (Cta & Ctv),Service,57350-00-00,0.0,3000.0,3000.0,3000.0,New
Dental,FMDNTS0178,Grafting Soft Tissue (Small),Service,97271-02-00,0.0,4980.0,4980.0,4980.0,New
Radiology ,FMXRAY1042,Mri Cardiac (Myocardial Ischemia Protocol),Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
LABORATORY,FMLAB-8234,Creatinine ( URINE ),Service,73050-09-90,0.0,250.0,250.0,250.0,New
Radiology ,FMXRAY1508,Nm. Labeled Wbc Scan,Service,12530-00-00,0.0,6600.0,6600.0,6600.0,New
Radiology ,FMXRAY1486,Nm. Thyroid (Diagnostic Tc99M Scan And Uptake),Service,12518-00-00,0.0,4300.0,4300.0,4300.0,New
Dental,FMDNTP0014,Porcelain Crwon (Type Iv),Service,97615-10-00,0.0,4130.0,4130.0,4130.0,New
Physiotherapy,FMPTD-0091,Nebulization For Aramco Patient Per,Service,92043-00-00,0.0,3915.0,3915.0,3915.0,New
Radiology ,FMXRAY1001,Mri Brain Without Contrast (Standard Protocol),Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Dental,FMDNTP0013,Porcelain Crown (Type Iii),Service,97615-10-00,0.0,3630.0,3630.0,3630.0,New
Emergency,FMERDC0006,"Ambulance W/ Doctor G.P,Nurse",Service,83500-00-80,0.0,3600.0,3600.0,3600.0,New
Dental,FMDNTR0009,Rct And Filling Three Roots,Service,97416-00-00,0.0,3520.0,3520.0,3520.0,New
Radiology ,FMXRAY1110,Mri Lower Limb Angiography With Contrast,Service,90902-06-01,0.0,2750.0,2750.0,2750.0,New
Emergency,FMERDC0004,"Ambulance Service - Local Airport With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 40 -",Service,83500-00-80,0.0,3465.0,3465.0,3465.0,New
ORTHOPAEDIC WORKSHOP,FMORW-0165,Orthosis Xiv,Service,96092-00-00,0.0,3310.0,3310.0,3310.0,New
Radiology ,FMXRAY1038,Mri Cardiac With Contrast,Service,90901-04-20,0.0,3300.0,3300.0,3300.0,New
ENT,FMENTS0012,RADICAL MAXILLECTOMY,Service,45596-00-00,0.0,,,,New
ENT,FMENTK0002,Change Of Tracheostomy Tube,Service,92046-00-00,0.0,710.0,710.0,710.0,New
Emergency,FMERDC0022,"Ambulance Service - With Nurse Or Emt/ Paramedic, 250 - 400 Km (Single Trip)",Service,83520-00-00,0.0,2915.0,2915.0,2915.0,New
LABORATORY,FMLAB-9535,Htlv Ab-I & Ii,Service,73100-22-50,0.0,2865.0,2865.0,2865.0,New
Radiology ,FMXRAY1041,Mri Cardiac (Arvc Protocol),Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
Radiology ,FMXRAY1039,Mri Cardiac Gating,Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
Radiology ,FMXRAY1050,Mri Cardiac (Congenital Anomaly Protocol),Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
Radiology ,FMXRAY1049,Mri Cardiac (Coronary Disease Protocol),Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
Radiology ,FMXRAY1045,Mri Cardiac (Hypertrophic Cardiomyopathy Protocol),Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
Radiology ,FMXRAY1043,Mri Cardiac (Myocardial Viability Protocol),Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
Radiology ,FMXRAY1040,Mri Cardiac (Myocarditis Protocol),Service,90901-08-10,0.0,2860.0,2860.0,2860.0,New
LABORATORY,FMLAB10263,Viral Meningitis- Encephatitis Panel,Service,99999-99-99,0.0,2786.4,2786.4,2786.4,New
Radiology ,FMXRAY1037,Mri Cardiac Without Contrast,Service,90901-08-10,0.0,2750.0,2750.0,2750.0,New
Radiology ,FMXRAY1044,Mri Cardiac (Iron Overload Protocol),Service,90901-08-10,0.0,2750.0,2750.0,2750.0,New
Radiology ,FMXRAY1047,Mri Cardiac (T1 Mapping - Myocardium),Service,90901-08-10,0.0,2750.0,2750.0,2750.0,New
Radiology ,FMXRAY1046,Mri Cardiac (T2 Mapping - Myocardium),Service,90901-08-10,0.0,2750.0,2750.0,2750.0,New
Radiology ,FMXRAY1048,Mri Cardiac (T2* Mapping - Myocardium),Service,90901-08-10,0.0,2750.0,2750.0,2750.0,New
Radiology ,FMXRAY1074,Mri Prostatic Protocol,Service,90901-06-20,0.0,900.0,1100.0,1100.0,New
ORTHOPAEDIC WORKSHOP,FMORW-0127,Rom Hinged Knee Brace,Service,96092-00-00,0.0,2610.0,2610.0,2610.0,New
Ophthalmology,FMOPTH0013,Laser Capsulectomy,Service,90077-00-01,0.0,5940.0,5940.0,5940.0,New
Dermatology ,FMDER-0158,Sebaceous Cyst Excision - Large,Service,31205-01-00,0.0,2515.0,2515.0,2515.0,New
Ophthalmology,FMOPT-4002,Orbital Tumour Excision+Histopathology Analysis,PKG,42533-01-01,0.0,9420.0,9420.0,9420.0,New
Dermatology ,FMDER-0162,Electrocautery-Extra Large,Service,30195-07-20,0.0,2430.0,2430.0,2430.0,New
Radiology ,FMXRAY1058,Mri Abdomen (Liver Elastography Protocol),Service,90901-05-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1055,Mri Abdomen (Liver Protocol),Service,90901-05-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1057,Mri Abdomen (Pancreas Protocol),Service,90901-05-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1009,Mri Brain Angiography (Mra & Mrv) With Contrast,Service,90902-00-00,0.0,2420.0,2420.0,2420.0,New
Radiology ,FMXRAY1016,Mri Brain Tractography Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1061,Mri Pelvis (Anal Cancer Protocol),Service,90901-06-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1063,Mri Pelvis (Rectal Cancer Protocol),Service,90901-06-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1069,Mri Uterus & Ovaries (Endometrial Carcinoma Protocol),Service,90901-08-10,0.0,2420.0,2420.0,2420.0,New
Radiology ,FMXRAY1072,Mri Uterus & Ovaries (Fibroid Protocol),Service,90901-06-20,0.0,2420.0,2420.0,2420.0,New
Radiology ,FMXRAY1073,Mri Uterus & Ovaries (Ovarian Lesion Protocol),Service,90901-06-20,0.0,2420.0,2420.0,2420.0,New
Radiology ,FMXRAY1018,Mri Brain Stereotaxis Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1070,Mri Uterus & Ovaries (Cervical Carcinoma Protocol),Service,90901-06-20,0.0,2420.0,2420.0,2420.0,New
Radiology ,FMXRAY1071,Mri Uterus & Ovaries (Endometriosis Protocol),Service,90901-06-20,0.0,2420.0,2420.0,2420.0,New
Dental,FMDNTR0006,ROOT CANAL TREATMENT INFECTED TOOTH 3 ROOTS OR MORE,Service,97416-00-00,0.0,2400.0,2400.0,2400.0,New
Plastic Surgery,MTPSD-0017,Scar Revision Large (G.A.),Service,45518-00-00,0.0,2315.0,2315.0,2315.0,New
Radiology ,FMXRAY1082,Mri Whole Spine With Contrast,Service,90901-08-20,0.0,2310.0,2310.0,2310.0,New
Ophthalmology,FMOPT-4079,Temprory Artery Biopsy+Histo.,PKG,34109-00-00,0.0,5820.0,5820.0,5820.0,New
Radiology ,FMXRAY1139,Ct. Abdomen & Pelvis (Urography Protocol),Service,56507-00-00,0.0,2382.49,2382.49,2382.49,New
Radiology ,FMXRAY1137,Ct. Abdomen & Pelvis (Renal Or Suprarenal Protocol),Service,56507-00-00,0.0,2382.49,2382.49,2382.49,New
Radiology ,FMXRAY1140,Ct. Abdomen & Pelvis (Virtual Colonoscopy Protocol),Service,56549-01-00,0.0,2382.49,2382.49,2382.49,New
Radiology ,FMXRAY1117,Ct. Skull (Sella Protocol),Service,56010-00-00,0.0,600.0,750.0,750.0,New
Radiology ,FMXRAY1123,Ct. Skull (Dental Protocol),Service,56030-00-00,0.0,600.0,750.0,750.0,New
Radiology ,FMXRAY1065,Mri Abdomen Angiography (Mra & Mrv) Without Contrast,Service,90902-04-00,0.0,2200.0,2200.0,2200.0,New
Radiology ,FMXRAY1010,Mri Brain Pituitary Gland Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1034,Mri Breast Protocol Without Contrast (Screening),Service,90901-10-11,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1021,Mri Head (Internal Auditory Meatus Protocol),Service,90901-01-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1032,Mri Chest Pulmonary Embolism (Pe) Protocol,Service,90901-04-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1353,W.H. Breast Dynamic Mri,Service,90901-10-21,0.0,2200.0,2200.0,2200.0,New
NEUROLOGY,FMNUM-0036,Histology & Histochemistry Strainin,Service,73200-08-40,0.0,2190.0,2190.0,2190.0,New
LABORATORY,FMLAB-2007,Amylase,Service,73050-03-00,0.0,240.0,240.0,240.0,New
LABORATORY,FMLAB-9113,Porphobilinogen (U),Service,73050-28-40,0.0,2165.0,2165.0,2165.0,New
LABORATORY,FMLAB-9229,Aspergillus Abs Igg Specific,Service,73100-19-10,0.0,2100.0,2100.0,2100.0,New
Dental,FMDNTP0012,Procelain Crown (Type Ii),Service,97615-10-00,0.0,1994.3,1994.3,1994.3,New
Radiology ,FMXRAY1052,Mri Abdomen (Enterography Protocol),Service,90901-05-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1059,Mri Abdomen (Kidneys Protocol),Service,90901-05-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1006,Mri Brain Demyelination Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1005,Mri Brain Epilepsy Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1011,Mri Brain Pineal & Tectal Plate Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1012,Mri Brain Posterior Fossa Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1003,Mri Brain Stroke Protocol,Service,90901-00-20,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1007,Mri Brain Trauma Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1013,Mri Brain Trigeminal Neuralgia Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1036,Mri Breast Implant Protocol,Service,90901-10-11,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1027,Mri Neck (Infra-Hyoid Protocol),Service,90901-02-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1026,Mri Neck (Supra-Hyoid Protocol),Service,90901-02-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1062,Mri Pelvis (Perianal Fistula Protocol),Service,90901-06-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1081,Mri Whole Spine Without Contrast,Service,90901-08-10,0.0,1980.0,1980.0,1980.0,New
Radiology ,FMXRAY1053,Mri Abdomen (Enteroclysis Protocol),Service,90901-05-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1051,Mri Abdomen (Pain In Pregnancy Protocol),Service,90901-05-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1019,Mri Head (Fsacial Bone Protocol),Service,90901-01-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1024,Mri Head (Oropharynx & Oral Cavity Protocol),Service,90901-01-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1023,Mri Head (Salivary Gland Protocol),Service,90901-01-10,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1421,Ir. Ct Guided Rfa Tumor (Bone),PKG,99999-99-92,0.0,33000.0,33000.0,33000.0,New
Emergency,FMERDC0003,"Ambulance Service - Local Airport With Nurse Or Emt/ Paramedic, 20 - 40 Km (Round Trip)",Service,83520-00-00,0.0,1965.0,1965.0,1965.0,New
LABORATORY,FMLAB-9704,"Rheumatoid Factor Iga, Igg & Igm",Service,73100-17-70,0.0,1785.0,1785.0,1785.0,New
Radiology ,FMXRAY1103,Mri Anke (1 Side),Service,90901-07-11,0.0,900.0,1100.0,1100.0,New
Radiology ,FMXRAY1004,Mri Brain (Quick=Dwi/Adc) Stroke Protocol,Service,90901-00-10,0.0,900.0,1100.0,1100.0,New
